Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,TargetOrthography,Translation,Reference,Notes
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,lampião,lantern,Bandeira2017[366-412],
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,lampião,lantern,Bandeira2017[366-412],
Angolar,ˈlɐ̃sɐ,ˈlɐ̃sɐ,ˈlɐ̃.sɐ,ˈlɐ̃.sɐ,lança,lance,Bandeira2017[366-412],
Angolar,ˈlɐ̃sɐ,ˈlɐ̃sɐ,ˈlɐ̃.sɐ,ˈlɐ̃.sɐ,lança,lance,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,martelo,hammer,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,moeda,coin,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,moeda,coin,Bandeira2017[366-412],
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,moeda,coin,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,panela,pot,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,panela,pot,Bandeira2017[366-412],
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,panela,pot,Bandeira2017[366-412],
Angolar,ˈpẽt̠ʃi,ˈpẽtɨ,ˈpẽ.t̠ʃi,ˈpẽ.tɨ,pente,comb,Bandeira2017[366-412],
Angolar,ˈpẽt̠ʃi,ˈpẽtɨ,ˈpẽ.t̠ʃi,ˈpẽ.tɨ,pente,comb,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,peneira,sieve,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,peneira,sieve,Bandeira2017[366-412],
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,peneira,sieve,Bandeira2017[366-412],
Angolar,ˈpa:tu,ˈpɾatu,ˈpa:.tu,ˈpɾa.tu,prato,plate,Bandeira2017[366-412],
Angolar,ˈpa:tu,ˈpɾatu,ˈpa:.tu,ˈpɾa.tu,prato,plate,Bandeira2017[366-412],
Angolar,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,prego,nail,Bandeira2017[366-412],
Angolar,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,prego,nail,Bandeira2017[366-412],
Angolar,ˈlɔdɐ,ˈʁodɐ,ˈlɔ.dɐ,ˈʁo.dɐ,roda,wheel,Bandeira2017[366-412],
Angolar,ˈlɔdɐ,ˈʁodɐ,ˈlɔ.dɐ,ˈʁo.dɐ,roda,wheel,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,machado,ax,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,enxada,hoe,Bandeira2017[366-412],
Angolar,ˈsinu,ˈsinu,ˈsi.nu,ˈsi.nu,sino,bell,Bandeira2017[366-412],
Angolar,ˈsinu,ˈsinu,ˈsi.nu,ˈsi.nu,sino,bell,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,açoite,scourge,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,açoite,scourge,Bandeira2017[366-412],
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,açoite,scourge,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,espelho,mirror,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,espelho,mirror,Bandeira2017[366-412],
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,espelho,mirror,Bandeira2017[366-412],
Angolar,ˈtapɐ,ˈtɐ̃pɐ,ˈta.pɐ,ˈtɐ̃.pɐ,tampa,cover,Bandeira2017[366-412],
Angolar,ˈtapɐ,ˈtɐ̃pɐ,ˈta.pɐ,ˈtɐ̃.pɐ,tampa,cover,Bandeira2017[366-412],
Angolar,ˈtaθu,ˈtaʃu,ˈta.θu,ˈta.ʃu,tacho,pan,Bandeira2017[366-412],
Angolar,ˈtaθu,ˈtaʃu,ˈta.θu,ˈta.ʃu,tacho,pan,Bandeira2017[366-412],
Angolar,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,vela,candle,Bandeira2017[366-412],
Angolar,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,vela,candle,Bandeira2017[366-412],
Angolar,ˈðɔlɔ,ɐ̃ˈzɔɫ,ˈðɔ.lɔ,ɐ̃.ˈzɔɫ,anzol,hook,Bandeira2017[366-412],
Angolar,ˈðɔlɔ,ɐ̃ˈzɔɫ,ˈðɔ.lɔ,ɐ̃.ˈzɔɫ,anzol,hook,Bandeira2017[366-412],
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,vestido,dress,Bandeira2017[366-412],
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,vestido,dress,Bandeira2017[366-412],
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,vestido,dress,Bandeira2017[366-412],
Angolar,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,bota,boot,Bandeira2017[366-412],
Angolar,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,bota,boot,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,camisa,shirt,Bandeira2017[366-412],
Angolar,kaˈθo,kalˈsɐ̃w̃,ka.ˈθo,kal.ˈsɐ̃w̃,calção,short trousers,Bandeira2017[366-412],
Angolar,kaˈθo,kalˈsɐ̃w̃,ka.ˈθo,kal.ˈsɐ̃w̃,calção,short trousers,Bandeira2017[366-412],
Angolar,ˈmejɐ,ˈmejɐ,ˈmejɐ,ˈmej.ɐ,meia,sock,Bandeira2017[366-412],
Angolar,ˈmejɐ,ˈmejɐ,ˈmejɐ,ˈmej.ɐ,meia,sock,Bandeira2017[366-412],
Angolar,ˈθajɐ,ˈsajɐ,ˈθaj.ɐ,ˈsaj.ɐ,saia,skirt,Bandeira2017[366-412],
Angolar,ˈθajɐ,ˈsajɐ,ˈθaj.ɐ,ˈsaj.ɐ,saia,skirt,Bandeira2017[366-412],
Angolar,θaˈpe,ʃɐˈpew,θa.ˈpe,ʃɐ.ˈpew,chapéu,hat,Bandeira2017[366-412],
Angolar,θaˈpe,ʃɐˈpew,θaˈpe,ʃɐ.ˈpew,chapéu,hat,Bandeira2017[366-412],
Angolar,ˈθɛdɐ,ˈsedɐ,ˈθɛ.dɐ,ˈse.dɐ,seda,silk,Bandeira2017[366-412],
Angolar,ˈθɛdɐ,ˈsedɐ,ˈθɛ.dɐ,ˈse.dɐ,seda,silk,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,tecido,fabric,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,tecido,fabric,Bandeira2017[366-412],
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,tecido,fabric,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,África,africa,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,África,africa,Bandeira2017[366-412],
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,África,africa,Bandeira2017[366-412],
Angolar,gaˈbõ,gɐˈbɐ̃w̃,ga.ˈbõ,gɐ.ˈbɐ̃w̃,Gabão,gabon,Bandeira2017[366-412],
Angolar,gaˈbõ,gɐˈbɐ̃w̃,ga.ˈbõ,gɐ.ˈbɐ̃w̃,Gabão,gabon,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,Ilha do Príncipe,príncipe,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,Príncipe,prince,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,Príncipe,prince,Bandeira2017[366-412],
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,Príncipe,prince,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,Portugal,portugal,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,Portugal,portugal,Bandeira2017[366-412],
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,Portugal,portugal,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,sɐ̃w̃,São Tomé,santome,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,tu,São Tomé,santome,Bandeira2017[366-412],
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,ˈmɛ,São Tomé,santome,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,obrigado,thanks,Bandeira2017[366-412],
Angolar,ˈdelu,dʒiˈɲejɾu,ˈde.lu,dʒi.ˈɲej.ɾu,dinheiro,money,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐ.ˈvoɾ,favor,favor,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐˈvoɾ,favor,favor,Bandeira2017[366-412],
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐˈvoɾ,favor,favor,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,fortuna,luck,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,fortuna,luck,Bandeira2017[366-412],
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,fortuna,luck,Bandeira2017[366-412],
Angolar,ˈkatɐ,ˈkaʁ.tɐ,ˈka.tɐ,ˈkaʁ.tɐ,carta,letter,Bandeira2017[366-412],
Angolar,ˈkatɐ,ˈkaʁ.tɐ,ˈka.tɐ,ˈkaʁ.tɐ,carta,letter,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,casamento,marriage,Bandeira2017[366-412],
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,casamento,marriage,Bandeira2017[366-412],
Angolar,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,livro,book,Bandeira2017[366-412],
Angolar,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,livro,book,Bandeira2017[366-412],
Angolar,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,morte,death,Bandeira2017[366-412],
Angolar,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,morte,death,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,palavra,word,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,palavra,word,Bandeira2017[366-412],
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,palavra,word,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,pancada,blow,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,pancada,blow,Bandeira2017[366-412],
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,pancada,blow,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,papel,paper,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,papel,paper,Bandeira2017[366-412],
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,papel,paper,Bandeira2017[366-412],
Angolar,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,porta,door,Bandeira2017[366-412],
Angolar,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,porta,door,Bandeira2017[366-412],
Angolar,liˈθõ,liˈsɐ̃w̃,li.ˈθõ,li.ˈsɐ̃w̃,lição,lesson,Bandeira2017[366-412],
Angolar,liˈθõ,liˈsɐ̃w̃,li.ˈθõ,li.ˈsɐ̃w̃,lição,lesson,Bandeira2017[366-412],
Angolar,ˈlɛtu,ˈʀɛʃtu,ˈlɛ.tu,ˈʀɛʃ.tu,resto,leftovers,Bandeira2017[366-412],
Angolar,ˈlɛtu,ˈʀɛʃtu,ˈlɛ.tu,ˈʀɛʃ.tu,resto,leftovers,Bandeira2017[366-412],
Angolar,θaˈbɔ,sɐˈbɐ̃w̃,θa.ˈbɔ,sɐ.ˈbɐ̃w̃,sabão,soap,Bandeira2017[366-412],
Angolar,θaˈbɔ,sɐˈbɐ̃w̃,θa.ˈbɔ,sɐ.ˈbɐ̃w̃,sabão,soap,Bandeira2017[366-412],
Angolar,ˈθɛlɐ,ˈsɛʀɐ,ˈθɛ.lɐ,ˈsɛ.ʀɐ,serra,saw,Bandeira2017[366-412],
Angolar,ˈθɛlɐ,ˈsɛʀɐ,ˈθɛ.lɐ,ˈsɛ.ʀɐ,serra,saw,Bandeira2017[366-412],
Angolar,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,tinta,ink,Bandeira2017[366-412],
Angolar,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,tinta,ink,Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,tormento,"noise, confusion",Bandeira2017[366-412],
Angolar,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,mofo,mold,Bandeira2017[366-412],
Angolar,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,mofo,mold,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,verdade,truth,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,verdade,truth,Bandeira2017[366-412],
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,verdade,truth,Bandeira2017[366-412],
Cape Verdean Sao Vicente,tud,ˈtudu,tud,tu.’du,tudo,everything,Baptista2019[271-277],
Cape Verdean Sao Vicente,tud,ˈtudu,tud,tu.’du,tudo,everything,Baptista2019[271-277],
Cape Verdean Sao Vicente,ma,ˈmɐʃ,ma,ˈmɐʃ,mas,and,Baptista2019[271-277],
Cape Verdean Sao Vicente,j,i,j,i,e,and,Baptista2019[271-277],
Cape Verdean Sao Vicente,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,animal,animal,Baptista2019[271-277],
Cape Verdean Sao Vicente,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,animal,animal,Baptista2019[271-277],
Cape Verdean Sao Vicente,animal,ɐniˈmaɫ,a.ni.mal,ɐ.ni.ˈmaɫ,animal,animal,Baptista2019[271-277],
Cape Verdean Sao Vicente,bit̠ʃ,biʃu,bi.t̠ʃ,bi.ʃu,bicho,worm,Baptista2019[271-277],
Cape Verdean Sao Vicente,bit̠ʃ,biʃu,bi.t̠ʃ,bi.ʃu,bicho,worm,Baptista2019[271-277],
Cape Verdean Sao Vicente,sinza,ˈsĩzɐ,sin.za,ˈsĩ.zɐ,cinza,ashes,Baptista2019[271-277],
Cape Verdean Sao Vicente,sinza,ˈsĩzɐ,sin.za,ˈsĩ.zɐ,cinza,ashes,Baptista2019[271-277],
Cape Verdean Sao Vicente,na,nɐ,na,nɐ,na,at,Baptista2019[271-277],
Cape Verdean Sao Vicente,koʃta,ˈkɔʃtɐ,koʃ.ta,ˈkɔʃ.tɐ,costa,back,Baptista2019[271-277],
Cape Verdean Sao Vicente,koʃta,ˈkɔʃtɐ,koʃ.ta,ˈkɔʃ.tɐ,costa,back,Baptista2019[271-277],
Cape Verdean Sao Vicente,mau,ˈmaw,mau,ˈmaw,mau,bad,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,mariado,bad,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,mariado,bad,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾiod,mɐɾiˈadu,ma.ɾi.od,mɐ.ɾiˈa.du,mariado,bad,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾom,,ɾom,-,casca,bark,Baptista2019[271-277],
Cape Verdean Sao Vicente,puɾke,ˈpuɾkɨ,puɾ.ke,ˈpuɾ.kɨ,porque,because,Baptista2019[271-277],
Cape Verdean Sao Vicente,puɾke,ˈpuɾkɨ,puɾ.ke,ˈpuɾ.kɨ,porque,because,Baptista2019[271-277],
Cape Verdean Sao Vicente,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,barriga,belly,Baptista2019[271-277],
Cape Verdean Sao Vicente,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,barriga,belly,Baptista2019[271-277],
Cape Verdean Sao Vicente,beɾiga,bɐˈʀigɐ,be.ɾi.ga,bɐ.ˈʀi.gɐ,barriga,belly,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾande,ˈɡɾɐ̃dɨ,gɾan.de,ˈɡɾɐ̃.dɨ,grande,big,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾande,ˈɡɾɐ̃dɨ,gɾan.de,ˈɡɾɐ̃.dɨ,grande,big,Baptista2019[271-277],
Cape Verdean Sao Vicente,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,pássaro,bird,Baptista2019[271-277],
Cape Verdean Sao Vicente,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,pássaro,bird,Baptista2019[271-277],
Cape Verdean Sao Vicente,pos,ˈpasɐru,pos,ˈpa.sɐ.ru,pássaro,bird,Baptista2019[271-277],
Cape Verdean Sao Vicente,moɾde,muɾˈdeɾ,moɾ.de,muɾ.ˈdeɾ,morder,bite,Baptista2019[271-277],
Cape Verdean Sao Vicente,moɾde,muɾˈdeɾ,moɾ.de,muɾ.ˈdeɾ,morder,bite,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɾet,ˈpɾetu,pɾet,ˈpɾe.tu,preto,black,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɾet,ˈpɾetu,pɾet,ˈpɾe.tu,preto,black,Baptista2019[271-277],
Cape Verdean Sao Vicente,sang,ˈsɐ̃ɡɨ,sang,ˈsɐ̃.ɡɨ,sangue,blood,Baptista2019[271-277],
Cape Verdean Sao Vicente,sang,ˈsɐ̃ɡɨ,sang,ˈsɐ̃.ɡɨ,sangue,blood,Baptista2019[271-277],
Cape Verdean Sao Vicente,sopɾa,suˈpɾaɾ,so.pɾa,su.ˈpɾaɾ,soprar,blow,Baptista2019[271-277],
Cape Verdean Sao Vicente,sopɾa,suˈpɾaɾ,so.pɾa,su.ˈpɾaɾ,soprar,blow,Baptista2019[271-277],
Cape Verdean Sao Vicente,os,ˈosu,os,o.ˈsu,osso,bone,Baptista2019[271-277],
Cape Verdean Sao Vicente,os,ˈosu,os,o.ˈsu,osso,bone,Baptista2019[271-277],
Cape Verdean Sao Vicente,kema,kejˈmaɾ,ke.ma,kej.ˈmaɾ,queimar,burn,Baptista2019[271-277],
Cape Verdean Sao Vicente,kema,kejˈmaɾ,ke.ma,kej.ˈmaɾ,queimar,burn,Baptista2019[271-277],
Cape Verdean Sao Vicente,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,menino,child,Baptista2019[271-277],
Cape Verdean Sao Vicente,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,menino,child,Baptista2019[271-277],
Cape Verdean Sao Vicente,mnin,mɨˈninu,mnin,mɨ.ˈni.nu,menino,child,Baptista2019[271-277],
Cape Verdean Sao Vicente,nuven,ˈnuvɐ̃j̃,nu.ven,ˈnu.vɐ̃j̃,nuvem,cloud,Baptista2019[271-277],
Cape Verdean Sao Vicente,nuven,ˈnuvɐ̃j̃,nu.ven,ˈnu.vɐ̃j̃,nuvem,cloud,Baptista2019[271-277],
Cape Verdean Sao Vicente,fɾiu,ˈfɾiu,fɾi.u,ˈfɾi.u,frio,cold,Baptista2019[271-277],
Cape Verdean Sao Vicente,fɾiu,ˈfɾiu,fɾi.u,ˈfɾi.u,frio,cold,Baptista2019[271-277],
Cape Verdean Sao Vicente,ben,ˈvɐ̃j̃,ben,ˈvɐ̃j̃,vem,come,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃega,ʃɨˈɡaɾ,t̠ʃe.ga,ʃɨ.ˈɡaɾ,chegar,arrive,Baptista2019[271-277],
