Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,TargetOrthography,Translation,Reference,Notes
Guinea-Bissau Creole,ˈpis,ˈpɐjʃɨ,ˈpis,ˈpɐj.ʃɨ,peixe,fish,Scantamburlo2003,
Guinea-Bissau Creole,ˈpis,ˈpɐjʃɨ,ˈpis,ˈpɐj.ʃɨ,peixe,fish,Scantamburlo2003,
Guinea-Bissau Creole,pastʀu,ˈpasɐɾu,pas.tʀu,ˈpa.sɐ.ɾu,pássaro,bird,Scantamburlo2003,
Guinea-Bissau Creole,pastʀu,ˈpasɐɾu,pas.tʀu,ˈpa.sɐ.ɾu,pássaro,bird,Scantamburlo2003,
Guinea-Bissau Creole,pastʀu,ˈpasɐɾu,pas.tʀu,ˈpa.sɐ.ɾu,pássaro,bird,Scantamburlo2003,
Guinea-Bissau Creole,kaˈtʃuʀ,kɐˈʃoʁu,kaˈ.tʃuʀ,kɐˈ.ʃoʁ.u,cachorro,dog,Scantamburlo2003,
Guinea-Bissau Creole,kaˈtʃuʀ,kɐˈʃoʁu,kaˈ.tʃuʀ,kɐˈ.ʃoʁ.u,cachorro,dog,Scantamburlo2003,
Guinea-Bissau Creole,kaˈtʃuʀ,kɐˈʃoʁu,kaˈ.tʃuʀ,kɐˈ.ʃoʁ.u,cachorro,dog,Scantamburlo2003,
Guinea-Bissau Creole, 'kobʀa,ˈkobɾɐ, 'ko.bʀa,ˈko.bɾɐ,cobra,snake,Scantamburlo2003,
Guinea-Bissau Creole, 'kobʀa,ˈkobɾɐ, 'ko.bʀa,ˈko.bɾɐ,cobra,snake,Scantamburlo2003,
Guinea-Bissau Creole,ˈaʀvoʀɪ,ˈaɾvuɾɨ,ˈaʀ.vo.ʀɪ,ˈaɾ.vu.ɾɨ,árvore,tree,Scantamburlo2003,
Guinea-Bissau Creole,ˈaʀvoʀɪ,ˈaɾvuɾɨ,ˈaʀ.vo.ʀɪ,ˈaɾ.vu.ɾɨ,árvore,tree,Scantamburlo2003,
Guinea-Bissau Creole,ˈaʀvoʀɪ,ˈaɾvuɾɨ,ˈaʀ.vo.ʀɪ,ˈaɾ.vu.ɾɨ,árvore,tree,Scantamburlo2003,
Guinea-Bissau Creole,ˈmatʊ,ˈmatu,ˈma.tʊ,ˈma.tu,mato,forest,Scantamburlo2003,
Guinea-Bissau Creole,ˈmatʊ,ˈmatu,ˈma.tʊ,ˈma.tu,mato,forest,Scantamburlo2003,
Guinea-Bissau Creole,ˈfɾutɐ,ˈfɾutɐ,ˈfɾu.tɐ,ˈfɾu.tɐ,fruta,fruit,Scantamburlo2003,
Guinea-Bissau Creole,ˈfɾutɐ,ˈfɾutɐ,ˈfɾu.tɐ,ˈfɾu.tɐ,fruta,fruit,Scantamburlo2003,
Guinea-Bissau Creole,simenti,sɨˈmẽtɨ,si.men.ti,sɨ.ˈmẽ.tɨ,semente,seed,Scantamburlo2003,
Guinea-Bissau Creole,simenti,sɨˈmẽtɨ,si.men.ti,sɨ.ˈmẽ.tɨ,semente,seed,Scantamburlo2003,
Guinea-Bissau Creole,simenti,sɨˈmẽtɨ,si.men.ti,sɨ.ˈmẽ.tɨ,semente,seed,Scantamburlo2003,
Guinea-Bissau Creole, 'pɛlɪ,ˈpeɫɨ, 'pɛ.lɪ,ˈpe.ɫɨ,pele,skin,Scantamburlo2003,
Guinea-Bissau Creole, 'pɛlɪ,ˈpeɫɨ, 'pɛ.lɪ,ˈpe.ɫɨ,pele,skin,Scantamburlo2003,
Guinea-Bissau Creole, 'kaʀni,ˈkaɾnɨ, 'kaʀ.ni,ˈkaɾ.nɨ,carne,meat,Scantamburlo2003,
Guinea-Bissau Creole, 'kaʀni,ˈkaɾnɨ, 'kaʀ.ni,ˈkaɾ.nɨ,carne,meat,Scantamburlo2003,
Guinea-Bissau Creole,sangui,ˈsɐ̃gɨ,san.gui,ˈsɐ̃.gɨ,sangue,blood,Scantamburlo2003,
Guinea-Bissau Creole,sangui,ˈsɐ̃gɨ,san.gui,ˈsɐ̃.gɨ,sangue,blood,Scantamburlo2003,
Guinea-Bissau Creole,o'vu,ˈovu,o'.vu,ˈo.vu,ovo,egg,Scantamburlo2003,
Guinea-Bissau Creole,o'vu,ˈovu,o'.vu,ˈo.vu,ovo,egg,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbelʊ,kɐˈbeɫu,ka.ˈbe.lʊ,kɐ.ˈbe.ɫu,cabelo,hair,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbelʊ,kɐˈbeɫu,ka.ˈbe.lʊ,kɐ.ˈbe.ɫu,cabelo,hair,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbelʊ,kɐˈbeɫu,ka.ˈbe.lʊ,kɐ.ˈbe.ɫu,cabelo,hair,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbesɐ,kɐˈbesɐ,ka.ˈbe.sɐ,kɐ.ˈbe.sɐ,cabeça,head,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbesɐ,kɐˈbesɐ,ka.ˈbe.sɐ,kɐ.ˈbe.sɐ,cabeça,head,Scantamburlo2003,
Guinea-Bissau Creole,kaˈbesɐ,kɐˈbesɐ,ka.ˈbe.sɐ,kɐ.ˈbe.sɐ,cabeça,head,Scantamburlo2003,
Guinea-Bissau Creole,oˈʀed͡ʒɐ,oˈɾɐʎɐ,o.ˈʀe.d͡ʒɐ,o.ˈɾɐ.ʎɐ,orelha,ear,Scantamburlo2003,
Guinea-Bissau Creole,oˈʀed͡ʒɐ,oˈɾɐʎɐ,o.ˈʀe.d͡ʒɐ,o.ˈɾɐ.ʎɐ,orelha,ear,Scantamburlo2003,
Guinea-Bissau Creole,oˈʀed͡ʒɐ,oˈɾɐʎɐ,o.ˈʀe.d͡ʒɐ,o.ˈɾɐ.ʎɐ,orelha,ear,Scantamburlo2003,
Guinea-Bissau Creole,ud͡ʒu,ˈoʎu,u.d͡ʒu,ˈo.ʎu,olho,eye,Scantamburlo2003,
Guinea-Bissau Creole,ud͡ʒu,ˈoʎu,u.d͡ʒu,ˈo.ʎu,olho,eye,Scantamburlo2003,
Guinea-Bissau Creole, 'naʀis,nɐˈɾiʃ, 'na.ʀis,nɐ.ˈɾiʃ,nariz,nose,Scantamburlo2003,
Guinea-Bissau Creole, 'naʀis,nɐˈɾiʃ, 'na.ʀis,nɐ.ˈɾiʃ,nariz,nose,Scantamburlo2003,
Guinea-Bissau Creole,ˈbokɐ,ˈbokɐ,ˈbo.kɐ,ˈbo.kɐ,boca,mouth,Scantamburlo2003,
Guinea-Bissau Creole,ˈbokɐ,ˈbokɐ,ˈbo.kɐ,ˈbo.kɐ,boca,mouth,Scantamburlo2003,
Guinea-Bissau Creole, 'lĩŋgwɐ,ˈɫĩgwɐ, 'lĩŋ.gwɐ,ˈɫĩ.gwɐ,língua,tongue,Scantamburlo2003,
Guinea-Bissau Creole, 'lĩŋgwɐ,ˈɫĩgwɐ, 'lĩŋ.gwɐ,ˈɫĩ.gwɐ,língua,tongue,Scantamburlo2003,
Guinea-Bissau Creole,ˈuɲɐ,ˈuɲɐ,ˈu.ɲɐ,ˈu.ɲɐ,unha,nail,Scantamburlo2003,
Guinea-Bissau Creole,ˈuɲɐ,ˈuɲɐ,ˈu.ɲɐ,ˈu.ɲɐ,unha,nail,Scantamburlo2003,
Guinea-Bissau Creole, 'peʀna,ˈpeɾnɐ, 'peʀ.na,ˈpeɾ.nɐ,perna,leg,Scantamburlo2003,
Guinea-Bissau Creole, 'peʀna,ˈpeɾnɐ, 'peʀ.na,ˈpeɾ.nɐ,perna,leg,Scantamburlo2003,
Guinea-Bissau Creole,ˈdʒudʒʊ,ʒuˈɐʎu,ˈdʒu.dʒʊ,ʒu.ˈɐ.ʎu,joelho,knee,Scantamburlo2003,
Guinea-Bissau Creole,ˈdʒudʒʊ,ʒuˈɐʎu,ˈdʒu.dʒʊ,ʒu.ˈɐ.ʎu,joelho,knee,Scantamburlo2004,
Guinea-Bissau Creole,ˈdʒudʒʊ,ʒuˈɐʎu,ˈdʒu.dʒʊ,ʒu.ˈɐ.ʎu,joelho,knee,Scantamburlo2005,
Guinea-Bissau Creole,ˈmõŋ,ˈmɐ̃w,ˈmõŋ,ˈmɐ̃w,mão,hand,Scantamburlo2003,
Guinea-Bissau Creole,aza,ˈazɐ,aza,ˈa.zɐ,asa,wing,Scantamburlo2003,
Guinea-Bissau Creole,aza,ˈazɐ,aza,ˈa.zɐ,asa,wing,Scantamburlo2003,
Guinea-Bissau Creole,baʀiga,baˈʁigɐ,ba.ʀi.ga,ba.ˈʁi.gɐ,barriga,belly,Scantamburlo2003,
Guinea-Bissau Creole,baʀiga,baˈʁigɐ,ba.ʀi.ga,ba.ˈʁi.gɐ,barriga,belly,Scantamburlo2003,
Guinea-Bissau Creole,baʀiga,baˈʁigɐ,ba.ʀi.ga,ba.ˈʁi.gɐ,barriga,belly,Scantamburlo2003,
Guinea-Bissau Creole,tʀipa,ˈtɾipɐʃ,tʀipa,ˈtɾi.pɐʃ,tripa,guts,Scantamburlo2003,
Guinea-Bissau Creole,tʀipa,ˈtɾipɐʃ,tʀipa,ˈtɾi.pɐʃ,tripa,guts,Scantamburlo2003,
Guinea-Bissau Creole,piskus,pɨʃˈkosu,pis.kus,pɨʃ.ˈko.su,pescoço,neck,Scantamburlo2003,
Guinea-Bissau Creole,piskus,pɨʃˈkosu,pis.kus,pɨʃ.ˈko.su,pescoço,neck,Scantamburlo2003,
Guinea-Bissau Creole,piskus,pɨʃˈkosu,pis.kus,pɨʃ.ˈko.su,pescoço,neck,Scantamburlo2003,
Guinea-Bissau Creole,kosta,ˈkoʃtɐʃ,kos.ta,ˈkoʃ.tɐʃ,costa,back,Scantamburlo2003,
Guinea-Bissau Creole,kosta,ˈkoʃtɐʃ,kos.ta,ˈkoʃ.tɐʃ,costa,back,Scantamburlo2003,
Guinea-Bissau Creole,pitu,ˈpɐjtu,pi.tu,ˈpɐj.tu,peito,breast,Scantamburlo2003,
Guinea-Bissau Creole,pitu,ˈpɐjtu,pi.tu,ˈpɐj.tu,peito,breast,Scantamburlo2003,
Guinea-Bissau Creole,kuʀaˈsõŋ,kuɾɐˈsɐ̃w,ku.ʀa.ˈsõŋ,ku.ɾɐ.ˈsɐ̃w,coração,heart,Scantamburlo2003,
Guinea-Bissau Creole,kuʀaˈsõŋ,kuɾɐˈsɐ̃w,ku.ʀa.ˈsõŋ,ku.ɾɐ.ˈsɐ̃w,coração,heart,Scantamburlo2003,
Guinea-Bissau Creole,kuʀaˈsõŋ,kuɾɐˈsɐ̃w,ku.ʀa.ˈsõŋ,ku.ɾɐ.ˈsɐ̃w,coração,heart,Scantamburlo2003,
Guinea-Bissau Creole,ˈbibɪ,bɨˈbi,ˈbi.bɪ,bɨ.ˈbi,beber,drink,Scantamburlo2003,
Guinea-Bissau Creole,ˈbibɪ,bɨˈbi,ˈbi.bɪ,bɨ.ˈbi,beber,drink,Scantamburlo2003,
Guinea-Bissau Creole,kuˈmɛ,ˈkomɨ,ku.ˈmɛ,ˈko.mɨ,comer,eat,Scantamburlo2003,
Guinea-Bissau Creole,kuˈmɛ,ˈkomɨ,ku.ˈmɛ,ˈko.mɨ,comer,eat,Scantamburlo2003,
Guinea-Bissau Creole,ˈmuʀdɪ,muɾˈdi,ˈmuʀ.dɪ,muɾ.ˈdi,morder,bite,Scantamburlo2003,
Guinea-Bissau Creole,ˈmuʀdɪ,muɾˈdi,ˈmuʀ.dɪ,muɾ.ˈdi,morder,bite,Scantamburlo2003,
Guinea-Bissau Creole,tʃupa,ʃuˈpaɾ,tʃu.pa,ʃu.ˈpaɾ,chupar,suck,Scantamburlo2003,
Guinea-Bissau Creole,tʃupa,ʃuˈpaɾ,tʃu.pa,ʃu.ˈpaɾ,chupar,suck,Scantamburlo2003,
Guinea-Bissau Creole,kuspi,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,cuspir,spit,Scantamburlo2003,
Guinea-Bissau Creole,kuspi,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,cuspir,spit,Scantamburlo2003,
Guinea-Bissau Creole,ʀᴐbaˈsa,ʁɐbiˈsaɾ,ʀᴐ.ba.ˈsa,ʁɐ.bi.ˈsaɾ,rabiçar,vomit,Scantamburlo2003,
Guinea-Bissau Creole,ʀᴐbaˈsa,ʁɐbiˈsaɾ,ʀᴐ.ba.ˈsa,ʁɐ.bi.ˈsaɾ,rabiçar,vomit,Scantamburlo2003,
Guinea-Bissau Creole,ʀᴐbaˈsa,ʁɐbiˈsaɾ,ʀᴐ.ba.ˈsa,ʁɐ.bi.ˈsaɾ,rabiçar,vomit,Scantamburlo2003,
Guinea-Bissau Creole, 'supʀa,suˈpɾaɾ, 'su.pʀa,su.ˈpɾaɾ,soprar,blow,Scantamburlo2003,
Guinea-Bissau Creole, 'supʀa,suˈpɾaɾ, 'su.pʀa,su.ˈpɾaɾ,soprar,blow,Scantamburlo2003,
Guinea-Bissau Creole,ɲiˈɲi,ˈʁiɾ,ɲi.ˈɲi,ˈʁiɾ,rir,laugh,Scantamburlo2003,
Guinea-Bissau Creole,ɲiˈɲi,ˈʁiɾ,ɲi.ˈɲi,ˈʁiɾ,rir,laugh,Scantamburlo2004,
Guinea-Bissau Creole,ˈᴐd͡ʒa,oˈʎaɾ,ˈᴐ.d͡ʒa,o.ˈʎaɾ,ver,see,Scantamburlo2003,
Guinea-Bissau Creole,ˈᴐd͡ʒa,oˈʎaɾ,ˈᴐ.d͡ʒa,o.ˈʎaɾ,ver,see,Scantamburlo2003,
Guinea-Bissau Creole,oˈbi,oˈviɾ,o.ˈbi,o.ˈviɾ,ouvir,hear,Scantamburlo2003,
Guinea-Bissau Creole,oˈbi,oˈviɾ,o.ˈbi,o.ˈviɾ,ouvir,hear,Scantamburlo2003,
Guinea-Bissau Creole,si'bi,sɐˈbeɾ,si.'bi,sɐ.ˈbeɾ,sabeʀ,know,Scantamburlo2003,
Guinea-Bissau Creole,si'bi,sɐˈbeɾ,si.'bi,sɐ.ˈbeɾ,sabeʀ,know,Scantamburlo2003,
Guinea-Bissau Creole, 'pensa,pẽˈsaɾ, 'pen.sa,pẽ.ˈsaɾ,pensar,think,Scantamburlo2003,
Guinea-Bissau Creole, 'pensa,pẽˈsaɾ, 'pen.sa,pẽ.ˈsaɾ,pensar,think,Scantamburlo2003,
Guinea-Bissau Creole,ˈmedʊ,ˈmedu,ˈme.dʊ,ˈme.du,medo,fear,Scantamburlo2003,
Guinea-Bissau Creole,ˈmedʊ,ˈmedu,ˈme.dʊ,ˈme.du,medo,fear,Scantamburlo2003,
Guinea-Bissau Creole,ˈduʀmɪ,duɾˈmiɾ,ˈduʀ.mɪ,duɾˈmiɾ,dormir,sleep,Costa2014,
Guinea-Bissau Creole,ˈduʀmɪ,duɾˈmiɾ,ˈduʀ.mɪ,duɾˈmiɾ,dormir,sleep,Costa2014,
Guinea-Bissau Creole,ˈvivɪ,ˈvivɨ,ˈvi.vɪ,ˈvi.vɨ,viver,live,Costa2014,
Guinea-Bissau Creole,ˈvivɪ,ˈvivɨ,ˈvi.vɪ,ˈvi.vɨ,viver,live,Costa2014,
Guinea-Bissau Creole,ˈmuʀɪ,muˈʁi,ˈmu.ʀɪ,mu.ˈʁi,morrer,die,Costa2014,
Guinea-Bissau Creole,ˈmuʀɪ,muˈʁi,ˈmu.ʀɪ,mu.ˈʁi,morrer,die,Costa2014,
Guinea-Bissau Creole,ˈmatɐ,ˈmatɐ,ˈma.tɐ,ˈma.tɐ,mata,kill,Costa2014,
Guinea-Bissau Creole,ˈmatɐ,ˈmatɐ,ˈma.tɐ,ˈma.tɐ,mata,kill,Costa2014,
Guinea-Bissau Creole,disˈkutɪ,dɨʃkuˈti,dis.ˈku.tɪ,dɨʃ.ku.ˈti,discutir,fight/discuss,Costa2014,
Guinea-Bissau Creole,disˈkutɪ,dɨʃkuˈti,dis.ˈku.tɪ,dɨʃ.ku.ˈti,discutir,fight/discuss,Costa2014,
Guinea-Bissau Creole,disˈkutɪ,dɨʃkuˈti,dis.ˈku.tɪ,dɨʃ.ku.ˈti,discutir,fight/discuss,Costa2014,
Guinea-Bissau Creole,montia,kɐˈsaɾ,mon.tia,kɐ.ˈsaɾ,caçar,hunt,Scantamburlo2003,
Guinea-Bissau Creole,montia,kɐˈsaɾ,mon.tia,kɐ.ˈsaɾ,caçar,hunt,Scantamburlo2003,
Guinea-Bissau Creole,suta,ɐsɨɾˈtaɾ,su.ta,ɐ.sɨɾ.ˈtaɾ,acertar,hit,Scantamburlo2003,
Guinea-Bissau Creole,suta,ɐsɨɾˈtaɾ,su.ta,ɐ.sɨɾ.ˈtaɾ,acertar,hit,Scantamburlo2003,
Guinea-Bissau Creole,suta,ɐsɨɾˈtaɾ,su.ta,ɐ.sɨɾ.ˈtaɾ,acertar,hit,Scantamburlo2003,
Guinea-Bissau Creole,ˈkɔʀtɐ,ˈkoɾtɐ,ˈkɔʀ.tɐ,ˈkoɾ.tɐ,cortar,cut,Scantamburlo2003,
Guinea-Bissau Creole,ˈkɔʀtɐ,ˈkoɾtɐ,ˈkɔʀ.tɐ,ˈkoɾ.tɐ,cortar,cut,Scantamburlo2003,
Guinea-Bissau Creole,dividi,dɨvɨˈdiɾ,di.vi.di,dɨ.vɨ.ˈdiɾ,dividir,split,Scantamburlo2003,
Guinea-Bissau Creole,dividi,dɨvɨˈdiɾ,di.vi.di,dɨ.vɨ.ˈdiɾ,dividir,split,Scantamburlo2003,
Guinea-Bissau Creole,dividi,dɨvɨˈdiɾ,di.vi.di,dɨ.vɨ.ˈdiɾ,dividir,split,Scantamburlo2003,
Guinea-Bissau Creole, 'fakia,ʃfɐˈkiɐ, 'fa.ki.a,ʃ.fɐ.ˈki.ɐ,apunhalar,stab,Scantamburlo2003,
Guinea-Bissau Creole, 'fakia,ʃfɐˈkiɐ, 'fa.ki.a,ʃ.fɐ.ˈki.ɐ,apunhalar,stab,Scantamburlo2003,
Guinea-Bissau Creole, 'fakia,ʃfɐˈkiɐ, 'fa.ki.a,ʃ.fɐ.ˈki.ɐ,apunhalar,stab,Scantamburlo2003,
Guinea-Bissau Creole, 'fakia,ʃfɐˈkiɐ, 'fa.ki.a,ʃ.fɐ.ˈki.ɐ,apunhalar,stab,Scantamburlo2003,
Guinea-Bissau Creole,ˈʀaɲɐ,aʁɐˈɲa,ˈʀa.ɲɐ,a.ʁɐ.ˈɲa,arranhar,scratch,Scantamburlo2003,
Guinea-Bissau Creole,ˈʀaɲɐ,aʁɐˈɲa,ˈʀa.ɲɐ,a.ʁɐ.ˈɲa,arranhar,scratch,Scantamburlo2003,
Guinea-Bissau Creole,ˈʀaɲɐ,aʁɐˈɲa,ˈʀa.ɲɐ,a.ʁɐ.ˈɲa,arranhar,scratch,Scantamburlo2003,
Guinea-Bissau Creole, 'koba,ˈkovɐ, 'ko.ba,ˈko.vɐ,cova,grave,Costa2014,
Guinea-Bissau Creole, 'koba,ˈkovɐ, 'ko.ba,ˈko.vɐ,cova,grave,Costa2014,
Guinea-Bissau Creole,ˈnadɐ,nɐˈda,ˈna.dɐ,nɐ.ˈda,nadar,swim,Scantamburlo2003,
Guinea-Bissau Creole,ˈnadɐ,nɐˈda,ˈna.dɐ,nɐ.ˈda,nadar,swim,Scantamburlo2003,
Guinea-Bissau Creole,ˈboa,vuˈaɾ,ˈboa,vu.ˈaɾ,voar,fly,Scantamburlo2003,
Guinea-Bissau Creole,ˈboa,vuˈaɾ,ˈboa,vu.ˈaɾ,voar,fly,Scantamburlo2003,
Guinea-Bissau Creole,ˈjandɐ,ˈɐ̃dɐ,ˈjan.dɐ,ˈɐ̃.dɐ,andar,walk,Scantamburlo2003,
Guinea-Bissau Creole,ˈjandɐ,ˈɐ̃dɐ,ˈjan.dɐ,ˈɐ̃.dɐ,andar,walk,Scantamburlo2003,
Guinea-Bissau Creole,ˈbĩŋ,ˈviɾ,ˈbĩŋ,ˈviɾ,vir,come,Scantamburlo2003,
Guinea-Bissau Creole,ˈfɛʀtɐ,dɐjˈtaɾ,ˈfɛʀ.tɐ,dɐj.ˈtaɾ,deitar,lie (as in a bed),Scantamburlo2003,
Guinea-Bissau Creole,ˈfɛʀtɐ,dɐjˈtaɾ,ˈfɛʀ.tɐ,dɐj.ˈtaɾ,deitar,lie (as in a bed),Scantamburlo2003,
Guinea-Bissau Creole, 'sintɐ,sẽˈtaɾ, 'sin.tɐ,sẽ.ˈtaɾ,sentaʀ,sit,Scantamburlo2003,
Guinea-Bissau Creole, 'sintɐ,sẽˈtaɾ, 'sin.tɐ,sẽ.ˈtaɾ,sentaʀ,sit,Scantamburlo2003,
Guinea-Bissau Creole,ˈfiʀmɐ,ˈfiɾmɐ,ˈfiʀ.mɐ,ˈfiɾ.mɐ,firma,stand,Scantamburlo2003,
Guinea-Bissau Creole,ˈfiʀmɐ,ˈfiɾmɐ,ˈfiʀ.mɐ,ˈfiɾ.mɐ,firma,stand,Scantamburlo2003,
Guinea-Bissau Creole,tuʀ'si,tuɾˈsi,tuʀ'.si,tuɾ.ˈsi,torcer,turn,Scantamburlo2003,
Guinea-Bissau Creole,tuʀ'si,tuɾˈsi,tuʀ'.si,tuɾ.ˈsi,torcer,turn,Scantamburlo2003,
Guinea-Bissau Creole,ˈkaj,ˈkaj,ˈkaj,ˈkaj,cair,fall,Scantamburlo2003,
Guinea-Bissau Creole, 'da,ˈdaɾ, 'da,ˈdaɾ,da,give,Scantamburlo2003,
Guinea-Bissau Creole,suguˈɾa,sɨguˈɾaɾ,su.guˈ.ɾa,sɨ.gu'.ɾɐɾ,segurar,hold,Scantamburlo2003,
Guinea-Bissau Creole,suguˈɾa,sɨguˈɾaɾ,su.guˈ.ɾa,sɨ.gu'.ɾɐɾ,segurar,hold,Scantamburlo2003,
Guinea-Bissau Creole,suguˈɾa,sɨguˈɾaɾ,su.guˈ.ɾa,sɨ.gu'.ɾɐɾ,segurar,hold,Scantamburlo2003,
Guinea-Bissau Creole,ˈpɛʀtɐ,ɐpɨɾˈta,ˈpɛʀ.tɐ,ɐ.pɨɾˈ.ta,apertar,squeeze,Scantamburlo2003,
Guinea-Bissau Creole,ˈpɛʀtɐ,ɐpɨɾˈta,ˈpɛʀ.tɐ,ɐ.pɨɾˈ.ta,apertar,squeeze,Scantamburlo2003,
Guinea-Bissau Creole,ˈpɛʀtɐ,ɐpɨɾˈta,ˈpɛʀ.tɐ,ɐ.pɨɾˈ.ta,apertar,squeeze,Scantamburlo2003,
Guinea-Bissau Creole,ʀeia,ʃfɾɨˈgaɾ,,,esfʀegaʀ,rub,Scantamburlo2003,
Guinea-Bissau Creole, 'labɐ,ɫɐˈvaɾ, 'la.bɐ,ɫɐˈ.vɐɾ,lavar,wash,Scantamburlo2003,
Guinea-Bissau Creole, 'labɐ,ɫɐˈvaɾ, 'la.bɐ,ɫɐˈ.vɐɾ,lavar,wash,Scantamburlo2003,
Guinea-Bissau Creole,ˈlĩmpɐ,ˈɫĩpɐ,ˈlĩm.pɐ,ˈɫĩ.pɐ,limpar,wipe,Scantamburlo2003,
Guinea-Bissau Creole,ˈlĩmpɐ,ˈɫĩpɐ,ˈlĩm.pɐ,ˈɫĩ.pɐ,limpar,wipe,Scantamburlo2003,
Guinea-Bissau Creole,ˈdʒũndɐ,puˈʃaɾ,,,puxar,pull,Scantamburlo2003,
Guinea-Bissau Creole,ˈpĩntʃɐ,ˈpĩʃɐ,ˈpĩnt.ʃɐ,ˈpĩ.ʃɐ,pinchar,push,Scantamburlo2003,
Guinea-Bissau Creole,ˈpĩntʃɐ,ˈpĩʃɐ,ˈpĩnt.ʃɐ,ˈpĩ.ʃɐ,pinchar,push,Scantamburlo2003,
Guinea-Bissau Creole, 'bota,ˈbotɐ, 'bo.ta,ˈbo.tɐ,botar,place,Scantamburlo2003,
Guinea-Bissau Creole, 'bota,ˈbotɐ, 'bo.ta,ˈbo.tɐ,botar,place,Scantamburlo2003,
Guinea-Bissau Creole, 'maʀa,ɐmaˈʁaɾ, 'ma.ʀa,ɐ.ma.ˈʁaɾ,amarrar,tie,Scantamburlo2003,
Guinea-Bissau Creole, 'maʀa,ɐmaˈʁaɾ, 'ma.ʀa,ɐ.ma.ˈʁaɾ,amarrar,tie,Scantamburlo2003,
Guinea-Bissau Creole, 'maʀa,ɐmaˈʁaɾ, 'ma.ʀa,ɐ.ma.ˈʁaɾ,amarrar,tie,Scantamburlo2003,
Guinea-Bissau Creole,ˈkusɪ,kuˈzi,ˈku.sɪ,ku.ˈzi,cozer,cook,Scantamburlo2003,
Guinea-Bissau Creole,ˈkusɪ,kuˈzi,ˈku.sɪ,ku.ˈzi,cozer,cook,Scantamburlo2003,
Guinea-Bissau Creole,ˈkontɐ,kõˈtaɾ,ˈkon.tɐ,kõˈ.taɾ,contar,count,Scantamburlo2003,
Guinea-Bissau Creole,ˈkontɐ,kõˈtaɾ,ˈkon.tɐ,kõˈ.taɾ,contar,count,Scantamburlo2003,
Guinea-Bissau Creole,kãntɐ,kɐ̃ˈtaɾ,kãn.tɐ,kɐ̃ˈ.taɾ,cantar,sing,Scantamburlo2003,
Guinea-Bissau Creole,kãntɐ,kɐ̃ˈtaɾ,kãn.tɐ,kɐ̃ˈ.taɾ,cantar,sing,Scantamburlo2003,
Guinea-Bissau Creole,ˈbɾĩŋkɐ,bɾĩˈkaɾ,ˈbɾĩŋ.kɐ,bɾĩˈ.kaɾ,jogar,play,Scantamburlo2003,
Guinea-Bissau Creole,ˈbɾĩŋkɐ,bɾĩˈkaɾ,ˈbɾĩŋ.kɐ,bɾĩˈ.kaɾ,jogar,play,Scantamburlo2003,
Guinea-Bissau Creole,papiˈa,fɐˈɫaɾ,,,falar,speak,Scantamburlo2003,
Guinea-Bissau Creole,ˈlimpʊ,ˈɫĩpu,ˈlim.pʊ,ˈɫĩ.pu,limpo,clean,Scantamburlo2003,
Guinea-Bissau Creole,ˈlimpʊ,ˈɫĩpu,ˈlim.pʊ,ˈɫĩ.pu,limpo,clean,Scantamburlo2003,
Guinea-Bissau Creole,paˈdidʊ,nɐʃˈsidu,paˈ.di.dʊ,nɐʃˈsi.du,nascer,born,Scantamburlo2003,
Guinea-Bissau Creole,paˈdidʊ,nɐʃˈsidu,paˈ.di.dʊ,nɐʃˈsi.du,nascer,born,Scantamburlo2003,
Guinea-Bissau Creole,paˈdidʊ,nɐʃˈsidu,paˈ.di.dʊ,nɐʃˈsi.du,nascer,born,Scantamburlo2003,
Guinea-Bissau Creole, ˈpuj,ˈpoɾ, ˈpuj,ˈpoɾ,por,put,Scantamburlo2003,
Guinea-Bissau Creole,kũmpɾɐ,ˈkõpɾɐ,kũm.pɾɐ,ˈkõ.pɾɐ,comprar,buy,Scantamburlo2003,
Guinea-Bissau Creole,kũmpɾɐ,ˈkõpɾɐ,kũm.pɾɐ,ˈkõ.pɾɐ,comprar,buy,Scantamburlo2003,
Guinea-Bissau Creole,ˈbaj,ˈvaj,ˈbaj,ˈvaj,vai,go,Scantamburlo2003,
Guinea-Bissau Creole,biˈas,viˈaʒɐ̃j,bi.ˈas,vi.ˈa.ʒɐ̃j,viagem,trip,Scantamburlo2003,
Guinea-Bissau Creole,biˈas,viˈaʒɐ̃j,bi.ˈas,vi.ˈa.ʒɐ̃j,viagem,trip,Scantamburlo2003,
Guinea-Bissau Creole,biˈas,viˈaʒɐ̃j,bi.ˈas,vi.ˈa.ʒɐ̃j,viagem,trip,Scantamburlo2003,
Guinea-Bissau Creole,ˈbagaˈbagɐ,kuˈpĩ,,,cupim,worm,Scantamburlo2003,
Guinea-Bissau Creole,siˈbi,suˈbi,si.ˈbi,su.ˈbi,subi,go up,Scantamburlo2003,
