Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllabl,TargetSyl,PositionSource,Position Target,Process,TargetOrthography,Translation,Reference,Notes
Sri Lanka Portuguese,pɛ:na,ˈpenɐ,pɛ:.na,ˈpe.nɐ,na,nɐ,2,2,,pena,feather,Clements2012[37-41],
Sri Lanka Portuguese,po:ku,ˈpoku,po.:ku,ˈpo.ku,po:,ˈpo,1,1,,pouco,few,Clements2012[37-41],
Sri Lanka Portuguese,po:ku,ˈpoku,po.:ku,ˈpo.ku,ku,ku,2,2,,pouco,few,Clements2012[37-41],
Sri Lanka Portuguese,gɔ:ta,ˈgotɐ,gɔ:.ta,ˈgo.tɐ,gɔ:,go,1,1,,gota,few,Clements2012[37-41],
Sri Lanka Portuguese,gɔ:ta,ˈgotɐ,gɔ:.ta,ˈgo.tɐ,ta,tɐ,2,2,,gota,few,Clements2012[37-41],
Sri Lanka Portuguese,bɾi:ja,bɾiˈgaɾ,bɾi:.ja,bɾiˈ.gaɾ,bɾi:,bɾi,1,1,,brigar,fight,Clements2012[37-41],
Sri Lanka Portuguese,bɾi:ja,bɾiˈgaɾ,bɾi:.ja,bɾiˈ.gaɾ,ja,ˈgaɾ,2,2,,brigar,fight,Clements2012[37-41],
Sri Lanka Portuguese,fo:ʋ,ˈfoɡu,fo:ʋ,ˈfo.ɡu,fo:ʋ,ˈfo,1,1,,fogo,fire,Clements2012[37-41],
Sri Lanka Portuguese,fo:ʋ,ˈfoɡu,fo:ʋ,ˈfo.ɡu,-,ɡu,-,2,,fogo,fire,Clements2012[37-41],
Sri Lanka Portuguese,pe:si,ˈpejʃɨ,pe.:si,ˈpej.ʃɨ,pe:,ˈpej,1,1,,peixe,fish,Clements2012[37-41],
Sri Lanka Portuguese,pe:si,ˈpejʃɨ,pe.:si,ˈpej.ʃɨ,si,ʃɨ,2,2,,peixe,fish,Clements2012[37-41],
Sri Lanka Portuguese,si:nku,ˈsĩku,si:n.ku,ˈsĩ.ku,si:n,ˈsĩ,1,1,,cinco,five,Clements2012[37-41],
Sri Lanka Portuguese,si:nku,ˈsĩku,si:n.ku,ˈsĩ.ku,ku,ku,2,2,,cinco,five,Clements2012[37-41],
Sri Lanka Portuguese,nada:,nɐˈdaɾ,na.da:,nɐ.ˈdaɾ,na,nɐ,1,1,,nadar,float,Clements2012[37-41],
Sri Lanka Portuguese,nada:,nɐˈdaɾ,na.da:,nɐ.ˈdaɾ,da:,ˈdaɾ,2,2,,nadar,float,Clements2012[37-41],
Sri Lanka Portuguese,fu:la,ˈfloɾ,fu:.la,ˈfloɾ,fu:,ˈfloɾ,1,1,,flor,flower,Clements2012[37-41],
Sri Lanka Portuguese,fu:la,ˈfloɾ,fu:.la,ˈfloɾ,la,-,2,-,,flor,flower,Clements2012[37-41],
Sri Lanka Portuguese,awga:,vuˈaɾ,aw.ga:,vu.ˈaɾ,aw,vu,1,1,,voar,fly,Clements2012[37-41],
Sri Lanka Portuguese,awga:,vuˈaɾ,aw.ga:,vu.ˈaɾ,ga:,ˈaɾ,2,2,,voar,fly,Clements2012[37-41],
Sri Lanka Portuguese,uɾuʋaj:a,ɔrvɐˈʎar,u.ɾu.ʋa.j:a,ɔr.vɐ.ˈʎar,u,ɔr,1,1,,orvalhar,fog,Clements2012[37-41],
Sri Lanka Portuguese,uɾuʋaj:a,ɔrvɐˈʎar,u.ɾu.ʋa.j:a,ɔr.vɐ.ˈʎar,ɾu,vɐ,2,2,,orvalhar,fog,Clements2012[37-41],
Sri Lanka Portuguese,uɾuʋaj:a,ɔrvɐˈʎar,u.ɾu.ʋa.j:a,ɔr.vɐ.ˈʎar,ʋa,ʎar,3,3,,orvalhar,fog,Clements2012[37-41],
Sri Lanka Portuguese,uɾuʋaj:a,ɔrvɐˈʎar,u.ɾu.ʋa.j:a,ɔr.vɐ.ˈʎar,j:a,-,4,-,,orvalhar,fog,Clements2012[37-41],
Sri Lanka Portuguese,pe:,ˈpɛ,pe:,ˈpɛ,pe:,ˈpɛ,1,1,,pé,foot,Clements2012[37-41],
Sri Lanka Portuguese,ka:tɾu,ˈkwatɾu,ka.:tɾu,ˈkwa.tɾu,ka:,ˈkwa,1,1,,quatro,four,Clements2012[37-41],
Sri Lanka Portuguese,ka:tɾu,ˈkwatɾu,ka.:tɾu,ˈkwa.tɾu,tɾu,tɾu,2,2,,quatro,four,Clements2012[37-41],
Sri Lanka Portuguese,fɾʋi:ta,ˈfɾutɐ,fɾʋi.:ta,ˈfɾu.tɐ,fɾʋi:,ˈfɾu,1,1,,fruta,fruit,Clements2012[37-41],
Sri Lanka Portuguese,fɾʋi:ta,ˈfɾutɐ,fɾʋi.:ta,ˈfɾu.tɐ,ta,tɐ,2,2,,fruta,fruit,Clements2012[37-41],
Sri Lanka Portuguese,int̠ʃi:du,ẽˈʃidu,in.t̠ʃi.:du,ẽ.ˈʃi.du,in,ẽ,1,1,,enchido,full,Clements2012[37-41],
Sri Lanka Portuguese,int̠ʃi:du,ẽˈʃidu,in.t̠ʃi.:du,ẽ.ˈʃi.du,t̠ʃi:,ˈʃi,2,2,,enchido,full,Clements2012[37-41],
Sri Lanka Portuguese,int̠ʃi:du,ẽˈʃidu,in.t̠ʃi.:du,ẽ.ˈʃi.du,du,du,3,3,,enchido,full,Clements2012[37-41],
Sri Lanka Portuguese,da:,ˈdaɾ,da:,ˈdaɾ,da:,ˈdaɾ,1,1,,dar,give,Clements2012[37-41],
Sri Lanka Portuguese,bo:m,bõ,bo:m,bõ,bo:m,bõ,1,1,,bom,good,Clements2012[37-41],
Sri Lanka Portuguese,ɛ:ɾʋa,ˈɛɾvɐ,ɛ:ɾ.ʋa,ˈɛɾ.vɐ,ɛ:ɾ,ˈɛɾ,1,1,,erva,grass,Clements2012[37-41],
Sri Lanka Portuguese,ɛ:ɾʋa,ˈɛɾvɐ,ɛ:ɾ.ʋa,ˈɛɾ.vɐ,ʋa,vɐ,2,2,,erva,grass,Clements2012[37-41],
Sri Lanka Portuguese,ʋe:ɾdi,ˈveɾdɨ,ʋe:ɾ.di,ˈveɾ.dɨ,ʋe:ɾ,ˈveɾ,1,1,,verde,green,Clements2012[37-41],
Sri Lanka Portuguese,ʋe:ɾdi,ˈveɾdɨ,ʋe:ɾ.di,ˈveɾ.dɨ,di,dɨ,2,2,,verde,green,Clements2012[37-41],
Sri Lanka Portuguese,tɾi:pa,ˈtɾipɐ,tɾi:.pa,ˈtɾi.pɐ,tɾi:,ˈtɾi,1,1,,tripa,guts,Clements2012[37-41],
Sri Lanka Portuguese,tɾi:pa,ˈtɾipɐ,tɾi:.pa,ˈtɾi.pɐ,pa,pɐ,2,2,,tripa,guts,Clements2012[37-41],
Sri Lanka Portuguese,kabe:l,kɐˈbelu,ka.be:l,kɐ.ˈbe.lu,ka,kɐ,1,1,,cabelo,hair,Clements2012[37-41],
Sri Lanka Portuguese,kabe:l,kɐˈbelu,ka.be:l,kɐ.ˈbe.lu,-,ˈbe,-,2,,cabelo,hair,Clements2012[37-41],
Sri Lanka Portuguese,kabe:l,kɐˈbelu,ka.be:l,kɐ.ˈbe.lu,be:l,lu,2,3,,cabelo,hair,Clements2012[37-41],
Sri Lanka Portuguese,ma:m,ˈmɐ̃w̃,ma:m,ˈmɐ̃w̃,ma:m,ˈmɐ̃w̃,1,1,,mão,hand,Clements2012[37-41],
Sri Lanka Portuguese,eli,ˈeɫɨ,e.li,ˈe.ɫɨ,e,ˈe,1,1,,ele,he,Clements2012[37-41],
Sri Lanka Portuguese,eli,ˈeɫɨ,e.li,ˈe.ɫɨ,li,ɫɨ,2,2,,ele,he,Clements2012[37-41],
Sri Lanka Portuguese,kabe:sa,kɐˈbesɐ,ka.be:.sa,kɐ.ˈbe.sɐ,ka,kɐˈ,1,1,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,kabe:sa,kɐˈbesɐ,ka.be:.sa,kɐ.ˈbe.sɐ,be:,ˈbe,2,2,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,kabe:sa,kɐˈbesɐ,ka.be:.sa,kɐ.ˈbe.sɐ,sa,sɐ,3,3,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,kaʋasa,kɐˈbesɐ,ka.ʋa.sa,kɐˈ.be.sɐ,ka,kɐˈ,1,1,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,kaʋasa,kɐˈbesɐ,ka.ʋa.sa,kɐˈ.be.sɐ,ʋa,ˈbe,2,2,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,kaʋasa,kɐˈbesɐ,ka.ʋa.sa,kɐˈ.be.sɐ,sa,sɐ,3,3,,cabeça,head,Clements2012[37-41],
Sri Lanka Portuguese,oʋi:,oˈviɾ,o.ʋi:,o.ˈviɾ,o,oˈ,1,1,,ouvir,hear,Clements2012[37-41],
Sri Lanka Portuguese,oʋi:,oˈviɾ,o.ʋi:,o.ˈviɾ,ʋi:,viɾ,2,2,,ouvir,hear,Clements2012[37-41],
Sri Lanka Portuguese,koɾsa:m,kuɾɐˈsɐ̃w̃,koɾ.sa:m,ku.ɾɐ.ˈsɐ̃w̃,koɾ,ku,1,1,metathesis,coração,heart,Clements2012[37-41],
Sri Lanka Portuguese,koɾsa:m,kuɾɐˈsɐ̃w̃,koɾ.sa:m,ku.ɾɐ.ˈsɐ̃w̃,-,ɾɐ,-,2,,coração,heart,Clements2012[37-41],
Sri Lanka Portuguese,koɾsa:m,kuɾɐˈsɐ̃w̃,koɾ.sa:m,ku.ɾɐ.ˈsɐ̃w̃,sa:m,ˈsɐ̃w̃,2,3,,coração,heart,Clements2012[37-41],
Sri Lanka Portuguese,peza:du,pɨˈzadu,pe.za:.du,pɨ.ˈza.du,pe,pɨ,1,1,,pesado,heavy,Clements2012[37-41],
Sri Lanka Portuguese,peza:du,pɨˈzadu,pe.za:.du,pɨ.ˈza.du,za:,ˈza,2,2,,pesado,heavy,Clements2012[37-41],
Sri Lanka Portuguese,peza:du,pɨˈzadu,pe.za:.du,pɨ.ˈza.du,du,du,3,3,,pesado,heavy,Clements2012[37-41],
Sri Lanka Portuguese,aki:,ɐˈki,a.ki:,ɐ.ˈki,a,ɐˈ,1,1,,aqui,here,Clements2012[37-41],
Sri Lanka Portuguese,aki:,ɐˈki,a.ki:,ɐ.ˈki,ki:,ˈki,2,2,,aqui,here,Clements2012[37-41],
Sri Lanka Portuguese,toma:,tuˈmaɾ,to.ma:,tu.ˈmaɾ,to,tu,1,1,,tomar,hold,Clements2012[37-41],
Sri Lanka Portuguese,toma:,tuˈmaɾ,to.ma:,tu.ˈmaɾ,ma:,ˈmaɾ,2,2,,tomar,hold,Clements2012[37-41],
Sri Lanka Portuguese,ko:mu,ˈkoɾnu,ko.:mu,ˈkoɾ.nu,ko:,ˈkoɾ,1,1,,corno,horn,Clements2012[37-41],
Sri Lanka Portuguese,ko:mu,ˈkoɾnu,ko.:mu,ˈkoɾ.nu,mu,nu,2,2,,corno,horn,Clements2012[37-41],
Sri Lanka Portuguese,kila:j,kɨ ˈɫajɐ,ki.la:j,kɨ ˈɫaj.ɐ,ki,kɨ ,1,1,,que laia,how,Clements2012[37-41],
Sri Lanka Portuguese,kila:j,kɨ ˈɫajɐ,ki.la:j,kɨ ˈɫaj.ɐ,-,ˈɫaj,-,2,,que laia,how,Clements2012[37-41],
Sri Lanka Portuguese,kila:j,kɨ ˈɫajɐ,ki.la:j,kɨ ˈɫaj.ɐ,la:j,ɐ,2,3,,que laia,how,Clements2012[37-41],
Sri Lanka Portuguese,maɾi:du,mɐˈɾidu,ma.ɾi:.du,mɐ.ˈɾi.du,ma,mɐ,1,1,,marido,husband,Clements2012[37-41],
Sri Lanka Portuguese,maɾi:du,mɐˈɾidu,ma.ɾi:.du,mɐ.ˈɾi.du,ɾi:,ˈɾi,2,2,,marido,husband,Clements2012[37-41],
Sri Lanka Portuguese,maɾi:du,mɐˈɾidu,ma.ɾi:.du,mɐ.ˈɾi.du,du,du,3,3,,marido,husband,Clements2012[37-41],
Sri Lanka Portuguese,e:ʋ,ˈew,e:ʋ,ˈew,e:ʋ,ˈew,1,1,,eu,i,Clements2012[37-41],
Sri Lanka Portuguese,se:,sɨ,se:,sɨ,se:,sɨ,1,1,,se,if,Clements2012[37-41],
Sri Lanka Portuguese,ntu,ˈdẽtɾu,ntu,ˈdẽ.tɾu,ntu,ˈdẽ,1,1,,dentro,inside,Clements2012[37-41],
Sri Lanka Portuguese,ntu,ˈdẽtɾu,ntu,ˈdẽ.tɾu,-,tɾu,-,2,,dentro,inside,Clements2012[37-41],
Sri Lanka Portuguese,mata:,mɐˈtaɾ,mata:,mɐ.ˈtaɾ,ma,mɐ,1,1,,matar,kill,Clements2012[37-41],
Sri Lanka Portuguese,mata:,mɐˈtaɾ,mata:,mɐ.ˈtaɾ,ta:,ˈtaɾ,2,2,,matar,kill,Clements2012[37-41],
Sri Lanka Portuguese,ind̠ʒuʋej,ʒuˈeʎu,in.d̠ʒu.ʋej,ʒu.ˈe.ʎu,in,ʒu,1,1,,joelho,knee,Clements2012[37-41],
Sri Lanka Portuguese,ind̠ʒuʋej,ʒuˈeʎu,in.d̠ʒu.ʋej,ʒu.ˈe.ʎu,d̠ʒu,ˈe,2,2,,joelho,knee,Clements2012[37-41],
Sri Lanka Portuguese,ind̠ʒuʋej,ʒuˈeʎu,in.d̠ʒu.ʋej,ʒu.ˈe.ʎu,ʋej,ʎu,3,3,,joelho,knee,Clements2012[37-41],
Sri Lanka Portuguese,kunsa,kuɲɨˈseɾ,kun.sa,ku.ɲɨ.ˈseɾ,kun,ku,1,1,,conhecer,know,Clements2012[37-41],
Sri Lanka Portuguese,kunsa,kuɲɨˈseɾ,kun.sa,ku.ɲɨ.ˈseɾ,-,ɲɨ,-,2,,conhecer,know,Clements2012[37-41],
Sri Lanka Portuguese,kunsa,kuɲɨˈseɾ,kun.sa,ku.ɲɨ.ˈseɾ,sa,ˈseɾ,2,3,,conhecer,know,Clements2012[37-41],
Sri Lanka Portuguese,sava,sɐˈbeɾ,sa.va,sɐ.ˈbeɾ,sa,sɐ,1,1,,saber,know,Clements2012[37-41],
Sri Lanka Portuguese,sava,sɐˈbeɾ,sa.va,sɐ.ˈbeɾ,va,ˈbeɾ,2,2,,saber,know,Clements2012[37-41],
Sri Lanka Portuguese,ta:nki,ˈtɐ̃kɨ,ta:n.ki,ˈtɐ̃.kɨ,ta:n,ˈtɐ̃,1,1,,tanque,lake,Clements2012[37-41],
Sri Lanka Portuguese,ta:nki,ˈtɐ̃kɨ,ta:n.ki,ˈtɐ̃.kɨ,ki,kɨ,2,2,,tanque,lake,Clements2012[37-41],
Sri Lanka Portuguese,ɾi:,ˈʀiɾ,ɾi:,ˈʀiɾ,ɾi:,ˈʀiɾ,1,1,,rir,laugh,Clements2012[37-41],
Sri Lanka Portuguese,fɔ:ja,ˈfoʎɐ,fɔ.:ja,ˈfo.ʎɐ,fɔ:,ˈfo,1,1,,folha,leaf,Clements2012[37-41],
Sri Lanka Portuguese,fɔ:ja,ˈfoʎɐ,fɔ.:ja,ˈfo.ʎɐ,ja,ʎɐ,2,2,dissimilation,folha,leaf,Clements2012[37-41],
Sri Lanka Portuguese,majska:ɾda,ˈmɐ̃w ʃˈkeɾdɐ,majs.ka:ɾ.da,ˈmɐ̃w.ʃ.ˈkeɾ.dɐ,-,ˈmɐ̃w,1,1,,à esquerda,left,Clements2012[37-41],
Sri Lanka Portuguese,majska:ɾda,ˈmɐ̃w ʃˈkeɾdɐ,majs.ka:ɾ.da,ˈmɐ̃w.ʃ.ˈkeɾ.dɐ,majs,ʃ,2,2,,à esquerda,left,Clements2012[37-41],
Sri Lanka Portuguese,majska:ɾda,ˈmɐ̃w ʃˈkeɾdɐ,majs.ka:ɾ.da,ˈmɐ̃w.ʃ.ˈkeɾ.dɐ,ka:ɾ,ˈkeɾ,3,3,,à esquerda,left,Clements2012[37-41],
Sri Lanka Portuguese,majska:ɾda,ˈmɐ̃w ʃˈkeɾdɐ,majs.ka:ɾ.da,ˈmɐ̃w.ʃ.ˈkeɾ.dɐ,da,dɐ,-,4,,à esquerda,left,Clements2012[37-41],
Sri Lanka Portuguese,pe:,ˈpeɾnɐ,pe:,ˈpeɾ.nɐ,pe:,ˈpeɾ,1,1,,perna,leg,Clements2012[37-41],
Sri Lanka Portuguese,pe:,ˈpeɾnɐ,pe:,ˈpeɾ.nɐ,-,nɐ,-,2,,perna,leg,Clements2012[37-41],
Sri Lanka Portuguese,deta:,dɐjˈtaɾ,de.ta:,dɐj.ˈtaɾ,de,dɐj,1,1,,estar deitado,lie,Clements2012[37-41],
Sri Lanka Portuguese,deta:,dɐjˈtaɾ,de.ta:,dɐj.ˈtaɾ,ta:,ˈtaɾ,2,2,,estar deitado,lie,Clements2012[37-41],
Sri Lanka Portuguese,moɾa,muˈɾaɾ,mo.ɾa,mu.ˈɾaɾ,mo,mu,1,1,,morar,live,Clements2012[37-41],
Sri Lanka Portuguese,moɾa,muˈɾaɾ,mo.ɾa,mu.ˈɾaɾ,ɾa,ˈɾaɾ,2,2,,morar,live,Clements2012[37-41],
Sri Lanka Portuguese,paɾa,pɐˈɾaɾ,pa.ɾa,pɐ.ˈɾaɾ,pa,pɐ,1,1,,parar,live,Clements2012[37-41],
Sri Lanka Portuguese,paɾa,pɐˈɾaɾ,pa.ɾa,pɐ.ˈɾaɾ,ɾa,ˈɾaɾ,2,2,,parar,live,Clements2012[37-41],
Sri Lanka Portuguese,fi:ʋdu,ˈfiɡɐdu,fi:ʋ.du,ˈfi.ɡɐ.du,fi:ʋ,ˈfi,1,1,,fígado,liver,Clements2012[37-41],
Sri Lanka Portuguese,fi:ʋdu,ˈfiɡɐdu,fi:ʋ.du,ˈfi.ɡɐ.du,-,ɡɐ,-,2,,fígado,liver,Clements2012[37-41],
Sri Lanka Portuguese,fi:ʋdu,ˈfiɡɐdu,fi:ʋ.du,ˈfi.ɡɐ.du,du,du,2,3,,fígado,liver,Clements2012[37-41],
Sri Lanka Portuguese,kumpɾi:du,kõˈpɾidu,kum.pɾi:.du,kõ.ˈpɾi.du,kum,kõ,1,1,,comprido,long,Clements2012[37-41],
Sri Lanka Portuguese,kumpɾi:du,kõˈpɾidu,kum.pɾi:.du,kõ.ˈpɾi.du,pɾi:,ˈpɾi,2,2,,comprido,long,Clements2012[37-41],
Sri Lanka Portuguese,kumpɾi:du,kõˈpɾidu,kum.pɾi:.du,kõ.ˈpɾi.du,du,du,3,3,,comprido,long,Clements2012[37-41],
Sri Lanka Portuguese,pijo:j,piˈoʎu,pi.jo:j,pi.ˈo.ʎu,pi,pi,1,1,,piolho,louse,Clements2012[37-41],
Sri Lanka Portuguese,pijo:j,piˈoʎu,pi.jo:j,pi.ˈo.ʎu,-,ˈo,-,2,,piolho,louse,Clements2012[37-41],
Sri Lanka Portuguese,pijo:j,piˈoʎu,pi.jo:j,pi.ˈo.ʎu,jo:j,ʎu,2,3,,piolho,louse,Clements2012[37-41],
Sri Lanka Portuguese,ɔ:mi,ˈomɐ̃j,ɔ.:mi,ˈo.mɐ̃j,ɔ:,ˈo,1,1,,homem,man,Clements2012[37-41],
Sri Lanka Portuguese,ɔ:mi,ˈomɐ̃j,ɔ.:mi,ˈo.mɐ̃j,mi,mɐ̃j,2,2,,homem,man,Clements2012[37-41],
Sri Lanka Portuguese,mujtu,ˈmũjtuʃ,muj.tu,ˈmũj.tuʃ,muj,ˈmũj,1,1,,muitos,many,Clements2012[37-41],
Sri Lanka Portuguese,mujtu,ˈmũjtuʃ,muj.tu,ˈmũj.tuʃ,tu,tuʃ,2,2,,muitos,many,Clements2012[37-41],
Sri Lanka Portuguese,bastantə,bɐʃˈtɐ̃tɨ,bas.tan.tə,bɐʃ.ˈtɐ̃.tɨ,bas,bɐʃ,1,1,,muitos,many,Clements2012[37-41],
Sri Lanka Portuguese,bastantə,bɐʃˈtɐ̃tɨ,bas.tan.tə,bɐʃ.ˈtɐ̃.tɨ,tan,ˈtɐ̃,2,2,,muitos,many,Clements2012[37-41],
Sri Lanka Portuguese,bastantə,bɐʃˈtɐ̃tɨ,bas.tan.tə,bɐʃ.ˈtɐ̃.tɨ,tə,tɨ,3,3,,muitos,many,Clements2012[37-41],
Sri Lanka Portuguese,ka:ɾni,ˈkaɾnɨ,ka:ɾ.ni,ˈkaɾ.nɨ,ka:ɾ,ˈkaɾ,1,1,,carne,meat,Clements2012[37-41],
Sri Lanka Portuguese,ka:ɾni,ˈkaɾnɨ,ka:ɾ.ni,ˈkaɾ.nɨ,ni,nɨ,2,2,,carne,meat,Clements2012[37-41],
Sri Lanka Portuguese,luma:ɾa,luˈaɾ,lu.ma:.ɾa,lu.ˈaɾ,lu,lu,1,1,,luar,moonlight,Clements2012[37-41],
Sri Lanka Portuguese,luma:ɾa,luˈaɾ,lu.ma:.ɾa,lu.ˈaɾ,ma:,-,2,-,,luar,moonlight,Clements2012[37-41],
Sri Lanka Portuguese,luma:ɾa,luˈaɾ,lu.ma:.ɾa,lu.ˈaɾ,ɾa,ˈaɾ,3,2,metathesis,luar,moonlight,Clements2012[37-41],
Sri Lanka Portuguese,ma:j,ˈmɐ̃j̃,ma:j,ˈmɐ̃j̃,ma:j,ˈmɐ̃j̃,1,1,,mãe,mother,Clements2012[37-41],
Sri Lanka Portuguese,monta:ɲa,mõˈtɐɲɐ,mon.ta:.ɲa,mõ.ˈtɐ.ɲɐ,mon,mõˈ,1,1,,montanha,mountain,Clements2012[37-41],
Sri Lanka Portuguese,monta:ɲa,mõˈtɐɲɐ,mon.ta:.ɲa,mõ.ˈtɐ.ɲɐ,ta:,ˈtɐ,2,2,,montanha,mountain,Clements2012[37-41],
Sri Lanka Portuguese,monta:ɲa,mõˈtɐɲɐ,mon.ta:.ɲa,mõ.ˈtɐ.ɲɐ,ɲa,ɲɐ,3,3,,montanha,mountain,Clements2012[37-41],
Sri Lanka Portuguese,bo:ka,ˈbokɐ,bo:.ka,ˈbo.kɐ,bo:,ˈbo,1,1,,boca,mouth,Clements2012[37-41],
Sri Lanka Portuguese,bo:ka,ˈbokɐ,bo:.ka,ˈbo.kɐ,ka,kɐ,2,2,,boca,mouth,Clements2012[37-41],
Sri Lanka Portuguese,nɔ:mi,ˈnomɨ,nɔ:.mi,ˈno.mɨ,nɔ:,ˈno,1,1,,nome,name,Clements2012[37-41],
Sri Lanka Portuguese,nɔ:mi,ˈnomɨ,nɔ:.mi,ˈno.mɨ,mi,mɨ,2,2,,nome,name,Clements2012[37-41],
Sri Lanka Portuguese,istɾe:tu,ʃˈtɾɐjtu,is.tɾe.:tu,ʃ.ˈtɾɐj.tu,is,ʃ,1,1,,estreito,narrow,Clements2012[37-41],
Sri Lanka Portuguese,istɾe:tu,ʃˈtɾɐjtu,is.tɾe.:tu,ʃ.ˈtɾɐj.tu,tɾe:,tɾɐj,2,2,,estreito,narrow,Clements2012[37-41],
Sri Lanka Portuguese,istɾe:tu,ʃˈtɾɐjtu,is.tɾe.:tu,ʃ.ˈtɾɐj.tu,tu,tu,3,3,,estreito,narrow,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:ɾtu,ˈpɛɾtu,pɛ:ɾ.tu,ˈpɛɾ.tu,pɛ:ɾ,pɛɾ,1,1,,perto,near,Clements2012[37-41],
Sri Lanka Portuguese,pɛ:ɾtu,ˈpɛɾtu,pɛ:ɾ.tu,ˈpɛɾ.tu,tu,tu,2,2,,perto,near,Clements2012[37-41],
Sri Lanka Portuguese,gaɾga:ntu,gɐɾˈgãtɐ,gaɾ.ga:n.tu,gɐɾ.ˈgã.tɐ,gaɾ,gɐɾ,1,1,,garganta,throat,Clements2012[37-41],
Sri Lanka Portuguese,gaɾga:ntu,gɐɾˈgãtɐ,gaɾ.ga:n.tu,gɐɾ.ˈgã.tɐ,ga:n,gã,2,2,,garganta,throat,Clements2012[37-41],
Sri Lanka Portuguese,gaɾga:ntu,gɐɾˈgãtɐ,gaɾ.ga:n.tu,gɐɾ.ˈgã.tɐ,tu,tɐ,3,3,,garganta,throat,Clements2012[37-41],
Sri Lanka Portuguese,gɔɾgal,gɐɾˈgalu,gɔɾ.gal,gɐɾ.ˈga.lu,gɔɾ,gɐɾ,1,1,dissimilation,gargalo,throat,Clements2012[37-41],
Sri Lanka Portuguese,gɔɾgal,gɐɾˈgalu,gɔɾ.gal,gɐɾ.ˈga.lu,-,ˈga,-,2,,gargalo,throat,Clements2012[37-41],
Sri Lanka Portuguese,gɔɾgal,gɐɾˈgalu,gɔɾ.gal,gɐɾ.ˈga.lu,gal,lu,2,3,,gargalo,throat,Clements2012[37-41],
Sri Lanka Portuguese,no:ʋ,ˈnovu,no:ʋ,ˈno.vu,no:ʋ,ˈno,1,1,,novo,new,Clements2012[37-41],
Sri Lanka Portuguese,no:ʋ,ˈnovu,no:ʋ,ˈno.vu,-,vu,-,2,,novo,new,Clements2012[37-41],
Sri Lanka Portuguese,ano:ti,ˈnojtɨ,a.no:.ti,ˈnoj.tɨ,a,ˈnoj,1,1,,noite,night,Clements2012[37-41],
Sri Lanka Portuguese,ano:ti,ˈnojtɨ,a.no:.ti,ˈnoj.tɨ,no:,-,2,-,,noite,night,Clements2012[37-41],
Sri Lanka Portuguese,ano:ti,ˈnojtɨ,a.no:.ti,ˈnoj.tɨ,ti,tɨ,3,2,,noite,night,Clements2012[37-41],
Sri Lanka Portuguese,na:ɾis,nɐˈɾiʃ,na:.ɾis,nɐ.ˈɾiʃ,na:,nɐ,1,1,,nariz,nose,Clements2012[37-41],
Sri Lanka Portuguese,na:ɾis,nɐˈɾiʃ,na:.ɾis,nɐ.ˈɾiʃ,ɾis,ˈɾiʃ,2,2,,nariz,nose,Clements2012[37-41],
Sri Lanka Portuguese,na:,ˈnɐ̃w,na:,ˈnɐ̃w,na:,ˈnɐ̃w,1,1,,não,not,Clements2012[37-41],
Sri Lanka Portuguese,nun,ˈnɐ̃w,nun,ˈnɐ̃w,nun,ˈnɐ̃w,1,1,,não,not,Clements2012[37-41],
Sri Lanka Portuguese,ʋɛ:j,ˈveʎu,ʋɛ:j,ˈve.ʎu,ʋɛ:j,ˈve,1,1,,velho,old,Clements2012[37-41],
Sri Lanka Portuguese,ʋɛ:j,ˈveʎu,ʋɛ:j,ˈve.ʎu,-,ʎu,-,2,,velho,old,Clements2012[37-41],
Sri Lanka Portuguese,uŋa,ˈumɐ,u.ŋa,ˈu.mɐ,u,ˈu,1,1,,uma,one,Clements2012[37-41],
Sri Lanka Portuguese,uŋa,ˈumɐ,u.ŋa,ˈu.mɐ,ŋa,mɐ,2,2,,uma,one,Clements2012[37-41],
Sri Lanka Portuguese,o:tɾu,ˈotɾu,o:.tɾu,ˈo.tɾu,o:,ˈo,1,1,,outro,other,Clements2012[37-41],
Sri Lanka Portuguese,o:tɾu,ˈotɾu,o:.tɾu,ˈo.tɾu,tɾu,tɾu,2,2,,outro,other,Clements2012[37-41],
Sri Lanka Portuguese,pesa:m,pɨˈsoɐ,pe.sa:m,pɨ.ˈso.ɐ,pe,pɨ,1,1,,pessoa,person,Clements2012[37-41],
Sri Lanka Portuguese,pesa:m,pɨˈsoɐ,pe.sa:m,pɨ.ˈso.ɐ,-,ˈso,-,2,,pessoa,person,Clements2012[37-41],
Sri Lanka Portuguese,pesa:m,pɨˈsoɐ,pe.sa:m,pɨ.ˈso.ɐ,sa:m,ɐ,2,3,,pessoa,person,Clements2012[37-41],
Sri Lanka Portuguese,bɾinka:,bɾĩˈkaɾ,bɾin.ka:,bɾĩ.ˈkaɾ,bɾin,bɾĩ,1,1,,brincar,play,Clements2012[37-41],
