Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,Source word length,TargetWord length,SourceWordSyl length,TargetWordSyl length,Word diff,Word bigger,Syll diff,SylNum bigger,TargetOrthography,Translation,Reference,Notes
Kannur,nɔmi,maʁaɾ ,ma'ɾɛ, ɐ'maˈʁaɾ ,4,8,2,3,-4,Target,-1,Target,amarrar,tie,Clements2012[37-41],
Kannur,lingə,lĩɡuɐ,lin'gə,ˈlĩɡuɐ,5,5,2,2,0,Equal,0,Equal,língua,tongue,Clements2012[37-41],
Kannur,denti,dẽtɨ,den'ti,ˈdẽtɨ,5,5,2,2,0,Equal,0,Equal,dente,tooth,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ ,al'ʋɾi,ˈaɾ'vu'ɾɨ ,5,7,2,4,-2,Target,-2,Target,árvore,tree,Clements2012[37-41],
Kannur,ʋiɾə,viɾaɾ,ʋi'ɾə,viˈɾaɾ,4,5,2,2,-1,Target,0,Equal,virar,turn,Clements2012[37-41],
Kannur,dos,dojʃ,dos,dojʃ,3,4,1,1,-1,Target,0,Equal,dois,two,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,5,7,2,3,-2,Target,-1,Target,vomitar,throw up,Clements2012[37-41],
Kannur,maɾt̠ʃæ,mɐɾʃaɾ,maɾ't̠ʃæ,mɐɾˈʃaɾ,5,6,2,2,-1,Target,0,Equal,marchar,walk,Clements2012[37-41],
Kannur,kenti,kẽtɨ,ken'ti,ˈkẽtɨ,5,5,2,2,0,Equal,0,Equal,quente,warm,Clements2012[37-41],
Kannur,ləʋə,lɐvaɾ,lə'ʋə,lɐˈvaɾ,4,5,2,2,-1,Target,0,Equal,lavar,wash,Clements2012[37-41],
Kannur,agə,aguɐ,a'gə,a'guɐ,3,4,2,2,-1,Target,0,Equal,água,water,Clements2012[37-41],
Kannur,nɔzə,nɔʒ ,nɔ'zə,ˈnɔʒ ,4,4,2,2,0,Equal,0,Equal,nós,we,Clements2012[37-41],
Kannur,muʎad,muʎadu ,mu'ʎad, muˈʎa'du ,5,8,2,3,-3,Target,-1,Target,molhado,wet,Clements2012[37-41],
Kannur,ki,kɨ,ki,kɨ',2,2,1,2,0,Equal,-1,Target,que,what,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,5,6,3,2,-1,Target,1,Source,quando,when,Clements2012[37-41],
Kannur,ɔndi,õdɨ ,ɔn'di,ˈõdɨ ,4,5,2,2,-1,Target,0,Equal,onde,where,Clements2012[37-41],
Kannur,bɾankə,bɾɐ̃ku ,bɾan'kə,ˈbɾɐ̃ku ,6,7,2,2,-1,Target,0,Equal,branco,white,Clements2012[37-41],
Kannur,kɛ̃,kɐ̃j ,kɛ̃,kɐ̃j,3,5,1,0,-2,Target,1,Source,quem,who,Clements2012[37-41],
Kannur,laɾg,laɾɡu,laɾg,ˈlaɾɡu,4,5,1,2,-1,Target,-1,Target,largo,wide,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,6,5,3,2,1,Source,1,Source,mulher,wife,Clements2012[37-41],
Kannur,ʋæntə,vẽtu,ʋæn'tə,ˈvẽtu,5,4,2,2,1,Source,0,Equal,vento,wind,Clements2012[37-41],
Kannur,azə,azɐ ,a'zə,ˈazɐ ,3,4,2,2,-1,Target,0,Equal,asa,wing,Clements2012[37-41],
Kannur,limpə,lĩpaɾ,lim'pə,lĩˈpaɾ,5,5,2,2,0,Equal,0,Equal,limpar,wipe,Clements2012[37-41],
Kannur,d̠ʒuntə, ʒũtɐ,d̠ʒu'ntə, ˈʒũtɐ,5,6,2,2,-1,Target,0,Equal,,,Clements2012[37-41],
Kannur,muʎɛɾ, muʎeɾ,mu'ʎɛɾ, muˈʎeɾ,5,6,2,2,-1,Target,0,Equal,mulher,woman,Clements2012[37-41],
Kannur,matə,matu,ma'tə,ˈmatu,4,4,2,2,0,Equal,0,Equal,mato,woods,Clements2012[37-41],
Kannur,lumbɾigə, ɫõbɾigɐ ,lum'bɾi'gə, ɫõˈbɾi'gɐ ,8,10,3,3,-2,Target,0,Equal,,,Clements2012[37-41],
Kannur,bosə,vɔse,bo'sə,vɔˈse,4,4,2,2,0,Equal,0,Equal,você,you,Clements2012[37-41],
Kannur,anɛ,ɐnu ,a'nɛ,ˈɐnu ,3,4,2,2,-1,Target,0,Equal,ano,year,Clements2012[37-41],
Kannur,maɾæl,ɐmɐɾeɫu,maɾ'æl,ɐ'mɐˈɾe'ɫu,5,7,2,4,-2,Target,-2,Target,amarelo,yellow,Clements2012[37-41],
