Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,Reference,Notes
Papia Kristang,busˈka,buʃˈkaɾ,bus.ˈka,buʃ.ˈkaɾ,ˈka,ˈkaɾ,2,2,,buscar,seek,Baxter1990[7-21],
Papia Kristang,ˈpɛli,ˈpɛl,ˈpɛ.li,ˈpɛl,ˈpɛ,ˈpɛl,1,1,,pele,skin,Baxter2004,
Papia Kristang,ˈpɛli,ˈpɛl,ˈpɛ.li,ˈpɛl,li,-,2,-,,pele,skin,Baxter2004,
Papia Kristang,keˈninu,pɨkɨˈninu,ke.ˈni.nu,pɨ.kɨ.ˈni.nu,-,pɨ,-,1,,pequenino,small,Baxter2004,
Papia Kristang,keˈninu,pɨkɨˈninu,ke.ˈni.nu,pɨ.kɨ.ˈni.nu,ke,kɨ,1,2,,pequenino,small,Baxter2004,
Papia Kristang,keˈninu,pɨkɨˈninu,ke.ˈni.nu,pɨ.kɨ.ˈni.nu,ˈni,ˈni,2,3,,pequenino,small,Baxter2004,
Papia Kristang,keˈninu,pɨkɨˈninu,ke.ˈni.nu,pɨ.kɨ.ˈni.nu,nu,nu,3,4,,pequenino,small,Baxter2004,
Papia Kristang,ˈt̠ʃeru,ʃɐjˈɾaɾ,ˈt̠ʃe.ru,ʃɐj.ˈɾaɾ,ˈt̠ʃe,ʃɐj,1,1,,cheiro,smell,Baxter1990[7-21],
Papia Kristang,ˈt̠ʃeru,ʃɐjˈɾaɾ,ˈt̠ʃe.ru,ʃɐj.ˈɾaɾ,ru,ˈɾaɾ,2,2,,cheiro,smell,Baxter1990[7-21],
Papia Kristang,imˈpɛ,ɐ̃j̃ˈpɛ,im.ˈpɛ,ɐ̃j̃ˈ.pɛ,im,ɐ̃j̃ˈ,1,1,,em pé,stand,Baxter2004,
Papia Kristang,imˈpɛ,ɐ̃j̃ˈpɛ,im.ˈpɛ,ɐ̃j̃ˈ.pɛ,ˈpɛ,pɛ,2,2,,em pé,stand,Baxter2004,
Papia Kristang,ˈstrela,ɨʃˈtɾelɐ,ˈstre.la,ɨʃ.ˈtɾe.lɐ,-,ɨʃ,-,1,,estrela,star,Baxter2004,
Papia Kristang,ˈstrela,ɨʃˈtɾelɐ,ˈstre.la,ɨʃ.ˈtɾe.lɐ,ˈstre,ˈtɾe,1,2,,estrela,star,Baxter2004,
Papia Kristang,ˈstrela,ɨʃˈtɾelɐ,ˈstre.la,ɨʃ.ˈtɾe.lɐ,la,lɐ,2,3,,estrela,star,Baxter2004,
Papia Kristang,ˈdali,ˈdaʎɨ,ˈda.li,ˈda.ʎɨ,ˈda,ˈda,1,1,,dá-lhe,strike,Baxter1990[7-21],
Papia Kristang,ˈdali,ˈdaʎɨ,ˈda.li,ˈda.ʎɨ,li,ʎɨ,2,2,,dá-lhe,strike,Baxter1990[7-21],
Papia Kristang,sol,ˈsɔl,sol,ˈsɔl,sol,ˈsɔl,1,1,,sol,sun,Baxter2004,
Papia Kristang,ˈrabu,ˈʀabu,ˈra.bu,ˈʀa.bu,ˈra,ˈʀa,1,1,,rabo,tail,Baxter2004,
Papia Kristang,ˈrabu,ˈʀabu,ˈra.bu,ˈʀa.bu,bu,bu,2,2,,rabo,tail,Baxter2004,
Papia Kristang,ki,kɨ,ki,kɨ,ki,kɨ,1,1,,que,that (which),Baxter2004,
Papia Kristang,a'keli,ɐ'kelɨ,a.'ke.li,ɐ.'ke.lɨ,a,ɐ,1,1,,aquele,that (yonder),Baxter2004,
Papia Kristang,a'keli,ɐ'kelɨ,a.'ke.li,ɐ.'ke.lɨ,ˈke,ˈke,2,2,,aquele,that (yonder),Baxter2004,
Papia Kristang,a'keli,ɐ'kelɨ,a.'ke.li,ɐ.'ke.lɨ,li,lɨ,3,3,,aquele,that (yonder),Baxter2004,
Papia Kristang,oˈlotu,ˈelɨˈotɾu,o.ˈlo.tu,ˈe.lɨ.ˈo.tɾu,o,ˈe,1,1,,ele outro,they,Baxter1990[7-21],
Papia Kristang,oˈlotu,ˈelɨˈotɾu,o.ˈlo.tu,ˈe.lɨ.ˈo.tɾu,ˈlo,lɨ,2,2,assimilation,ele outro,they,Baxter1990[7-21],
Papia Kristang,oˈlotu,ˈelɨˈotɾu,o.ˈlo.tu,ˈe.lɨ.ˈo.tɾu,-,ˈo,-,3,,ele outro,they,Baxter1990[7-21],
Papia Kristang,oˈlotu,ˈelɨˈotɾu,o.ˈlo.tu,ˈe.lɨ.ˈo.tɾu,tu,tɾu,3,4,,ele outro,they,Baxter1990[7-21],
Papia Kristang,ˈisti,ˈeʃtɨ,ˈis.ti,ˈeʃ.tɨ,ˈis,ˈeʃ,1,1,,este,"this, this one",Baxter2004,
Papia Kristang,ˈisti,ˈeʃtɨ,ˈis.ti,ˈeʃ.tɨ,ti,tɨ,2,2,,este,"this, this one",Baxter2004,
Papia Kristang,bos,vɔˈse,bos,vɔ.ˈse,bos,vɔ,1,1,,você,thou,Baxter1990[7-21],
Papia Kristang,bos,vɔˈse,bos,vɔ.ˈse,-,ˈse,-,2,,você,thou,Baxter1990[7-21],
Papia Kristang,pin't̠ʃa,pĩ'ʃaɾ,pin.'t̠ʃa,pĩ.'ʃaɾ,pin,pĩ,1,1,,pinchar,throw,Baxter2004,
Papia Kristang,pin't̠ʃa,pĩ'ʃaɾ,pin.'t̠ʃa,pĩ.'ʃaɾ,t̠ʃa,ʃaɾ,2,2,,pinchar,throw,Baxter2004,
Papia Kristang,maˈra,ɐmɐˈʀaɾ,ma.ˈra,ɐ.mɐ.ˈʀaɾ,-,ɐ,-,1,,amarrar,tie,Baxter1990[7-21],
Papia Kristang,maˈra,ɐmɐˈʀaɾ,ma.ˈra,ɐ.mɐ.ˈʀaɾ,ma,mɐ,1,2,,amarrar,tie,Baxter1990[7-21],
Papia Kristang,maˈra,ɐmɐˈʀaɾ,ma.ˈra,ɐ.mɐ.ˈʀaɾ,ˈra,ˈʀaɾ,2,3,,amarrar,tie,Baxter1990[7-21],
Papia Kristang,ɔzi,ˈoʒɨ,ɔ.zi,ˈo.ʒɨ,ɔ,ˈo,1,1,,hoje,today,Baxter1990[7-21],
Papia Kristang,ɔzi,ˈoʒɨ,ɔ.zi,ˈo.ʒɨ,zi,ʒɨ,2,2,,hoje,today,Baxter1990[7-21],
Papia Kristang,d̠ʒunˈtadu,ʒũˈtadu,d̠ʒun.ˈta.du,ʒũ.ˈta.du,d̠ʒun,ʒũ,1,1,,juntado,together,Baxter1990[7-21],
Papia Kristang,d̠ʒunˈtadu,ʒũˈtadu,d̠ʒun.ˈta.du,ʒũ.ˈta.du,ˈta,ˈta,2,2,,juntado,together,Baxter1990[7-21],
Papia Kristang,d̠ʒunˈtadu,ʒũˈtadu,d̠ʒun.ˈta.du,ʒũ.ˈta.du,du,du,3,3,,juntado,together,Baxter1990[7-21],
Papia Kristang,ˈalbi,ˈaɾvuɾɨ,ˈal.bi,ˈaɾ.vu.ɾɨ,ˈal,ˈaɾ,1,1,,árvore,tree,Baxter2004,
Papia Kristang,ˈalbi,ˈaɾvuɾɨ,ˈal.bi,ˈaɾ.vu.ɾɨ,bi,vu,2,2,,árvore,tree,Baxter2004,
Papia Kristang,ˈalbi,ˈaɾvuɾɨ,ˈal.bi,ˈaɾ.vu.ɾɨ,-,ɾɨ,-,3,,árvore,tree,Baxter2004,
Papia Kristang,dos,ˈdojʃ,dos,ˈdojʃ,dos,ˈdojʃ,1,1,,dois,two,Baxter2004,
Papia Kristang,miˈza,miˈʒaɾ,mi.ˈza,mi.ˈʒaɾ,mi,mi,1,1,,mijar,urinate,Baxter1990[7-21],
Papia Kristang,miˈza,miˈʒaɾ,mi.ˈza,mi.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,,mijar,urinate,Baxter1990[7-21],
Papia Kristang,ˈagu,ˈaguɐ,ˈa.gu,ˈa.gu.ɐ,ˈa,ˈa,1,1,,água,water,Baxter2004,
Papia Kristang,ˈagu,ˈaguɐ,ˈa.gu,ˈa.gu.ɐ,gu,gu,2,2,,água,water,Baxter2004,
Papia Kristang,ˈagu,ˈaguɐ,ˈa.gu,ˈa.gu.ɐ,-,ɐ,-,3,,água,water,Baxter2004,
Papia Kristang,nus,nɔʃ,nus,nɔʃ,nus,nɔʃ,1,1,,nõs,we,Baxter1990[7-21],
Papia Kristang,kɛŋ,kɐ̃j̃,kɛŋ,kɐ̃j̃,kɛŋ,kɐ̃j̃,1,1,,quem,who,Baxter2004,
Papia Kristang,muˈle,muˈʎɛɾ,mu.ˈle,mu.ˈʎɛɾ,mu,mu,1,1,,mulher,"woman, wife",Baxter1990[7-21],
Papia Kristang,muˈle,muˈʎɛɾ,mu.ˈle,mu.ˈʎɛɾ,ˈle,ˈʎɛɾ,2,2,,mulher,"woman, wife",Baxter1990[7-21],
Papia Kristang,boˈlotu,ˈvɔzˈotɾu,bo.ˈlo.tu,ˈvɔz.ˈo.tɾu,bo,ˈvɔz,1,1,,vós outro,you,Baxter1990[7-21],
Papia Kristang,boˈlotu,ˈvɔzˈotɾu,bo.ˈlo.tu,ˈvɔz.ˈo.tɾu,ˈlo,ˈo,2,2,,vós outro,you,Baxter1990[7-21],
Papia Kristang,boˈlotu,ˈvɔzˈotɾu,bo.ˈlo.tu,ˈvɔz.ˈo.tɾu,tu,tɾu,3,3,,vós outro,you,Baxter1990[7-21],
