Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl,TargetWordSyl,SourceWordLength,TargetWordLength,SourceWordSylLength,TargetWordSylLength,WordDiff,WordBigger,SyllDiff,SylNumBigger,PositionSource,PositionTarget,SimplePositionSource,SimplePositionTarget,Process,TargetOrthography,Translation,Reference,Notes
Casamancese,liˈmpa,ɫĩˈpaɾ,li.ˈmpa,ɫĩ.ˈpaɾ,li,ɫĩ,2,2,5,6,2,2,-1,Target,0,Equal,1,1,Medial,Medial,,limpar,clean,Biagui2012[19],"Basic, but not Swadesh items"
Casamancese,lãˈsol,ɫẽˈsɔɫ,lã.ˈsol,ɫẽ.ˈsɔɫ,lã,ɫẽ,2,2,5,6,2,2,-1,Target,0,Equal,1,1,Medial,Medial,,lençol,sheet,Biagui2012[21],"Basic, but not Swadesh items"
Casamancese,saŋ,ˈsɐ̃w,saŋ,ˈsɐ̃w,saŋ,ˈsɐ̃w,1,1,3,4,1,1,-1,Target,0,Equal,1,1,Medial,Medial,Há processo? Qual?,são (saudável),healthy,Biagui2012[158],"Basic, but not Swadesh items"
Casamancese,firˈmiɲga,fõˈɾigɐ,fir.ˈmi.ɲga,fõ.ˈɾi.gɐ,fir,fõ,3,3,8,7,3,3,1,Source,0,Equal,1,1,Medial,Medial,methatesis,formiga,ant,Biagui2012[24],"Basic, but not Swadesh items"
Casamancese,murˈsegu,muɾˈsegu,mur.ˈse.gu,muɾ.ˈse.gu,mur,mur,3,3,7,7,3,3,0,Equal,0,Equal,1,1,Medial,Medial,,morcego,bat,Biagui2012[24],"Basic, but not Swadesh items"
Casamancese,ˈkurpu,ˈkoɾpu,ˈkur.pu,ˈkoɾ.pu,ˈkur,ˈkoɾ,2,2,5,5,2,2,0,Equal,0,Equal,1,1,Medial,Medial,,corpo,"body, corps",Biagui2012[25],"Basic, but not Swadesh items"
Casamancese,jerˈmõ,iɾˈmɐ̃w,jer.ˈmõ,iɾ.ˈmɐ̃w,jer,iɾ,2,2,5,6,2,2,-1,Target,0,Equal,1,1,Medial,Medial,prothesis,irmão,brother,Biagui2012[24],"Basic, but not Swadesh items"
Casamancese,ˈkasa,ˈkazɐ,ˈka.sa,ˈka.zɐ,ˈka,ˈka,2,2,4,4,2,2,0,Equal,0,Equal,1,1,Medial,Medial,,casa,house,Biagui2012[26],"Basic, but not Swadesh items"
Casamancese,ˈkama,ˈkɐmɐ,ˈka.ma,ˈkɐ.mɐ,ˈka,ˈkɐ,2,2,4,4,2,2,0,Equal,0,Equal,1,1,Medial,Medial,,cama,bed,Biagui2012[27],"Basic, but not Swadesh items"
Casamancese,kaˈdera,kɐˈdɐjɾɐ,ka.ˈde.ra,kɐ.ˈdɐj.ɾɐ,ka,kɐ,3,3,6,7,3,3,-1,Target,0,Equal,1,1,Medial,Medial,,cadeira,chair,Biagui2012[27],"Basic, but not Swadesh items"
Casamancese,diˈɲeru,diˈɲɐjɾu,di.ˈɲe.ru,di.ˈɲɐj.ɾu,di,di,3,3,6,7,3,3,-1,Target,0,Equal,1,1,Medial,Medial,,dinheiro,money,Biagui2012[29],"Basic, but not Swadesh items"
Casamancese,aˈmigu,ɐˈmigu,a.ˈmi.gu,ɐ.ˈmi.gu,a,ɐ,3,3,5,5,3,3,0,Equal,0,Equal,1,1,Medial,Medial,,amigo,friend,Biagui2012[34],"Basic, but not Swadesh items"
Casamancese,ˈmaŋgu,ˈmɐ̃gɐ,ˈma.ŋgu,ˈmɐ̃.gɐ,ˈma,ˈmɐ̃,2,2,5,5,2,2,0,Equal,0,Equal,1,1,Medial,Medial,,manga,mango,Biagui2012[34],"Basic, but not Swadesh items"
Casamancese,ˈfala,ˈfaɫɐ,ˈfa.la,ˈfa.ɫɐ,ˈfa,ˈfa,2,2,4,4,2,2,0,Equal,0,Equal,1,1,Initial,Initial,,fala,speech,Biagui2012[13],"Basic, but not Swadesh items"
Casamancese,ˈkonta,kuˈɫaɾ,ˈko.nta,ku.ˈɫaɾ,ˈko,ku,2,2,5,5,2,2,0,Equal,0,Equal,1,1,Initial,Initial,,colar ,necklace ,Biagui2012[13],"Basic, but not Swadesh items"
Casamancese,koˈnta,kõˈtaɾ,ko.ˈnta,kõ.ˈtaɾ,ko,kõ,2,2,5,6,2,2,-1,Target,0,Equal,1,1,Initial,Initial,,contar,tell,Biagui2012[13],"Basic, but not Swadesh items"
Casamancese,ˈkoba,ˈkovɐ,ˈko.ba,ˈko.vɐ,ˈko,ˈko,2,2,4,4,2,2,0,Equal,0,Equal,1,1,Initial,Initial,,cova,"pit, hole",Biagui2012[13],"Basic, but not Swadesh items"
