Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,SourceWord Length,TargetWord Length,SourceWordSyl Length,TargetWordSyl Length,Word diff,Word bigger,Syll diff,SylNum bigger
Principense,uˈbudu,ˈpedɾɐ,u.ˈbu.du,ˈpe.dɾɐ,ˈbu,-,2,-,5,5,3,2,0,Equal,1,Source
Principense,ˈfjo,ˈfɾiu,ˈfjo,ˈfɾi.u,ˈfjo,ˈfɾi,1,1,3,4,1,2,-1,Target,-1,Target
Principense,igiˈgu,fuˈmaɾ,i.gi.ˈgu,fu.ˈmaɾ,ˈgu,ˈmaɾ,3,2,5,5,3,2,0,Equal,1,Source
Principense,ˈiɛ,ˈiʎɐ,ˈiɛ,ˈi.ʎɐ,ˈiɛ,ˈi,1,1,2,3,1,2,-1,Target,-1,Target
Principense,kaˈlo,kɐˈloɾ,ka.ˈlo,kɐ.ˈloɾ,ˈlo,ˈloɾ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,iˈbi,kaɾˈvɐ̃w̃,i.ˈbi,kaɾ.ˈvɐ̃w̃,i,kaɾ,1,1,3,8,2,2,-5,Target,0,Equal
Principense,mjɐ̃ˈmja,ʀɨˈlɐ̃pɐgu,mjɐ̃.ˈmja,ʀɨ.ˈlɐ̃.pɐ.gu,ˈmja,gu,2,4,7,9,2,4,-2,Target,-2,Target
Principense,ˈnovi,ˈnuvɐ̃j̃,ˈno.vi,ˈnu.vɐ̃j̃,ˈno,ˈnu,1,1,4,7,2,2,-3,Target,0,Equal
Principense,uˈnwa,ˈluɐ,u.ˈnwa,ˈlu.ɐ,ˈnwa,ɐ,2,2,4,3,2,2,1,Source,0,Equal
Principense,iˈɲɐ̃,ˈlɐɲɐ,i.ˈɲɐ̃,ˈlɐ.ɲɐ,i,ˈlɐ,1,1,4,4,2,2,0,Equal,0,Equal
Principense,oˈmwe,ˈmaɾ,o.ˈmwe,ˈmaɾ,ˈmwe,-,2,-,4,3,2,1,1,Source,1,Source
Principense,ɔˈpɔ,ˈpɔ,ɔ.ˈpɔ,ˈpɔ,ɔ,ˈpɔ,1,1,3,2,2,1,1,Source,1,Source
Principense,oˈrjo,ˈʀiu,o.ˈrjo,ˈʀi.u,ˈrjo,u,2,2,4,3,2,2,1,Source,0,Equal
Principense,ɔˈsɛ,ˈsɛw,ɔ.ˈsɛ,ˈsɛw,ɔ,ˈsɛw,1,1,3,3,2,1,0,Equal,1,Source
Principense,uˈpiku,ˈpiku,u.ˈpi.ku,ˈpi.ku,ku,ku,3,2,5,4,3,2,1,Source,1,Source
Principense,rɔˈvwɛ,oɾˈvaʎu,rɔ.ˈvwɛ,oɾ.ˈva.ʎu,rɔ,oɾ,1,1,5,6,2,3,-1,Target,-1,Target
Principense,uˈsɔlu,ˈsɔl,u.ˈsɔ.lu,ˈsɔl,lu,-,3,-,5,3,3,1,2,Source,2,Source
Principense,ʃˈtɛlɐ,ʃˈtɾelɐ,ʃ.ˈtɛ.lɐ,ʃ.ˈtɾe.lɐ,ʃ,ʃ,1,1,5,6,3,3,-1,Target,0,Equal
Principense,uˈsuvɐ,ˈʃuvɐ,u.ˈsu.vɐ,ˈʃu.vɐ,vɐ,vɐ,3,2,5,4,3,2,1,Source,1,Source
Principense,ˈtɛ,ˈteʀɐ,ˈtɛ,ˈte.ʀɐ,ˈtɛ,ˈte,1,1,2,4,1,2,-2,Target,-1,Target
Principense,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,dɐ,dɐ,3,4,6,8,3,4,-2,Target,-1,Target
Principense,uˈvɛ̃tu,ˈvẽtu,u.ˈvɛ̃.tu,ˈvẽ.tu,u,ˈvẽ,1,1,6,4,3,2,2,Source,1,Source
Principense,aˈre,ˈʀɐj,a.ˈre,ˈʀɐj,ˈre,-,2,-,3,3,2,1,0,Equal,1,Source
Principense,doˈto,ˈmɛdiku,do.ˈto,ˈmɛ.di.ku,ˈto,ku,2,3,4,6,2,3,-2,Target,-1,Target
Principense,kapĩˈtew,kɐɾpĩˈtejɾu,ka.pĩ.ˈtew,kɐɾ.pĩ.ˈtej.ɾu,ka,kɐɾ,1,1,8,11,3,4,-3,Target,-1,Target
Principense,piʃikaˈdo,pɨʃkɐˈdoɾ,pi.ʃi.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ˈdo,ˈdoɾ,4,3,8,8,4,3,0,Equal,1,Source
Principense,ˈrãɲɐ,ʀɐˈiɲɐ,ˈrã.ɲɐ,ʀɐ.ˈi.ɲɐ,ˈrã,ʀɐ,1,1,4,5,2,3,-1,Target,-1,Target
Principense,sapaˈtew,sɐpɐˈtejɾu,sa.pa.ˈtew,sɐ.pɐ.ˈtej.ɾu,ˈtew,ɾu,3,4,7,9,3,4,-2,Target,-1,Target
Principense,sɔˈdadi,sɔlˈdadu,sɔ.ˈda.di,sɔl.ˈda.du,sɔ,sɔl,1,1,6,7,3,3,-1,Target,0,Equal
Principense,bizaˈvɔ,bizɐˈvɔ,bi.za.ˈvɔ,bi.zɐ.ˈvɔ,ˈvɔ,ˈvɔ,3,3,6,6,3,3,0,Equal,0,Equal
Principense,bizaˈvo,bizɐˈvo,bi.zɐ.ˈvo,bi.zɐ.ˈvo,bi,bi,1,1,6,6,3,3,0,Equal,0,Equal
Principense,kɔtɐˈbwɛgɐ,ˈʒovɐ̃j̃,kɔ.tɐ.ˈbwɛ.gɐ,ˈʒo.vɐ̃j̃,gɐ,vɐ̃j̃,4,2,9,7,4,2,2,Source,2,Source
Principense,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ku,ku,1,1,6,6,3,3,0,Equal,0,Equal
Principense,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,du,du,3,3,6,6,3,3,0,Equal,0,Equal
Principense,maˈma,mɐˈmɐ̃,ma.ˈma,mɐ.ˈmɐ̃,ma,mɐ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,ˈmanɐ,iɾˈmɐ̃,ˈma.nɐ,iɾ.ˈmɐ̃,nɐ,ˈmɐ̃,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈmanu,iɾˈmɐ̃w̃,ˈma.nu,iɾ.ˈmɐ̃w̃,ˈma,iɾ,1,1,4,7,2,2,-3,Target,0,Equal
Principense,ˈma:du,mɐˈɾidu,ˈma:.du,mɐ.ˈɾi.du,du,du,2,3,5,6,2,3,-1,Target,-1,Target
Principense,ˈdɐ̃ma,ʃˈpozɐ,ˈdɐ̃.ma,ʃ.ˈpo.zɐ,ma,zɐ,2,3,5,5,2,3,0,Equal,-1,Target
Principense,paˈpa,ˈpaj,pa.ˈpa,ˈpaj,pa,ˈpaj,1,1,4,3,2,1,1,Source,1,Source
Principense,ˈt̠ʃio,ˈtiu,ˈt̠ʃi.o,ˈti.u,o,u,2,2,3,3,2,2,0,Equal,0,Equal
Principense,ˈvjuvɐ,ˈviuvɐ,ˈvju.vɐ,ˈvi.u.vɐ,ˈvju,ˈvi,1,1,5,5,2,3,0,Equal,-1,Target
Principense,aˈmi,ˈew,a.ˈmi,ˈew,ˈmi,-,2,-,3,2,2,1,1,Source,1,Source
Principense,ˈeli,ˈelɨ,ˈe.li,ˈe.lɨ,ˈe,ˈe,1,1,3,3,2,2,0,Equal,0,Equal
Principense,ˈinɛ,ˈelɨʃ,ˈi.nɛ,ˈe.lɨʃ,nɛ,lɨʃ,2,2,3,4,2,2,-1,Target,0,Equal
Principense,ˈkõ,ˈkõ,ˈkõ,ˈkõ,ˈkõ,ˈkõ,1,1,2,2,1,1,0,Equal,0,Equal
Principense,ˈkumɐ,ˈkomu,ˈku.mɐ,ˈko.mu,ˈku,ˈko,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈmɔ̃t̠ʃi,ˈmũj̃tu,ˈmɔ̃.t̠ʃi,ˈmũj̃.tu,t̠ʃi,tu,2,2,5,7,2,2,-2,Target,0,Equal
Principense,ˈmũtu,ˈmũj̃tu,ˈmũ.tu,ˈmũj̃.tu,ˈmũ,ˈmũj̃,1,1,5,7,2,2,-2,Target,0,Equal
Principense,ˈnadɐ,ˈnadɐ,ˈna.dɐ,ˈna.dɐ,dɐ,dɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈnɔ̃,ˈnɔʃ,ˈnɔ̃,ˈnɔʃ,ˈnɔ̃,ˈnɔʃ,1,1,3,3,1,1,0,Equal,0,Equal
Principense,ˈnukɐ,ˈnũkɐ,ˈnu.kɐ,ˈnũ.kɐ,kɐ,kɐ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ˈpoke,puɾkɨ,ˈpo.ke,puɾ.kɨ,ˈpo,puɾ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,ˈpoko,ˈpoku,ˈpo.ko,ˈpo.ku,ko,ku,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈsɛ̃pi,ˈsẽpɾɨ,ˈsɛ̃.pi,ˈsẽ.pɾɨ,ˈsɛ̃,ˈsẽ,1,1,5,6,2,2,-1,Target,0,Equal
Principense,ˈsũ,sɨˈɲoɾ,ˈsũ,sɨ.ˈɲoɾ,-,ˈɲoɾ,-,2,3,5,1,2,-2,Target,-1,Target
Principense,ˈtudu,ˈtudu,ˈtu.du,ˈtu.du,ˈtu,ˈtu,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈɐ̃zu,ʀɨˈsɐ̃j̃ nɐʃˈsidu,ˈɐ̃.zu,ʀɨ.ˈsɐ̃j̃ nɐʃ.ˈsi.du,-,nɐʃ,-,3,4,15,2,4,-11,Target,-2,Target
Principense,ˈba:tu,bɐˈɾatu,ˈba:.tu,bɐ.ˈɾa.tu,tu,tu,2,3,5,6,2,3,-1,Target,-1,Target
Principense,bɛbɛˈdadu,ẽbɨbɨˈdadu,bɛ.bɛ.ˈda.du,ẽ.bɨ.bɨ.ˈda.du,bɛ,ẽ,1,1,8,10,4,5,-2,Target,-1,Target
Principense,ˈbuku,ʀuˈĩ,ˈbu.ku,ʀu.ˈĩ,ku,ˈĩ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,boˈbo,boˈbu,bo.ˈbo,bo.ˈbu,bo,bo,1,1,4,4,2,2,0,Equal,0,Equal
Principense,boˈnitu,buˈnitu,bo.ˈni.tu,bu.ˈni.tu,tu,tu,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈde:tu,diˈɾɐjtu,ˈde:.tu,di.ˈɾɐj.tu,ˈde:,di,1,1,5,7,2,3,-2,Target,-1,Target
Principense,uˈdodo,ˈdojdu,u.ˈdo.do,ˈdoj.du,do,du,3,2,5,5,3,2,0,Equal,1,Source
Principense,ˈfeju,ˈfeju,ˈfe.ju,ˈfe.ju,ˈfe,ˈfe,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈfa:ku,ˈfɾaku,ˈfa:.ku,ˈfɾa.ku,ku,ku,2,2,5,5,2,2,0,Equal,0,Equal
Principense,ˈfɛʃku,ˈfɾeʃku,ˈfɛʃ.ku,ˈfɾeʃ.ku,ˈfɛʃ,ˈfɾeʃ,1,1,5,6,2,2,-1,Target,0,Equal
Principense,ˈfɔt̠ʃi,ˈfɔɾtɨ,ˈfɔ.t̠ʃi,ˈfɔɾ.tɨ,t̠ʃi,tɨ,2,2,4,5,2,2,-1,Target,0,Equal
Principense,uˈfũdu,ˈfũdu,u.ˈfũ.du,ˈfũ.du,u,ˈfũ,1,1,6,5,3,2,1,Source,1,Source
Principense,uˈgagu,ˈgagu,u.ˈga.gu,ˈga.gu,gu,gu,3,2,5,4,3,2,1,Source,1,Source
Principense,ˈga:vi,buˈnitu,ˈga:.vi,bu.ˈni.tu,ˈga:,bu,1,1,5,6,2,3,-1,Target,-1,Target
Principense,ˈgodo,goɾˈdu,ˈgo.do,goɾ.ˈdu,do,ˈdu,2,2,4,5,2,2,-1,Target,0,Equal
Principense,kaˈĩ,ɐvɐˈɾẽtu,ka.ˈĩ,ɐ.vɐ.ˈɾẽ.tu,ka,ɐ,1,1,4,8,2,4,-4,Target,-2,Target
Principense,ˈkasu,ɐvɐˈɾẽtu,ˈka.su,ɐ.vɐ.ˈɾẽ.tu,su,tu,2,4,4,8,2,4,-4,Target,-2,Target
Principense,kuˈpadu,kulˈpadu,ku.ˈpa.du,kul.ˈpa.du,ku,kul,1,1,6,7,3,3,-1,Target,0,Equal
Principense,ˈkutu,ˈkuɾtu,ˈku.tu,ˈkuɾ.tu,tu,tu,2,2,4,5,2,2,-1,Target,0,Equal
Principense,ukuˈru,ˈkɾu,u.ku.ˈru,ˈkɾu,u,ˈkɾu,1,1,5,3,3,1,2,Source,2,Source
Principense,uˈkuʀu,ʃˈkuɾu,u.ˈku.ʀu,ʃ.ˈku.ɾu,ˈru,ɾu,3,3,5,5,3,3,0,Equal,0,Equal
Principense,ˈlĩpu,ˈlĩpu,ˈlĩ.pu,ˈlĩ.pu,ˈlĩ,ˈlĩ,1,1,5,4,2,3,1,Source,-1,Target
Principense,ˈlõgo,ˈaltu,ˈlõ.go,ˈal.tu,go,tu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈmagu,ˈmagɾu,ˈma.gu,ˈma.gɾu,ˈma,ˈma,1,1,4,5,2,2,-1,Target,0,Equal
Principense,maˈloko,mɐˈluku,ma.ˈlo.ko,mɐ.ˈlu.ku,ko,ku,3,3,6,6,3,3,0,Equal,0,Equal
Principense,ˈmɐ̃su,ˈmɐ̃su,ˈmɐ̃.su,ˈmɐ̃.su,ˈmɐ̃,ˈmɐ̃,1,1,5,5,2,2,0,Equal,0,Equal
Principense,ˈmjo,mɨˈʎoɾ,ˈmjo,mɨ.ˈʎoɾ,-,ˈʎoɾ,-,2,3,5,1,2,-2,Target,-1,Target
Principense,ˈmɔli,ˈmolɨ,ˈmɔ.li,ˈmo.lɨ,ˈmɔ,ˈmo,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈmwadu,muˈʎadu,ˈmwa.du,mu.ˈʎa.du,du,du,2,3,5,6,2,3,-1,Target,-1,Target
Principense,ˈmoro,ˈmoɾu,ˈmo.ro,ˈmo.ɾu,ˈmo,ˈmo,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈmudu,ˈmudu,ˈmu.du,ˈmu.du,du,du,2,2,4,4,2,2,0,Equal,0,Equal
Principense,niˈmigu,inɨˈmigu,ni.ˈmi.gu,i.nɨ.ˈmi.gu,ni,i,1,1,6,7,3,4,-1,Target,-1,Target
Principense,ˈpjɔrɔ,piˈoɾ,ˈpjɔ.rɔ,pi.ˈoɾ,rɔ,ˈoɾ,2,2,5,4,2,2,1,Source,0,Equal
Principense,ˈpɔbi,ˈpobɾɨ,ˈpɔ.bi,ˈpo.bɾɨ,ˈpɔ,ˈpo,1,1,4,5,2,2,-1,Target,0,Equal
Principense,podeˈrozo,pudɨˈɾozu,po.de.ˈro.zo,pu.dɨ.ˈɾo.zu,zo,zu,4,4,8,8,4,4,0,Equal,0,Equal
Principense,ˈriku,ˈʀiku,ˈri.ku,ˈʀi.ku,ˈri,ˈʀi,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈrizu,ˈʀiʒu,ˈri.zu,ˈʀi.ʒu,zu,ʒu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈsadu,ɐˈsadu,ˈsa.du,ɐ.ˈsa.du,ˈsa,ɐ,1,1,4,5,2,3,-1,Target,-1,Target
Principense,ˈsɛgu,ˈsɛɡu,ˈsɛ.gu,ˈsɛ.gu,gu,gu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈsudu,ˈsuɾdu,ˈsu.du,ˈsuɾ.du,ˈsu,ˈsuɾ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,suˈgadu,ẽˈʃutu,su.ˈga.du,ẽ.ˈʃu.tu,ˈga,ˈʃu,2,2,6,6,3,3,0,Equal,0,Equal
Principense,ˈsumi,siuˈmẽtu,ˈsu.mi,si.u.ˈmẽ.tu,ˈsu,si,1,1,4,8,2,4,-4,Target,-2,Target
Principense,suˈpɛtu,ʃˈpeɾtu,su.ˈpɛ.tu,ʃ.ˈpeɾ.tu,tu,tu,3,3,6,6,3,3,0,Equal,0,Equal
Principense,t̠ʃɔkɔˈlɔ,pɨˈkenu,t̠ʃɔ.kɔ.ˈlɔ,pɨ.ˈke.nu,t̠ʃɔ,pɨ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,ˈvɛ,ˈveʎu,ˈvɛ,ˈve.ʎu,-,ʎu,-,2,2,4,1,2,-2,Target,-1,Target
Principense,ˈzɛdu,ɐˈzedu,ˈzɛ.du,ɐ.ˈze.du,ˈzɛ,ɐ,1,1,4,5,2,3,-1,Target,-1,Target
Principense,ˈzudɐ,pɨˈsoɐ,ˈzu.dɐ,pɨ.ˈso.ɐ,dɐ,ɐ,2,3,4,5,2,3,-1,Target,-1,Target
Principense,ˈdɛʃi,ˈdeʃ,ˈdɛ.ʃi,ˈdeʃ,ˈdɛ,ˈdeʃ,1,1,4,3,2,1,1,Source,1,Source
Principense,ˈdosu,ˈdojʃ,ˈdo.su,ˈdojʃ,su,-,2,-,4,4,2,1,0,Equal,1,Source
Principense,ˈkwatu,ˈkwatɾu,ˈkwa.tu,ˈkwa.tɾu,ˈkwa,ˈkwa,1,1,5,6,2,2,-1,Target,0,Equal
Principense,ˈlitu,ˈlitɾu,ˈli.tu,ˈli.tɾu,tu,tɾu,2,2,4,5,2,2,-1,Target,0,Equal
Principense,mɛˈtɛdi,mɨˈtadɨ,mɛ.ˈtɛ.di,mɨ.ˈta.dɨ,mɛ,mɨ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,ˈnɔvɛ,ˈnovɨ,ˈnɔ.vɛ,ˈno.vɨ,vɛ,vɨ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,piˈmew,pɾiˈmɐjɾu,pi.ˈmew,pɾi.ˈmɐj.ɾu,pi,pɾi,1,1,5,8,2,3,-3,Target,-1,Target
Principense,ˈsej,ˈsejʃ,ˈsej,ˈsejʃ,ˈsej,ˈsejʃ,1,1,3,4,1,1,-1,Target,0,Equal
Principense,ˈsɛt̠ʃi,ˈsɛtɨ,ˈsɛ.t̠ʃi,ˈsɛ.tɨ,ˈsɛ,ˈsɛ,1,1,4,4,2,2,0,Equal,0,Equal
Principense,ˈʃĩku,ˈsĩku,ˈʃĩ.ku,ˈsĩ.ku,ku,ku,2,2,5,4,2,2,1,Source,0,Equal
Principense,nˈtɛru,ĩˈtɐjɾu,n.ˈtɛ.ru,ĩ.ˈtɐj.ɾu,n,ĩ,1,1,5,7,3,3,-2,Target,0,Equal
Principense,ˈte:ʃi,ˈtɾeʃ,ˈte:.ʃi,ˈtɾeʃ,ʃi,-,2,-,5,4,2,1,1,Source,1,Source
Principense,ˈũa,ˈũ,ˈũa,ˈũ,ˈũa,ˈũ,1,1,3,2,1,1,1,Source,0,Equal
Principense,ˈwetu,ˈojtu,ˈwe.tu,ˈoj.tu,ˈwe,ˈoj,1,1,4,4,2,2,0,Equal,0,Equal
Principense,aˈbili,ɐˈbɾiɫ,a.ˈbi.li,ɐ.ˈbɾiɫ,li,ˈbɾiɫ,3,2,5,5,3,2,0,Equal,1,Source
Principense,aˈgoʃto,ɐˈgoʃtu,a.ˈgoʃ.to,ɐ.ˈgoʃ.tu,a,ɐ,1,1,6,6,3,3,0,Equal,0,Equal
Principense,aˈmɐ̃,ɐmɐˈɲɐ̃,a.ˈmɐ̃,ɐ.mɐ.ˈɲɐ̃,ˈmɐ̃,ˈɲɐ̃,2,3,4,6,2,3,-2,Target,-1,Target
Principense,ɔˈtɔ̃t̠ʃi,ɐ̃tiˈõtɐ̃j̃,ɔ.ˈtɔ̃.t̠ʃi,ɐ̃.ti.ˈõ.tɐ̃j̃,ɔ,ɐ̃,1,1,6,11,3,4,-5,Target,-1,Target
Principense,deˈzẽbu,dɨˈzẽbɾu,de.ˈzẽ.bu,dɨ.ˈzẽ.bɾu,bu,bɾu,3,3,7,8,3,3,-1,Target,0,Equal
Principense,ˈdja,diˈa,ˈdja,di.ˈa,ˈdja,di,1,1,3,3,1,2,0,Equal,-1,Target
Principense,djaˈdĩgu,duˈmĩgu,dja.ˈdĩ.gu,du.ˈmĩ.gu,gu,gu,3,3,8,7,3,3,1,Source,0,Equal
Principense,feveˈrew,fɨvɨˈɾejɾu,fe.ve.ˈrew,fɨ.vɨ.ˈɾej.ɾu,fe,fɨ,1,1,7,9,3,4,-2,Target,-1,Target
Principense,ˈkĩtɐˈfja,ˈkĩtɐ ˈfɐjɾɐ,ˈkĩ.tɐ.ˈfja,ˈkĩ.tɐ ˈfɐj.ɾɐ,tɐ,tɐ,2,2,8,11,3,3,-3,Target,0,Equal
Principense,ˈkwatɐˈfja,ˈkwaɾtɐ ˈfɐjɾɐ,ˈkwa.tɐ ˈfja,ˈkwaɾ.tɐ ˈfɐj.ɾɐ,tɐ,tɐ,2,2,8,12,3,3,-4,Target,0,Equal
Principense,ˈkuru,ʃˈkuɾu,ˈku.ru,ʃ.ˈku.ɾu,ru,ɾu,2,3,4,5,2,3,-1,Target,-1,Target
Principense,uˈmaju,ˈmaju,u.ˈma.ju,ˈmaj.u,u,ˈmaj,1,1,5,4,3,2,1,Source,1,Source
Principense,uˈmasu,ˈmaɾsu,u.ˈma.su,ˈmaɾ.su,su,su,3,2,5,5,3,2,0,Equal,1,Source
Principense,uˈnot̠ʃi,ˈnojtɨ,u.ˈno.t̠ʃi,ˈnoj.tɨ,u,ˈnoj,1,1,5,5,3,2,0,Equal,1,Source
Principense,nɔˈvɛ̃bu,nuˈvẽbɾu,nɔ.ˈvɛ̃.bu,nu.ˈvẽ.bɾu,bu,bɾu,3,3,7,8,3,3,-1,Target,0,Equal
Principense,oˈtubu,oˈtubɾu,o.ˈtu.bu,o.ˈtu.bɾu,o,o,1,1,5,6,3,3,-1,Target,0,Equal
Principense,ˈoze,ˈoʒɨ,ˈo.ze,ˈo.ʒɨ,ze,ʒɨ,2,2,3,3,2,2,0,Equal,0,Equal
Principense,ˈsabudu,ˈsabɐdu,ˈsa.bu.du,ˈsa.bɐ.du,ˈsa,ˈsa,1,1,6,6,3,3,0,Equal,0,Equal
Principense,ˈsɛdu,ˈsedu,ˈsɛ.du,ˈse.du,du,du,2,2,4,4,2,2,0,Equal,0,Equal
Principense,sũdɐˈfjɐ,sɨˈgũdɐˈfejɾɐ,sũ.dɐ.ˈfjɐ,sɨ.ˈgũ.dɐ ˈfej.ɾɐ,sũ,sɨ,1,1,8,12,3,5,-4,Target,-2,Target
Principense,sũdɐˈfjɐ,sɨˈgũdɐˈfejɾɐ,sũ.dɐ.ˈfjɐ,sɨ.ˈgũ.dɐ ˈfej.ɾɐ,ˈfjɐ,ɾɐ,3,5,8,12,3,5,-4,Target,-2,Target
Principense,ˈseʃtɐˈfja,ˈsɐʃtɐˈfɐjɾɐ,ˈseʃ.tɐ ˈfja,ˈsɐʃ.tɐ ˈfɐj.ɾɐ,ˈseʃ,ˈsɐʃ,1,1,8,10,3,4,-2,Target,-1,Target
Principense,sɛˈtɛ̃bu,sɨˈtẽbɾu,sɛ.ˈtɛ̃.bu,sɨ.ˈtẽ.bɾu,sɛ,sɨ,1,1,7,8,3,3,-1,Target,0,Equal
Principense,ˈtadi,ˈtaɾdɨ,ˈta.di,ˈtaɾ.dɨ,ˈta,ˈtaɾ,1,1,4,5,2,2,-1,Target,0,Equal
Principense,ˈtɛsɐˈfja,ˈteɾsɐ ˈfɐjɾɐ,ˈtɛ.sɐ ˈfja,ˈteɾ.sɐ ˈfɐj.ɾɐ,ˈfja,ɾɐ,3,4,7,11,3,3,-4,Target,0,Equal
Principense,ʒaˈnew,ʒɐˈnejɾu,ʒa.ˈnew,ʒɐ.ˈnej.ɾu,ʒa,ʒɐ,1,1,5,7,2,3,-2,Target,-1,Target
Principense,ˈʒulu,ˈʒuʎu,ˈʒu.lu,ˈʒu.ʎu,lu,ʎu,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈzũɲu,ˈʒuɲu,ˈzũ.ɲu,ˈʒu.ɲu,ˈzũ,ˈʒu,1,1,5,4,2,2,1,Source,0,Equal
Principense,ˈalimɐ,ˈalmɐ,ˈa.li.mɐ,ˈal.mɐ,mɐ,mɐ,3,2,5,4,3,2,1,Source,1,Source
Principense,ˈdesu,ˈdewʃ,ˈde.su,ˈdewʃ,ˈde,ˈdewʃ,1,1,4,4,2,1,0,Equal,1,Source
Principense,uˈdjabu,diˈabu,u.ˈdja.bu,di.ˈa.bu,bu,bu,3,3,6,5,3,3,1,Source,0,Equal
Principense,ˈgɔrja,ˈglɔɾiɐ,ˈgɔr.ja,ˈglɔ.ɾi.ɐ,ˈgɔr,ˈglɔ,1,1,5,6,2,3,-1,Target,-1,Target
Principense,ˈku:zu,ˈkɾuʃ,ˈku:.zu,ˈkɾuʃ,zu,-,2,-,5,4,2,1,1,Source,1,Source
Principense,miˈlagi,miˈlagɾɨ,mi.ˈla.gi,mi.ˈla.gɾɨ,mi,mi,1,1,6,7,3,3,-1,Target,0,Equal
Principense,rɔˈsɐ̃,oɾɐˈsɐ̃w̃,rɔ.ˈsɐ̃,o.ɾɐ.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,2,3,5,8,2,3,-3,Target,-1,Target
Principense,ˈsɐ̃tu,ˈsɐ̃tu,ˈsɐ̃.tu,ˈsɐ̃.tu,ˈsɐ̃,ˈsɐ̃,1,1,5,5,2,2,0,Equal,0,Equal
Principense,ˈaʀibɐ,ˈeɾvɐ,ˈa.ʀi.bɐ,ˈeɾ.vɐ,bɐ,vɐ,3,2,5,4,3,2,1,Source,1,Source
Principense,aluguˈdɐ̃,alguˈdɐ̃w̃,a.lu.gu.ˈdɐ̃,al.gu.ˈdɐ̃w̃,ˈdɐ̃,ˈdɐ̃w̃,4,3,8,9,4,3,-1,Target,1,Source
Principense,ˈfja,ˈfoʎɐ,ˈfja,ˈfo.ʎɐ,ˈfja,ˈfo,1,1,3,4,1,2,-1,Target,-1,Target
Principense,uˈfɔli,ˈfloɾ,u.ˈfɔ.li,ˈfloɾ,li,-,3,-,5,4,3,1,1,Source,2,Source
Principense,ˈko:,kɐˈɾosu,ˈko:,kɐ.ˈɾo.su,ˈko:,kɐ,1,1,3,6,1,3,-3,Target,-2,Target
Principense,ˈpajɐ,ˈpaʎɐ,ˈpa.jɐ,ˈpa.ʎɐ,jɐ,ʎɐ,2,2,4,4,2,2,0,Equal,0,Equal
Principense,ˈpwɛmɐ,palˈmɐjɾɐ,ˈpwɛ.mɐ,pal.ˈmɐj.ɾɐ,ˈpwɛ,pal,1,1,5,8,2,3,-3,Target,-1,Target
Principense,paˈmitu,palˈmitu,pa.ˈmi.tu,pal.ˈmi.tu,pa,pal,1,1,6,7,3,3,-1,Target,0,Equal
Principense,ˈpɐ̃ta,ˈplɐ̃tɐ,ˈpɐ̃.ta,ˈplɐ̃.tɐ,ta,tɐ,2,2,5,6,2,2,-1,Target,0,Equal
Principense,ʃiˈmɛ̃t̠ʃi,sɨˈmẽtɨ,ʃi.ˈmɛ̃.t̠ʃi,sɨ.ˈmẽ.tɨ,ʃi,sɨ,1,1,7,6,3,3,1,Source,0,Equal
Principense,suˈpigɐ,ʃˈpigɐ,su.ˈpi.gɐ,ʃ.ˈpi.gɐ,gɐ,gɐ,3,3,6,5,3,3,1,Source,0,Equal
Principense,uˈbasu,ẽ.bajʃu,u.ˈba.su,ẽ.ˈbaj.ʃu,u,ẽ,1,1,5,8,3,3,-3,Target,0,Equal
