Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,TargetOrthography,Translation,SourceWword Length,TargetWord Length,SourceWordSyl Length, TargetWordSyl Length,Word difference,word bigger,Syl difference ,Syl bigger
Fa d’Ambo,ˈpɛ:gu,ˈpɾɛgu,ˈpɛ:.gu,ˈpɾɛ.gu,prego,nail,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈloda,ˈʀɔdɐ,ˈlo.da,ˈʀɔ.dɐ,roda,wheel,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈt̠ʃinu,ˈsinu,ˈt̠ʃi.nu,ˈsi.nu,sino,bell,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,suˈpɛ,ɨʃˈpɐʎu,su.ˈpɛ,ɨʃ.ˈpɐ.ʎu,espelho,mirror,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,kuˈbierta,kuˈbɛɾtɐ,ku.ˈbi.er.ta,ku.ˈbɛɾ.tɐ,cuberta,cover,8,7,4,3,1,Source,1,Source
Fa d’Ambo,kasoˈlola,kɐsɐˈɾɔlɐ,ka.so.ˈlo.la,kɐ.sɐ.ˈɾɔ.lɐ,caçarola,pan,8,8,4,4,0,Equal,0,Equal
Fa d’Ambo,ˈvela,ˈvɛlɐ,ˈve.la,ˈvɛ.lɐ,vela,candle,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈbiʃi,vɨʃˈtidu,ˈbi.ʃi,vɨʃ.ˈti.du,vestido,dress,4,7,2,3,-3,Target,-1,Target
Fa d’Ambo,ˈbɔta,ˈbɔta,ˈbɔ.ta,ˈbɔ.ta,bota,boot,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,xaˈmĩza,kɐˈmizɐ,xa.ˈmĩ.za,kɐ.ˈmi.zɐ,camisa,shirt,7,6,3,3,1,Source,0,Equal
Fa d’Ambo,xa:ˈsɐ̃,kaɫˈsɐ̃w̃,xa:.ˈsɐ̃,kaɫ.ˈsɐ̃w̃,calção,short trousers,6,7,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈmɛja,ˈmɐjɐ,ˈmɛ.ja,ˈmɐj.ɐ,meia,sock,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈsɛja,ˈsajɐ,ˈsɛ.ja,ˈsaj.ɐ,saia,skirt,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈsɛda,ˈsedɐ,ˈsɛ.da,ˈse.dɐ,seda,silk,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,teˈʃidu,tɨˈsidu,te.ˈʃi.du,tɨ.ˈsi.du,tecido,fabric,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈiʎe,ˈiʎɐ,ˈi.ʎe,ˈi.ʎɐ,Ilha do Príncipe,Príncipe,3,3,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈpilĩʃipi,ˈpɾĩsɨpɨ,ˈpi.lĩ.ʃi.pi,ˈpɾĩ.sɨ.pɨ,Príncipe,prince,9,7,4,3,2,Source,1,Source
Fa d’Ambo,ˈd̠ʒielu,diˈɲɐjɾu,ˈd̠ʒi.e.lu,di.ˈɲɐj.ɾu,dinheiro,money,5,7,3,3,-2,Target,0,Equal
Fa d’Ambo,faˈvolu,fɐˈvoɾ,fa.ˈvo.lu,fɐ.ˈvoɾ,favor,favor,6,5,3,2,1,Source,1,Source
Fa d’Ambo,fo:ˈtuna,fuɾˈtunɐ,fo:.ˈtu.na,fuɾ.ˈtu.nɐ,fortuna,luck,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,xaˈmĩu,kɐˈmiɲu,xa.ˈmĩ.u,kɐ.ˈmi.ɲu,caminho,path,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈxata,ˈkaɾtɐ,ˈxa.ta,ˈkaɾ.tɐ,carta,letter,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,xazaˈmẽtu,kɐzɐˈmẽtu,xa.za.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,casamento,marriage,9,9,4,4,0,Equal,0,Equal
Fa d’Ambo,liˈsɐ̃,liˈsɐ̃w̃,li.ˈsɐ̃,li.ˈsɐ̃w̃,lição,﻿lesson,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈmɔt̠ʃi,ˈmɔɾtɨ,ˈmɔ.t̠ʃi,ˈmɔɾ.tɨ,morte,death,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,paˈlavala,pɐˈlavɾɐ,pa.ˈla.va.la,pɐ.ˈla.vɾɐ,palavra,word,8,7,4,3,1,Source,1,Source
Fa d’Ambo,pɐ̃ˈxada,pɐ̃ˈkadɐ,pɐ̃.ˈxa.da,pɐ̃.ˈka.dɐ,pancada,blow,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈpɔtɔ,ˈpɔɾtɐ,ˈpɔ.tɔ,ˈpɔɾ.tɐ,porta,door,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈlɛ:tu,ˈʀɛʃtu,ˈlɛ:.tu,ˈʀɛʃ.tu,resto,leftovers,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,saˈbɐ̃,sɐˈbɐ̃w̃,sa.ˈbɐ̃,sɐ.ˈbɐ̃w̃,sabão,soap,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈt̠ʃĩta,ˈtĩtɐ,ˈt̠ʃĩ.ta,ˈtĩ.tɐ,tinta,ink,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,tɔ:ˈmɛ̃tu,tuɾˈmẽtu,tɔ:.ˈmɛ̃.tu,tuɾ.ˈmẽ.tu,tormento,"noise, confusion",8,8,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈmbo,moˈfu,ˈmbo,mo.ˈfu,mofo,mold,3,4,1,2,-1,Target,-1,Target
Fa d’Ambo,ve:ˈdad̠ʒi,vɨɾˈdadɨ,ve:.ˈda.d̠ʒi,vɨɾ.ˈda.dɨ,verdade,truth,7,7,3,3,0,Equal,0,Equal
