Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,TargetOrthography,Translation,SourceWword Length,TargetWord Length,SourceWordSyl Length, TargetWordSyl Length,Word difference,word bigger,Syl difference ,Syl bigger
Fa d’Ambo,ˈaju,ˈaʎu,ˈaju,ˈa.ʎu,alho,garlic,3,3,1,2,0,Equal,-1,Target
Fa d’Ambo,aˈloso,ɐˈʀoʃ,a.ˈlo.so,ɐ.ˈʀoʃ,arroz,rice,5,4,3,2,1,Source,1,Source
Fa d’Ambo,ˈawa,ˈagwɐ,ˈa.wa,ˈa.gwɐ,água,water,3,4,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈawaˈdẽt̠ʃi,ˈagwaɾˈdẽtɨ,ˈa.wa.ˈdẽ.t̠ʃi,ˈa.gwaɾ.ˈdẽ.tɨ,aguardente,brandy,8,10,4,4,-2,Target,0,Equal
Fa d’Ambo,baˈnana,bɐˈnɐnɐ,ba.ˈna.na,bɐ.ˈnɐ.nɐ,banana,banana,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,gɔ:ˈdula,ɡuɾˈduɾɐ,gɔ:.ˈdu.la,ɡuɾ.ˈdu.ɾɐ,gordura,fat,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,faˈĩa,fɐˈɾiɲɐ,fa.ˈĩ.a,fɐ.ˈɾi.ɲɐ,farinha,flour,5,6,3,3,-1,Target,0,Equal
Fa d’Ambo,feˈzɐ̃,fɐjˈʒɐ̃w̃,fe.ˈzɐ̃,fɐj.ˈʒɐ̃w̃,feijão,bean,5,7,2,2,-2,Target,0,Equal
Fa d’Ambo,xa:daˈlɐ̃,kaɫdejˈɾadɐ,xa:.da.ˈlɐ̃,kaɫ.dɐj.ˈɾa.dɐ,caldeirada,fish stew,8,10,3,4,-2,Target,-1,Target
Fa d’Ambo,xaˈna,ˈkɐnɐ,xa.ˈna,ˈkɐ.nɐ,cana,sugarcane,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈxa:ni,ˈkaɾnɨ,ˈxa:.ni,ˈkaɾ.nɨ,carne,meat,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈlete,ˈlɐjtɨ,ˈle.te,ˈlɐj.tɨ,leite,milk,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,mɐ̃ˈmɐ̃,mɐˈmɐ̃w̃,mɐ̃.ˈmɐ̃,mɐ.ˈmɐ̃w̃,mamão,papaya,6,6,2,2,0,Equal,0,Equal
Fa d’Ambo,mɐ̃ˈd̠ʒoxa,mɐ̃diˈɔkɐ,mɐ̃.ˈd̠ʒo.xa,mɐ̃.di.ˈɔ.kɐ,mandioca,manjoka,7,8,3,4,-1,Target,-1,Target
Fa d’Ambo,ˈmɛlɛ,ˈmɛɫ,ˈmɛ.lɛ,ˈmɛɫ,mel,honey,4,3,2,1,1,Source,1,Source
Fa d’Ambo,ˈmoj,ˈmoʎu,ˈmoj,ˈmo.ʎu,molho,bunch,3,4,1,2,-1,Target,-1,Target
Fa d’Ambo,ˈna:d̠ʒi,ɐbɐkɐˈʃi,ˈna:.d̠ʒi,ɐ.bɐ.kɐ.ˈʃi,abacaxi,pineapple,5,7,2,4,-2,Target,-2,Target
Fa d’Ambo,ˈɔvu,ˈovu,ˈɔ.vu,ˈo.vu,ovo,egg,3,3,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈpɐ̃,ˈpɐ̃w̃,ˈpɐ̃,ˈpɐ̃w̃,pão,bread,3,4,1,1,-1,Target,0,Equal
Fa d’Ambo,ˈsalu,ˈsaɫ,ˈsa.lu,ˈsaɫ,sal,salt,4,3,2,1,1,Source,1,Source
Fa d’Ambo,ˈsukulu,ɐˈsukaɾ,ˈsu.ku.lu,ɐ.ˈsu.kaɾ,açúcar,sugar,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈtiligu,ˈtɾigu,ˈti.li.gu,ˈtɾi.gu,trigo,wheat,6,5,3,2,1,Source,1,Source
Fa d’Ambo,ˈzete,ɐˈzɐjtɨ,ˈze.te,ɐ.ˈzɐj.tɨ,azeite,olive oil,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,ˈaza,ˈazɐ,ˈa.za,ˈa.zɐ,asa,wing,3,3,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈxama,ɨʃˈkɐmɐ,ˈxa.ma,ɨʃ.ˈkɐ.mɐ,escama de peixe,fish scale,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,ˈxõ,ˈkoɾnu,ˈxõ,ˈkoɾ.nu,corno,horn,2,5,1,2,-3,Target,-1,Target
Fa d’Ambo,ˈlabu,ˈʀabu,ˈla.bu,ˈʀa.bu,rabo,tail,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈawad̠ʒiˈbɔxa,ˈagwɐ.dɨ.ˈbokɐ,ˈa.wa.d̠ʒi.ˈbɔ.xa,ˈa.gwɐ.dɨˈbo.kɐ,água de boca,saliva,9,12,5,4,-3,Target,1,Source
Fa d’Ambo,ˈbɛga,bɐˈʀigɐ,ˈbɛ.ga,bɐ.ˈʀi.gɐ,barriga,belly,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,biˈgɔd̠ʒi,biˈgɔdi,biˈ.gɔ.d̠ʒi,bi.ˈgɔ.di,bigode,mustache,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈba:su,ˈbɾasu,ˈba:.su,ˈbɾa.su,braço,arm,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈboxa,ˈbokɐ,ˈbo.xa,ˈbo.kɐ,boca,mouth,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈdẽnt̠ʃi,ˈdẽtɨ,ˈdẽn.t̠ʃi,ˈdẽ.tɨ,dente,tooth,6,5,2,2,1,Source,0,Equal
Fa d’Ambo,ˈfugudu,ˈfiɡɐdu,ˈfu.gu.du,ˈfi.ɡɐ.du,fígado,liver,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,xaˈbɛlu,kɐˈbelu,xa.ˈbɛ.lu,kɐ.ˈbe.lu,cabelo,hair,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,xaˈbɛsa,kɐˈbesɐ,xa.ˈbɛ.sa,kɐ.ˈbe.sɐ,cabeça,head,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,xo:ˈxoso,pɨʃˈkosu,xo:.ˈxo.so,pɨʃ.ˈko.su,pescoço,neck,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,ku:ˈsɐ̃,kuɾɐˈsɐ̃w̃,ku:.ˈsɐ̃,ku.ɾɐ.ˈsɐ̃w̃,coração,heart,6,8,2,3,-2,Target,-1,Target
Fa d’Ambo,ˈlũŋga,ˈlĩɡuɐ,ˈlũŋ.ga,ˈlĩ.ɡwɐ,língua,tongue,6,5,2,2,1,Source,0,Equal
Fa d’Ambo,ˈmama,ˈmɐmɐ,ˈma.ma,ˈmɐ.mɐ,mama,bosom,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,oˈmɐ̃,ˈmɐ̃w̃,o.ˈmɐ̃,ˈmɐ̃w̃,mão,mão,4,4,2,1,0,Equal,1,Source
Fa d’Ambo,ɔˈpɛ,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,pé,"foot, leg",3,2,2,1,1,Source,1,Source
Fa d’Ambo,ɔˈlɛa,ɔˈɾɐʎa,ɔ.ˈlɛ.a,ɔ.ˈɾɐ.ʎa,orelha,ear,4,5,3,3,-1,Target,0,Equal
Fa d’Ambo,ˈɔsɔ,ˈosu,ˈɔ.sɔ,ˈo.su,osso,bone,3,3,2,2,0,Equal,0,Equal
Fa d’Ambo,oˈzojo,ʒuˈɐʎu,o.ˈzo.jo,ʒu.ˈɐ.ʎu,joelho,knee,5,5,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈpɛli,ˈpɛlɨ,ˈpɛ.li,ˈpɛ.lɨ,pele,skin,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈpulusu,ˈpuɫsu,ˈpu.lu.su,ˈpuɫ.su,pulso,Pulse,6,5,3,2,1,Source,1,Source
Fa d’Ambo,puluˈmõ,puɫˈmɐ̃w̃,pu.lu.ˈmõ,puɫ.ˈmɐ̃w̃,pulmão,lung,6,7,3,2,-1,Target,1,Source
Fa d’Ambo,ˈliʃi,nɐˈɾiʃ,ˈli.ʃi,nɐ.ˈɾiʃ,nariz,nose,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈsɐ̃gi,ˈsɐ̃ɡɨ,ˈsɐ̃.gi,ˈsɐ̃.ɡɨ,sangue,blood,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈuɲa,ˈuɲa,ˈu.ɲa,ˈu.ɲa,unha,nail,3,3,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈbisu,ˈbiʃu,ˈbi.su,ˈbi.ʃu,bicho,animal,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈbwe,ˈboj,ˈbwe,ˈboj,boi,bull,3,3,1,1,0,Equal,0,Equal
Fa d’Ambo,ˈxaba,ˈkabɾɐ,ˈxa.ba,ˈka.bɾɐ,cabra,goat,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,cachorro,dog,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,cobra,snake,6,5,3,2,1,Source,1,Source
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,macaco,monkey,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,morcego,bat,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,galinha,hen,8,6,3,3,2,Source,0,Equal
Fa d’Ambo,ˈŋga:sa,ˈgaɾsɐ,ˈŋga:.sa,ˈgaɾ.sɐ,garça,heron,6,5,2,2,1,Source,0,Equal
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,animal,animal,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈpo:xo,ˈpoɾku,ˈpo:.xo,ˈpoɾ.ku,porco,pig,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,tartaruga,turtle,7,9,3,4,-2,Target,-1,Target
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,bondade,goodness,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈgɛla,ˈgɛʀɐ,ˈgɛ.la,ˈgɛ.ʀɐ,guerra,war,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈxalma,ˈkaɫmɐ,ˈxal.ma,ˈkaɫ.mɐ,calma,calm,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,maldade,evil,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,maldição,curse,8,9,3,3,-1,Target,0,Equal
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,vergonha,shame,7,7,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈbɐ̃:ŋku,ˈbɾɐ̃ku,ˈbɐ̃:ŋ.ku,ˈbɾɐ̃.ku,branco,white,7,6,2,2,1,Source,0,Equal
Fa d’Ambo,ˈkɔl,ˈkoɾ,ˈkɔl,ˈkoɾ,cor,color,3,3,1,1,0,Equal,0,Equal
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,dourado,yellow,6,7,3,3,-1,Target,0,Equal
Fa d’Ambo,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,preto,black,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈlɔza,ˈʀɔzɐ,ˈlɔ.za,ˈʀɔ.zɐ,rosa,pink,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈve:d̠ʒi,ˈveɾdɨ,ˈve:.d̠ʒi,ˈveɾ.dɨ,verde,green,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,vermelho,red,6,7,3,3,-1,Target,0,Equal
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,azul,blue,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,caranguejo,crab,4,10,2,4,-6,Target,-2,Target
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,barracuda,barracuda fish,6,8,3,4,-2,Target,-1,Target
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,agulha,garfish,5,5,2,3,0,Equal,-1,Target
Fa d’Ambo,ˈi:ka,ˈiʃku,ˈi:.ka,ˈiʃ.ku,isco,bait,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,ˈpiʃi,ˈpɐjʃɨ,ˈpi.ʃi,ˈpɐj.ʃɨ,peixe,fish,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,voador,flying fish,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,bexiga (varíola),variola,6,6,3,3,0,Equal,0,Equal
Fa d’Ambo,ˈdol,ˈdoɾ,ˈdol,ˈdoɾ,dor,pain,3,3,1,1,0,Equal,0,Equal
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,febre,fever,6,5,3,2,1,Source,1,Source
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,ferida,wound,5,6,2,3,-1,Target,-1,Target
Fa d’Ambo,ˈlɛpa,ˈlɛpɾɐ,ˈlɛ.pa,ˈlɛ.pɾɐ,lepra,leprosy,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,remédio,medicine,6,7,3,3,-1,Target,0,Equal
Fa d’Ambo,ˈtɔʃi,ˈtɔsɨ,ˈtɔ.ʃi,ˈtɔ.sɨ,tosse,cough,4,4,2,2,0,Equal,0,Equal
Fa d’Ambo,baˈle,vɐˈʀeɾ,ba.ˈle,vɐ.ˈʀeɾ,varrer,sweep,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,abanar,shake,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,abandonar,leave,7,9,3,4,-2,Target,-1,Target
Fa d’Ambo,deˈse,dɨʃˈseɾ,de.ˈse,dɨʃ.ˈseɾ,descer,lower in,4,6,2,2,-2,Target,0,Equal
Fa d’Ambo,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,bater,hit,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈbe,ˈveɾ,ˈbe,ˈveɾ,ver,see,2,3,1,1,-1,Target,0,Equal
Fa d’Ambo,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,beber,drink,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,beijar,kiss,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,ˈbi,ˈviɾ,ˈbi,ˈviɾ,vir,come,2,3,1,1,-1,Target,0,Equal
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,abrir,open,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,vestir,get dressed,4,6,2,2,-2,Target,0,Equal
Fa d’Ambo,boˈja,bojˈaɾ,bo.ˈja,boj.ˈaɾ,boiar,float,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,xuˈa,ʒuˈgaɾ,xu.ˈa,ʒu.ˈgaɾ,jogar,search,3,5,2,2,-2,Target,0,Equal
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,embrulhar,wrap up,5,9,3,3,-4,Target,0,Equal
Fa d’Ambo,ˈda,ˈdaɾ,ˈda,ˈdaɾ,dar,give,2,3,1,1,-1,Target,0,Equal
Fa d’Ambo,dɐ̃ˈsaɾ,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,dançar,to dance,6,6,2,2,0,Equal,0,Equal
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,derreter,to melt,5,7,2,3,-2,Target,-1,Target
Fa d’Ambo,d̠ʒjuˈni,duɾˈmiɾ,d̠ʒju.ˈni,duɾ.ˈmiɾ,dormir,to sleep,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,faˈla,fɐˈlaɾ,fa.ˈla,fɐ.ˈlaɾ,falar,say,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,mentir,to lie,9,5,4,2,4,Source,2,Source
Fa d’Ambo,fa:ˈta,falˈtaɾ,fa:.ˈta,faɫ.ˈtaɾ,faltar,be absent,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,minˈza,miˈʒaɾ,min.ˈza,mi.ˈʒaɾ,mijar,urinate,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,fɛ̃ˈdɛ,fɨˈdeɾ,fɛ̃.ˈdɛ,fɨ.ˈdeɾ,feder,stink,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,esfregar,rub,5,8,2,3,-3,Target,-1,Target
Fa d’Ambo,fu:ˈga,fɔɫˈgaɾ,fu:.ˈga,fɔɫ.ˈgaɾ,folgar,play,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,defumar,smoke,6,7,2,3,-1,Target,-1,Target
Fa d’Ambo,gusˈta,guʃˈtaɾ,gus.ˈta,guʃ.ˈtaɾ,gostar,like,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,acabar,finish,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,escamar,scale fish,4,7,2,3,-3,Target,-1,Target
Fa d’Ambo,xɐ̃nˈta,kɐ̃ˈtaɾ,xɐ̃n.ˈta,kɐ̃.ˈtaɾ,cantar,sing,6,6,2,2,0,Equal,0,Equal
Fa d’Ambo,xaˈza,kɐˈzaɾ,xa.ˈza,kɐ.ˈzaɾ,casar,marry,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,quebrar,split,6,6,3,2,0,Equal,1,Source
Fa d’Ambo,xeˈle,ˈkɾeɾ,xe.ˈle,ˈkɾeɾ,crer,believe,4,4,2,1,0,Equal,1,Source
Fa d’Ambo,kaˈma,kɐjˈmaɾ,ka.ˈma,kɐj.ˈmaɾ,queimar,burn,4,6,2,2,-2,Target,0,Equal
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,esquentar,warm up,6,8,2,3,-2,Target,-1,Target
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,esquecer,to forget,4,7,2,3,-3,Target,-1,Target
Fa d’Ambo,kaˈe,kɐˈiɾ,ka.ˈe,kɐ.ˈiɾ,cair,fall,3,4,2,2,-1,Target,0,Equal
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,carregar,load,5,7,2,3,-2,Target,-1,Target
Fa d’Ambo,xe:ˈse,kɾɨʃˈseɾ,xe:.ˈse,kɾɨʃ.ˈseɾ,crescer,grow,5,7,2,2,-2,Target,0,Equal
Fa d’Ambo,kiˈli,kuˈʎeɾ,ki.ˈli,ku.ˈʎeɾ,colher,harvest,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,escolher,choose,4,7,2,3,-3,Target,-1,Target
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,esconder,hide,5,8,2,3,-3,Target,-1,Target
Fa d’Ambo,tɔˈpa,tuˈpaɾ,tɔˈpa,tu.ˈpaɾ,topar (encontrar),to find,4,5,1,2,-1,Target,-1,Target
Fa d’Ambo,xoˈle,kuʀeɾ,xo.ˈle,ku.ˈʀeɾ,correr,To run,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,ku:ˈta,kuɾˈtaɾ,ku:.ˈta,kuɾ.ˈtaɾ,cortar,cut,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,kuˈsa,kuˈsaɾ,ku.ˈsa,ku.ˈsaɾ,coçar,scratch,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,xoˈze,kuˈzeɾ,xo.ˈze,ku.ˈzeɾ,coser,sew,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,cobrir,cover,6,6,3,2,0,Equal,1,Source
Fa d’Ambo,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,cuidar,care,4,6,2,2,-2,Target,0,Equal
Fa d’Ambo,ku:ˈpa,kuɫˈpaɾ,ku:.ˈpa,kuɫ.ˈpaɾ,culpar,to blame,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,kuˈmi,kuˈmeɾ,ku.ˈmi,ku.ˈmeɾ,comer,to eat,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,curar,heal,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,lavar,wash,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,luˈza,lɐ̃ˈsaɾ,lu.ˈza,lɐ̃.ˈsaɾ,lançar,to throw up,4,6,2,2,-2,Target,0,Equal
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,levantar,get up,5,8,2,3,-3,Target,-1,Target
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,brilhar,shine,5,6,3,2,-1,Target,1,Source
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,amarrar,tie,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,tremendo,to fear,5,8,2,3,-3,Target,-1,Target
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,necessitar,to want,8,9,4,4,-1,Target,0,Equal
Fa d’Ambo,mũˈgwa,mĩˈgwaɾ,mũ.ˈgwa,mĩ.ˈgwaɾ,minguar,wane,6,6,2,2,0,Equal,0,Equal
Fa d’Ambo,mũˈda,muɾˈdeɾ,mũ.ˈda,muɾ.ˈdeɾ,morder,to bite,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,ŋgɐ̃ˈna,gɐˈɲaɾ,ŋgɐ̃.ˈna,gɐ.ˈɲaɾ,ganhar,to earn,6,5,2,2,1,Source,0,Equal
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,apagar,delete,4,6,2,3,-2,Target,-1,Target
Fa d’Ambo,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,papar,chew,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,pinˈd̠ʒi,pɨˈdiɾ,pin.ˈd̠ʒi,pɨ.ˈdiɾ,pedir,ask,5,5,2,2,0,Equal,0,Equal
Fa d’Ambo,piˈza,piˈzaɾ,pi.ˈza,pi.ˈzaɾ,pisar (empurrar),to push,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,pɛ:ˈgwa,pɾɨˈgaɾ,pɛ:.ˈgwa,pɾɨ.ˈgaɾ,pregar,pin,6,6,2,2,0,Equal,0,Equal
Fa d’Ambo,pẽˈde,pɨɾˈdeɾ,pẽ.ˈde,pɨɾ.ˈdeɾ,perder,to lose,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,pu:ˈga,puɾˈgaɾ,pu:.ˈga,puɾ.ˈgaɾ,purgar,purge,5,6,2,2,-1,Target,0,Equal
Fa d’Ambo,xaˈla,ʀɐˈlaɾ,xa.ˈla,ʀɐ.ˈlaɾ,ralar,grate,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,arrancar,pluck out,5,7,2,3,-2,Target,-1,Target
Fa d’Ambo,liˈgi,ɛɾˈgeɾ,li.ˈgi,ɛɾ.ˈgeɾ,erguer,raise,4,5,2,2,-1,Target,0,Equal
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,roncar,snore,5,6,3,2,-1,Target,1,Source
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,puxar,pull,3,5,2,2,-2,Target,0,Equal
Fa d’Ambo,sa:ˈga,salˈgaɾ,sa:.ˈga,saɫ.ˈgaɾ,salgar,salt,5,6,2,2,-1,Target,0,Equal
