Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,PositionSource Simple,PositionTarget Simple,Previous SourceSyllable,Next SourceSyllable,Previous TargetSyllable,Next TargetSyllable,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,ku,ku,2,3,1,2,Initial,Medial,-,ˈʎa,ɨʃ,ˈʎeɾ,,escolher,choose,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,ˈʎeɾ,ˈʎa,2,3,2,3,Final,Final,ku,-,ku,3,,escolher,choose,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,ɐ̃j̃,-,2,3,-,1,-,Initial,ˈʎa,ku,0,ku,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,ku,ku,2,3,1,2,Initial,Medial,-,ˈʎa,ɐ̃j̃,ˈʎeɾ,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,ˈʎeɾ,ˈʎa,2,3,2,3,Final,Final,ku,2,ku,3,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,ɨʃ,-,2,3,-,1,-,Initial,0,xon,0,kõ,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,kõ,xon,2,3,1,2,Initial,Medial,-,ˈde,ɨʃ,ˈdeɾ,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,ˈdeɾ,ˈde,2,3,2,3,Final,Final,xon,2,kõ,3,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,tɔˈpa,tuˈpaɾ,tɔˈpa,tu.ˈpaɾ,tu,tɔ,1,2,1,1,Final,Initial,0,ˈpa,0,ˈpaɾ,,topar (encontrar),to find,Bandeira2017[366-412],
Fa d’Ambo,tɔˈpa,tuˈpaɾ,tɔˈpa,tu.ˈpaɾ,ˈpaɾ,ˈpa,1,2,2,2,Medial,Final,tɔ,2,tu,2,,topar (encontrar),to find,Bandeira2017[366-412],
Fa d’Ambo,xoˈle,kuʀeɾ,xo.ˈle,ku.ˈʀeɾ,ku,xo,2,3,1,1,Initial,Initial,0,ˈle,0,ˈʀeɾ,,correr,To run,Bandeira2017[366-412],
Fa d’Ambo,xoˈle,kuʀeɾ,xo.ˈle,ku.ˈʀeɾ,ˈʀeɾ,ˈle,2,3,2,2,Final,Medial,xo,2,ku,2,,correr,To run,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈta,kuɾˈtaɾ,ku:.ˈta,kuɾ.ˈtaɾ,kuɾ,ku:,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cortar,cut,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈta,kuɾˈtaɾ,ku:.ˈta,kuɾ.ˈtaɾ,ˈtaɾ,ˈta,2,2,2,2,Final,Final,ku:,2,kuɾ,2,,cortar,cut,Bandeira2017[366-412],
Fa d’Ambo,kuˈsa,kuˈsaɾ,ku.ˈsa,ku.ˈsaɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈsa,0,ˈsaɾ,,coçar,scratch,Bandeira2017[366-412],
Fa d’Ambo,kuˈsa,kuˈsaɾ,ku.ˈsa,ku.ˈsaɾ,ˈsaɾ,ˈsa,2,2,2,2,Final,Final,ku,2,ku,2,,coçar,scratch,Bandeira2017[366-412],
Fa d’Ambo,xoˈze,kuˈzeɾ,xo.ˈze,ku.ˈzeɾ,ku,xo,2,2,1,1,Initial,Initial,0,ˈze,0,ˈzeɾ,,coser,sew,Bandeira2017[366-412],
Fa d’Ambo,xoˈze,kuˈzeɾ,xo.ˈze,ku.ˈzeɾ,ˈzeɾ,ˈze,2,2,2,2,Final,Final,xo,2,ku,2,,coser,sew,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,ku,ku,3,2,1,1,Initial,Initial,0,bi,0,ˈbɾiɾ,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,ˈbɾiɾ,bi,3,2,2,2,Medial,Final,ku,ˈli,ku,-,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,-,ˈli,3,2,3,-,Final,-,bi,3,ˈbɾiɾ,-,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,kuj,ku,2,2,1,1,Initial,Initial,0,ˈda,0,ˈdaɾ,,cuidar,care,Bandeira2017[366-412],
Fa d’Ambo,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈdaɾ,ˈda,2,2,2,2,Final,Final,ku,2,kuj,2,,cuidar,care,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈpa,kuɫˈpaɾ,ku:.ˈpa,kuɫ.ˈpaɾ,kuɫ,ku:,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,culpar,to blame,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈpa,kuɫˈpaɾ,ku:.ˈpa,kuɫ.ˈpaɾ,ˈpaɾ,ˈpa,2,2,2,2,Final,Final,ku:,2,kuɫ,2,,culpar,to blame,Bandeira2017[366-412],
Fa d’Ambo,kuˈmi,kuˈmeɾ,ku.ˈmi,ku.ˈmeɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈmi,0,ˈmeɾ,,comer,to eat,Bandeira2017[366-412],
Fa d’Ambo,kuˈmi,kuˈmeɾ,ku.ˈmi,ku.ˈmeɾ,ˈmeɾ,ˈmi,2,2,2,2,Final,Final,ku,2,ku,2,,comer,to eat,Bandeira2017[366-412],
Fa d’Ambo,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,curar,heal,Bandeira2017[366-412],
Fa d’Ambo,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ˈɾaɾ,ˈla,2,2,2,2,Final,Final,ku,2,ku,2,,curar,heal,Bandeira2017[366-412],
Fa d’Ambo,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,lɐ,la,2,2,1,1,Initial,Initial,0,ˈba,0,ˈvaɾ,,lavar,wash,Bandeira2017[366-412],
Fa d’Ambo,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,ˈvaɾ,ˈba,2,2,2,2,Final,Final,la,2,lɐ,2,,lavar,wash,Bandeira2017[366-412],
Fa d’Ambo,luˈza,lɐ̃ˈsaɾ,lu.ˈza,lɐ̃.ˈsaɾ,lɐ̃,lu,2,2,1,1,Initial,Initial,0,ˈza,0,ˈsaɾ,,lançar,to throw up,Bandeira2017[366-412],
Fa d’Ambo,luˈza,lɐ̃ˈsaɾ,lu.ˈza,lɐ̃.ˈsaɾ,ˈsaɾ,ˈza,2,2,2,2,Final,Final,lu,2,lɐ̃,2,,lançar,to throw up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,lɨ,-,2,3,-,1,-,Initial,0,lɐ̃,0,vɐ̃,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,vɐ̃,lɐ̃,2,3,1,2,Initial,Medial,-,ˈta,lɨ,ˈtaɾ,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈtaɾ,ˈta,2,3,2,3,Final,Final,lɐ̃,2,vɐ̃,3,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,bɾi,bi,3,2,1,1,Initial,Initial,0,li,0,ˈʎaɾ,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,ˈʎaɾ,li,3,2,2,2,Medial,Final,bi,ˈa,bɾi,-,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,-,ˈa,3,2,3,-,Final,-,li,3,ˈʎaɾ,-,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,ɐ,-,2,3,-,1,-,Initial,0,ma,0,mɐ,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,mɐ,ma,2,3,1,2,Initial,Medial,-,ˈla,ɐ,ˈʀaɾ,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,ˈʀaɾ,ˈla,2,3,2,3,Final,Final,ma,2,mɐ,3,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,tɾɨ,-,2,3,-,1,-,Initial,0,ˈmɛ̃,0,ˈmẽ,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmẽ,ˈmɛ̃,2,3,1,2,Initial,Medial,-,du,tɾɨ,du,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,du,du,2,3,2,3,Final,Final,ˈmɛ̃,2,ˈmẽ,3,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,nɨ,nɛ,4,4,1,1,Initial,Initial,0,sɛ,0,sɨ,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,sɨ,sɛ,4,4,2,2,Medial,Medial,nɛ,si,nɨ,si,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,si,si,4,4,3,3,Medial,Medial,sɛ,ˈta,sɨ,ˈtaɾ,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,ˈtaɾ,ˈta,4,4,4,4,Final,Final,si,4,si,4,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,mũˈgwa,mĩˈgwaɾ,mũ.ˈgwa,mĩ.ˈgwaɾ,mĩ,mũ,2,2,1,1,Initial,Initial,0,ˈgwa,0,ˈgwaɾ,,minguar,wane,Bandeira2017[366-412],
Fa d’Ambo,mũˈgwa,mĩˈgwaɾ,mũ.ˈgwa,mĩ.ˈgwaɾ,ˈgwaɾ,ˈgwa,2,2,2,2,Final,Final,mũ,2,mĩ,2,,minguar,wane,Bandeira2017[366-412],
Fa d’Ambo,mũˈda,muɾˈdeɾ,mũ.ˈda,muɾ.ˈdeɾ,muɾ,mũ,2,2,1,1,Initial,Initial,0,da,0,ˈdeɾ,,morder,to bite,Bandeira2017[366-412],
Fa d’Ambo,mũˈda,muɾˈdeɾ,mũ.ˈda,muɾ.ˈdeɾ,ˈdeɾ,da,2,2,2,2,Final,Final,mũ,2,muɾ,2,,morder,to bite,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈna,gɐˈɲaɾ,ŋgɐ̃.ˈna,gɐ.ˈɲaɾ,gɐ,ŋgɐ̃,2,2,1,1,Initial,Initial,0,ˈna,0,ˈɲaɾ,,ganhar,to earn,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈna,gɐˈɲaɾ,ŋgɐ̃.ˈna,gɐ.ˈɲaɾ,ˈɲaɾ,ˈna,2,2,2,2,Final,Final,ŋgɐ̃,2,gɐ,2,,ganhar,to earn,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,ɐ,-,2,3,-,1,-,Initial,0,pa,0,pɐ,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,pɐ,pa,2,3,1,2,Initial,Medial,-,ˈga,ɐ,ˈgaɾ,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,ˈgaɾ,ˈga,2,3,2,3,Final,Final,pa,2,pɐ,3,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,pɐ,pa,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,papar,chew,Bandeira2017[366-412],
Fa d’Ambo,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,ˈpaɾ,ˈpa,2,2,2,2,Final,Final,pa,2,pɐ,2,,papar,chew,Bandeira2017[366-412],
Fa d’Ambo,pinˈd̠ʒi,pɨˈdiɾ,pin.ˈd̠ʒi,pɨ.ˈdiɾ,pɨ,pɨ,2,2,1,1,Initial,Initial,0,ˈd̠ʒi,0,ˈdiɾ,,pedir,ask,Bandeira2017[366-412],
Fa d’Ambo,pinˈd̠ʒi,pɨˈdiɾ,pin.ˈd̠ʒi,pɨ.ˈdiɾ,ˈdiɾ,ˈd̠ʒi,2,2,2,2,Final,Final,pɨ,2,pɨ,2,,pedir,ask,Bandeira2017[366-412],
Fa d’Ambo,piˈza,piˈzaɾ,pi.ˈza,pi.ˈzaɾ,pi,pi,2,2,1,1,Initial,Initial,0,ˈza,0,ˈzaɾ,,pisar (empurrar),to push,Bandeira2017[366-412],
Fa d’Ambo,piˈza,piˈzaɾ,pi.ˈza,pi.ˈzaɾ,ˈzaɾ,ˈza,2,2,2,2,Final,Final,pi,2,pi,2,,pisar (empurrar),to push,Bandeira2017[366-412],
Fa d’Ambo,pɛ:ˈgwa,pɾɨˈgaɾ,pɛ:.ˈgwa,pɾɨ.ˈgaɾ,pɾɨ,pɛ:,2,2,1,1,Initial,Initial,0,ˈgwa,0,ˈgaɾ,,pregar,pin,Bandeira2017[366-412],
Fa d’Ambo,pɛ:ˈgwa,pɾɨˈgaɾ,pɛ:.ˈgwa,pɾɨ.ˈgaɾ,ˈgaɾ,ˈgwa,2,2,2,2,Final,Final,pɛ:,2,pɾɨ,2,,pregar,pin,Bandeira2017[366-412],
Fa d’Ambo,pẽˈde,pɨɾˈdeɾ,pẽ.ˈde,pɨɾ.ˈdeɾ,pɨɾ,pẽ,2,2,1,1,Initial,Initial,0,ˈde,0,ˈdeɾ,,perder,to lose,Bandeira2017[366-412],
Fa d’Ambo,pẽˈde,pɨɾˈdeɾ,pẽ.ˈde,pɨɾ.ˈdeɾ,ˈdeɾ,ˈde,2,2,2,2,Final,Final,pẽ,2,pɨɾ,2,,perder,to lose,Bandeira2017[366-412],
Fa d’Ambo,pu:ˈga,puɾˈgaɾ,pu:.ˈga,puɾ.ˈgaɾ,puɾ,pu:,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,purgar,purge,Bandeira2017[366-412],
Fa d’Ambo,pu:ˈga,puɾˈgaɾ,pu:.ˈga,puɾ.ˈgaɾ,ˈgaɾ,ˈga,2,2,2,2,Final,Final,pu:,2,puɾ,2,,purgar,purge,Bandeira2017[366-412],
Fa d’Ambo,xaˈla,ʀɐˈlaɾ,xa.ˈla,ʀɐ.ˈlaɾ,ʀɐ,xa,2,2,1,1,Initial,Initial,0,ˈla,0,ˈlaɾ,,ralar,grate,Bandeira2017[366-412],
Fa d’Ambo,xaˈla,ʀɐˈlaɾ,xa.ˈla,ʀɐ.ˈlaɾ,ˈlaɾ,ˈla,2,2,2,2,Final,Final,xa,2,ʀɐ,2,,ralar,grate,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,ɐ,-,2,3,-,1,-,Initial,0,laŋ,0,ʀɐ̃,,arrancar,pluck out,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,ʀɐ̃,laŋ,2,3,1,2,Initial,Medial,-,ˈxa,ɐ,ˈkaɾ,,arrancar,pluck out,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,ˈkaɾ,ˈxa,2,3,2,3,Final,Final,laŋ,2,ʀɐ̃,3,,arrancar,pluck out,Bandeira2017[366-412],
,liˈgi,ɛɾˈgeɾ,li.ˈgi,ɛɾ.ˈgeɾ,ɛɾ,li,2,2,1,1,Initial,Initial,0,ˈgi,0,ˈgeɾ,,erguer,raise,Bandeira2017[366-412],
Fa d’Ambo,liˈgi,ɛɾˈgeɾ,li.ˈgi,ɛɾ.ˈgeɾ,ˈgeɾ,ˈgi,2,2,2,2,Final,Final,li,2,ɛɾ,2,,erguer,raise,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,ʀõ,lõ,3,2,1,1,Initial,Initial,0,xu,0,ˈkaɾ,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,ˈkaɾ,xu,3,2,2,2,Medial,Final,lõ,ˈa,ʀõ,-,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,-,ˈa,3,2,3,-,Final,-,xu,3,ˈkaɾ,-,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,pu,-,2,2,1,1,Initial,Initial,0,sɛ,0,ˈʃaɾ,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,ˈʃaɾ,sɛ,2,2,2,2,Final,Final,-,ˈa,pu,-,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,-,ˈa,2,2,3,-,Medial,-,sɛ,3,ˈʃaɾ,-,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈga,salˈgaɾ,sa:.ˈga,saɫ.ˈgaɾ,saɫ,sa:,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,salgar,salt,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈga,salˈgaɾ,sa:.ˈga,saɫ.ˈgaɾ,ˈgaɾ,ˈga,2,2,2,2,Final,Final,sa:,2,saɫ,2,,salgar,salt,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈva,saɫˈvaɾ,sa:.ˈva,saɫ.ˈvaɾ,saɫ,sa,2,2,1,1,Initial,Initial,0,ˈva,0,ˈvaɾ,,salvar,save,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈva,saɫˈvaɾ,sa:.ˈva,saɫ.ˈvaɾ,ˈvaɾ,ˈva,2,2,2,2,Final,Final,sa,2,saɫ,2,,salvar,save,Bandeira2017[366-412],
Fa d’Ambo,saˈma,ʃɐˈmaɾ,sa.ˈma,ʃɐ.ˈmaɾ,ʃɐ,sa,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,chamar,call,Bandeira2017[366-412],
Fa d’Ambo,saˈma,ʃɐˈmaɾ,sa.ˈma,ʃɐ.ˈmaɾ,ˈmaɾ,ˈma,2,2,2,2,Final,Final,sa,2,ʃɐ,2,,chamar,call,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,sɨ,su,3,3,1,1,Initial,Initial,0,ɡu,0,ɡu,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,ɡu,ɡu,3,3,2,2,Medial,Medial,su,ˈla,sɨ,ˈɾaɾ,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,ˈɾaɾ,ˈla,3,3,3,3,Final,Final,ɡu,3,ɡu,3,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,ɐ,-,2,3,-,1,-,Initial,0,sẽ,0,sẽ,,acender,light up,Bandeira2017[366-412],
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,sẽ,sẽ,2,3,1,2,Initial,Medial,-,ˈde,ɐ,ˈdeɾ,,acender,light up,Bandeira2017[366-412],
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,ˈdeɾ,ˈde,2,3,2,3,Final,Final,sẽ,2,sẽ,3,,acender,light up,Bandeira2017[366-412],
Fa d’Ambo,sɛˈla,ʃɐjˈɾaɾ,sɛ.ˈla,ʃɐj.ˈɾaɾ,ʃɐj,sɛ,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,cheirar,smell,Bandeira2017[366-412],
Fa d’Ambo,sɛˈla,ʃɐjˈɾaɾ,sɛ.ˈla,ʃɐj.ˈɾaɾ,ˈɾaɾ,ˈla,2,2,2,2,Final,Final,sɛ,2,ʃɐj,2,,cheirar,smell,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ʃɨ,ʃi,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,chegar,arrive,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈga,ʃɨˈɡaɾ,ʃi.ˈga,ʃɨ.ˈɡaɾ,ˈgaɾ,ˈga,2,2,2,2,Final,Final,ʃi,2,ʃɨ,2,,chegar,arrive,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,ɨʃ,ʃ,3,3,1,1,Initial,Initial,0,ke,0,kɾɨ,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,kɾɨ,ke,3,3,2,2,Medial,Medial,ʃ,ˈve,ɨʃ,ˈveɾ,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃke:ˈve,ɨʃkɾɨˈveɾ,ʃ.ke:.ˈve,ɨʃ.kɾɨ.ˈveɾ,ˈveɾ,ˈve,3,3,3,3,Final,Final,ke,3,kɾɨ,3,,escrever,write,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,sɨ,ʃi,2,3,1,1,Initial,Initial,0,ˈmja,0,mi,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,mi,ˈmja,2,3,2,2,Final,Medial,ʃi,-,sɨ,ˈaɾ,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,ʃiˈmja,sɨmiˈaɾ,ʃi.ˈmja,sɨ.mi.ˈaɾ,ˈaɾ,-,2,3,-,3,-,Final,ˈmja,-,mi,3,,semear,plant,Bandeira2017[366-412],
Fa d’Ambo,suˈla,ʃuˈɾaɾ,su.ˈla,ʃu.ˈɾaɾ,ʃu,su,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,chorar,cry,Bandeira2017[366-412],
Fa d’Ambo,suˈla,ʃuˈɾaɾ,su.ˈla,ʃu.ˈɾaɾ,ˈɾaɾ,ˈla,2,2,2,2,Final,Final,su,2,ʃu,2,,chorar,cry,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,ɐ,-,3,3,-,1,-,Initial,0,sɔ̃m,0,sõ,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,sõ,sɔ̃m,3,3,1,2,Initial,Medial,-,bɛ,ɐ,ˈbɾaɾ,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,ˈbɾaɾ,bɛ,3,3,2,3,Medial,Final,sɔ̃m,ˈla,sõ,-,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,sɔ̃mbɛˈla,ɐsõˈbɾaɾ,sɔ̃m.bɛ.ˈla,ɐ.sõ.ˈbɾaɾ,-,ˈla,3,3,3,-,Final,-,bɛ,3,ˈbɾaɾ,-,,assombrar,haunt,Bandeira2017[366-412],
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,su,su,3,2,1,1,Initial,Initial,0,bi,0,ˈbiɾ,,subir,move up,Bandeira2017[366-412],
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,ˈbiɾ,bi,3,2,2,2,Medial,Final,su,ˈli,su,-,,subir,move up,Bandeira2017[366-412],
Fa d’Ambo,subiˈli,suˈbiɾ,su.bi.ˈli,su.ˈbiɾ,-,ˈli,3,2,3,-,Final,-,bi,3,ˈbiɾ,-,,subir,move up,Bandeira2017[366-412],
