Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,PositionSource Simple,PositionTarget Simple,Previous SourceSyllable,Next SourceSyllable,Previous TargetSyllable,Next TargetSyllable,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,ˈmama,ˈmɐmɐ,ˈma.ma,ˈmɐ.mɐ,mɐ,ma,2,2,2,2,Final,Final,ˈma,2,ˈmɐ,2,,mama,bosom,Bandeira2017[366-412],
Fa d’Ambo,oˈmɐ̃,ˈmɐ̃w̃,o.ˈmɐ̃,ˈmɐ̃w̃,-,o,2,1,1,-,Initial,-,0,ˈmɐ̃,0,ˈmɐ̃w̃,,mão,mão,Bandeira2017[366-412],
Fa d’Ambo,oˈmɐ̃,ˈmɐ̃w̃,o.ˈmɐ̃,ˈmɐ̃w̃,ˈmɐ̃w̃,ˈmɐ̃,2,1,2,1,Final,Final,o,2,-,1,,mão,mão,Bandeira2017[366-412],
Fa d’Ambo,ɔˈpɛ,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,-,ɔ,2,1,1,-,Initial,-,0,ˈpɛ,0,ˈpɛ,,pé,"foot, leg",Bandeira2017[366-412],
Fa d’Ambo,ɔˈpɛ,ˈpɛ,ɔ.ˈpɛ,ˈpɛ,ˈpɛ,ˈpɛ,2,1,2,1,Final,Final,ɔ,2,-,1,,pé,"foot, leg",Bandeira2017[366-412],
Fa d’Ambo,ɔˈlɛa,ɔˈɾɐʎa,ɔ.ˈlɛ.a,ɔ.ˈɾɐ.ʎa,ɔ,ɔ,3,3,1,1,Initial,Initial,0,ˈlɛ,0,ˈɾɐ,,orelha,ear,Bandeira2017[366-412],
Fa d’Ambo,ɔˈlɛa,ɔˈɾɐʎa,ɔ.ˈlɛ.a,ɔ.ˈɾɐ.ʎa,ˈɾɐ,ˈlɛ,3,3,2,2,Medial,Medial,ɔ,a,ɔ,ʎa,,orelha,ear,Bandeira2017[366-412],
Fa d’Ambo,ɔˈlɛa,ɔˈɾɐʎa,ɔ.ˈlɛ.a,ɔ.ˈɾɐ.ʎa,ʎa,a,3,3,3,3,Final,Final,ˈlɛ,3,ˈɾɐ,3,,orelha,ear,Bandeira2017[366-412],
Fa d’Ambo,ˈɔsɔ,ˈosu,ˈɔ.sɔ,ˈo.su,ˈo,ˈɔ,2,2,1,1,Initial,Initial,0,sɔ,0,su,,osso,bone,Bandeira2017[366-412],
Fa d’Ambo,ˈɔsɔ,ˈosu,ˈɔ.sɔ,ˈo.su,su,sɔ,2,2,2,2,Final,Final,ˈɔ,2,ˈo,2,,osso,bone,Bandeira2017[366-412],
Fa d’Ambo,oˈzojo,ʒuˈɐʎu,o.ˈzo.jo,ʒu.ˈɐ.ʎu,-,o,3,3,1,-,Initial,-,0,ˈzo,0,ʒu,,joelho,knee,Bandeira2017[366-412],
Fa d’Ambo,oˈzojo,ʒuˈɐʎu,o.ˈzo.jo,ʒu.ˈɐ.ʎu,ʒu,ˈzo,3,3,2,1,Medial,Initial,o,-,-,ˈɐ,,joelho,knee,Bandeira2017[366-412],
Fa d’Ambo,oˈzojo,ʒuˈɐʎu,o.ˈzo.jo,ʒu.ˈɐ.ʎu,ˈɐ,-,3,3,-,2,-,Medial,ˈzo,jo,ʒu,ʎu,,joelho,knee,Bandeira2017[366-412],
Fa d’Ambo,oˈzojo,ʒuˈɐʎu,o.ˈzo.jo,ʒu.ˈɐ.ʎu,ʎu,jo,3,3,3,3,Final,Final,-,3,ˈɐ,3,,joelho,knee,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛli,ˈpɛlɨ,ˈpɛ.li,ˈpɛ.lɨ,ˈpɛ,ˈpɛ,2,2,1,1,Initial,Initial,0,li,0,lɨ,,pele,skin,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛli,ˈpɛlɨ,ˈpɛ.li,ˈpɛ.lɨ,lɨ,li,2,2,2,2,Final,Final,ˈpɛ,2,ˈpɛ,2,,pele,skin,Bandeira2017[366-412],
Fa d’Ambo,ˈpulusu,ˈpuɫsu,ˈpu.lu.su,ˈpuɫ.su,ˈpuɫ,ˈpu,3,2,1,1,Initial,Initial,0,lu,0,-,,pulso,Pulse,Bandeira2017[366-412],
Fa d’Ambo,ˈpulusu,ˈpuɫsu,ˈpu.lu.su,ˈpuɫ.su,-,lu,3,2,2,-,Medial,-,ˈpu,su,ˈpuɫ,su,,pulso,Pulse,Bandeira2017[366-412],
Fa d’Ambo,ˈpulusu,ˈpuɫsu,ˈpu.lu.su,ˈpuɫ.su,su,su,3,2,3,2,Final,Final,lu,3,-,2,,pulso,Pulse,Bandeira2017[366-412],
Fa d’Ambo,puluˈmõ,puɫˈmɐ̃w̃,pu.lu.ˈmõ,puɫ.ˈmɐ̃w̃,puɫ,pu,3,2,1,1,Initial,Initial,0,lu,0,-,,pulmão,lung,Bandeira2017[366-412],
Fa d’Ambo,puluˈmõ,puɫˈmɐ̃w̃,pu.lu.ˈmõ,puɫ.ˈmɐ̃w̃,-,lu,3,2,2,-,Medial,-,pu,ˈmõ,puɫ,ˈmɐ̃w̃,,pulmão,lung,Bandeira2017[366-412],
Fa d’Ambo,puluˈmõ,puɫˈmɐ̃w̃,pu.lu.ˈmõ,puɫ.ˈmɐ̃w̃,ˈmɐ̃w̃,ˈmõ,3,2,3,2,Final,Final,lu,3,-,2,,pulmão,lung,Bandeira2017[366-412],
Fa d’Ambo,ˈliʃi,nɐˈɾiʃ,ˈli.ʃi,nɐ.ˈɾiʃ,nɐ,-,2,2,-,1,-,Initial,0,ˈli,0,ˈɾiʃ,,nariz,nose,Bandeira2017[366-412],
Fa d’Ambo,ˈliʃi,nɐˈɾiʃ,ˈli.ʃi,nɐ.ˈɾiʃ,ˈɾiʃ,ˈli,2,2,1,2,Initial,Final,-,ʃi,nɐ,-,,nariz,nose,Bandeira2017[366-412],
Fa d’Ambo,ˈliʃi,nɐˈɾiʃ,ˈli.ʃi,nɐ.ˈɾiʃ,-,ʃi,2,2,2,-,Final,-,ˈli,2,ˈɾiʃ,-,,nariz,nose,Bandeira2017[366-412],
Fa d’Ambo,ˈsɐ̃gi,ˈsɐ̃ɡɨ,ˈsɐ̃.gi,ˈsɐ̃.ɡɨ,ˈsɐ̃,ˈsɐ̃,2,2,1,1,Initial,Initial,0,ɡi,0,ɡɨ,,sangue,blood,Bandeira2017[366-412],
Fa d’Ambo,ˈsɐ̃gi,ˈsɐ̃ɡɨ,ˈsɐ̃.gi,ˈsɐ̃.ɡɨ,ɡɨ,ɡi,2,2,2,2,Final,Final,ˈsɐ̃,2,ˈsɐ̃,2,,sangue,blood,Bandeira2017[366-412],
Fa d’Ambo,ˈuɲa,ˈuɲa,ˈu.ɲa,ˈu.ɲa,ˈu,ˈu,2,2,1,1,Initial,Initial,0,ɲa,0,ɲa,,unha,nail,Bandeira2017[366-412],
Fa d’Ambo,ˈuɲa,ˈuɲa,ˈu.ɲa,ˈu.ɲa,ɲa,ɲa,2,2,2,2,Final,Final,ˈu,2,ˈu,2,,unha,nail,Bandeira2017[366-412],
Fa d’Ambo,ˈbisu,ˈbiʃu,ˈbi.su,ˈbi.ʃu,ˈbi,ˈbi,2,2,1,1,Initial,Initial,0,su,0,ʃu,,bicho,animal,Bandeira2017[366-412],
Fa d’Ambo,ˈbisu,ˈbiʃu,ˈbi.su,ˈbi.ʃu,ʃu,su,2,2,2,2,Final,Final,ˈbi,2,ˈbi,2,,bicho,animal,Bandeira2017[366-412],
Fa d’Ambo,ˈbwe,ˈboj,ˈbwe,ˈboj,ˈboj,ˈbwe,1,1,1,1,Final,Final,0,1,0,1,,boi,bull,Bandeira2017[366-412],
Fa d’Ambo,ˈxaba,ˈkabɾɐ,ˈxa.ba,ˈka.bɾɐ,ˈka,ˈxa,2,2,1,1,Initial,Initial,0,ba,0,bɾɐ,,cabra,goat,Bandeira2017[366-412],
Fa d’Ambo,ˈxaba,ˈkabɾɐ,ˈxa.ba,ˈka.bɾɐ,bɾɐ,ba,2,2,2,2,Final,Final,ˈxa,2,ˈka,2,,cabra,goat,Bandeira2017[366-412],
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,kɐ,xa,2,3,1,1,Initial,Initial,0,ˈso,0,ˈʃo,,cachorro,dog,Bandeira2017[366-412],
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,ˈʃo,ˈso,2,3,2,2,Final,Medial,xa,-,kɐ,ʀu,,cachorro,dog,Bandeira2017[366-412],
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,ʀu,-,2,3,-,3,-,Final,ˈso,-,ˈʃo,3,,cachorro,dog,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,ˈkɔ,ˈxo,3,2,1,1,Initial,Initial,0,bo,0,bɾɐ,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,bɾɐ,bo,3,2,2,2,Medial,Final,ˈxo,lo,ˈkɔ,-,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,-,lo,3,2,3,-,Final,-,bo,3,bɾɐ,-,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,mɐ,ma,3,3,1,1,Initial,Initial,0,ˈxa,0,ˈka,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,ˈka,ˈxa,3,3,2,2,Medial,Medial,ma,ku,mɐ,ku,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,ku,ku,3,3,3,3,Final,Final,ˈxa,3,ˈka,3,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,muɾ,mo,3,3,1,1,Initial,Initial,0,ˈsɛ,0,ˈse,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,ˈse,ˈsɛ,3,3,2,2,Medial,Medial,mo,gu,muɾ,gu,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,gu,gu,3,3,3,3,Final,Final,ˈsɛ,3,ˈse,3,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,gɐ,ŋgɐ̃,3,3,1,1,Initial,Initial,0,ˈɲĩ,0,ˈli,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,ˈli,ˈɲĩ,3,3,2,2,Medial,Medial,ŋgɐ̃,a,gɐ,ɲɐ,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,ɲɐ,a,3,3,3,3,Final,Final,ˈɲĩ,3,ˈli,3,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ˈŋga:sa,ˈgaɾsɐ,ˈŋga:.sa,ˈgaɾ.sɐ,ˈgaɾ,ˈŋga:,2,2,1,1,Initial,Initial,0,sa,0,sɐ,,garça,heron,Bandeira2017[366-412],
Fa d’Ambo,ˈŋga:sa,ˈgaɾsɐ,ˈŋga:.sa,ˈgaɾ.sɐ,sɐ,sa,2,2,2,2,Final,Final,ˈŋga:,2,ˈgaɾ,2,,garça,heron,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,ɐ,-,3,3,-,1,-,Initial,0,li,0,ni,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,ni,li,3,3,1,2,Initial,Medial,-,ˈma,ɐ,ˈmaɫ,metathesis,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,ˈmaɫ,ˈma,3,3,2,3,Medial,Final,li,ja,ni,-,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,-,ja,3,3,3,-,Final,-,ˈma,3,ˈmaɫ,-,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,ˈpo:xo,ˈpoɾku,ˈpo:.xo,ˈpoɾ.ku,ˈpoɾ,ˈpo:,2,2,1,1,Initial,Initial,0,xo,0,ku,,porco,pig,Bandeira2017[366-412],
Fa d’Ambo,ˈpo:xo,ˈpoɾku,ˈpo:.xo,ˈpoɾ.ku,ku,xo,2,2,2,2,Final,Final,ˈpo:,2,ˈpoɾ,2,,porco,pig,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,tɐɾ,to,3,4,1,1,Initial,Initial,0,ˈt̠ʃi:,0,tɐ,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,tɐ,ˈt̠ʃi:,3,4,2,2,Medial,Medial,to,-,tɐɾ,ˈɾu,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,ˈɾu,-,3,4,-,3,-,Medial,ˈt̠ʃi:,ga,tɐ,gɐ,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,gɐ,ga,3,4,3,4,Final,Final,-,3,ˈɾu,4,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,bõ,bõ,3,3,1,1,Initial,Initial,0,ˈda,0,ˈda,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,ˈda,ˈda,3,3,2,2,Medial,Medial,bõ,ʒi,bõ,dɨ,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,dɨ,ʒi,3,3,3,3,Final,Final,ˈda,3,ˈda,3,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,ˈgɛla,ˈgɛʀɐ,ˈgɛ.la,ˈgɛ.ʀɐ,ˈgɛ,ˈgɛ,2,2,1,1,Initial,Initial,0,la,0,ʀɐ,,guerra,war,Bandeira2017[366-412],
Fa d’Ambo,ˈgɛla,ˈgɛʀɐ,ˈgɛ.la,ˈgɛ.ʀɐ,ʀɐ,la,2,2,2,2,Final,Final,ˈgɛ,2,ˈgɛ,2,,guerra,war,Bandeira2017[366-412],
Fa d’Ambo,ˈxalma,ˈkaɫmɐ,ˈxal.ma,ˈkaɫ.mɐ,ˈkaɫ,ˈxal,2,2,1,1,Initial,Initial,0,ma,0,mɐ,,calma,calm,Bandeira2017[366-412],
Fa d’Ambo,ˈxalma,ˈkaɫmɐ,ˈxal.ma,ˈkaɫ.mɐ,mɐ,ma,2,2,2,2,Final,Final,ˈxal,2,ˈkaɫ,2,,calma,calm,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,maɫ,ma:,3,3,1,1,Initial,Initial,0,ˈda,0,ˈda,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,ˈda,ˈda,3,3,2,2,Medial,Medial,ma:,di,maɫ,dɨ,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,dɨ,di,3,3,3,3,Final,Final,ˈda,3,ˈda,3,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,maɫ,ma:,3,3,1,1,Initial,Initial,0,d̠ʒi,0,di,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,di,d̠ʒi,3,3,2,2,Medial,Medial,ma:,ˈsɐ̃,maɫ,ˈsɐ̃w̃,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,ˈsɐ̃w̃,ˈsɐ̃,3,3,3,3,Final,Final,d̠ʒi,3,di,3,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,vɨɾ,go,3,3,1,1,Initial,Initial,0,vo,0,ˈgo,metathesis,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,ˈgo,vo,3,3,2,2,Medial,Medial,go,ˈjɐ̃,vɨɾ,ɲɐ,,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,ɲɐ,ˈjɐ̃,3,3,3,3,Final,Final,vo,3,ˈgo,3,,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,ˈbɐ̃:ŋku,ˈbɾɐ̃ku,ˈbɐ̃:ŋ.ku,ˈbɾɐ̃.ku,ˈbɾɐ̃,ˈbɐ̃:ŋ,2,2,1,1,Initial,Initial,0,ku,0,ku,,branco,white,Bandeira2017[366-412],
Fa d’Ambo,ˈbɐ̃:ŋku,ˈbɾɐ̃ku,ˈbɐ̃:ŋ.ku,ˈbɾɐ̃.ku,ku,ku,2,2,2,2,Final,Final,ˈbɐ̃:ŋ,2,ˈbɾɐ̃,2,,branco,white,Bandeira2017[366-412],
Fa d’Ambo,ˈkɔl,ˈkoɾ,ˈkɔl,ˈkoɾ,ˈkoɾ,ˈkɔl,1,1,1,1,Final,Final,0,1,0,1,,cor,color,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,dow,dɔ,3,3,1,1,Initial,Initial,0,ˈla,0,ˈɾa,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,ˈɾa,ˈla,3,3,2,2,Medial,Medial,dɔ,du,dow,du,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,du,du,3,3,3,3,Final,Final,ˈla,3,ˈɾa,3,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,ˈpɾe,ˈpɛ:,2,2,1,1,Initial,Initial,0,tu,0,tu,,preto,black,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,tu,tu,2,2,2,2,Final,Final,ˈpɛ:,2,ˈpɾe,2,,preto,black,Bandeira2017[366-412],
Fa d’Ambo,ˈlɔza,ˈʀɔzɐ,ˈlɔ.za,ˈʀɔ.zɐ,ˈʀɔ,ˈlɔ,2,2,1,1,Initial,Initial,0,za,0,zɐ,,rosa,pink,Bandeira2017[366-412],
Fa d’Ambo,ˈlɔza,ˈʀɔzɐ,ˈlɔ.za,ˈʀɔ.zɐ,zɐ,za,2,2,2,2,Final,Final,ˈlɔ,2,ˈʀɔ,2,,rosa,pink,Bandeira2017[366-412],
Fa d’Ambo,ˈve:d̠ʒi,ˈveɾdɨ,ˈve:.d̠ʒi,ˈveɾ.dɨ,ˈveɾ,ˈve:,2,2,1,1,Initial,Initial,0,d̠ʒi,0,dɨ,,verde,green,Bandeira2017[366-412],
Fa d’Ambo,ˈve:d̠ʒi,ˈveɾdɨ,ˈve:.d̠ʒi,ˈveɾ.dɨ,dɨ,d̠ʒi,2,2,2,2,Final,Final,ˈve:,2,ˈveɾ,2,,verde,green,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,vɨɾ,vɛ,3,3,1,1,Initial,Initial,0,ˈmɛ,0,ˈmɐ,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,ˈmɐ,ˈmɛ,3,3,2,2,Medial,Medial,vɛ,ju,vɨɾ,ʎu,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,ʎu,ju,3,3,3,3,Final,Final,ˈmɛ,3,ˈmɐ,3,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,ɐ,-,2,2,-,1,-,Initial,0,ˈzu,0,ˈzuɫ,,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,ˈzuɫ,ˈzu,2,2,1,2,Initial,Final,-,lu,ɐ,-,metathesis,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,-,lu,2,2,2,-,Final,-,ˈzu,2,ˈzuɫ,-,,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,kɐ,-,2,4,-,1,-,Initial,0,ˈaŋ,0,ɾɐ̃,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,ɾɐ̃,ˈaŋ,2,4,1,2,Initial,Medial,-,xa,kɐ,ˈgɐj,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,ˈgɐj,xa,2,4,2,3,Final,Medial,ˈaŋ,-,ɾɐ̃,ʒu,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,ʒu,-,2,4,-,4,-,Final,xa,-,ˈgɐj,4,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,bɐ,ba,3,4,1,1,Initial,Initial,0,-,0,ʀɐ,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,ʀɐ,-,3,4,-,2,-,Medial,ba,ˈku,bɐ,ˈku,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,ˈku,ˈku,3,4,2,3,Medial,Medial,-,da,ʀɐ,dɐ,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,dɐ,da,3,4,3,4,Final,Final,ˈku,3,ˈku,4,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,ɐ,-,2,3,-,1,-,Initial,0,ˈgu,0,ˈgu,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,ˈgu,ˈgu,2,3,1,2,Initial,Medial,-,ʎɐ̃,ɐ,ʎɐ,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,ʎɐ,ʎɐ̃,2,3,2,3,Final,Final,ˈgu,2,ˈgu,3,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈi:ka,ˈiʃku,ˈi:.ka,ˈiʃ.ku,ˈiʃ,ˈi:,2,2,1,1,Initial,Initial,0,ka,0,ku,,isco,bait,Bandeira2017[366-412],
Fa d’Ambo,ˈi:ka,ˈiʃku,ˈi:.ka,ˈiʃ.ku,ku,ka,2,2,2,2,Final,Final,ˈi:,2,ˈiʃ,2,,isco,bait,Bandeira2017[366-412],
Fa d’Ambo,ˈpiʃi,ˈpɐjʃɨ,ˈpi.ʃi,ˈpɐj.ʃɨ,ˈpɐj,ˈpi,2,2,1,1,Initial,Initial,0,ʃi,0,ʃɨ,,peixe,fish,Bandeira2017[366-412],
Fa d’Ambo,ˈpiʃi,ˈpɐjʃɨ,ˈpi.ʃi,ˈpɐj.ʃɨ,ʃɨ,ʃi,2,2,2,2,Final,Final,ˈpi,2,ˈpɐj,2,,peixe,fish,Bandeira2017[366-412],
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,vu,vo,3,3,1,1,Initial,Initial,0,a,0,ɐ,,voador,flying fish,Bandeira2017[366-412],
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,ɐ,a,3,3,2,2,Medial,Medial,vo,ˈdol,vu,ˈdoɾ,,voador,flying fish,Bandeira2017[366-412],
