Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Principense,ˈgasɐ,CVCV,ˈgaɾsɐ,ˈga.sɐ,ˈgaɾ.sɐ,ˈga,ˈgaɾ,1,1,,garça,heron,Bandeira2017[366-412],
Principense,ˈgasɐ,CVCV,ˈgaɾsɐ,ˈga.sɐ,ˈgaɾ.sɐ,sɐ,sɐ,2,2,,garça,heron,Bandeira2017[366-412],
Principense,bẽˈku,CV'CV,taɾtɐˈɾugɐ ɐfɾiˈkɐnɐ,bẽ.ˈku,taɾ.tɐ.ˈɾu.gɐ ɐ.fɾi.ˈkɐ.nɐ,,,,,,tartaruga africana,African turtle,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈpo:ko,CVCV,ˈpoɾku,ˈpo:.ko,ˈpoɾ.ku,ˈpo:,ˈpoɾ,1,1,,porco,pig,Bandeira2017[366-412],
Principense,ˈpo:ko,CVCV,ˈpoɾku,ˈpo:.ko,ˈpoɾ.ku,ko,ku,2,2,,porco,pig,Bandeira2017[366-412],
Principense,teˈtu:gɐ,CV'CVCV,taɾtɐˈɾugɐ,te.ˈtu:.gɐ,taɾ.tɐ.ˈɾu.gɐ,,,,,,tartaruga,turtle,Bandeira2017[366-412],
Principense,teˈtu:gɐ,CV'CVCV,taɾtɐˈɾugɐ,te.ˈtu:.gɐ,taɾ.tɐ.ˈɾu.gɐ,ˈtu:,tɐ,2,2,,tartaruga,turtle,Bandeira2017[366-412],
Principense,teˈtu:gɐ,CV'CVCV,taɾtɐˈɾugɐ,te.ˈtu:.gɐ,taɾ.tɐ.ˈɾu.gɐ,-,ˈɾu,3,3,,tartaruga,turtle,Bandeira2017[366-412],
Principense,teˈtu:gɐ,CV'CVCV,taɾtɐˈɾugɐ,te.ˈtu:.gɐ,taɾ.tɐ.ˈɾu.gɐ,gɐ,gɐ,4,4,,tartaruga,turtle,Bandeira2017[366-412],
Principense,aˈmwe,V'CGV,ɐˈmoɾ,a.ˈmwe,ɐ.ˈmoɾ,a,ɐ,1,1,,amor,love,Bandeira2017[366-412],
Principense,aˈmwe,V'CGV,ɐˈmoɾ,a.ˈmwe,ɐ.ˈmoɾ,ˈmwe,ˈmoɾ,2,2,,amor,love,Bandeira2017[366-412],
Principense,ˈgɛ,CV,ˈgɛʀɐ,ˈgɛ,ˈgɛ.ʀɐ,ˈgɛ,ˈgɛ,1,1,,guerra,war,Bandeira2017[366-412],
Principense,ˈgɛ,CV,ˈgɛʀɐ,ˈgɛ,ˈgɛ.ʀɐ,-,ʀɐ,-,2,,guerra,war,Bandeira2017[366-412],
Principense,ˈkalimɐ,CVCVCV,ˈkalmɐ,ˈka.li.mɐ,ˈkal.mɐ,ˈka,ˈkal,1,1,,calma,calm,Bandeira2017[366-412],
Principense,ˈkalimɐ,CVCVCV,ˈkalmɐ,ˈka.li.mɐ,ˈkal.mɐ,li,-,2,-,,calma,calm,Bandeira2017[366-412],
Principense,ˈkalimɐ,CVCVCV,ˈkalmɐ,ˈka.li.mɐ,ˈkal.mɐ,mɐ,mɐ,3,2,,calma,calm,Bandeira2017[366-412],
Principense,kɔˈraʒi,CV'CVCV,kuˈɾaʒɐ̃j̃,kɔ.ˈra.ʒi,ku.ˈɾa.ʒɐ̃j̃,kɔ,ku,1,1,,coragem,courage,Bandeira2017[366-412],
Principense,kɔˈraʒi,CV'CVCV,kuˈɾaʒɐ̃j̃,kɔ.ˈra.ʒi,ku.ˈɾa.ʒɐ̃j̃,ˈra,ˈɾa,2,2,,coragem,courage,Bandeira2017[366-412],
Principense,kɔˈraʒi,CV'CVCV,kuˈɾaʒɐ̃j̃,kɔ.ˈra.ʒi,ku.ˈɾa.ʒɐ̃j̃,ʒi,ʒɐ̃j̃,3,3,,coragem,courage,Bandeira2017[366-412],
Principense,uˈrĩ,V'CV,ʀuˈĩ,u.ˈrĩ,ʀu.ˈĩ,u,ʀu,1,1,,ruim,evil,Bandeira2017[366-412],
Principense,uˈrĩ,V'CV,ʀuˈĩ,u.ˈrĩ,ʀu.ˈĩ,ˈrĩ,ˈĩ,2,2,,ruim,evil,Bandeira2017[366-412],
Principense,madiˈsɐ̃,CVCV'CV,maldiˈsɐ̃w̃,ma.di.ˈsɐ̃,mal.di.ˈsɐ̃w̃,ma,mal,1,1,,maldição,curse,Bandeira2017[366-412],
Principense,madiˈsɐ̃,CVCV'CV,maldiˈsɐ̃w̃,ma.di.ˈsɐ̃,mal.di.ˈsɐ̃w̃,di,di,2,2,,maldição,curse,Bandeira2017[366-412],
Principense,madiˈsɐ̃,CVCV'CV,maldiˈsɐ̃w̃,ma.di.ˈsɐ̃,mal.di.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,3,3,,maldição,curse,Bandeira2017[366-412],
Principense,pɛˈdɐ̃,CV'CV,pɨɾˈdɐ̃w̃,pɛ.ˈdɐ̃,pɨɾ.ˈdɐ̃w̃,pɛ,pɨɾ,1,1,,perdão,forgiveness,Bandeira2017[366-412],
Principense,pɛˈdɐ̃,CV'CV,pɨɾˈdɐ̃w̃,pɛ.ˈdɐ̃,pɨɾ.ˈdɐ̃w̃,ˈdɐ̃,ˈdɐ̃w̃,2,2,,perdão,forgiveness,Bandeira2017[366-412],
Principense,piˈgisɐ,CV'CVCV,pɾɨˈgisɐ,pi.ˈgi.sɐ,pɾɨ.ˈgi.sɐ,pi,pɾɨ,1,1,,preguiça,laziness,Bandeira2017[366-412],
Principense,piˈgisɐ,CV'CVCV,pɾɨˈgisɐ,pi.ˈgi.sɐ,pɾɨ.ˈgi.sɐ,ˈgi,ˈgi,2,2,,preguiça,laziness,Bandeira2017[366-412],
Principense,piˈgisɐ,CV'CVCV,pɾɨˈgisɐ,pi.ˈgi.sɐ,pɾɨ.ˈgi.sɐ,sɐ,sɐ,3,3,,preguiça,laziness,Bandeira2017[366-412],
Principense,ˈrɛvɐ,CVCV,ˈʀajvɐ,ˈrɛ.vɐ,ˈʀaj.vɐ,ˈrɛ,ˈʀaj,1,1,,raiva,rage,Bandeira2017[366-412],
Principense,ˈrɛvɐ,CVCV,ˈʀajvɐ,ˈrɛ.vɐ,ˈʀaj.vɐ,vɐ,vɐ,2,2,,raiva,rage,Bandeira2017[366-412],
Principense,ˈsedɪ,CVCV,ˈsedɨ,ˈse.dɪ,ˈse.dɨ,ˈse,ˈse,1,1,,sede,thirst,Bandeira2017[366-412],
Principense,ˈsedɪ,CVCV,ˈsedɨ,ˈse.dɪ,ˈse.dɨ,dɪ,dɨ,2,2,,sede,thirst,Bandeira2017[366-412],
Principense,ˈsumi,CVCV,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,ˈsu,si,1,1,metathesis,ciúmes,jealousy,Bandeira2017[366-412],
Principense,ˈsumi,CVCV,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,-,ˈu,-,2,,ciúmes,jealousy,Bandeira2017[366-412],
Principense,ˈsumi,CVCV,siˈumɨ,ˈsu.mi,si.ˈu.mɨ,mi,mɨ,2,3,,ciúmes,jealousy,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,CV'CGV,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,vɔ,vɨɾ,1,1,metathesis,vergonha,shame,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,CV'CGV,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,-,ˈgo,-,2,,vergonha,shame,Bandeira2017[366-412],
Principense,vɔˈgjɐ̃,CV'CGV,vɨɾˈgoɲɐ,vɔ.ˈgjɐ̃,vɨɾ.ˈgo.ɲɐ,ˈgjɐ̃,ɲɐ,2,3,,vergonha,shame,Bandeira2017[366-412],
Principense,ˈweˈʃja,CV'CGV,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,ˈwe,ĩ,1,1,metathesis,inveja,envy,Bandeira2017[366-412],
Principense,ˈweˈʃja,CV'CGV,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,-,ˈvɐj,-,2,,inveja,envy,Bandeira2017[366-412],
Principense,ˈweˈʃja,CV'CGV,ĩˈvɐjʒɐ,ˈwe.ˈʃja,ĩ.ˈvɐj.ʒɐ,ˈʃja,ʒɐ,2,3,,inveja,envy,Bandeira2017[366-412],
Principense,ˈbɐ̃:ku,CVCV,ˈbɾɐ̃ku,ˈbɐ̃:.ku,ˈbɾɐ̃.ku,ˈbɐ̃:,ˈbɾɐ̃,1,1,,branco,white,Bandeira2017[366-412],
Principense,ˈbɐ̃:ku,CVCV,ˈbɾɐ̃ku,ˈbɐ̃:.ku,ˈbɾɐ̃.ku,ku,ku,2,2,,branco,white,Bandeira2017[366-412],
Principense,ˈko,CV,ˈkoɾ,ˈko,ˈkoɾ,ˈko,ˈkoɾ,1,1,,cor,color,Bandeira2017[366-412],
Principense,maˈrɛlu,CV'CVCV,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,-,ɐ,-,1,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,CV'CVCV,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,ma,mɐ,1,2,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,CV'CVCV,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,ˈrɛ,ˈɾe,2,3,,amarelo,yellow,Bandeira2017[366-412],
Principense,maˈrɛlu,CV'CVCV,ɐmɐˈɾelu,ma.ˈrɛ.lu,ɐ.mɐ.ˈɾe.lu,lu,lu,3,4,,amarelo,yellow,Bandeira2017[366-412],
Principense,ˈpɛ:tu,CVCV,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,ˈpɛ:,ˈpɾe,1,1,,preto,black,Bandeira2017[366-412],
Principense,ˈpɛ:tu,CVCV,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,tu,tu,2,2,,preto,black,Bandeira2017[366-412],
Principense,ˈrɔzɐ,CVCV,ˈʀozɐ,ˈrɔ.zɐ,ˈʀo.zɐ,ˈrɔ,ˈʀo,1,1,,rosa,pink,Bandeira2017[366-412],
Principense,ˈrɔzɐ,CVCV,ˈʀozɐ,ˈrɔ.zɐ,ˈʀo.zɐ,zɐ,zɐ,2,2,,rosa,pink,Bandeira2017[366-412],
Principense,ˈvede,CVCV,ˈveɾdɨ,ˈve.de,ˈveɾ.dɨ,ˈve,ˈveɾ,1,1,,verde,green,Bandeira2017[366-412],
Principense,ˈvede,CVCV,ˈveɾdɨ,ˈve.de,ˈveɾ.dɨ,de,dɨ,2,2,,verde,green,Bandeira2017[366-412],
Principense,veˈme,CV'CV,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ve,vɨɾ,1,1,metathesis,vermelho,red,Bandeira2017[366-412],
Principense,veˈme,CV'CV,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ˈme,ˈmɐj,2,2,,vermelho,red,Bandeira2017[366-412],
Principense,veˈme,CV'CV,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,-,ʎu,-,3,,vermelho,red,Bandeira2017[366-412],
Principense,ˈzulu,CVCV,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,ˈzu,ɐ,1,1,,azul,blue,Bandeira2017[366-412],
Principense,ˈzulu,CVCV,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,lu,ˈzuɫ,2,2,,azul,blue,Bandeira2017[366-412],
Principense,kaˈra,CV'CV,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,ka,kɐ,1,1,metathesis,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,CV'CV,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,ˈra,ɾɐ̃,2,2,,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,CV'CV,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,-,ˈgej,-,3,,caranguejo,crab,Bandeira2017[366-412],
Principense,kaˈra,CV'CV,kɐɾɐ̃ˈgejʒu,ka.ˈra,kɐ.ɾɐ̃.ˈgej.ʒu,-,ʒu,-,4,,caranguejo,crab,Bandeira2017[366-412],
Principense,ˈkisaki,CVCVCV,baʀɐˈkudɐ,ˈki.sa.ki,ba.ʀɐ.ˈku.dɐ,,,,,,barracuda,scad,Bandeira2017[366-412],Not of portuguese origin
Principense,uˈgujɐ,V'CVGV,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,u,ɐ,1,1,,agulha,garfish,Bandeira2017[366-412],
Principense,uˈgujɐ,V'CVGV,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,ˈgu,ˈgu,2,2,,agulha,garfish,Bandeira2017[366-412],
Principense,uˈgujɐ,V'CVGV,ɐˈguʎɐ,u.ˈgu.jɐ,ɐ.ˈgu.ʎɐ,jɐ,ʎɐ,3,3,,agulha,garfish,Bandeira2017[366-412],
Principense,ˈiʃikɐ,VCVCV,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,ˈi,-,1,-,,isca,bait,Bandeira2017[366-412],
Principense,ˈiʃikɐ,VCVCV,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,ʃi,ˈiʃ,2,1,,isca,bait,Bandeira2017[366-412],
Principense,ˈiʃikɐ,VCVCV,ˈiʃkɐ,ˈi.ʃi.kɐ,ˈiʃ.kɐ,kɐ,kɐ,3,2,,isca,bait,Bandeira2017[366-412],
Principense,iˈze,V'CV,kɐmɐˈɾɐ̃w̃,i.ˈze,kɐ.mɐ.ˈɾɐ̃w̃,,,,,,camarão,prawn,Bandeira2017[366-412],Not of portuguese origin
Principense,tuˈbɐ̃,CV'CV,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,tu,tu,1,1,,tubarão,shark,Bandeira2017[366-412],
Principense,tuˈbɐ̃,CV'CV,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,ˈbɐ̃,bɐ,2,2,,tubarão,shark,Bandeira2017[366-412],
Principense,tuˈbɐ̃,CV'CV,tubɐˈɾɐ̃w̃,tu.ˈbɐ̃,tu.bɐ.ˈɾɐ̃w̃,-,ˈɾɐ̃w̃,-,3,,tubarão,shark,Bandeira2017[366-412],
Principense,ˈpeʃi,CVCV,ˈpejʃɨ,ˈpe.ʃi,ˈpej.ʃɨ,ˈpe,ˈpej,1,1,,peixe,fish,Bandeira2017[366-412],
Principense,ˈpeʃi,CVCV,ˈpejʃɨ,ˈpe.ʃi,ˈpej.ʃɨ,ʃi,ʃɨ,2,2,,peixe,fish,Bandeira2017[366-412],
Principense,voaˈdo,CVV'CV,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,vo,vu,1,1,,voador,flying fish,Bandeira2017[366-412],
Principense,voaˈdo,CVV'CV,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,a,ɐ,2,2,,voador,flying fish,Bandeira2017[366-412],
Principense,voaˈdo,CVV'CV,vuɐˈdoɾ,vo.a.ˈdo,vu.ɐ.ˈdoɾ,ˈdo,ˈdoɾ,3,3,,voador,flying fish,Bandeira2017[366-412],
Principense,ˈkusu,CVCV,diaˈʀɐjɐ,ˈku.su,di.a.ˈʀɐj.ɐ,,,,,,diarreia,diarrhea,Bandeira2017[366-412],Not of portuguese origin
Principense,biˈʃigɐ,CV'CVCV,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,bi,bɨ,1,1,metathesis,varíola,variola,Bandeira2017[366-412],
Principense,biˈʃigɐ,CV'CVCV,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,ˈʃi,ˈʃi,2,2,,varíola,variola,Bandeira2017[366-412],
Principense,biˈʃigɐ,CV'CVCV,bɨˈʃigɐ,bi.ˈʃi.gɐ,bɨ.ˈʃi.gɐ,gɐ,gɐ,3,4,,varíola,variola,Bandeira2017[366-412],
Principense,ˈdo,CV,ˈdoɾ,ˈdo,ˈdoɾ,ˈdo,ˈdoɾ,1,1,,dor,pain,Bandeira2017[366-412],
Principense,ˈfɛbi,CVCV,ˈfɛbɾɨ,ˈfɛ.bi,ˈfɛ.bɾɨ,ˈfɛ,ˈfɛ,1,1,,febre,fever,Bandeira2017[366-412],
Principense,ˈfɛbi,CVCV,ˈfɛbɾɨ,ˈfɛ.bi,ˈfɛ.bɾɨ,bi,bɾɨ,2,2,,febre,fever,Bandeira2017[366-412],
Principense,ˈfi:dɐ,CVCV,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,ˈfi:,fɨ,1,1,metathesis,ferida,wound,Bandeira2017[366-412],
Principense,ˈfi:dɐ,CVCV,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,-,ˈɾi,2,2,,ferida,wound,Bandeira2017[366-412],
Principense,ˈfi:dɐ,CVCV,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,dɐ,dɐ,3,3,,ferida,wound,Bandeira2017[366-412],
Principense,ˈgɔmitu,CVCVCV,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,ˈgɔ,vu,1,1,,vômito,spew,Bandeira2017[366-412],
Principense,ˈgɔmitu,CVCVCV,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,mi,ˈmi,2,2,,vômito,spew,Bandeira2017[366-412],
Principense,ˈgɔmitu,CVCVCV,vuˈmitu,ˈgɔ.mi.tu,vu.ˈmi.tu,tu,tu,3,3,,vômito,spew,Bandeira2017[366-412],
Principense,ˈkutuˈkutu,CVCV'CVCV,sɐˈɾɐ̃pu,ˈku.tu.ˈku.tu,sɐ.ˈɾɐ̃.pu,,,,,,sarampo,measles,Bandeira2017[366-412],Not of portuguese origin
Principense,uˈlalu,V'CVCV,duˈẽsɐ dɨ ˈpelɨ,u.ˈla.lu,du.ˈẽ.sɐ dɨ ˈpe.lɨ,,,,,,doença de pele,skin disease,Bandeira2017[366-412],Not of portuguese origin
Principense,ˈlɛpɐ,CVCV,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,1,1,,lepra,leprosy,Bandeira2017[366-412],
Principense,ˈlɛpɐ,CVCV,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,pɐ,pɾɐ,2,2,,lepra,leprosy,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,CV'CVCV,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,lɔ̃,lõ,1,1,metathesis,lombriga,ascariasis,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,CV'CVCV,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,ˈbi:,ˈbɾi,2,2,,lombriga,ascariasis,Bandeira2017[366-412],
Principense,lɔ̃ˈbi:gɐ,CV'CVCV,lõˈbɾigɐ,lɔ̃.ˈbi:.gɐ,lõ.ˈbɾi.gɐ,gɐ,gɐ,3,3,,lombriga,ascariasis,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,CVCV'CGVCV,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,ˈma,ˈmaɫ,1,1,metathesis,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,CVCV'CGVCV,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,li,dɐ,2,2,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,CVCV'CGVCV,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,ˈbwɛ,ba,3,3,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,CVCV'CGVCV,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,-,ˈʀi,-,4,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈmaliˈbwɛgɐ,CVCV'CGVCV,ˈmaɫ dɐ baˈʀigɐ,ˈma.li.ˈbwɛ.gɐ,ˈmaɫ dɐ ba.ˈʀi.gɐ,gɐ,gɐ,4,5,,mal de barriga,constipation,Bandeira2017[366-412],
Principense,ˈkura,CVCV,ˈkuɾɐ,ˈku.ra,ˈku.ɾɐ,ˈku,ˈku,1,1,,cura,medicine,Bandeira2017[366-412],
Principense,ˈkura,CVCV,ˈkuɾɐ,ˈku.ra,ˈku.ɾɐ,ra,ɾɐ,2,2,,cura,medicine,Bandeira2017[366-412],
Principense,ˈpɛʃt̠ʃi,CVCV,ˈpeʃtɨ,ˈpɛʃ.t̠ʃi,ˈpeʃ.tɨ,ˈpɛʃ,ˈpeʃ,1,1,,peste,plague,Bandeira2017[366-412],
Principense,ˈpɛʃt̠ʃi,CVCV,ˈpeʃtɨ,ˈpɛʃ.t̠ʃi,ˈpeʃ.tɨ,t̠ʃi,tɨ,2,2,,peste,plague,Bandeira2017[366-412],
Principense,ˈpa:gɐ,CVCV,ˈpɾagɐ,ˈpa:.gɐ,ˈpɾa.gɐ,ˈpa:,ˈpɾa,1,1,,praga,plague,Bandeira2017[366-412],
Principense,ˈpa:gɐ,CVCV,ˈpɾagɐ,ˈpa:.gɐ,ˈpɾa.gɐ,gɐ,gɐ,2,2,,praga,plague,Bandeira2017[366-412],
Principense,ˈtɔʃi,CVCV,ˈtosɨ,ˈtɔ.ʃi,ˈto.sɨ,ˈtɔ,ˈto,1,1,,tosse,cough,Bandeira2017[366-412],
Principense,ˈtɔʃi,CVCV,ˈtosɨ,ˈtɔ.ʃi,ˈto.sɨ,ʃi,sɨ,2,2,,tosse,cough,Bandeira2017[366-412],
Principense,baˈja,CV'CV,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ba,vɐj,1,1,,vaiar,cast a spell,Bandeira2017[366-412],
Principense,baˈja,CV'CV,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ˈja,ˈaɾ,2,2,,vaiar,cast a spell,Bandeira2017[366-412],
Principense,ˈvwɛ,CGV,vɐˈʀeɾ,ˈvwɛ,vɐ.ˈʀeɾ,ˈvwɛ,vɐ,1,1,metathesis,varrer,sweep,Bandeira2017[366-412],
Principense,ˈvwɛ,CGV,vɐˈʀeɾ,ˈvwɛ,vɐ.ˈʀeɾ,-,ˈʀeɾ,-,2,,varrer,sweep,Bandeira2017[366-412],
Principense,baˈna,CV'CV,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,-,ɐ,-,1,metathesis,abanar,shake,Bandeira2017[366-412],
Principense,baˈna,CV'CV,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ba,bɐ,1,2,,abanar,shake,Bandeira2017[366-412],
Principense,baˈna,CV'CV,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ˈna,ˈnaɾ,2,3,,abanar,shake,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,CVCV'CV,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,-,ɐ,-,1,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,CVCV'CV,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,bɐ̃,bɐ̃w̃,1,2,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,CVCV'CV,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,dɔ,du,2,3,,abandonar,leave,Bandeira2017[366-412],
Principense,bɐ̃dɔˈna,CVCV'CV,ɐbɐ̃w̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃w̃.du.ˈnaɾ,ˈna,ˈnaɾ,3,4,,abandonar,leave,Bandeira2017[366-412],
Principense,ba:ˈga,CV'CV,dɨʃfɐˈzeɾ,ba:.ˈga,dɨʃ.fɐ.ˈzeɾ,,,,,,desfazer,undo,Bandeira2017[366-412],Not of portuguese origin
Principense,baˈsa,CV'CV,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,-,ɐ,-,1,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈsa,CV'CV,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,ba,baj,1,2,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈsa,CV'CV,ɐbajˈʃaɾ,ba.ˈsa,ɐ.baj.ˈʃaɾ,ˈsa,ˈʃaɾ,2,3,,abaixar,lower in,Bandeira2017[366-412],
Principense,baˈte,CV'CV,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ba,bɐ,1,1,,bater,hit,Bandeira2017[366-412],
Principense,baˈte,CV'CV,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ˈte,ˈteɾ,2,2,,bater,hit,Bandeira2017[366-412],
Principense,ˈve,CV,ˈveɾ,ˈve,ˈveɾ,ˈve,ˈveɾ,1,1,,ver,see,Bandeira2017[366-412],
Principense,beˈbe,CV'CV,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,be,bɨ,1,1,,beber,drink,Bandeira2017[366-412],
Principense,beˈbe,CV'CV,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,ˈbe,ˈbeɾ,2,2,,beber,drink,Bandeira2017[366-412],
Principense,bɛ̃ˈza,CV'CV,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,bɛ̃,bɐj,1,1,,beijar,kiss,Bandeira2017[366-412],
Principense,bɛ̃ˈza,CV'CV,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,,beijar,kiss,Bandeira2017[366-412],
Principense,viˈka,CV'CV,ˈviɾ ˈka,vi.ˈka,ˈviɾ ˈka,vi,ˈviɾ ,1,1,,vir cá,come,Bandeira2017[366-412],
Principense,viˈka,CV'CV,ˈviɾ ˈka,vi.ˈka,ˈviɾ ˈka,ˈka,ˈka,2,2,,vir cá,come,Bandeira2017[366-412],
Principense,vɔˈta,CV'CV,vɔlˈtaɾ,vɔ.ˈta,vɔl.ˈtaɾ,vɔ,vɔl,1,1,,voltar,return,Bandeira2017[366-412],
Principense,vɔˈta,CV'CV,vɔlˈtaɾ,vɔ.ˈta,vɔl.ˈtaɾ,ˈta,ˈtaɾ,2,2,,voltar,return,Bandeira2017[366-412],
Principense,ˈbi:,CV,ɐˈbɾiɾ,ˈbi:,ɐ.ˈbɾiɾ,-,ɐ,-,1,metathesis,abrir,open,Bandeira2017[366-412],
