Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference,Notes
Cape Verdean Sao Vicente,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,lin,lĩ,2,2,1,1,Initial,Initial,0,pa,0,ˈpaɾ,,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,linpa,lĩˈpaɾ,lin.pa,lĩ.ˈpaɾ,pa,ˈpaɾ,2,2,2,2,Final,Final,lin,2,lĩ,2,assimilation,limpar,wipe,Baptista2019[271-277],
Cape Verdean Sao Vicente,ma,maiʃ,ma,maiʃ,ma,maiʃ,1,1,1,1,Final,Final,0,1,0,1,,mais,with,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,ˈmatu,mot,ˈma.tu,mot,ˈma,1,2,1,1,Final,Initial,0,-,0,tu,,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,mot,ˈmatu,mot,ˈma.tu,-,tu,1,2,-,2,-,Final,mot,-,ˈma,2,,mato,wood,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,ˈɐnu,ɔn,ˈɐ.nu,ɔn,ˈɐ,1,2,1,1,Final,Initial,0,-,0,nu,,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɔn,ˈɐnu,ɔn,ˈɐ.nu,-,nu,1,2,-,2,-,Final,ɔn,-,ˈɐ,2,,ano,year,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,a,ɐ,3,4,1,1,Initial,Initial,0,ma,0,mɐ,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ma,mɐ,3,4,2,2,Medial,Medial,a,ɾel,ɐ,ˈɾɛ,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,ɾel,ˈɾɛ,3,4,3,3,Final,Medial,ma,-,mɐ,lu,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,amaɾel,ɐmɐˈɾɛlu,a.ma.ɾel,ɐ.mɐ.ˈɾɛ.lu,-,lu,3,4,-,4,-,Final,ɾel,-,ˈɾɛ,4,,amarelo,yellow,Baptista2019[271-277],
Cape Verdean Sao Vicente,bo,ˈvɔʃ,bo,ˈvɔʃ,bo,ˈvɔʃ,1,1,1,1,Final,Final,0,1,0,1,,vós,you,Baptista2019[271-277],
