Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,TargetSyllable,SourceSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,ˈso,ˈʃo,2,2,,cachorro,dog,Bandeira2017[366-412],
Fa d’Ambo,xaˈso,kɐˈʃoʀu,xa.ˈso,kɐ.ˈʃo.ʀu,-,ʀu,-,3,,cachorro,dog,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,ˈxo,ˈkɔ,1,1,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,bo,bɾɐ,2,2,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,ˈxobolo,ˈkɔbɾɐ,ˈxo.bo.lo,ˈkɔ.bɾɐ,lo,-,3,-,,cobra,snake,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,ma,mɐ,1,1,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,ˈxa,ˈka,2,2,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,maˈxaku,mɐˈkaku,ma.ˈxa.ku,mɐ.ˈka.ku,ku,ku,3,3,,macaco,monkey,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,mo,muɾ,1,1,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,ˈsɛ,ˈse,2,2,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,moˈsɛ:gu,muɾˈsegu,mo.ˈsɛ:.gu,muɾ.ˈse.gu,gu,gu,3,3,,morcego,bat,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,ŋgɐ̃,gɐ,1,1,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,ˈɲĩ,ˈli,2,2,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈɲĩa,gɐˈliɲɐ,ŋgɐ̃.ˈɲĩ.a,gɐ.ˈli.ɲɐ,a,ɲɐ,3,3,,galinha,hen,Bandeira2017[366-412],
Fa d’Ambo,ˈŋga:sa,ˈgaɾsɐ,ˈŋga:.sa,ˈgaɾ.sɐ,ˈŋga:,ˈgaɾ,1,1,,garça,heron,Bandeira2017[366-412],
Fa d’Ambo,ˈŋga:sa,ˈgaɾsɐ,ˈŋga:.sa,ˈgaɾ.sɐ,sa,sɐ,2,2,,garça,heron,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,-,ɐ,-,1,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,li,ni,1,2,metathesis,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,ˈma,ˈmaɫ,2,3,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,liˈmaja,ɐniˈmaɫ,li.ˈma.ja,ɐ.ni.ˈmaɫ,ja,-,3,-,,animal,animal,Bandeira2017[366-412],
Fa d’Ambo,ˈpo:xo,ˈpoɾku,ˈpo:.xo,ˈpoɾ.ku,ˈpo:,ˈpoɾ,1,1,,porco,pig,Bandeira2017[366-412],
Fa d’Ambo,ˈpo:xo,ˈpoɾku,ˈpo:.xo,ˈpoɾ.ku,xo,ku,2,2,,porco,pig,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,to,tɐɾ,1,1,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,ˈt̠ʃi:,tɐ,2,2,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,-,ˈɾu,-,3,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,toˈt̠ʃi:ga,tɐɾtɐˈɾugɐ,to.ˈt̠ʃi:.ga,tɐɾ.tɐ.ˈɾu.gɐ,ga,gɐ,3,4,,tartaruga,turtle,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,bõ,bõ,1,1,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,ˈda,ˈda,2,2,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,bõˈdaʒi,bõˈdadɨ,bõ.ˈda.ʒi,bõ.ˈda.dɨ,ʒi,dɨ,3,3,,bondade,goodness,Bandeira2017[366-412],
Fa d’Ambo,ˈgɛla,ˈgɛʀɐ,ˈgɛ.la,ˈgɛ.ʀɐ,ˈgɛ,ˈgɛ,1,1,,guerra,war,Bandeira2017[366-412],
Fa d’Ambo,ˈgɛla,ˈgɛʀɐ,ˈgɛ.la,ˈgɛ.ʀɐ,la,ʀɐ,2,2,,guerra,war,Bandeira2017[366-412],
Fa d’Ambo,ˈxalma,ˈkaɫmɐ,ˈxal.ma,ˈkaɫ.mɐ,ˈxal,ˈkaɫ,1,1,,calma,calm,Bandeira2017[366-412],
Fa d’Ambo,ˈxalma,ˈkaɫmɐ,ˈxal.ma,ˈkaɫ.mɐ,ma,mɐ,2,2,,calma,calm,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,ma:,maɫ,1,1,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,ˈda,ˈda,2,2,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:ˈdadi,maɫˈdadɨ,ma:.ˈda.di,maɫ.ˈda.dɨ,di,dɨ,3,3,,maldade,evil,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,ma:,maɫ,1,1,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,d̠ʒi,di,2,2,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,ma:d̠ʒiˈsɐ̃,maɫdiˈsɐ̃w̃,ma:.d̠ʒi.ˈsɐ̃,maɫ.di.ˈsɐ̃w̃,ˈsɐ̃,ˈsɐ̃w̃,3,3,,maldição,curse,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,go,vɨɾ,1,1,metathesis,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,vo,ˈgo,2,2,,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,govoˈjɐ̃,vɨɾˈgoɲɐ,go.vo.ˈjɐ̃,vɨɾ.ˈgo.ɲɐ,ˈjɐ̃,ɲɐ,3,3,,vergonha,shame,Bandeira2017[366-412],
Fa d’Ambo,ˈbɐ̃:ŋku,ˈbɾɐ̃ku,ˈbɐ̃:ŋ.ku,ˈbɾɐ̃.ku,ˈbɐ̃:ŋ,ˈbɾɐ̃,1,1,,branco,white,Bandeira2017[366-412],
Fa d’Ambo,ˈbɐ̃:ŋku,ˈbɾɐ̃ku,ˈbɐ̃:ŋ.ku,ˈbɾɐ̃.ku,ku,ku,2,2,,branco,white,Bandeira2017[366-412],
Fa d’Ambo,ˈkɔl,ˈkoɾ,ˈkɔl,ˈkoɾ,ˈkɔl,ˈkoɾ,1,1,,cor,color,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,dɔ,dow,1,1,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,ˈla,ˈɾa,2,2,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,dɔˈladu,dowˈɾadu,dɔ.ˈla.du,dow.ˈɾa.du,du,du,3,3,,dourado,yellow,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,ˈpɛ:,ˈpɾe,1,1,,preto,black,Bandeira2017[366-412],
Fa d’Ambo,ˈpɛ:tu,ˈpɾetu,ˈpɛ:.tu,ˈpɾe.tu,tu,tu,2,2,,preto,black,Bandeira2017[366-412],
Fa d’Ambo,ˈlɔza,ˈʀɔzɐ,ˈlɔ.za,ˈʀɔ.zɐ,ˈlɔ,ˈʀɔ,1,1,,rosa,pink,Bandeira2017[366-412],
Fa d’Ambo,ˈlɔza,ˈʀɔzɐ,ˈlɔ.za,ˈʀɔ.zɐ,za,zɐ,2,2,,rosa,pink,Bandeira2017[366-412],
Fa d’Ambo,ˈve:d̠ʒi,ˈveɾdɨ,ˈve:.d̠ʒi,ˈveɾ.dɨ,ˈve:,ˈveɾ,1,1,,verde,green,Bandeira2017[366-412],
Fa d’Ambo,ˈve:d̠ʒi,ˈveɾdɨ,ˈve:.d̠ʒi,ˈveɾ.dɨ,d̠ʒi,dɨ,2,2,,verde,green,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,vɛ,vɨɾ,1,1,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,ˈmɛ,ˈmɐ,2,2,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,vɛˈmɛju,vɨɾˈmɐʎu,vɛ.ˈmɛ.ju,vɨɾ.ˈmɐ.ʎu,ju,ʎu,3,3,,vermelho,red,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,-,ɐ,-,1,,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,ˈzu,ˈzuɫ,1,2,metathesis,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈzulu,ɐˈzuɫ,ˈzu.lu,ɐ.ˈzuɫ,lu,-,2,-,,azul,blue,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,-,kɐ,-,1,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,ˈaŋ,ɾɐ̃,1,2,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,xa,ˈgɐj,2,3,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,ˈaŋxa,kɐɾɐ̃ˈgɐjʒu,ˈaŋ.xa,kɐ.ɾɐ̃.ˈgɐj.ʒu,-,ʒu,-,4,,caranguejo,crab,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,ba,bɐ,1,1,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,-,ʀɐ,-,2,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,ˈku,ˈku,2,3,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,baˈkuda,bɐʀɐˈkudɐ,ba.ˈku.da,bɐ.ʀɐ.ˈku.dɐ,da,dɐ,3,4,,barracuda,barracuda fish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,-,ɐ,-,1,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,ˈgu,ˈgu,1,2,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈguʎɐ̃,ɐˈguʎɐ,ˈgu.ʎɐ̃,ɐ.ˈgu.ʎɐ,ʎɐ̃,ʎɐ,2,3,,agulha,garfish,Bandeira2017[366-412],
Fa d’Ambo,ˈi:ka,ˈiʃku,ˈi:.ka,ˈiʃ.ku,ˈi:,ˈiʃ,1,1,,isco,bait,Bandeira2017[366-412],
Fa d’Ambo,ˈi:ka,ˈiʃku,ˈi:.ka,ˈiʃ.ku,ka,ku,2,2,,isco,bait,Bandeira2017[366-412],
Fa d’Ambo,ˈinzɛ,kɐmɐˈɾɐ̃w̃,ˈin.zɛ,kɐ.mɐ.ˈɾɐ̃w̃,,,,,,camarão,prawn,Bandeira2017[366-412],not of portuguese origin
Fa d’Ambo,kũˈdu,tubɐˈɾɐ̃w̃,kũ.ˈdu,tu.bɐ.ˈɾɐ̃w̃,,,,,,tubarão,shark,Bandeira2017[366-412],not of portuguese origin
Fa d’Ambo,ˈpiʃi,ˈpɐjʃɨ,ˈpi.ʃi,ˈpɐj.ʃɨ,ˈpi,ˈpɐj,1,1,,peixe,fish,Bandeira2017[366-412],
Fa d’Ambo,ˈpiʃi,ˈpɐjʃɨ,ˈpi.ʃi,ˈpɐj.ʃɨ,ʃi,ʃɨ,2,2,,peixe,fish,Bandeira2017[366-412],
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,vo,vu,1,1,,voador,flying fish,Bandeira2017[366-412],
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,a,ɐ,2,2,,voador,flying fish,Bandeira2017[366-412],
Fa d’Ambo,voaˈdol,vuɐˈdoɾ,vo.a.ˈdol,vu.ɐ.ˈdoɾ,ˈdol,ˈdoɾ,3,3,,voador,flying fish,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,bi,bɨ,1,1,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,ˈʃi,ˈʃi,2,2,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,biˈʃiga,bɨˈʃigɐ,bi.ˈʃi.ga,bɨ.ˈʃi.gɐ,ga,gɐ,3,3,,bexiga (varíola),variola,Bandeira2017[366-412],
Fa d’Ambo,ˈdol,ˈdoɾ,ˈdol,ˈdoɾ,ˈdol,ˈdoɾ,1,1,,dor,pain,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,ˈfi,ˈfɛ,1,1,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,bi,bɾɨ,2,2,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfibili,ˈfɛbɾɨ,ˈfi.bi.li,ˈfɛ.bɾɨ,li,-,3,-,,febre,fever,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,ˈfi:,fɨ,1,1,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,-,ˈɾi,-,2,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈfi:da,fɨˈɾidɐ,ˈfi:.da,fɨ.ˈɾi.dɐ,da,dɐ,2,3,,ferida,wound,Bandeira2017[366-412],
Fa d’Ambo,ˈlɛpa,ˈlɛpɾɐ,ˈlɛ.pa,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,1,1,,lepra,leprosy,Bandeira2017[366-412],
Fa d’Ambo,ˈlɛpa,ˈlɛpɾɐ,ˈlɛ.pa,ˈlɛ.pɾɐ,pa,pɾɐ,2,2,,lepra,leprosy,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,li,ʀɨ,1,1,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,ˈmɛ,ˈmɛ,2,2,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,liˈmɛd̠ʒi,ʀɨˈmɛdiw,li.ˈmɛ.d̠ʒi,ʀɨ.ˈmɛ.diw,d̠ʒi,diw,3,3,,remédio,medicine,Bandeira2017[366-412],
Fa d’Ambo,ˈtɔʃi,ˈtɔsɨ,ˈtɔ.ʃi,ˈtɔ.sɨ,ˈtɔ,ˈtɔ,1,1,,tosse,cough,Bandeira2017[366-412],
Fa d’Ambo,ˈtɔʃi,ˈtɔsɨ,ˈtɔ.ʃi,ˈtɔ.sɨ,ʃi,sɨ,2,2,,tosse,cough,Bandeira2017[366-412],
Fa d’Ambo,baˈle,vɐˈʀeɾ,ba.ˈle,vɐ.ˈʀeɾ,ba,vɐ,1,1,,varrer,sweep,Bandeira2017[366-412],
Fa d’Ambo,baˈle,vɐˈʀeɾ,ba.ˈle,vɐ.ˈʀeɾ,ˈle,ˈʀeɾ,2,2,,varrer,sweep,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,-,ɐ,-,1,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ba,bɐ,1,2,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,baˈna,ɐbɐˈnaɾ,ba.ˈna,ɐ.bɐ.ˈnaɾ,ˈna,ˈnaɾ,2,3,,abanar,shake,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,-,ɐ,-,1,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,bɐ̃,bɐ̃,1,2,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,dɔ,du,2,3,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,bɐ̃dɔˈna,ɐbɐ̃duˈnaɾ,bɐ̃.dɔ.ˈna,ɐ.bɐ̃.du.ˈnaɾ,ˈna,ˈnaɾ,3,4,,abandonar,leave,Bandeira2017[366-412],
Fa d’Ambo,deˈse,dɨʃˈseɾ,de.ˈse,dɨʃ.ˈseɾ,de,dɨʃ,1,1,,descer,lower in,Bandeira2017[366-412],
Fa d’Ambo,deˈse,dɨʃˈseɾ,de.ˈse,dɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,,descer,lower in,Bandeira2017[366-412],
Fa d’Ambo,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ba,bɐ,1,1,,bater,hit,Bandeira2017[366-412],
Fa d’Ambo,baˈte,bɐˈteɾ,ba.ˈte,bɐ.ˈteɾ,ˈte,ˈteɾ,2,2,,bater,hit,Bandeira2017[366-412],
Fa d’Ambo,ˈbe,ˈveɾ,ˈbe,ˈveɾ,ˈbe,ˈveɾ,1,1,,ver,see,Bandeira2017[366-412],
Fa d’Ambo,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,be,bɨ,1,1,,beber,drink,Bandeira2017[366-412],
Fa d’Ambo,beˈbe,bɨˈbeɾ,be.ˈbe,bɨ.ˈbeɾ,ˈbe,ˈbeɾ,2,2,,beber,drink,Bandeira2017[366-412],
Fa d’Ambo,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,bɛ̃,bɐj,1,1,,beijar,kiss,Bandeira2017[366-412],
Fa d’Ambo,bɛ̃ˈza,bɐjˈʒaɾ,bɛ̃.ˈza,bɐj.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,,beijar,kiss,Bandeira2017[366-412],
Fa d’Ambo,ˈbi,ˈviɾ,ˈbi,ˈviɾ,ˈbi,ˈviɾ,1,1,,vir,come,Bandeira2017[366-412],
Fa d’Ambo,buˈka,vɔɫˈtaɾ,buˈka,vɔɫ.ˈtaɾ,,,,,,voltar,return,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,-,ɐ,-,1,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,bi,ˈbɾiɾ,1,2,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈli,ɐˈbɾiɾ,bi.ˈli,ɐ.ˈbɾiɾ,ˈli,-,2,-,,abrir,open,Bandeira2017[366-412],
Fa d’Ambo,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,bi,vɨʃ,1,1,metathesis,vestir,get dressed,Bandeira2017[366-412],
Fa d’Ambo,biˈʃi,vɨʃˈtiɾ,bi.ˈʃi,vɨʃ.ˈtiɾ,ˈʃi,ˈtiɾ,2,2,,vestir,get dressed,Bandeira2017[366-412],
Fa d’Ambo,boˈja,bojˈaɾ,bo.ˈja,boj.ˈaɾ,bo,boj,1,1,,boiar,float,Bandeira2017[366-412],
Fa d’Ambo,boˈja,bojˈaɾ,bo.ˈja,boj.ˈaɾ,ˈja,ˈaɾ,2,2,,boiar,float,Bandeira2017[366-412],
Fa d’Ambo,xuˈa,ʒuˈgaɾ,xu.ˈa,ʒu.ˈgaɾ,xu,ʒu,1,1,,jogar,search,Bandeira2017[366-412],
Fa d’Ambo,xuˈa,ʒuˈgaɾ,xu.ˈa,ʒu.ˈgaɾ,ˈa,ˈgaɾ,2,2,,jogar,search,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,-,ɐ̃j̃,-,1,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,bo,bɾu,1,2,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,xi,-,2,-,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,boxiˈa,ɐ̃j̃bɾuˈʎaɾ,bo.xi.ˈa,ɐ̃j̃.bɾu.ˈʎaɾ,ˈa,ˈʎaɾ,3,3,,embrulhar,wrap up,Bandeira2017[366-412],
Fa d’Ambo,ˈda,ˈdaɾ,ˈda,ˈdaɾ,ˈda,ˈdaɾ,1,1,,dar,give,Bandeira2017[366-412],
Fa d’Ambo,dɐ̃ˈsaɾ,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,dɐ̃,dɐ̃,1,1,,dançar,to dance,Bandeira2017[366-412],
Fa d’Ambo,dɐ̃ˈsaɾ,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,,dançar,to dance,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,de:,dɨ,1,1,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,-,ʀɨ,-,2,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ˈte,ˈteɾ,2,3,,derreter,to melt,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒjuˈni,duɾˈmiɾ,d̠ʒju.ˈni,duɾ.ˈmiɾ,d̠ʒju,duɾ,1,1,,dormir,to sleep,Bandeira2017[366-412],
Fa d’Ambo,d̠ʒjuˈni,duɾˈmiɾ,d̠ʒju.ˈni,duɾ.ˈmiɾ,ˈni,ˈmiɾ,2,2,,dormir,to sleep,Bandeira2017[366-412],
Fa d’Ambo,faˈla,fɐˈlaɾ,fa.ˈla,fɐ.ˈlaɾ,fa,fɐ,1,1,,falar,say,Bandeira2017[366-412],
Fa d’Ambo,faˈla,fɐˈlaɾ,fa.ˈla,fɐ.ˈlaɾ,ˈla,ˈlaɾ,2,2,,falar,say,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,fa,-,1,-,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,ˈmĩ,mẽ,2,1,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,ʃi,ˈtiɾ,3,2,,mentir,to lie,Bandeira2017[366-412],
