Language,SourceWord,TargetWord,SourceWordSyllable,TargetWordSyylable,TargetSyllable,SourceSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,References,Notes
Fa d’Ambo,faˈmĩʃila,mẽˈtiɾ,fa.ˈmĩ.ʃi.la,mẽ.ˈtiɾ,la,-,4,-,,mentir,to lie,Bandeira2017[366-412],
Fa d’Ambo,fa:ˈta,falˈtaɾ,fa:.ˈta,faɫ.ˈtaɾ,fa:,faɫ,1,1,,faltar,be absent,Bandeira2017[366-412],
Fa d’Ambo,fa:ˈta,falˈtaɾ,fa:.ˈta,faɫ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,faltar,be absent,Bandeira2017[366-412],
Fa d’Ambo,minˈza,miˈʒaɾ,min.ˈza,mi.ˈʒaɾ,min,mi,1,1,,mijar,urinate,Bandeira2017[366-412],
Fa d’Ambo,minˈza,miˈʒaɾ,min.ˈza,mi.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,,mijar,urinate,Bandeira2017[366-412],
Fa d’Ambo,fɛ̃ˈdɛ,fɨˈdeɾ,fɛ̃.ˈdɛ,fɨ.ˈdeɾ,fɛ̃,fɨ,1,1,,feder,stink,Bandeira2017[366-412],
Fa d’Ambo,fɛ̃ˈdɛ,fɨˈdeɾ,fɛ̃.ˈdɛ,fɨ.ˈdeɾ,ˈdɛ,ˈdeɾ,2,2,,feder,stink,Bandeira2017[366-412],
Fa d’Ambo,kɛˈda,fiˈkaɾ,kɛ.ˈda,fi.ˈkaɾ,,,,,,ficar,stay,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,-,ɨʃ,-,1,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,fɛ:,fɾɨ,1,2,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fɛ:ˈga,ɨʃfɾɨˈgaɾ,fɛ:.ˈga,ɨʃ.fɾɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,esfregar,rub,Bandeira2017[366-412],
Fa d’Ambo,fu:ˈga,fɔɫˈgaɾ,fu:.ˈga,fɔɫ.ˈgaɾ,fu:,fɔɫ,1,1,,folgar,play,Bandeira2017[366-412],
Fa d’Ambo,fu:ˈga,fɔɫˈgaɾ,fu:.ˈga,fɔɫ.ˈgaɾ,ˈga,ˈgaɾ,2,2,,folgar,play,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,-,dɨ,-,1,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,fũ,fu,1,2,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,fũˈmɐ̃,dɨfuˈmaɾ,fũ.ˈmɐ̃,dɨ.fu.ˈmaɾ,ˈmɐ̃,ˈmaɾ,2,3,,defumar,smoke,Bandeira2017[366-412],
Fa d’Ambo,gusˈta,guʃˈtaɾ,gus.ˈta,guʃ.ˈtaɾ,gus,guʃ,1,1,,gostar,like,Bandeira2017[366-412],
Fa d’Ambo,gusˈta,guʃˈtaɾ,gus.ˈta,guʃ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,gostar,like,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈda,ɨʃpɨˈɾaɾ,ga:.ˈda,ɨʃ.pɨ.ˈɾaɾ,,,,,,esperar,to wait,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,-,ɐ,-,1,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,xa,kɐ,1,2,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈba,ɐkɐˈbaɾ,xa.ˈba,ɐ.kɐ.ˈbaɾ,ˈba,ˈbaɾ,2,3,,acabar,finish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,-,ɨʃ,-,1,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,xa,kɐ,1,2,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xaˈma,ɨʃkɐˈmaɾ,xa.ˈma,ɨʃ.kɐ.ˈmaɾ,ˈma,ˈmaɾ,2,3,,escamar,scale fish,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃nˈta,kɐ̃ˈtaɾ,xɐ̃n.ˈta,kɐ̃.ˈtaɾ,xɐ̃n,kɐ̃,1,1,,cantar,sing,Bandeira2017[366-412],
Fa d’Ambo,xɐ̃nˈta,kɐ̃ˈtaɾ,xɐ̃n.ˈta,kɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,2,,cantar,sing,Bandeira2017[366-412],
Fa d’Ambo,xaˈza,kɐˈzaɾ,xa.ˈza,kɐ.ˈzaɾ,xa,kɐ,1,1,,casar,marry,Bandeira2017[366-412],
Fa d’Ambo,xaˈza,kɐˈzaɾ,xa.ˈza,kɐ.ˈzaɾ,ˈza,ˈzaɾ,2,2,,casar,marry,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,xa,kɨ,1,1,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,bɛ,ˈbɾaɾ,2,2,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xabɛˈla,kɨˈbɾaɾ,xa.bɛ.ˈla,kɨ.ˈbɾaɾ,ˈla,-,3,-,,quebrar,split,Bandeira2017[366-412],
Fa d’Ambo,xeˈle,ˈkɾeɾ,xe.ˈle,ˈkɾeɾ,xe,ˈkɾeɾ,1,1,,crer,believe,Bandeira2017[366-412],
Fa d’Ambo,xeˈle,ˈkɾeɾ,xe.ˈle,ˈkɾeɾ,ˈle,-,2,-,,crer,believe,Bandeira2017[366-412],
Fa d’Ambo,kaˈma,kɐjˈmaɾ,ka.ˈma,kɐj.ˈmaɾ,ka,kɐj,1,1,,queimar,burn,Bandeira2017[366-412],
Fa d’Ambo,kaˈma,kɐjˈmaɾ,ka.ˈma,kɐj.ˈmaɾ,ˈma,ˈmaɾ,2,2,,queimar,burn,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,-,ɨʃ,-,1,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,xɛ̃j,kẽ,1,2,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,xɛ̃jˈta,ɨʃkẽˈtaɾ,xɛ̃j.ˈta,ɨʃ.kẽ.ˈtaɾ,ˈta,ˈtaɾ,2,3,,esquentar,warm up,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,-,ɨʃ,-,1,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,ke,kɛ,1,2,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,keˈse,ɨʃkɛˈseɾ,ke.ˈse,ɨʃ.kɛ.ˈseɾ,ˈse,ˈseɾ,2,3,,esquecer,to forget,Bandeira2017[366-412],
Fa d’Ambo,kaˈe,kɐˈiɾ,ka.ˈe,kɐ.ˈiɾ,ka,kɐ,1,1,,cair,fall,Bandeira2017[366-412],
Fa d’Ambo,kaˈe,kɐˈiɾ,ka.ˈe,kɐ.ˈiɾ,ˈe,ˈiɾ,2,2,,cair,fall,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,ga:,kɐ,1,1,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,-,ʀɨ,-,2,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,ga:ˈga,kɐʀɨˈgaɾ,ga:.ˈga,kɐ.ʀɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,carregar,load,Bandeira2017[366-412],
Fa d’Ambo,xe:ˈse,kɾɨʃˈseɾ,xe:.ˈse,kɾɨʃ.ˈseɾ,xe:,kɾɨʃ,1,1,,crescer,grow,Bandeira2017[366-412],
Fa d’Ambo,xe:ˈse,kɾɨʃˈseɾ,xe:.ˈse,kɾɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,,crescer,grow,Bandeira2017[366-412],
Fa d’Ambo,fɔˈlɔ,,fɔ.ˈlɔ,,,,,,,raspar,scrape,Bandeira2017[366-412],
Fa d’Ambo,kiˈli,kuˈʎeɾ,ki.ˈli,ku.ˈʎeɾ,ki,ku,1,1,,colher,harvest,Bandeira2017[366-412],
Fa d’Ambo,kiˈli,kuˈʎeɾ,ki.ˈli,ku.ˈʎeɾ,ˈli,ˈʎeɾ,2,2,,colher,harvest,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,-,ɨʃ,-,1,,escolher,choose,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,ku,ku,1,2,,escolher,choose,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɨʃkuˈʎeɾ,ku.ˈʎa,ɨʃ.ku.ˈʎeɾ,ˈʎa,ˈʎeɾ,2,3,,escolher,choose,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,-,ɐ̃j̃,-,1,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,ku,ku,1,2,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,kuˈʎa,ɐ̃j̃kuˈʎeɾ,ku.ˈʎa,ɐ̃j̃.ku.ˈʎeɾ,ˈʎa,ˈʎeɾ,2,3,,encolher,shrink,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,-,ɨʃ,-,1,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,xon,kõ,1,2,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,xonˈde,ɨʃkõˈdeɾ,xon.ˈde,ɨʃ.kõ.ˈdeɾ,ˈde,ˈdeɾ,2,3,,esconder,hide,Bandeira2017[366-412],
Fa d’Ambo,tɔˈpa,tuˈpaɾ,tɔˈpa,tu.ˈpaɾ,tɔ,tu,1,1,,topar (encontrar),to find,Bandeira2017[366-412],
Fa d’Ambo,tɔˈpa,tuˈpaɾ,tɔˈpa,tu.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,topar (encontrar),to find,Bandeira2017[366-412],
Fa d’Ambo,xoˈle,kuʀeɾ,xo.ˈle,ku.ˈʀeɾ,xo,ku,1,1,,correr,To run,Bandeira2017[366-412],
Fa d’Ambo,xoˈle,kuʀeɾ,xo.ˈle,ku.ˈʀeɾ,ˈle,ˈʀeɾ,2,2,,correr,To run,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈta,kuɾˈtaɾ,ku:.ˈta,kuɾ.ˈtaɾ,ku:,kuɾ,1,1,,cortar,cut,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈta,kuɾˈtaɾ,ku:.ˈta,kuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,,cortar,cut,Bandeira2017[366-412],
Fa d’Ambo,kuˈsa,kuˈsaɾ,ku.ˈsa,ku.ˈsaɾ,ku,ku,1,1,,coçar,scratch,Bandeira2017[366-412],
Fa d’Ambo,kuˈsa,kuˈsaɾ,ku.ˈsa,ku.ˈsaɾ,ˈsa,ˈsaɾ,2,2,,coçar,scratch,Bandeira2017[366-412],
Fa d’Ambo,xoˈze,kuˈzeɾ,xo.ˈze,ku.ˈzeɾ,xo,ku,1,1,,coser,sew,Bandeira2017[366-412],
Fa d’Ambo,xoˈze,kuˈzeɾ,xo.ˈze,ku.ˈzeɾ,ˈze,ˈzeɾ,2,2,,coser,sew,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,ku,ku,1,1,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,bi,ˈbɾiɾ,2,2,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kubiˈli,kuˈbɾiɾ,ku.bi.ˈli,ku.ˈbɾiɾ,ˈli,-,3,-,,cobrir,cover,Bandeira2017[366-412],
Fa d’Ambo,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,1,1,,cuidar,care,Bandeira2017[366-412],
Fa d’Ambo,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈda,ˈdaɾ,2,2,,cuidar,care,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈpa,kuɫˈpaɾ,ku:.ˈpa,kuɫ.ˈpaɾ,ku:,kuɫ,1,1,,culpar,to blame,Bandeira2017[366-412],
Fa d’Ambo,ku:ˈpa,kuɫˈpaɾ,ku:.ˈpa,kuɫ.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,culpar,to blame,Bandeira2017[366-412],
Fa d’Ambo,kuˈmi,kuˈmeɾ,ku.ˈmi,ku.ˈmeɾ,ku,ku,1,1,,comer,to eat,Bandeira2017[366-412],
Fa d’Ambo,kuˈmi,kuˈmeɾ,ku.ˈmi,ku.ˈmeɾ,ˈmi,ˈmeɾ,2,2,,comer,to eat,Bandeira2017[366-412],
Fa d’Ambo,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,1,1,,curar,heal,Bandeira2017[366-412],
Fa d’Ambo,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ˈla,ˈɾaɾ,2,2,,curar,heal,Bandeira2017[366-412],
Fa d’Ambo,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,la,lɐ,1,1,,lavar,wash,Bandeira2017[366-412],
Fa d’Ambo,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,ˈba,ˈvaɾ,2,2,,lavar,wash,Bandeira2017[366-412],
Fa d’Ambo,luˈza,lɐ̃ˈsaɾ,lu.ˈza,lɐ̃.ˈsaɾ,lu,lɐ̃,1,1,,lançar,to throw up,Bandeira2017[366-412],
Fa d’Ambo,luˈza,lɐ̃ˈsaɾ,lu.ˈza,lɐ̃.ˈsaɾ,ˈza,ˈsaɾ,2,2,,lançar,to throw up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,-,lɨ,-,1,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,lɐ̃,vɐ̃,1,2,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,lɐ̃ˈta,lɨvɐ̃ˈtaɾ,lɐ̃.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,3,,levantar,get up,Bandeira2017[366-412],
Fa d’Ambo,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,,,,,,lamber,lick,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,bi,bɾi,1,1,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,li,ˈʎaɾ,2,2,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,biliˈa,bɾiˈʎaɾ,bi.li.ˈa,bɾi.ˈʎaɾ,ˈa,-,3,-,,brilhar,shine,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,-,ɐ,-,1,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,ma,mɐ,1,2,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,maˈla,ɐmɐˈʀaɾ,ma.ˈla,ɐ.mɐ.ˈʀaɾ,ˈla,ˈʀaɾ,2,3,,amarrar,tie,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,-,tɾɨ,-,1,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmɛ̃,ˈmẽ,1,2,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,du,du,2,3,,tremendo,to fear,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,nɛ,nɨ,1,1,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,sɛ,sɨ,2,2,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,si,si,3,3,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,nɛsɛsiˈta,nɨsɨsiˈtaɾ,nɛ.sɛ.si.ˈta,nɨ.sɨ.si.ˈtaɾ,ˈta,ˈtaɾ,4,4,,necessitar,to want,Bandeira2017[366-412],
Fa d’Ambo,mũˈgwa,mĩˈgwaɾ,mũ.ˈgwa,mĩ.ˈgwaɾ,mũ,mĩ,1,1,,minguar,wane,Bandeira2017[366-412],
Fa d’Ambo,mũˈgwa,mĩˈgwaɾ,mũ.ˈgwa,mĩ.ˈgwaɾ,ˈgwa,ˈgwaɾ,2,2,,minguar,wane,Bandeira2017[366-412],
Fa d’Ambo,mũˈda,muɾˈdeɾ,mũ.ˈda,muɾ.ˈdeɾ,mũ,muɾ,1,1,,morder,to bite,Bandeira2017[366-412],
Fa d’Ambo,mũˈda,muɾˈdeɾ,mũ.ˈda,muɾ.ˈdeɾ,da,ˈdeɾ,2,2,,morder,to bite,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈna,gɐˈɲaɾ,ŋgɐ̃.ˈna,gɐ.ˈɲaɾ,ŋgɐ̃,gɐ,1,1,,ganhar,to earn,Bandeira2017[366-412],
Fa d’Ambo,ŋgɐ̃ˈna,gɐˈɲaɾ,ŋgɐ̃.ˈna,gɐ.ˈɲaɾ,ˈna,ˈɲaɾ,2,2,,ganhar,to earn,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,-,ɐ,-,1,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,pa,pɐ,1,2,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈga,ɐpɐˈgaɾ,pa.ˈga,ɐ.pɐ.ˈgaɾ,ˈga,ˈgaɾ,2,3,,apagar,delete,Bandeira2017[366-412],
Fa d’Ambo,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,pa,pɐ,1,1,,papar,chew,Bandeira2017[366-412],
Fa d’Ambo,paˈpa,pɐˈpaɾ,pa.ˈpa,pɐ.ˈpaɾ,ˈpa,ˈpaɾ,2,2,,papar,chew,Bandeira2017[366-412],
Fa d’Ambo,pinˈd̠ʒi,pɨˈdiɾ,pin.ˈd̠ʒi,pɨ.ˈdiɾ,pɨ,pɨ,1,1,,pedir,ask,Bandeira2017[366-412],
Fa d’Ambo,pinˈd̠ʒi,pɨˈdiɾ,pin.ˈd̠ʒi,pɨ.ˈdiɾ,ˈd̠ʒi,ˈdiɾ,2,2,,pedir,ask,Bandeira2017[366-412],
Fa d’Ambo,piˈza,piˈzaɾ,pi.ˈza,pi.ˈzaɾ,pi,pi,1,1,,pisar (empurrar),to push,Bandeira2017[366-412],
Fa d’Ambo,piˈza,piˈzaɾ,pi.ˈza,pi.ˈzaɾ,ˈza,ˈzaɾ,2,2,,pisar (empurrar),to push,Bandeira2017[366-412],
Fa d’Ambo,pɛ:ˈgwa,pɾɨˈgaɾ,pɛ:.ˈgwa,pɾɨ.ˈgaɾ,pɛ:,pɾɨ,1,1,,pregar,pin,Bandeira2017[366-412],
Fa d’Ambo,pɛ:ˈgwa,pɾɨˈgaɾ,pɛ:.ˈgwa,pɾɨ.ˈgaɾ,ˈgwa,ˈgaɾ,2,2,,pregar,pin,Bandeira2017[366-412],
Fa d’Ambo,pẽˈde,pɨɾˈdeɾ,pẽ.ˈde,pɨɾ.ˈdeɾ,pẽ,pɨɾ,1,1,,perder,to lose,Bandeira2017[366-412],
Fa d’Ambo,pẽˈde,pɨɾˈdeɾ,pẽ.ˈde,pɨɾ.ˈdeɾ,ˈde,ˈdeɾ,2,2,,perder,to lose,Bandeira2017[366-412],
Fa d’Ambo,pu:ˈga,puɾˈgaɾ,pu:.ˈga,puɾ.ˈgaɾ,pu:,puɾ,1,1,,purgar,purge,Bandeira2017[366-412],
Fa d’Ambo,pu:ˈga,puɾˈgaɾ,pu:.ˈga,puɾ.ˈgaɾ,ˈga,ˈgaɾ,2,2,,purgar,purge,Bandeira2017[366-412],
Fa d’Ambo,xaˈla,ʀɐˈlaɾ,xa.ˈla,ʀɐ.ˈlaɾ,xa,ʀɐ,1,1,,ralar,grate,Bandeira2017[366-412],
Fa d’Ambo,xaˈla,ʀɐˈlaɾ,xa.ˈla,ʀɐ.ˈlaɾ,ˈla,ˈlaɾ,2,2,,ralar,grate,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,-,ɐ,-,1,,arrancar,pluck out,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,laŋ,ʀɐ̃,1,2,,arrancar,pluck out,Bandeira2017[366-412],
Fa d’Ambo,laŋˈxa,ɐʀɐ̃ˈkaɾ,laŋ.ˈxa,ɐ.ʀɐ̃.ˈkaɾ,ˈxa,ˈkaɾ,2,3,,arrancar,pluck out,Bandeira2017[366-412],
Fa d’Ambo,liˈgi,ɛɾˈgeɾ,li.ˈgi,ɛɾ.ˈgeɾ,li,ɛɾ,1,1,,erguer,raise,Bandeira2017[366-412],
Fa d’Ambo,liˈgi,ɛɾˈgeɾ,li.ˈgi,ɛɾ.ˈgeɾ,ˈgi,ˈgeɾ,2,2,,erguer,raise,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,lõ,ʀõ,1,1,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,xu,ˈkaɾ,2,2,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,lõxuˈa,ʀõˈkaɾ,lõ.xu.ˈa,ʀõ.ˈkaɾ,ˈa,-,3,-,,roncar,snore,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,-,pu,1,1,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,sɛ,ˈʃaɾ,2,2,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,sɛˈa,puˈʃaɾ,sɛ.ˈa,pu.ˈʃaɾ,ˈa,-,3,-,,puxar,pull,Bandeira2017[366-412],
Fa d’Ambo,suguˈi,ɐʒiˈtaɾ,su.gu.ˈi,ɐ.ʒi.ˈtaɾ,,,,,,agitar,shake,Bandeira2017[366-412],not of Portuguese origin
Fa d’Ambo,sa:ˈga,salˈgaɾ,sa:.ˈga,saɫ.ˈgaɾ,sa:,saɫ,1,1,,salgar,salt,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈga,salˈgaɾ,sa:.ˈga,saɫ.ˈgaɾ,ˈga,ˈgaɾ,2,2,,salgar,salt,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈva,saɫˈvaɾ,sa:.ˈva,saɫ.ˈvaɾ,sa,saɫ,1,1,,salvar,save,Bandeira2017[366-412],
Fa d’Ambo,sa:ˈva,saɫˈvaɾ,sa:.ˈva,saɫ.ˈvaɾ,ˈva,ˈvaɾ,2,2,,salvar,save,Bandeira2017[366-412],
Fa d’Ambo,saˈma,ʃɐˈmaɾ,sa.ˈma,ʃɐ.ˈmaɾ,sa,ʃɐ,1,1,,chamar,call,Bandeira2017[366-412],
Fa d’Ambo,saˈma,ʃɐˈmaɾ,sa.ˈma,ʃɐ.ˈmaɾ,ˈma,ˈmaɾ,2,2,,chamar,call,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,su,sɨ,1,1,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,ɡu,ɡu,2,2,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,suguˈla,sɨɡuˈɾaɾ,su.gu.ˈla,sɨ.ɡu.ˈɾaɾ,ˈla,ˈɾaɾ,3,3,,segurar,hold,Bandeira2017[366-412],
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,-,ɐ,-,1,,acender,light up,Bandeira2017[366-412],
Fa d’Ambo,sẽˈde,ɐsẽˈdeɾ,sẽ.ˈde,ɐ.sẽ.ˈdeɾ,sẽ,sẽ,1,2,,acender,light up,Bandeira2017[366-412],
