Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceTargetEq,Audit,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference
Angolar,ˈvedi,ˈveɾdɨ,ˈve.di,ˈveɾ.dɨ,ve,veɾ,FALSE,,2,2,1,1,Initial,Initial,0,di,0,dɨ,,verde,green,Bandeira2017[366-412]
Angolar,ˈvedi,ˈveɾdɨ,ˈve.di,ˈveɾ.dɨ,di,dɨ,FALSE,,2,2,2,2,Final,Final,ˈve,2,ˈveɾ,2,,verde,green,Bandeira2017[366-412]
Angolar,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,ve,vɨɾ,FALSE,,2,3,1,,Initial,#N/A,0,ˈme,0,ˈmɐj,,vermelho,red,Bandeira2017[366-412]
Angolar,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,me,mɐj,FALSE,,2,3,2,2,Final,Medial,ve,-,vɨɾ,ʎu,,vermelho,red,Bandeira2017[366-412]
Angolar,veˈme,vɨɾˈmɐjʎu,ve.ˈme,vɨɾ.ˈmɐj.ʎu,-,ʎu,FALSE,,2,3,-,3,-,Final,ˈme,-,ˈmɐj,3,,vermelho,red,Bandeira2017[366-412]
Angolar,ŋgaˈpo,kɐɾɐˈpaw,ŋ.ga.ˈpo,kɐ.ɾɐ.ˈpaw,ŋ,kɐ,FALSE,,3,3,1,1,Initial,Initial,0,ga,0,ɾɐ,,carapau,scad,Bandeira2017[366-412]
Angolar,ŋgaˈpo,kɐɾɐˈpaw,ŋ.ga.ˈpo,kɐ.ɾɐ.ˈpaw,ga,ɾɐ,FALSE,,3,3,2,2,Medial,Medial,ŋ,ˈpo,kɐ,ˈpaw,,carapau,scad,Bandeira2017[366-412]
Angolar,ŋgaˈpo,kɐɾɐˈpaw,ŋ.ga.ˈpo,kɐ.ɾɐ.ˈpaw,po,paw,FALSE,,3,3,3,3,Final,Final,ga,3,ɾɐ,3,,carapau,scad,Bandeira2017[366-412]
Angolar,kikiˈe,ˈpejʃɨ,ki.ki.ˈe,ˈpej.ʃɨ,ki,pej,FALSE,,3,2,1,1,Initial,Initial,0,ki,0,ʃɨ,,peixe,fish,Bandeira2017[366-412]
Angolar,kikiˈe,ˈpejʃɨ,ki.ki.ˈe,ˈpej.ʃɨ,ki,ʃɨ,FALSE,,3,2,2,2,Medial,Final,ki,ˈe,ˈpej,-,,peixe,fish,Bandeira2017[366-412]
Angolar,kikiˈe,ˈpejʃɨ,ki.ki.ˈe,ˈpej.ʃɨ,e,-,FALSE,,3,2,3,-,Final,-,ki,3,ʃɨ,-,,peixe,fish,Bandeira2017[366-412]
Angolar,va:ˈdo,vuɐˈdoɾ,va:.ˈdo,vu.ɐ.ˈdoɾ,va:,vu,FALSE,,2,3,1,1,Initial,Initial,0,ˈdo,0,ɐ,,voador,flying fish,Bandeira2017[366-412]
Angolar,va:ˈdo,vuɐˈdoɾ,va:.ˈdo,vu.ɐ.ˈdoɾ,-,ɐ,FALSE,,2,3,-,2,Final,Medial,va:,-,vu,ˈdoɾ,,voador,flying fish,Bandeira2017[366-412]
Angolar,va:ˈdo,vuɐˈdoɾ,va:.ˈdo,vu.ɐ.ˈdoɾ,do,doɾ,FALSE,,2,3,2,3,-,Final,ˈdo,-,ɐ,3,,voador,flying fish,Bandeira2017[366-412]
Angolar,biˈsigɐ,vɐˈɾiulɐ,biˈ.si.gɐ,vɐˈ.ɾiu.lɐ,bi,vɐ,FALSE,,3,3,1,1,Initial,Initial,0,si,0,ɾiu,,varíola,variola,Bandeira2017[366-412]
Angolar,biˈsigɐ,vɐˈɾiulɐ,biˈ.si.gɐ,vɐˈ.ɾiu.lɐ,si,ɾiu,FALSE,,3,3,2,2,Medial,Medial,biˈ,gɐ,vɐˈ,lɐ,,varíola,variola,Bandeira2017[366-412]
Angolar,biˈsigɐ,vɐˈɾiulɐ,biˈ.si.gɐ,vɐˈ.ɾiu.lɐ,gɐ,lɐ,FALSE,,3,3,3,3,Final,Final,si,3,ɾiu,3,,varíola,variola,Bandeira2017[366-412]
Angolar,ˈfɛbɛ,ˈfɛbɾɨ,ˈfɛ.bɛ,ˈfɛ.bɾɨ,ˈfɛ,ˈfɛ,TRUE,,2,2,1,1,Initial,Initial,0,bɛ,0,bɾɨ,,febre,fever,Bandeira2017[366-412]
Angolar,ˈfɛbɛ,ˈfɛbɾɨ,ˈfɛ.bɛ,ˈfɛ.bɾɨ,fɛ,fɛ,TRUE,,,,1,1,,,,,,,,febre,fever,Bandeira2017[366-412]
Angolar,ˈfɛbɛ,ˈfɛbɾɨ,ˈfɛ.bɛ,ˈfɛ.bɾɨ,bɛ,bɾɨ,FALSE,,2,2,2,2,Final,Final,ˈfɛ,2,ˈfɛ,2,,febre,fever,Bandeira2017[366-412]
Angolar,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,fi:,fɨ,FALSE,,7,3,1,1,Initial,Initial,0,1,0,ˈɾi,,ferida,wound,Bandeira2017[366-412]
Angolar,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,-,ɾi,FALSE,,2,3,-,2,Final,Medial,0,-,fɨ,dɐ,,ferida,wound,Bandeira2017[366-412]
Angolar,ˈfi:dɐ,fɨˈɾidɐ,ˈfi:.dɐ,fɨ.ˈɾi.dɐ,dɐ,dɐ,TRUE,,2,3,2,3,-,Final,dɐ,-,ˈɾi,3,,ferida,wound,Bandeira2017[366-412]
Angolar,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,ˈlɛ,ˈlɛ,TRUE,,2,2,1,1,Initial,Initial,0,pɐ,0,pɾɐ,,lepra,leprosy,Bandeira2017[366-412]
Angolar,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,lɛ,lɛ,TRUE,,,,1,1,,,,,,,,lepra,leprosy,Bandeira2017[366-412]
Angolar,ˈlɛpɐ,ˈlɛpɾɐ,ˈlɛ.pɐ,ˈlɛ.pɾɐ,pɐ,pɾɐ,FALSE,,2,2,2,2,Final,Final,ˈlɛ,2,ˈlɛ,2,,lepra,leprosy,Bandeira2017[366-412]
Angolar,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ba,vɐj,FALSE,,2,2,1,1,Initial,Initial,0,ˈja,0,ˈaɾ,,vaiar,cast a spell,Bandeira2017[366-412]
Angolar,baˈja,vɐjˈaɾ,ba.ˈja,vɐj.ˈaɾ,ja,aɾ,FALSE,,2,2,2,2,Final,Final,ba,2,vɐj,2,,vaiar,cast a spell,Bandeira2017[366-412]
Angolar,baˈli,vɐˈʀeɾ,ba.ˈli,vɐ.ˈʀeɾ,ba,vɐ,FALSE,,2,2,1,1,Initial,Initial,0,ˈli,0,ˈʀeɾ,,varrer,sweep,Bandeira2017[366-412]
Angolar,baˈli,vɐˈʀeɾ,ba.ˈli,vɐ.ˈʀeɾ,li,ʀeɾ,FALSE,,2,2,2,2,Final,Final,ba,2,vɐ,2,,varrer,sweep,Bandeira2017[366-412]
Angolar,ˈbe,ˈveɾ,ˈbe,ˈveɾ,be,veɾ,FALSE,,1,1,1,1,Final,Final,0,1,0,1,,ver,see,Bandeira2017[366-412]
Angolar,ˈbi,ˈviɾ,ˈbi,ˈviɾ,bi,viɾ,FALSE,,1,1,1,1,Final,Final,0,1,0,1,,vir,come,Bandeira2017[366-412]
Angolar,biˈsi,vɨʃˈtiɾ,bi.ˈsi,vɨʃ.ˈtiɾ,bi,vɨʃ,FALSE,,2,2,1,1,Initial,Initial,0,ˈsi,0,ˈtiɾ,,vestir,get dressed,Bandeira2017[366-412]
Angolar,biˈsi,vɨʃˈtiɾ,bi.ˈsi,vɨʃ.ˈtiɾ,si,tiɾ,FALSE,,2,2,2,2,Final,Final,bi,2,vɨʃ,2,,vestir,get dressed,Bandeira2017[366-412]
Angolar,ˈfa,fɐˈlaɾ,ˈfa,fɐ.ˈlaɾ,fa,fɐ,FALSE,,1,2,1,1,Final,Initial,0,-,0,ˈlaɾ,,falar,say,Bandeira2017[366-412]
Angolar,ˈfa,fɐˈlaɾ,ˈfa,fɐ.ˈlaɾ,-,laɾ,FALSE,,1,2,-,2,-,Final,ˈfa,-,fɐ,2,,falar,say,Bandeira2017[366-412]
Angolar,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,fa,fal,FALSE,,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,faltar,miss,Bandeira2017[366-412]
Angolar,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,ta,taɾ,FALSE,,2,2,2,2,Final,Final,fa,2,fal,2,,faltar,miss,Bandeira2017[366-412]
Angolar,ˈũfwa,fɨˈdeɾ,ˈũ.fwa,fɨˈ.deɾ,,,TRUE,,2,2,,,#N/A,#N/A,0,,0,,,feder,stink,Bandeira2017[366-412]
Angolar,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,fi,fi,TRUE,,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,,ficar,stay,Bandeira2017[366-412]
Angolar,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,fi,fi,TRUE,,,,1,1,,,,,,,,ficar,stay,Bandeira2017[366-412]
Angolar,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,ka,kaɾ,FALSE,,2,2,2,2,Final,Final,fi,2,fi,2,,ficar,stay,Bandeira2017[366-412]
Angolar,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,fɔ,fɔl,FALSE,,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,folgar,play,Bandeira2017[366-412]
Angolar,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,ga,gaɾ,FALSE,,2,2,2,2,Final,Final,fɔ,2,fɔl,2,,folgar,play,Bandeira2017[366-412]
Angolar,goˈgo,guʃˈtaɾ,go.ˈgo,guʃ.ˈtaɾ,go,guʃ,FALSE,,2,2,1,1,Initial,Initial,0,ˈgo,0,ˈtaɾ,,gostar,like,Bandeira2017[366-412]
Angolar,goˈgo,guʃˈtaɾ,go.ˈgo,guʃ.ˈtaɾ,go,taɾ,FALSE,,2,2,2,2,Final,Final,go,2,guʃ,2,,gostar,like,Bandeira2017[366-412]
Angolar,kaˈta,kɐ̃ˈtaɾ,ka.ˈta,kɐ̃.ˈtaɾ,ka,kɐ̃,FALSE,,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cantar,sing,Bandeira2017[366-412]
Angolar,kaˈta,kɐ̃ˈtaɾ,ka.ˈta,kɐ̃.ˈtaɾ,ta,taɾ,FALSE,,2,2,2,2,Final,Final,ka,2,kɐ̃,2,,cantar,sing,Bandeira2017[366-412]
Angolar,kaˈða,kɐˈzaɾ,ka.ˈða,kɐ.ˈzaɾ,ka,kɐ,FALSE,,2,2,1,1,Initial,Initial,0,ˈða,0,ˈzaɾ,,casar,marry,Bandeira2017[366-412]
Angolar,kaˈða,kɐˈzaɾ,ka.ˈða,kɐ.ˈzaɾ,ða,zaɾ,FALSE,,2,2,2,2,Final,Final,ka,2,kɐ,2,,casar,marry,Bandeira2017[366-412]
Angolar,keˈle,ˈkɾeɾ,ke.ˈle,ˈkɾeɾ,ke,kɾeɾ,FALSE,,2,1,1,1,Initial,Final,0,ˈle,0,-,,crer,believe,Bandeira2017[366-412]
Angolar,keˈle,ˈkɾeɾ,ke.ˈle,ˈkɾeɾ,le,-,FALSE,,2,1,2,-,Final,-,ke,2,ˈkɾeɾ,-,,crer,believe,Bandeira2017[366-412]
Angolar,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,kɛ,kej,FALSE,,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,queimar,burn,Bandeira2017[366-412]
Angolar,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,ma,maɾ,FALSE,,2,2,2,2,Final,Final,kɛ,2,kej,2,,queimar,burn,Bandeira2017[366-412]
Angolar,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,kje,kɐ,FALSE,,1,2,1,1,Final,Initial,0,-,0,ˈiɾ,,cair,fall,Bandeira2017[366-412]
Angolar,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,-,iɾ,FALSE,,1,2,-,2,-,Final,ˈkje,-,kɐ,2,,cair,fall,Bandeira2017[366-412]
Angolar,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ke,kɾɨʃ,FALSE,,2,2,1,1,Initial,Initial,0,ˈse,0,ˈseɾ,,crescer,grow,Bandeira2017[366-412]
Angolar,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,se,seɾ,FALSE,,2,2,2,2,Final,Final,ke,2,kɾɨʃ,2,,crescer,grow,Bandeira2017[366-412]
Angolar,kuˈje,kuˈʎeɾ,ku.ˈje,ku.ˈʎeɾ,ku,ku,TRUE,,2,2,1,1,Initial,Initial,0,ˈje,0,ˈʎeɾ,,colher,harvest,Bandeira2017[366-412]
Angolar,kuˈje,kuˈʎeɾ,ku.ˈje,ku.ˈʎeɾ,ku,ku,TRUE,,,,1,1,,,,,,,,colher,harvest,Bandeira2017[366-412]
Angolar,kuˈje,kuˈʎeɾ,ku.ˈje,ku.ˈʎeɾ,je,ʎeɾ,FALSE,,2,2,2,2,Final,Final,ku,2,ku,2,,colher,harvest,Bandeira2017[366-412]
Angolar,koˈle,kuʀeɾ,ko.ˈle,ku.ʀeɾ,ko,ku,FALSE,,2,2,1,1,Initial,Initial,0,ˈle,0,ʀeɾ,,correr,to run,Bandeira2017[366-412]
Angolar,koˈle,kuʀeɾ,ko.ˈle,ku.ʀeɾ,le,ʀeɾ,FALSE,,2,2,2,2,Final,Final,ko,2,ku,2,,correr,to run,Bandeira2017[366-412]
Angolar,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,kɔ,kuɾ,FALSE,,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cortar,cut,Bandeira2017[366-412]
Angolar,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,ta,taɾ,FALSE,,2,2,2,2,Final,Final,kɔ,2,kuɾ,2,,cortar,cut,Bandeira2017[366-412]
Angolar,kɔˈθa,kuˈsaɾ,kɔ.ˈθa,ku.ˈsaɾ,kɔ,ku,FALSE,,2,2,1,1,Initial,Initial,0,ˈθa,0,ˈsaɾ,,coçar,scratch,Bandeira2017[366-412]
Angolar,kɔˈθa,kuˈsaɾ,kɔ.ˈθa,ku.ˈsaɾ,θa,saɾ,FALSE,,2,2,2,2,Final,Final,kɔ,2,ku,2,,coçar,scratch,Bandeira2017[366-412]
Angolar,koˈðe,kuˈzeɾ,ko.ˈðe,ku.ˈzeɾ,ko,ku,FALSE,,2,2,1,1,Initial,Initial,0,ˈðe,0,ˈzeɾ,,coser,sew,Bandeira2017[366-412]
Angolar,koˈðe,kuˈzeɾ,ko.ˈðe,ku.ˈzeɾ,ðe,zer,FALSE,,2,2,2,2,Final,Final,ko,2,ku,2,,coser,sew,Bandeira2017[366-412]
Angolar,ˈmɛ,kuˈmeɾ,ˈmɛ,ku.ˈmeɾ,-,ku,FALSE,,1,2,-,1,Final,Initial,0,-,0,ˈmeɾ,,comer,to eat,Bandeira2017[366-412]
Angolar,ˈmɛ,kuˈmeɾ,ˈmɛ,ku.ˈmeɾ,mɛ,meɾ,FALSE,,1,2,1,2,-,Final,ˈmɛ,-,ku,2,,comer,to eat,Bandeira2017[366-412]
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,ku,ku,TRUE,,2,2,1,1,Initial,Initial,0,ˈzi,0,ˈzeɾ,,cozer,cook,Bandeira2017[366-412]
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,ku,ku,TRUE,,,,1,1,,,,,,,,cozer,cook,Bandeira2017[366-412]
Angolar,kuˈzi,kuˈzeɾ,ku.ˈzi,ku.ˈzeɾ,zi,zeɾ,FALSE,,2,2,2,2,Final,Final,ku,2,ku,2,,cozer,cook,Bandeira2017[366-412]
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,TRUE,,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbɾiɾ,,cobrir,cover,Bandeira2017[366-412]
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,TRUE,,,,1,1,,,,,,,,cobrir,cover,Bandeira2017[366-412]
Angolar,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ˈbi,ˈbɾiɾ,FALSE,,2,2,2,2,Final,Final,ku,2,ku,2,,cobrir,cover,Bandeira2017[366-412]
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,FALSE,,2,2,1,1,Initial,Initial,0,ˈda,0,ˈdaɾ,,cuidar,care,Bandeira2017[366-412]
Angolar,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,da,daɾ,FALSE,,2,2,2,2,Final,Final,ku,2,kuj,2,,cuidar,care,Bandeira2017[366-412]
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ku,kul,FALSE,,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,culpar,to blame,Bandeira2017[366-412]
Angolar,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,pa,paɾ,FALSE,,2,2,2,2,Final,Final,ku,2,kul,2,,culpar,to blame,Bandeira2017[366-412]
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ku,kuʃ,FALSE,,2,2,1,1,Initial,Initial,0,ˈpi,0,ˈpiɾ,,cuspir,spit,Bandeira2017[366-412]
Angolar,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,pi,piɾ,FALSE,,2,2,2,2,Final,Final,ku,2,kuʃ,2,,cuspir,spit,Bandeira2017[366-412]
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,TRUE,,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,curar,heal,Bandeira2017[366-412]
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,ku,ku,TRUE,,,,1,1,,,,,,,,curar,heal,Bandeira2017[366-412]
Angolar,kuˈla,kuˈɾaɾ,ku.ˈla,ku.ˈɾaɾ,la,ɾaɾ,FALSE,,2,2,2,2,Final,Final,ku,2,ku,2,,curar,heal,Bandeira2017[366-412]
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,la,lɐ,FALSE,,2,2,1,1,Initial,Initial,0,ˈba,0,ˈvaɾ,,lavar,wash,Bandeira2017[366-412]
Angolar,laˈba,lɐˈvaɾ,la.ˈba,lɐ.ˈvaɾ,ba,vaɾ,FALSE,,2,2,2,2,Final,Final,la,2,lɐ,2,,lavar,wash,Bandeira2017[366-412]
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,la,lɨ,FALSE,,2,3,1,1,Initial,Initial,0,-,0,vɐ̃,,levantar,get up,Bandeira2017[366-412]
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,-,vɐ̃,FALSE,,2,3,-,2,-,Medial,la,ˈta,lɨ,ˈtaɾ,,levantar,get up,Bandeira2017[366-412]
Angolar,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,ta,taɾ,FALSE,,2,3,2,3,Final,Final,-,2,vɐ̃,3,,levantar,get up,Bandeira2017[366-412]
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,lɔ,lɐ̃,FALSE,,2,2,1,1,Initial,Initial,0,ˈlɔ,0,ˈbeɾ,,lamber,lick,Bandeira2017[366-412]
Angolar,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,lɔ,beɾ,FALSE,,2,2,2,2,Final,Final,lɔ,2,lɐ̃,2,,lamber,lick,Bandeira2017[366-412]
Angolar,luˈzi,luˈziɾ,lu.ˈzi,lu.ˈziɾ,lu,lu,TRUE,,2,2,1,1,Initial,Initial,0,ˈzi,0,ˈziɾ,,luzir,shine,Bandeira2017[366-412]
Angolar,luˈzi,luˈziɾ,luˈzi,lu.ˈziɾ,lu,lu,TRUE,,,,1,1,,,,,,,,luzir,shine,Bandeira2017[366-412]
Angolar,luˈzi,luˈziɾ,luˈzi,lu.ˈziɾ,zi,ziɾ,FALSE,,1,2,2,2,Medial,Final,lu,2,lu,2,,luzir,shine,Bandeira2017[366-412]
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ŋ,-,FALSE,,3,2,1,-,Initial,-,0,gã,0,gɐ,,ganhar,to earn,Bandeira2017[366-412]
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,gã,gɐ,FALSE,,3,2,2,1,Medial,Initial,ŋ,ˈɲa,-,ˈɲaɾ,,ganhar,to earn,Bandeira2017[366-412]
Angolar,ŋgãˈɲa,gɐˈɲaɾ,ŋ.gã.ˈɲa,gɐ.ˈɲaɾ,ɲa,ɲaɾ,FALSE,,3,2,3,2,Final,Final,gã,3,gɐ,2,,ganhar,to earn,Bandeira2017[366-412]
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,ŋgu,vu,FALSE,,3,3,1,1,Initial,Initial,0,mi,0,mi,,vomitar,to throw up,Bandeira2017[366-412]
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,TRUE,,,,2,2,,,,,,,,vomitar,to throw up,Bandeira2017[366-412]
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,mi,mi,TRUE,,3,3,2,2,Medial,Medial,ŋgu,ˈta,vu,ˈtaɾ,,vomitar,to throw up,Bandeira2017[366-412]
Angolar,ŋgumiˈta,vumiˈtaɾ,ŋgu.mi.ˈta,vu.mi.ˈtaɾ,ta,taɾ,FALSE,,3,3,3,3,Final,Final,mi,3,mi,3,,vomitar,to throw up,Bandeira2017[366-412]
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,θa,sal,FALSE,,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,salgar,salt,Bandeira2017[366-412]
Angolar,θaˈga,salˈgaɾ,θa.ˈga,sal.ˈgaɾ,ga,gaɾ,FALSE,,2,2,2,2,Final,Final,θa,2,sal,2,,salgar,salt,Bandeira2017[366-412]
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,θa,sal,FALSE,,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,saltar,jump,Bandeira2017[366-412]
Angolar,θaˈta,salˈtaɾ,θa.ˈta,sal.ˈtaɾ,ta,taɾ,FALSE,,2,2,2,2,Final,Final,θa,2,sal,2,,saltar,jump,Bandeira2017[366-412]
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,θa,sal,FALSE,,2,2,1,1,Initial,Initial,0,ˈva,0,ˈvaɾ,,salvar,save,Bandeira2017[366-412]
Angolar,θaˈva,salˈvaɾ,θa.ˈva,sal.ˈvaɾ,va,vaɾ,FALSE,,2,2,2,2,Final,Final,θa,2,sal,2,,salvar,save,Bandeira2017[366-412]
Angolar,θaˈma,t̠ʃɐˈmaɾ,θa.ˈma,t̠ʃɐ.ˈmaɾ,θa,t̠ʃɐ,FALSE,,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,chamar,call,Bandeira2017[366-412]
Angolar,θaˈma,t̠ʃɐˈmaɾ,θa.ˈma,t̠ʃɐ.ˈmaɾ,ma,maɾ,FALSE,,2,2,2,2,Final,Final,θa,2,t̠ʃɐ,2,,chamar,call,Bandeira2017[366-412]
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,θe,sɨ,FALSE,,2,3,1,1,Initial,Initial,0,ˈgwa,0,ɡu,,segurar,hold,Bandeira2017[366-412]
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,gwa,ɡu,FALSE,,2,3,2,2,Final,Medial,θe,-,sɨ,ˈɾaɾ,,segurar,hold,Bandeira2017[366-412]
Angolar,θeˈgwa,sɨɡuˈɾaɾ,θe.ˈgwa,sɨ.ɡu.ˈɾaɾ,-,ɾaɾ,FALSE,,2,3,-,3,-,Final,ˈgwa,-,ɡu,3,,segurar,hold,Bandeira2017[366-412]
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,θɛ,ʃej,FALSE,,2,2,1,1,Initial,Initial,0,ˈla,0,ˈɾaɾ,,cheirar,smell,Bandeira2017[366-412]
Angolar,θɛˈla,ʃejˈɾaɾ,θɛ.ˈla,ʃej.ˈɾaɾ,la,ɾaɾ,FALSE,,2,2,2,2,Final,Final,θɛ,2,ʃej,2,,cheirar,smell,Bandeira2017[366-412]
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,si,ʃɨ,FALSE,,2,2,1,1,Initial,Initial,0,ˈga,0,ˈɡaɾ,,chegar,arrive,Bandeira2017[366-412]
Angolar,siˈga,ʃɨˈɡaɾ,si.ˈga,ʃɨ.ˈɡaɾ,ga,ɡaɾ,FALSE,,2,2,2,2,Final,Final,si,2,ʃɨ,2,,chegar,arrive,Bandeira2017[366-412]
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,si,sɨ,FALSE,,3,3,1,1,Initial,Initial,0,ˈmj,0,mi,,semear,plant,Bandeira2017[366-412]
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,mj,mi,FALSE,,3,3,2,2,Medial,Medial,si,a,sɨ,ˈaɾ,,semear,plant,Bandeira2017[366-412]
Angolar,siˈmja,sɨmiˈaɾ,si.ˈmj.a,sɨ.mi.ˈaɾ,a,aɾ,FALSE,,3,3,3,3,Final,Final,ˈmj,3,mi,3,,semear,plant,Bandeira2017[366-412]
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,θu,ʃu,FALSE,,2,2,1,1,Initial,Initial,0,ˈa,0,ˈɾaɾ,,chorar,cry,Bandeira2017[366-412]
Angolar,θuˈa,ʃuˈɾaɾ,θu.ˈa,ʃu.ˈɾaɾ,a,ɾaɾ,FALSE,,2,2,2,2,Final,Final,θu,2,ʃu,2,,chorar,cry,Bandeira2017[366-412]
