Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceTargetEq,Audit,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous source,Next source,Previous target,Next target,Process,TargetOrthography,Translation,Reference
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,θɔ,su,FALSE,,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpɾaɾ,,soprar,to blow,Bandeira2017[366-412]
Angolar,θɔˈpa,suˈpɾaɾ,θɔ.ˈpa,su.ˈpɾaɾ,pa,pɾaɾ,FALSE,,2,2,2,2,Final,Final,θɔ,2,su,2,,soprar,to blow,Bandeira2017[366-412]
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,θu,su,FALSE,,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbiɾ,,subir,move up,Bandeira2017[366-412]
Angolar,θuˈbi,suˈbiɾ,θu.ˈbi,su.ˈbiɾ,bi,biɾ,FALSE,,2,2,2,2,Final,Final,θu,2,su,2,,subir,move up,Bandeira2017[366-412]
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,θu,ʃu,FALSE,,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,chupar,suck,Bandeira2017[366-412]
Angolar,θuˈpa,ʃuˈpaɾ,θu.ˈpa,ʃu.ˈpaɾ,pa,paɾ,FALSE,,2,2,2,2,Final,Final,θu,2,ʃu,2,,chupar,suck,Bandeira2017[366-412]
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,θu,su,FALSE,,2,2,1,1,Initial,Initial,0,ˈa,0,ˈaɾ,,suar,sweat,Bandeira2017[366-412]
Angolar,θuˈa,suˈaɾ,θu.ˈa,su.ˈaɾ,a,aɾ,FALSE,,2,2,2,2,Final,Final,θu,2,su,2,,suar,sweat,Bandeira2017[366-412]
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,fo,fuɾ,FALSE,,3,3,1,1,Initial,Initial,0,mĩ,0,ˈmi,,formiga,ant,Bandeira2017[366-412]
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,mĩ,mi,FALSE,,3,3,2,2,Medial,Medial,fo,gɐ,fuɾ,gɐ,,formiga,ant,Bandeira2017[366-412]
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,gɐ,gɐ,TRUE,,,,3,3,,,,,,,,formiga,ant,Bandeira2017[366-412]
Angolar,foˈmĩgɐ,fuɾˈmigɐ,fo.ˈmĩ.gɐ,fuɾ.ˈmi.gɐ,gɐ,gɐ,TRUE,,3,3,3,3,Final,Final,mĩ,3,ˈmi,3,,formiga,ant,Bandeira2017[366-412]
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,vi,vi,TRUE,,3,3,1,1,Initial,Initial,0,ˈzj,0,ˈzi,,vizinho,neighbor,Bandeira2017[366-412]
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,zj,zi,FALSE,,3,3,2,2,Medial,Medial,ɐ̃,ɐ̃,vi,ɲu,,vizinho,neighbor,Bandeira2017[366-412]
Angolar,viˈzjɐ̃,viˈziɲu,vi.ˈzj.ɐ̃,vi.ˈzi.ɲu,ɐ̃,ɲu,FALSE,,3,3,3,3,Final,Final,ˈzj,3,ˈzi,3,,vizinho,neighbor,Bandeira2017[366-412]
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,ˈbɔɾ.dɐ,bɔ,bɔɾ,FALSE,,2,2,1,1,Initial,Initial,0,ˈdɔ,0,dɐ,,borda,pier,Bandeira2017[366-412]
Angolar,bɔˈdɔ,ˈbɔɾdɐ,bɔ.ˈdɔ,bɔɾ.dɐ,dɔ,dɐ,FALSE,,2,1,2,2,Final,Medial,bɔ,2,bɔɾ,2,,borda,pier,Bandeira2017[366-412]
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,fɛ,fej,FALSE,,2,2,1,1,Initial,Initial,0,lɐ,0,ɾɐ,,feira,market,Bandeira2017[366-412]
Angolar,ˈfɛlɐ,ˈfejɾɐ,ˈfɛ.lɐ,ˈfej.ɾɐ,lɐ,ɾɐ,FALSE,,2,2,2,2,Final,Final,ˈfɛ,2,ˈfej,2,,feira,market,Bandeira2017[366-412]
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ŋ,-,FALSE,,3,3,1,-,Initial,Initial,0,-,0,i,,igreja,church,Bandeira2017[366-412]
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,-,i,FALSE,,3,3,-,1,Initial,Initial,ˈŋ,ge:,-,ˈgɾɐj,,igreja,church,Bandeira2017[366-412]
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ge:,gɾɐj,FALSE,,3,3,2,2,-,Medial,-,ðɐ,i,ʒɐ,,igreja,church,Bandeira2017[366-412]
Angolar,ˈŋge:ðɐ,iˈgɾɐjʒɐ,ˈŋ.ge:.ðɐ,i.ˈgɾɐj.ʒɐ,ðɐ,ʒɐ,FALSE,,3,3,3,3,Medial,Final,ge:,2,ˈgɾɐj,3,,igreja,church,Bandeira2017[366-412]
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,kai,ka,FALSE,,1,2,1,1,Final,Initial,0,-,0,zɐ,,casa,house,Bandeira2017[366-412]
Angolar,ˈkai,ˈkazɐ,ˈkai,ˈka.zɐ,-,zɐ,FALSE,,1,2,-,2,-,Final,ˈkai,-,ˈka,2,,casa,house,Bandeira2017[366-412]
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ku,ku,TRUE,,3,3,1,1,Initial,Initial,0,ˈzj,0,ˈzi,,cozinha,kitchen,Bandeira2017[366-412]
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,ku,ku,TRUE,,,,1,1,,,,,,,,cozinha,kitchen,Bandeira2017[366-412]
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,zj,zi,FALSE,,3,3,2,2,Medial,Medial,ku,a,ku,ɲɐ,,cozinha,kitchen,Bandeira2017[366-412]
Angolar,kuˈzja,kuˈziɲɐ,ku.ˈzj.a,ku.ˈzi.ɲɐ,a,ɲɐ,FALSE,,3,3,3,3,Final,Final,ˈzj,3,ˈzi,3,,cozinha,kitchen,Bandeira2017[366-412]
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,pɔ,po,FALSE,,2,2,1,1,Initial,Initial,0,ˈθɔ,0,vu,,povo,city,Bandeira2017[366-412]
Angolar,pɔˈθɔ,ˈpovu,pɔ.ˈθɔ,ˈpo.vu,θɔ,vu,FALSE,,2,2,2,2,Final,Final,pɔ,2,ˈpo,2,,povo,city,Bandeira2017[366-412]
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,pɔ,puɾ,FALSE,,2,2,1,1,Initial,Initial,0,tɔŋ,0,ˈtɐ̃w,,portão,gate,Bandeira2017[366-412]
Angolar,ˈpɔtɔŋ,puɾˈtɐ̃w,ˈpɔ.tɔŋ,puɾ.ˈtɐ̃w,tɔŋ,tɐ̃w,FALSE,,2,2,2,2,Final,Final,ˈpɔ,2,puɾ,2,,portão,gate,Bandeira2017[366-412]
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,θɐ̃,sẽ,FALSE,,3,3,1,1,Initial,Initial,0,ˈða,0,ˈza,,senzala,slave quarters,Bandeira2017[366-412]
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,ˈða,ˈza,FALSE,,3,3,2,2,Medial,Medial,θɐ̃,lɐ,sẽ,lɐ,,senzala,slave quarters,Bandeira2017[366-412]
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,lɐ,lɐ,TRUE,,,,3,3,,,,,,,,senzala,slave quarters,Bandeira2017[366-412]
Angolar,θɐ̃ˈðalɐ,sẽˈzalɐ,θɐ̃.ˈða.lɐ,sẽ.ˈza.lɐ,lɐ,lɐ,TRUE,,3,3,3,3,Final,Final,ˈða,3,ˈza,3,,senzala,slave quarters,Bandeira2017[366-412]
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,θũ,ʃũ,FALSE,,2,2,1,1,Initial,Initial,0,bu,0,bu,,chumbo,lead,Bandeira2017[366-412]
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,bu,bu,TRUE,,,,2,2,,,,,,,,chumbo,lead,Bandeira2017[366-412]
Angolar,ˈθũbu,ˈʃũbu,ˈθũ.bu,ˈʃũ.bu,bu,bu,TRUE,,2,2,2,2,Final,Final,ˈθũ,2,ˈʃũ,2,,chumbo,lead,Bandeira2017[366-412]
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,fi,fɾi,FALSE,,2,2,1,1,Initial,Initial,0,ˈo,0,u,,frio,cold,Bandeira2017[366-412]
Angolar,fiˈo,ˈfɾiu,fi.ˈo,ˈfɾi.u,o,u,FALSE,,2,2,2,2,Final,Final,fi,2,ˈfɾi,2,,frio,cold,Bandeira2017[366-412]
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,kɐ̃,kɐɾ,FALSE,,2,2,1,1,Initial,Initial,0,ˈvɔ,0,ˈvɐ̃w̃,,carvão,coal,Bandeira2017[366-412]
Angolar,kɐ̃ˈvɔ,kɐɾˈvɐ̃w̃,kɐ̃.ˈvɔ,kɐɾ.ˈvɐ̃w̃,vɔ,vɐ̃w̃,FALSE,,2,2,2,2,Final,Final,kɐ̃,2,kɐɾ,2,,carvão,coal,Bandeira2017[366-412]
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,m,nu,FALSE,,3,2,1,1,Initial,Initial,0,bɔ,0,vɐ̃j,,nuvem,cloud,Bandeira2017[366-412]
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,bɔ,vɐ̃j,FALSE,,3,2,2,2,Medial,Final,ˈm,si,ˈnu,-,,nuvem,cloud,Bandeira2017[366-412]
Angolar,ˈmbɔsi,ˈnuvɐ̃j,ˈm.bɔ.si,ˈnu.vɐ̃j,si,-,FALSE,,3,2,3,-,Final,-,bɔ,3,vɐ̃j,-,,nuvem,cloud,Bandeira2017[366-412]
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ni,le,FALSE,,2,2,1,1,Initial,Initial,0,ˈɲa,0,ɲɐ,,lenha,wood,Bandeira2017[366-412]
Angolar,niˈɲa,ˈleɲɐ,ni.ˈɲa,ˈle.ɲɐ,ɲa,ɲɐ,FALSE,,2,2,2,2,Final,Final,ni,2,ˈle,2,,lenha,wood,Bandeira2017[366-412]
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,mi,maɾ,FALSE,,3,1,1,1,Initial,Final,0,ˈõ,0,-,,mar,sea,Bandeira2017[366-412]
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,õ,-,FALSE,,3,1,2,-,Medial,-,mi,gɐ,ˈmaɾ,-,,mar,sea,Bandeira2017[366-412]
Angolar,miˈõgɐ,ˈmaɾ,mi.ˈõ.gɐ,ˈmaɾ,gɐ,-,FALSE,,3,1,3,-,Final,-,ˈõ,3,-,-,,mar,sea,Bandeira2017[366-412]
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,ɔ̃,-,FALSE,,2,1,1,-,Initial,Final,0,ˈpɔ,0,-,,pó,powder,Bandeira2017[366-412]
Angolar,ɔ̃ˈpɔ,ˈpɔ,ɔ̃.ˈpɔ,ˈpɔ,pɔ,pɔ,TRUE,,2,1,2,1,Final,-,ɔ̃,2,ˈpɔ,-,,pó,powder,Bandeira2017[366-412]
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,o,ʁi,FALSE,,2,2,1,1,Initial,Initial,0,ˈjo,0,.u,,rio,river,Bandeira2017[366-412]
Angolar,oˈjo,ˈʁiu,o.ˈjo,ˈʁi.u,jo,u,FALSE,,2,2,2,2,Final,Final,o,2,ˈʁi,2,,rio,river,Bandeira2017[366-412]
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,ɔ,sɛw,FALSE,,2,1,1,1,Initial,Final,0,ˈθɛ,0,-,,céu,sky,Bandeira2017[366-412]
Angolar,ɔˈθɛ,ˈsɛw,ɔ.ˈθɛ,ˈsɛw,θɛ,-,FALSE,,2,1,2,-,Final,Medial,ɔ,2,ˈsɛw,2,,céu,sky,Bandeira2017[366-412]
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ˈpi,ˈpi,TRUE,,2,2,1,1,Initial,Initial,0,ku,0,ku,,pico,peak,Bandeira2017[366-412]
Angolar,ˈpiku,ˈpiku,ˈpi.ku,ˈpi.ku,ku,ku,TRUE,,2,2,2,2,Final,Final,ˈpi,2,ˈpi,2,,pico,peak,Bandeira2017[366-412]
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,la,oɾ,FALSE,,3,3,1,1,Initial,Initial,0,ˈvw,0,ˈva,,orvalho,dew,Bandeira2017[366-412]
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,vw,va,FALSE,,3,3,2,2,Medial,Medial,la,e,oɾ,ʎu,,orvalho,dew,Bandeira2017[366-412]
Angolar,laˈvwe,oɾˈvaʎu,la.ˈvw.e,oɾ.ˈva.ʎu,e,ʎu,FALSE,,3,3,3,3,Final,Final,ˈvw,3,ˈva,3,,orvalho,dew,Bandeira2017[366-412]
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,θɔ,sɔl,FALSE,,2,1,1,1,Initial,Final,0,lɔ,0,-,,sol,sun,Bandeira2017[366-412]
Angolar,ˈθɔlɔ,ˈsɔl,ˈθɔ.lɔ,ˈsɔl,lɔ,-,FALSE,,2,1,2,-,Final,-,ˈθɔ,2,ˈsɔl,-,,sol,sun,Bandeira2017[366-412]
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,te,ʃ,FALSE,,3,1,1,1,Initial,Final,0,ˈtẽ,0,ˈtɾe,,estrela,star,Bandeira2017[366-412]
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,tẽ,tɾe,FALSE,,3,1,2,2,Medial,Medial,te,bu,ʃ,ɫɐ,,estrela,star,Bandeira2017[366-412]
Angolar,teˈtẽbu,ʃ.ˈtɾe.ɫɐ,te.ˈtẽ.bu,ʃ.ˈtɾe.ɫɐ,bu,ɫɐ,FALSE,,3,1,3,3,Final,Medial,ˈtẽ,3,ˈtɾe,3,,estrela,star,Bandeira2017[366-412]
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,θu,ʃu,FALSE,,2,2,1,1,Initial,Initial,0,bɐ,0,vɐ,,chuva,rain,Bandeira2017[366-412]
Angolar,ˈθubɐ,ˈʃuvɐ,ˈθu.bɐ,ˈʃu.vɐ,bɐ,vɐ,FALSE,,2,2,2,2,Final,Final,ˈθu,2,ˈʃu,2,,chuva,rain,Bandeira2017[366-412]
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,t̠ʃja,te,FALSE,,1,2,1,1,Final,Initial,0,-,0,ʁɐ,,terra,earth,Bandeira2017[366-412]
Angolar,ˈt̠ʃja,ˈteʁɐ,ˈt̠ʃja,ˈte.ʁɐ,-,ʁɐ,FALSE,,1,2,-,2,-,Final,ˈt̠ʃja,-,ˈte,2,,terra,earth,Bandeira2017[366-412]
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,to,tɾu,FALSE,,3,4,1,1,Initial,Initial,0,ˈva,0,vu,,trovoada,thunderstorm,Bandeira2017[366-412]
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,va,vu,FALSE,,3,4,2,2,Medial,Medial,to,dɐ,tɾu,ˈa,,trovoada,thunderstorm,Bandeira2017[366-412]
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,-,a,FALSE,,3,4,-,3,Final,Medial,ˈva,-,vu,dɐ,,trovoada,thunderstorm,Bandeira2017[366-412]
Angolar,toˈvadɐ,tɾuvuˈadɐ,to.ˈva.dɐ,tɾu.vu.ˈa.dɐ,dɐ,dɐ,TRUE,,3,4,3,4,-,Final,dɐ,-,ˈa,4,,trovoada,thunderstorm,Bandeira2017[366-412]
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,vɛ̃,vẽ,FALSE,,2,2,1,1,Initial,Initial,0,tu,0,tu,,vento,wind,Bandeira2017[366-412]
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,TRUE,,,,2,2,,,,,,,,vento,wind,Bandeira2017[366-412]
Angolar,ˈvɛ̃tu,ˈvẽtu,ˈvɛ̃.tu,ˈvẽ.tu,tu,tu,TRUE,,2,2,2,2,Final,Final,ˈvɛ̃,2,ˈvẽ,2,,vento,wind,Bandeira2017[366-412]
Angolar,aˈle,ʁej,a.ˈle,ʁej,a,-,FALSE,,2,1,1,-,Initial,Final,0,ˈle,0,ʁej,,rei,king,Bandeira2017[366-412]
Angolar,aˈle,ʁej,a.ˈle,ʁej,le,ʁej,FALSE,,2,1,2,1,Final,-,aˈ,2,-,-,,rei,king,Bandeira2017[366-412]
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,TRUE,,3,2,1,1,Initial,Initial,0,ˈto,0,ˈtoɾ,,doutor,doctor,Bandeira2017[366-412]
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,do,do,TRUE,,,,1,1,,,,,,,,doutor,doctor,Bandeira2017[366-412]
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,to,toɾ,FALSE,,3,2,2,2,Medial,Final,do,lo,do,-,,doutor,doctor,Bandeira2017[366-412]
Angolar,doˈtolo,doˈtoɾ,do.ˈto.lo,do.ˈtoɾ,lo,-,FALSE,,3,2,3,3,Final,Medial,ˈto,3,ˈtoɾ,3,,doutor,doctor,Bandeira2017[366-412]
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,ka,kɐɾ,FALSE,,4,4,1,1,Initial,Initial,0,pi,0,pĩ,,carpinteiro,carpenter,Bandeira2017[366-412]
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,pi,pĩ,FALSE,,4,4,2,2,Medial,Medial,ka,ˈte,kɐɾ,ˈtej,,carpinteiro,carpenter,Bandeira2017[366-412]
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,te,tej,FALSE,,4,4,3,3,Medial,Medial,pi,lu,pĩ,ɾu,,carpinteiro,carpenter,Bandeira2017[366-412]
Angolar,kapiˈtelu,kɐɾpĩˈtejɾu,ka.pi.ˈte.lu,kɐɾ.pĩ.ˈtej.ɾu,lu,ɾu,FALSE,,4,4,4,4,Final,Final,ˈte,4,ˈtej,4,,carpinteiro,carpenter,Bandeira2017[366-412]
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,pi,pɨʃ,FALSE,,4,3,1,1,Initial,Initial,0,si.,0,kɐ,,pescador,fisherman,Bandeira2017[366-412]
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,si,-,FALSE,,4,3,2,-,Medial,Medial,pi,ka,pɨʃ,ˈdoɾ,,pescador,fisherman,Bandeira2017[366-412]
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,ka,kɐ,FALSE,,4,3,3,2,Medial,Final,si.,ˈdo,kɐ,-,,pescador,fisherman,Bandeira2017[366-412]
Angolar,pisikaˈdo,pɨʃkɐˈdoɾ,pi.si.ka.ˈdo,pɨʃ.kɐ.ˈdoɾ,do,doɾ,FALSE,,4,3,4,3,Final,-,ka,4,ˈdoɾ,-,,pescador,fisherman,Bandeira2017[366-412]
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,lɛ̃,ʁɐ,FALSE,,2,3,1,1,Initial,Initial,0,-,0,ˈi,,rainha,queen,Bandeira2017[366-412]
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,-,i,FALSE,,2,3,-,2,-,Medial,ˈlɛ̃,ɲɐ,ʁɐ,ɲɐ,,rainha,queen,Bandeira2017[366-412]
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ɲɐ,ɲɐ,TRUE,,,,2,3,,,,,,,,rainha,queen,Bandeira2017[366-412]
Angolar,ˈlɛ̃ɲɐ,ʁɐˈiɲɐ,ˈlɛ̃.ɲɐ,ʁɐ.ˈi.ɲɐ,ɲɐ,ɲɐ,TRUE,,2,3,2,3,Final,Final,-,2,ˈi,3,,rainha,queen,Bandeira2017[366-412]
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,sa,sɐ,FALSE,,4,4,1,1,Initial,Initial,0,pa,0,pɐ,,sapateiro,shoemaker,Bandeira2017[366-412]
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,pa,pɐ,FALSE,,4,4,2,2,Medial,Medial,sa,ˈte,sɐ,ˈtej,,sapateiro,shoemaker,Bandeira2017[366-412]
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,te,tej,FALSE,,4,4,3,3,Medial,Medial,pa,lu,pɐ,ɾu,,sapateiro,shoemaker,Bandeira2017[366-412]
Angolar,sapaˈtelu,sɐpɐˈtejɾu,sa.pa.ˈte.lu,sɐ.pɐ.ˈtej.ɾu,lu,ɾu,FALSE,,4,4,4,4,Final,Final,ˈte,4,ˈtej,4,,sapateiro,shoemaker,Bandeira2017[366-412]
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,θɔ,sɔl,FALSE,,2,3,1,1,Initial,Initial,0,ˈdɛ,0,ˈda,,soldado,soldier,Bandeira2017[366-412]
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,dɛ,da,FALSE,,2,3,2,2,Final,Medial,θɔ,-,sɔl,du,,soldado,soldier,Bandeira2017[366-412]
Angolar,θɔˈdɛ,sɔlˈdadu,θɔ.ˈdɛ,sɔl.ˈda.du,-,du,FALSE,,2,3,-,3,-,Final,ˈdɛ,-,ˈda,3,,soldado,soldier,Bandeira2017[366-412]
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,bi,bi,TRUE,,3,3,1,1,Initial,Initial,0,ˈdɔ,0,zɐ,,bisavó,great-grandmother,Bandeira2017[366-412]
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,bi,bi,TRUE,,,,1,1,,,,,,,,bisavó,great-grandmother,Bandeira2017[366-412]
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,dɔ,zɐ,FALSE,,3,3,2,2,Medial,Medial,bi,nɐ,bi,ˈvɔ,,bisavó,great-grandmother,Bandeira2017[366-412]
Angolar,biˈdɔnɐ,bizɐˈvɔ,bi.ˈdɔ.nɐ,bi.zɐ.ˈvɔ,nɐ,vɔ,FALSE,,3,3,3,3,Final,Final,ˈdɔ,3,zɐ,3,,bisavó,great-grandmother,Bandeira2017[366-412]
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,bi,bi,TRUE,,3,3,1,1,Initial,Initial,0,ˈdɔ,0,zɐ,,bisavô,great-grandfather,Bandeira2017[366-412]
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,bi,bi,TRUE,,,,1,1,,,,,,,,bisavô,great-grandfather,Bandeira2017[366-412]
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,dɔ,zɐ,FALSE,,3,3,2,2,Medial,Medial,bi,nu,bi,ˈvo,,bisavô,great-grandfather,Bandeira2017[366-412]
Angolar,biˈdɔnu,bizɐˈvo,bi.ˈdɔ.nu,bi.zɐ.ˈvo,nu,vo,FALSE,,3,3,3,3,Final,Final,ˈdɔ,3,zɐ,3,,bisavô,great-grandfather,Bandeira2017[366-412]
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ku,ku,TRUE,,3,3,1,1,Initial,Initial,0,ˈɲa,0,ˈɲa,,cunhada,sister-in-law,Bandeira2017[366-412]
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,ˈɲa,ˈɲa,TRUE,,3,3,2,2,Medial,Medial,ku,dɐ,ku,dɐ,,cunhada,sister-in-law,Bandeira2017[366-412]
Angolar,kuˈɲadɐ,kuˈɲadɐ,ku.ˈɲa.dɐ,ku.ˈɲa.dɐ,dɐ,dɐ,TRUE,,3,3,3,3,Final,Final,ˈɲa,3,ˈɲa,3,,cunhada,sister-in-law,Bandeira2017[366-412]
Angolar,kuˈɲadu,kuˈɲadu,ku.ˈɲa.du,ku.ˈɲa.du,ku,ku,TRUE,,3,3,1,1,Initial,Initial,0,ˈɲa,0,ˈɲa,,cunhado,brother-in-law,Bandeira2017[366-412]
