Angolar,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,,,,,SourceWordLength,TargetWordLength,SourceWordSyl,TargetWordSyl,WordDiff,WordBigger,SyllDiff,SyllBigger
Angolar,ˈðũɲu,ˈʒuɲu,ˈðũ.ɲu,ˈʒu.ɲu,,,,,5,4,2,2,1,Source,0,Equal
Angolar,ˈalimɐ,ˈaɫmɐ,ˈa.li.mɐ,ˈaɫ.mɐ,,,,,5,4,3,2,1,Source,1,Source
Angolar,aˈtali,aɫˈtaɾ,a.ˈta.li,aɫ.ˈtaɾ,,,,,5,5,3,2,0,Equal,1,Source
Angolar,ˈdeθu,ˈdewʃ,ˈde.θu,ˈdewʃ,,,,,4,4,2,1,0,Equal,1,Source
Angolar,ˈdjabu,djˈabu,ˈdj.a.bu,dj.ˈa.bu,,,,,5,5,3,3,0,Equal,0,Equal
Angolar,ˈgɔlja,ˈglɔɾiɐ,ˈgɔ.lja,ˈglɔ.ɾi.ɐ,,,,,5,6,2,3,-1,Target,-1,Target
Angolar,ˈku:θu,ˈkɾuʃ,ˈku:.θu,ˈkɾuʃ,,,,,5,4,2,1,1,Source,1,Source
Angolar,miˈlagi,miˈɫagɾɨ,mi.ˈla.gi,mi.ˈɫa.gɾɨ,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,laˈθo,oɾɐˈsɐ̃w,la.ˈθo,o.ɾɐ.ˈsɐ̃w,,,,,4,7,2,3,-3,Target,-1,Target
Angolar,ˈsɐ̃tu,ˈsɐ̃tu,ˈsɐ̃.tu,ˈsɐ̃.tu,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,ˈiku,ˈeɾvɐ,ˈi.ku,ˈeɾ.vɐ,,,,,3,4,2,2,-1,Target,0,Equal
Angolar,aluguˈdu,awɡoˈdɐ̃w̃,a.lu.gu.ˈdu,aw.ɡo.ˈdɐ̃w̃,,,,,7,9,4,3,-2,Target,1,Source
Angolar,ˈfɔli,ˈfloɾ,ˈfɔ.li,ˈfloɾ,,,,,4,4,2,1,0,Equal,1,Source
Angolar,ˈko:θu,kɐˈɾosu,ˈko:.θu,kɐ.ˈɾo.su,,,,,5,6,2,3,-1,Target,-1,Target
Angolar,ˈpajɐ,ˈpaʎɐ,ˈpaj.ɐ,ˈpa.ʎɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈpɛmɐ,paɫˈmɐjɾɐ,ˈpɛ.mɐ,paɫ.ˈmɐj.ɾɐ,,,,,4,8,2,3,-4,Target,-1,Target
Angolar,paˈmitu,paɫˈmitu,pa.ˈmi.tu,paɫ.ˈmi.tu,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,iˈkwe,sɨˈmẽtɨ,i.ˈkwe,sɨ.ˈmẽ.tɨ,,,,,4,7,2,3,-3,Target,-1,Target
Angolar,θuˈpigɐ,ʃˈpigɐ,θu.ˈpi.gɐ,ʃ.ˈpi.gɐ,,,,,6,5,3,3,1,Source,0,Equal
Angolar,ˈsĩba,ẽˈbajʃu,ˈsĩ.ba,ẽ.ˈbaj.ʃu,,,,,5,7,2,3,-2,Target,-1,Target
Angolar,ˈdetu,ˈdẽtɾu,ˈde.tu,ˈdẽ.tɾu,,,,,4,6,2,2,-2,Target,0,Equal
Angolar,ˈfɔ,ˈfɔɾɐ,ˈfɔ,ˈfɔ.ɾɐ,,,,,2,4,1,2,-2,Target,-1,Target
Angolar,ˈla,ˈla,ˈla,ˈla,,,,,2,2,1,1,0,Equal,0,Equal
Angolar,ˈlõd̠ʒi,ˈɫõʒɨ,ˈlõ.d̠ʒi,ˈɫõ.ʒɨ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,ˈpɛtu,ˈpeɾtu,ˈpɛ.tu,ˈpeɾ.tu,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,siˈkɛdu,ʃˈkeɾdu,si.ˈkɛ.du,ʃ.ˈkeɾ.du,,,,,6,6,3,3,0,Equal,0,Equal
Angolar,baˈdɛlɐ,bɐ̃wˈdɐjɾɐ,ba.ˈdɛ.lɐ,bɐ̃w.ˈdɐj.ɾɐ,,,,,6,9,3,3,-3,Target,0,Equal
Angolar,baˈθuɐ,vɐˈsoɾɐ,ba.ˈθu.ɐ,vɐ.ˈso.ɾɐ,,,,,5,6,3,3,-1,Target,0,Equal
Angolar,bɔˈtɔ,buˈtɐ̃w,bɔ.ˈtɔ,bu.ˈtɐ̃w,,,,,4,6,2,2,-2,Target,0,Equal
Angolar,afiˈnete,aɫfiˈnetɨ,a.fi.ˈne.te,aɫ.fi.ˈne.tɨ,,,,,7,8,4,4,-1,Target,0,Equal
Angolar,ˈdɔmɐ,ʀɨˈdomɐ,ˈdɔ.mɐ,ʁɨ.ˈdo.mɐ,,,,,4,6,2,3,-2,Target,-1,Target
Angolar,ˈgalufu,ˈgaɾfu,ˈga.lu.fu,ˈgaɾ.fu,,,,,6,5,3,2,1,Source,1,Source
Angolar,ˈsitakɐ,ʃˈtakɐ,ˈsi.ta.kɐ,ʃ.ˈta.kɐ,,,,,6,5,3,3,1,Source,0,Equal
Angolar,ˈkɔpu,ˈkɔpu,ˈkɔ.pu,ˈkɔ.pu,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈkɔdɔ,ˈkɔɾdɐ,ˈkɔ.dɔ,ˈkɔɾ.dɐ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,kwaˈdo,kuɐˈdoɾ,kwa.ˈdo,ku.ɐ.ˈdoɾ,,,,,5,6,2,3,-1,Target,-1,Target
Angolar,lãˈpjõ,lɐ̃piˈɐ̃w̃,lã.ˈpjõ,lɐ̃.pi.ˈɐ̃w̃,,,,,5,9,2,3,-4,Target,-1,Target
Angolar,ˈlɐ̃sɐ,ˈlɐ̃sɐ,ˈlɐ̃.sɐ,ˈlɐ̃.sɐ,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,maˈtɛlu,maɾˈteɫu,ma.ˈtɛ.lu,maɾ.ˈte.ɫu,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,maˈθadu,mɐˈʃadu,ma.ˈθa.du,mɐ.ˈʃa.du,,,,,6,6,3,3,0,Equal,0,Equal
Angolar,ˈmwɛdɐ,muˈedɐ,ˈmw.ɛ.dɐ,mu.ˈe.dɐ,,,,,5,5,3,3,0,Equal,0,Equal
Angolar,paˈnɛlɐ,pɐˈneɫɐ,pa.ˈnɛ.lɐ,pɐ.ˈne.ɫɐ,,,,,6,6,3,3,0,Equal,0,Equal
Angolar,ˈpẽt̠ʃi,ˈpẽtɨ,ˈpẽ.t̠ʃi,ˈpẽ.tɨ,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,piˈnɛlɐ,pɨˈnɐjɾɐ,pi.ˈnɛ.lɐ,pɨ.ˈnɐj.ɾɐ,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,ˈpa:tu,ˈpɾatu,ˈpa:.tu,ˈpɾa.tu,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,ˈpɛ:gu,ˈpɾegu,ˈpɛ:.gu,ˈpɾe.gu,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,ˈlɔdɐ,ˈʁodɐ,ˈlɔ.dɐ,ˈʁo.dɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈθadɐ,ẽˈʃadɐ,ˈθa.dɐ,ẽ.ˈʃa.dɐ,,,,,4,6,2,3,-2,Target,-1,Target
Angolar,ˈsinu,ˈsinu,ˈsi.nu,ˈsi.nu,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈθot̠ʃi,ɐˈsojtɨ,ˈθo.t̠ʃi,ɐ.ˈsoj.tɨ,,,,,4,6,2,3,-2,Target,-1,Target
Angolar,θuˈpe,ʃ.ˈpɐ.ʎu,θu.ˈpe,ʃ.ˈpɐ.ʎu,,,,,4,7,2,1,-3,Target,1,Source
Angolar,ˈtapɐ,ˈtɐ̃pɐ,ˈta.pɐ,ˈtɐ̃.pɐ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,ˈtaθu,ˈtaʃu,ˈta.θu,ˈta.ʃu,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈvɛlɐ,ˈvɛlɐ,ˈvɛ.lɐ,ˈvɛ.lɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈðɔlɔ,ɐ̃ˈzɔɫ,ˈðɔ.lɔ,ɐ̃.ˈzɔɫ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,biˈsidu,vɨʃˈtidu,bi.ˈsi.du,vɨʃ.ˈti.du,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,ˈbɔtɐ,ˈbotɐ,ˈbɔ.tɐ,ˈbo.tɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,kaˈmiðɐ,kɐˈmizɐ,ka.ˈmi.ðɐ,kɐ.ˈmi.zɐ,,,,,6,6,3,3,0,Equal,0,Equal
Angolar,ˈmejɐ,ˈmejɐ,ˈmejɐ,ˈmej.ɐ,,,,,4,4,1,2,0,Equal,-1,Target
Angolar,ˈθajɐ,ˈsajɐ,ˈθaj.ɐ,ˈsaj.ɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,θaˈpe,ʃɐˈpew,θaˈpe,ʃɐ.ˈpew,,,,,4,5,1,2,-1,Target,-1,Target
Angolar,ˈθɛdɐ,ˈsedɐ,ˈθɛ.dɐ,ˈse.dɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,teˈsidu,tɨˈsidu,te.ˈsi.du,tɨ.ˈsi.du,,,,,6,6,3,3,0,Equal,0,Equal
Angolar,ˈafikɐ,ˈafɾikɐ,ˈa.fi.kɐ,ˈa.fɾi.kɐ,,,,,5,6,3,3,-1,Target,0,Equal
Angolar,gaˈbõ,gɐˈbɐ̃w̃,ga.ˈbõ,gɐ.ˈbɐ̃w̃,,,,,4,7,2,2,-3,Target,0,Equal
Angolar,iˈa,ˈiʎɐ du ˈpɾĩsɨpɨ,i.ˈa,ˈi.ʎɐ du ˈpɾĩ.sɨ.pɨ,,,,,2,15,2,4,-13,Target,-2,Target
Angolar,ˈpisipi,ˈpɾĩsɨpɨ,ˈpisipi,ˈpɾĩ.sɨ.pɨ,,,,,6,8,1,3,-2,Target,-2,Target
Angolar,putuˈga,poʁtuˈɡaw,pu.tu.ˈga,poʁ.tu.ˈɡaw,,,,,6,8,3,3,-2,Target,0,Equal
Angolar,θɐ̃tɔˈmɛ,sɐ̃w̃.tu.ˈmɛ,θɐ̃.tɔ.ˈmɛ,sɐ̃w̃,,,,,7,11,3,-6,-4,Target,9,Source
Angolar,ˌdeθupaˈga,obɾiˈɡadu,de.θu.pa.ˈga,o.bɾi.ˈɡa.du,,,,,9,8,3,4,1,Source,-1,Target
Angolar,ˈdelu,dʒiˈɲejɾu,ˈde.lu,dʒi.ˈɲej.ɾu,,,,,4,8,2,3,-4,Target,-1,Target
Angolar,faˈvolo,fɐˈvoɾ,fa.ˈvo.lo,fɐ.ˈvoɾ,,,,,6,5,3,2,1,Source,1,Source
Angolar,fuˈtunɐ,foʁˈtunɐ,fu.ˈtu.nɐ,foʁ.ˈtu.nɐ,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,ˈkatɐ,ˈkaʁ.tɐ,ˈka.tɐ,ˈkaʁ.tɐ,,,,,4,6,2,1,-2,Target,1,Source
Angolar,kaðaˈmẽtu,kɐzɐˈmẽtu,ka.ða.ˈmẽ.tu,kɐ.zɐ.ˈmẽ.tu,,,,,9,9,4,4,0,Equal,0,Equal
Angolar,ˈlivu,ˈlivɾu,ˈli.vu,ˈli.vɾu,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,ˈmɔt̠ʃi,ˈmoɾtɨ,ˈmɔ.t̠ʃi,ˈmoɾ.tɨ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,paˈlavɐ,pɐˈɫavɾɐ,pa.ˈla.vɐ,pɐ.ˈɫa.vɾɐ,,,,,6,7,3,3,-1,Target,0,Equal
Angolar,pɐ̃ˈkadɐ,pɐ̃ˈkadɐ,pɐ̃.ˈka.dɐ,pɐ̃.ˈka.dɐ,,,,,7,7,3,3,0,Equal,0,Equal
Angolar,paˈpɛlu,pɐˈpɛɫ,pa.ˈpɛ.lu,pɐ.ˈpɛɫ,,,,,6,5,3,2,1,Source,1,Source
Angolar,ˈpɔtɔ,ˈpoɾtɐ,ˈpɔ.tɔ,ˈpoɾ.tɐ,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,liˈθõ,liˈsɐ̃w̃,li.ˈθõ,li.ˈsɐ̃w̃,,,,,4,7,2,2,-3,Target,0,Equal
Angolar,ˈlɛtu,ˈʀɛʃtu,ˈlɛ.tu,ˈʀɛʃ.tu,,,,,4,5,2,2,-1,Target,0,Equal
Angolar,θaˈbɔ,sɐˈbɐ̃w̃,θa.ˈbɔ,sɐ.ˈbɐ̃w̃,,,,,4,7,2,2,-3,Target,0,Equal
Angolar,ˈθɛlɐ,ˈsɛʀɐ,ˈθɛ.lɐ,ˈsɛ.ʀɐ,,,,,4,4,2,2,0,Equal,0,Equal
Angolar,ˈt̠ʃĩtɐ,ˈtĩtɐ,ˈt̠ʃĩ.tɐ,ˈtĩ.tɐ,,,,,5,5,2,2,0,Equal,0,Equal
Angolar,tɔˈmɛ̃tu,toʁ'mẽtu,tɔ.ˈmɛ̃.tu,toʁ.'mẽ.tu,,,,,7,8,3,3,-1,Target,0,Equal
Angolar,uˈtu,ˈmofu,u.ˈtu,ˈmo.fu,,,,,3,4,2,2,-1,Target,0,Equal
Angolar,ˈvɛdɛ,vɨɾˈdadɨ,ˈvɛ.dɛ,vɨɾ.ˈda.dɨ,,,,,4,7,2,3,-3,Target,-1,Target
