Language,SourceWord,TargetWord,source word syl,target word syl,SourceSyllable,TargetSyllable,PositionSource,Position Target, SourceWord,TargetOrthography,Translation,Referenc e,Notes
Diu,nə,ɐ̃j,nə,ɐ̃j,nə,ɐ̃j,1,1,CV,em,in,Clements2012[37-41],
Diu,mata,mɐˈtaɾ,ma.ta,mɐ.ˈtaɾ,ma,mɐ,1,1,CVCV,matar,kill,Clements2012[37-41],
Diu,mata,mɐˈtaɾ,ma.ta,mɐ.ˈtaɾ,ta,ˈtaɾ,2,2,CVCV,matar,kill,Clements2012[37-41],
Diu,d̠ʒwej,ʒuˈɐʎu,d̠ʒ.wej,ʒu.ˈɐʎu,d̠ʒ,ʒu.,1,1,CCCVC,joelho,knee,Clements2012[37-41],
Diu,d̠ʒwej,ʒuˈɐʎu,d̠ʒ.wej,ʒu.ˈɐʎu,wej,ɐʎu,2,2,CCCVC,joelho,knee,Clements2012[37-41],
Diu,kuŋse,kuɲɨˈseɾ,kuŋ.se,ku.ɲɨ.ˈseɾ,kuŋ,ku,1,1,CVCCV,conhecer,know,Clements2012[37-41],
Diu,kuŋse,kuɲɨˈseɾ,kuŋ.se,ku.ɲɨ.ˈseɾ,se,ɲɨ,2,2,CVCCV,conhecer,know,Clements2012[37-41],
Diu,kuŋse,kuɲɨˈseɾ,kuŋ.se,ku.ɲɨ.ˈseɾ,-,seɾ,-,3,CVCCV,conhecer,know,Clements2012[37-41],
Diu,sabe,sɐˈbeɾ,sa.be,sɐ.ˈbeɾ,sa,sɐ,1,1,CVCV,saber,know,Clements2012[37-41],
Diu,sabe,sɐˈbeɾ,sa.be,sɐ.ˈbeɾ,be,beɾ,2,2,CVCV,saber,know,Clements2012[37-41],
Diu,tãk,ˈtɐ̃.kɨ,tãk,ˈtɐ̃.kɨ,tãk,ˈtɐ̃,1,1,CVC,tanque,lake,Clements2012[37-41],
Diu,tãk,ˈtɐ̃.kɨ,tãk,ˈtɐ̃.kɨ,-,ˈkɨ,-,2,CVC,tanque,lake,Clements2012[37-41],
Diu,ɾi,ˈʁiɾ,ɾi,ˈʁiɾ,ɾi,ˈʁiɾ,1,1,CV,rir,laugh,Clements2012[37-41],
Diu,foj,ˈfoʎɐ,foj,ˈfo.ʎɐ,foj,ˈfo,1,1,CVC,folha,leaf,Clements2012[37-41],
Diu,foj,ˈfoʎɐ,foj,ˈfo.ʎɐ,-,ˈʎɐ,-,2,CVC,folha,leaf,Clements2012[37-41],
Diu,lad iskeɾd,à ʃ.ˈkeɾ.dɐ,lad is.ke.ɾd,à ʃ.ˈkeɾ.dɐ,lad ,à ,1,1,CVC VVCVCC,à esquerda,leftside,Clements2012[37-41],
Diu,lad iskeɾd,à ʃ.ˈkeɾ.dɐ,lad is.ke.ɾd,à ʃ.ˈkeɾ.dɐ,is,ʃ,2,2,CVC VVCVCC,à esquerda,leftside,Clements2012[37-41],
Diu,lad iskeɾd,à ʃ.ˈkeɾ.dɐ,lad is.ke.ɾd,à ʃ.ˈkeɾ.dɐ,ke,keɾ,3,3,CVC VVCVCC,à esquerda,leftside,Clements2012[37-41],
Diu,lad iskeɾd,à ʃ.ˈkeɾ.dɐ,lad is.ke.ɾd,à ʃ.ˈkeɾ.dɐ,ɾd,dɐ,4,4,,,,,
Diu,pɛ,ˈpeɾ.nɐ,pɛ,ˈpeɾ.nɐ,pɛ,ˈpeɾ,1,1,CV,perna,leg,Clements2012[37-41],
Diu,pɛ,ˈpeɾ.nɐ,pɛ,ˈpeɾ.nɐ,-,nɐ,-,2,CV,perna,leg,Clements2012[37-41],
Diu,diskənsa,ʃ.ˈtaɾ dɐj.ˈta.du,dis.kən.sa,ʃ.ˈtaɾ dɐj.ˈta.du,dis,ʃ,1,1,CVCCVCCV,estar deitado,lie,Clements2012[37-41],
Diu,diskənsa,ʃ.ˈtaɾ dɐj.ˈta.du,dis.kən.sa,ʃ.ˈtaɾ dɐj.ˈta.du,kən,taɾ,2,2,CVCCVCCV,estar deitado,lie,Clements2012[37-41],
Diu,diskənsa,ʃ.ˈtaɾ dɐj.ˈta.du,dis.kən.sa,ʃ.ˈtaɾ dɐj.ˈta.du,sa,dɐj,3,3,CVCCVCCV,estar deitado,lie,Clements2012[37-41],
Diu,diskənsa,ʃ.ˈtaɾ dɐj.ˈta.du,dis.kən.sa,ʃ.ˈtaɾ dɐj.ˈta.du,-,ta,-,4,CVCCVCCV,estar deitado,lie,Clements2012[37-41],
Diu,diskənsa,ʃ.ˈtaɾ dɐj.ˈta.du,dis.kən.sa,ʃ.ˈtaɾ dɐj.ˈta.du,-,du,-,5,CVCCVCCV,estar deitado,lie,Clements2012[37-41],
Diu,vive,viˈveɾ,vi.ve,vi.ˈveɾ,vi,vi,1,1,CVCV,viver,live,Clements2012[37-41],
Diu,vive,viˈveɾ,vi.ve,vi.ˈveɾ,ve,veɾ,2,2,CVCV,viver,live,Clements2012[37-41],
Diu,fika,fiˈkaɾ,fi.ka,fi.ˈkaɾ,fi,fi,1,1,CVCV,ficar,live,Clements2012[37-41],
Diu,fika,fiˈkaɾ,fi.ka,fi.ˈkaɾ,ka,kaɾ,2,2,CVCV,ficar,live,Clements2012[37-41],
Diu,fig,ˈfiɡɐdu,fig,ˈfi.ɡɐ.du,fig,ˈfi,1,1,CVC,figado,liver,Clements2012[37-41],
Diu,fig,ˈfiɡɐdu,fig,ˈfi.ɡɐ.du,-,ɡɐ,-,2,CVC,figado,liver,Clements2012[37-41],
Diu,fig,ˈfiɡɐdu,fig,ˈfi.ɡɐ.du,-,ˈdu,-,3,CVC,figado,liver,Clements2012[37-41],
Diu,kõpɾid,kõˈpɾidu,kõ.pɾid,kõ.ˈpɾi.du,kõ,kõ,1,1,CVCCVC,comprido,long,Clements2012[37-41],
Diu,kõpɾid,kõˈpɾidu,kõ.pɾid,kõ.ˈpɾi.du,pɾid,pɾi,2,2,CVCCVC,comprido,long,Clements2012[37-41],
Diu,kõpɾid,kõˈpɾidu,kõ.pɾid,kõ.ˈpɾi.du,-,du,-,3,CVCCVC,comprido,long,Clements2012[37-41],
Diu,piol,pi.ˈo.ʎu ,pi.ol,pi.ˈo.ʎu ,pi,pi,1,1,CVVC,piolho,louse,Clements2012[37-41],
Diu,piol,pi.ˈo.ʎu,pi.ol,pi.ˈo.ʎu ,ol,o,2,2,CVVC,piolho,louse,Clements2012[37-41],
Diu,piol,pi.ˈo.ʎu,pi.ol,pi.ˈo.ʎu ,-,ʎu ,-,3,CVVC,piolho,louse,Clements2012[37-41],
Diu,ɔm,ˈo.mɐ̃j,ɔm,ˈo.mɐ̃j,ɔm,ˈo,1,1,VC,homem,man,Clements2012[37-41],
Diu,ɔm,ˈo.mɐ̃j,ɔm,ˈo.mɐ̃j,-,mɐ̃j,-,2,VC,homem,man,Clements2012[37-41],
Diu,mujt,ˈmũj.tuʃ ,mu.jt,ˈmũj.tuʃ ,mu,ˈmũj,1,1,CVCC,muitos,many,Clements2012[37-41],
Diu,mujt,ˈmũj.tuʃ,mu.jt,ˈmũj.tuʃ ,jt,tuʃ ,2,2,CVCC,muitos,many,Clements2012[37-41],
Diu,bastãt,ˈmũj.tuʃ ,bas.tãt,ˈmũj.tuʃ ,bas,ˈmũj,1,1,CVCCVC,muitos,many,Clements2012[37-41],
Diu,bastãt,ˈmũj.tuʃ,bas.tãt,ˈmũj.tuʃ ,tãt,tuʃ ,2,2,CVCCVC,muitos,many,Clements2012[37-41],
Diu,kaɾ,ˈkaɾnɨ,kaɾ,ˈkaɾ.nɨ,kaɾ,ˈkaɾ,1,1,CVC,carne,meat,Clements2012[37-41],
Diu,kaɾ,ˈkaɾnɨ,kaɾ,ˈkaɾ.nɨ,-,nɨ,-,2,CVC,carne,meat,Clements2012[37-41],
Diu,lu,ˈluɐ,lu,ˈluɐ,lu,ˈluɐ,1,1,CV,lua,moon,Clements2012[37-41],
Diu,mãj,ˈmɐ̃j̃,mãj,ˈmɐ̃j̃,mãj,ˈmɐ̃j̃,1,1,CVC,mãe,mother,Clements2012[37-41],
Diu,ojteɾ,o.ˈtɐj.ɾu,oj.teɾ,o.ˈtɐj.ɾu,oj,o,1,1,VCCVC,outeiro,mountain,Clements2012[37-41],
Diu,ojteɾ,o.ˈtɐj.ɾu,oj.teɾ,o.ˈtɐj.ɾu,teɾ,tɐj,2,2,VCCVC,outeiro,mountain,Clements2012[37-41],
Diu,ojteɾ,o.ˈtɐj.ɾu,oj.teɾ,o.ˈtɐj.ɾu,-,ɾu,-,3,VCCVC,outeiro,mountain,Clements2012[37-41],
Diu,bok,ˈbo.kɐ ,bok,ˈbo.kɐ ,bok,ˈbo,1,1,CVC,boca,mouth,Clements2012[37-41],
Diu,bok,ˈbo.kɐ,bok,ˈbo.kɐ ,-,kɐ ,-,2,CVC,boca,mouth,Clements2012[37-41],
Diu,nom,ˈno.mɨ,nom,ˈno.mɨ,nom,ˈno,1,1,CVC,nome,name,Clements2012[37-41],
Diu,nom,ˈno.mɨ,nom,ˈno.mɨ,-,mɨ,-,2,CVC,nome,name,Clements2012[37-41],
Diu,pɛɾt,ˈpeɾ.tu,pɛ.ɾt,ˈpeɾ.tu,pɛ,ˈpeɾ,1,1,CVCC,perto,near,Clements2012[37-41],
Diu,pɛɾt,ˈpeɾ.tu,pɛ.ɾt,ˈpeɾ.tu,ɾt,tu,2,2,CVCC,perto,near,Clements2012[37-41],
Diu,gaɾgãt,gɐɾˈgãtɐ,gaɾ.gãt,gɐɾ.ˈgã.tɐ,gaɾ,gɐɾ,1,1,CVCCVC,garganta,throat,Clements2012[37-41],
Diu,gaɾgãt,gɐɾˈgãtɐ,gaɾ.gãt,gɐɾ.ˈgã.tɐ,gãt,gã,2,2,CVCCVC,garganta,throat,Clements2012[37-41],
Diu,gaɾgãt,gɐɾˈgãtɐ,gaɾ.gãt,gɐɾ.ˈgã.tɐ,-,tɐ,-,3,CVCCVC,garganta,throat,Clements2012[37-41],
Diu,noʋ,ˈno.vu,no.ʋ,ˈno.vu,no,ˈno,1,1,CVC,novo,new,Clements2012[37-41],
Diu,noʋ,ˈno.vu,no.ʋ,ˈno.vu,ʋ,vu,2,2,CVC,novo,new,Clements2012[37-41],
Diu,nojt,ˈnoj.tɨ,no.jt,ˈnoj.tɨ,no,ˈnoj,1,1,CVCC,noite,night,Clements2012[37-41],
Diu,nojt,ˈnoj.tɨ,no.jt,ˈnoj.tɨ,jt,tɨ,2,2,CVCC,noite,night,Clements2012[37-41],
Diu,naɾis,nɐ.ˈɾiʃ,na.ɾis,nɐ.ˈɾiʃ,na,nɐ,1,1,CVCVC,nariz,nose,Clements2012[37-41],
Diu,naɾis,nɐ.ˈɾiʃ,na.ɾis,nɐ.ˈɾiʃ,ɾis,ɾiʃ,2,2,CVCVC,nariz,nose,Clements2012[37-41],
Diu,nã,ˈnɐ̃w,nã,ˈnɐ̃w,nã,ˈnɐ̃w,1,1,CV,não,not,Clements2012[37-41],
Diu,nãw,ˈnɐ̃w,nãw,ˈnɐ̃w,nãw,ˈnɐ̃w,1,1,CVC,não,not,Clements2012[37-41],
Diu,ʋɛj,ˈveʎu,ʋɛj,ˈve.ʎu,ʋɛj,ˈve,1,1,CVC,velho,old,Clements2012[37-41],
Diu,ʋɛj,ˈveʎu,ʋɛj,ˈve.ʎu,-,ˈʎu,-,2,CVC,velho,old,Clements2012[37-41],
Diu,ũ,ˈũ,ũ,ˈũ,ũ,ˈũ,1,1,V,um,one,Clements2012[37-41],
Diu,ot,ˈo.tɾu,ot,ˈo.tɾu,ot,ˈo,1,1,VC,outro,other,Clements2012[37-41],
Diu,ot,ˈo.tɾu,ot,ˈo.tɾu,-,tɾu,-,2,VC,outro,other,Clements2012[37-41],
Diu,piso,pɨ.ˈso.ɐ,pi.so,pɨ.ˈso.ɐ,pi,pɨ,1,1,CVCV,pessoa,person,Clements2012[37-41],
Diu,piso,pɨ.ˈso.ɐ,pi.so,pɨ.ˈso.ɐ,so,so,2,2,CVCV,pessoa,person,Clements2012[37-41],
Diu,piso,pɨ.ˈso.ɐ,pi.so,pɨ.ˈso.ɐ,-,ɐ,-,3,CVCV,pessoa,person,Clements2012[37-41],
Diu,bɾĩka,bɾĩ.ˈkaɾ,bɾĩ.ka,bɾĩ.ˈkaɾ,bɾĩ,bɾĩ,1,1,CCVCV,brincar,play,Clements2012[37-41],
Diu,bɾĩka,bɾĩ.ˈkaɾ,bɾĩ.ka,bɾĩ.ˈkaɾ,ka,kaɾ,2,2,CCVCV,brincar,play,Clements2012[37-41],
Diu,d̠ʒuga,ʒuˈgaɾ,d̠ʒu.ga,ʒu.ˈgaɾ,d̠ʒu,ʒu,1,1,CCVCV,jogar,play,Clements2012[37-41],
Diu,d̠ʒuga,ʒuˈgaɾ,d̠ʒu.ga,ʒu.ˈgaɾ,ga,gaɾ,2,2,CCVCV,jogar,play,Clements2012[37-41],
Diu,ɾãka,a.ʁɐ̃.ˈkaɾ,ɾã.ka,a.ʁɐ̃.ˈkaɾ,ɾã,a,1,1,CVCV,arrancar,pull,Clements2012[37-41],
Diu,ɾãka,a.ʁɐ̃.ˈkaɾ,ɾã.ka,a.ʁɐ̃.ˈkaɾ,ka,ʁɐ̃,2,2,CVCV,arrancar,pull,Clements2012[37-41],
Diu,ɾãka,a.ʁɐ̃.ˈkaɾ,ɾã.ka,a.ʁɐ̃.ˈkaɾ,-,kar,-,3,CVCV,arrancar,pull,Clements2012[37-41],
Diu,tiɾa,ti.ˈɾaɾ,ti.ɾa,ti.ˈɾaɾ,ti,ti,1,1,CVCV,tirar,pull,Clements2012[37-41],
Diu,tiɾa,ti.ˈɾaɾ,ti.ɾa,ti.ˈɾaɾ,ɾa,ɾaɾ,2,2,CVCV,tirar,pull,Clements2012[37-41],
Diu,atəɾa,ẽ.pu.ˈʁaɾ,a.tə.ɾa,ẽ.pu.ˈʁaɾ,a,ẽ,1,1,VCVCV,empurrar,push,Clements2012[37-41],
Diu,atəɾa,ẽ.pu.ˈʁaɾ,a.tə.ɾa,ẽ.pu.ˈʁaɾ,tə,pu,2,2,VCVCV,empurrar,push,Clements2012[37-41],
Diu,atəɾa,ẽ.pu.ˈʁaɾ,a.tə.ɾa,ẽ.pu.ˈʁaɾ,ɾa,ʁaɾ,3,3,VCVCV,empurrar,push,Clements2012[37-41],
Diu,t̠ʃuʋ,ˈʃuvɐ,t̠ʃu.ʋ,ˈʃu.vɐ,t̠ʃu,ˈʃu,1,1,CCVC,chuva,rain,Clements2012[37-41],
Diu,t̠ʃuʋ,ˈʃuvɐ,t̠ʃu.ʋ,ˈʃu.vɐ,ʋ,vɐ,2,2,CCVC,chuva,rain,Clements2012[37-41],
Diu,vɛɾmej,vɨɾˈmɐjʎu,vɛɾ.me.j,vɨɾ.ˈmɐ.jʎu,vɛɾ,vɨɾ,1,1,CVCCVC,vermelho,red,Clements2012[37-41],
Diu,vɛɾmej,vɨɾˈmɐjʎu,vɛɾ.me.j,vɨɾ.ˈmɐ.jʎu,me,mɐ,2,2,CVCCVC,vermelho,red,Clements2012[37-41],
Diu,vɛɾmej,vɨɾˈmɐjʎu,vɛɾ.me.j,vɨɾ.ˈmɐ.jʎu,j,jʎu,3,3,CVCCVC,vermelho,red,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,dɾe,di,1,1,CCVC,direito,right/correct,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,t,rɐj,2,2,CCVC,direito,right/correct,Clements2012[37-41],
Diu,dɾet,di.ˈɾɐj.tu,dɾe.t,di.ˈɾɐj.tu,-,tu,-,3,CCVC,direito,right/correct,Clements2012[37-41],
Diu,vɛɾdad,vɨɾˈdadɨ,vɛɾ.da.d,vɨɾ.da.dɨ,vɛɾ,vɨɾ,1,1,CVCCVC,verdade,correct,Clements2012[37-41],
Diu,vɛɾdad,vɨɾˈdadɨ,vɛɾ.da.d,vɨɾ.da.dɨ,da,da,2,2,CVCCVC,verdade,correct,Clements2012[37-41],
Diu,vɛɾdad,vɨɾˈdadɨ,vɛɾ.da.d,vɨɾ.da.dɨ,d,dɨ,3,3,CVCCVC,verdade,correct,Clements2012[37-41],
Diu,lad dɾet,à di.ˈɾɐj.tɐ,lad dɾe.t,à di.ˈɾɐj.tɐ,lad,à,1,1,CVC CCVC,à direita,rightside,Clements2012[37-41],
Diu,lad dɾet,à di.ˈɾɐj.tɐ,lad dɾe.t,à di.ˈɾɐj.tɐ,dɾe,di,2,2,CVC CCVC,à direita,rightside,Clements2012[37-41],
Diu,lad dɾet,à di.ˈɾɐj.tɐ,lad dɾe.t,à di.ˈɾɐj.tɐ,t,ɾɐj,3,3,CVC CCVC,à direita,rightside,Clements2012[37-41],
Diu,lad dɾet,à di.ˈɾɐj.tɐ,lad dɾe.t,à di.ˈɾɐj.tɐ,-,tɐ,-,4,CVC CCVC,à direita,rightside,Clements2012[37-41],
Diu,ɾibeɾ,ʁi.ˈbɐj.ɾu,ɾi.beɾ,ʁi.ˈbɐj.ɾu,ɾi,ʁi,1,1,CVCVC,ribeiro,river,Clements2012[37-41],
Diu,ɾibeɾ,ʁi.ˈbɐj.ɾu,ɾi.beɾ,ʁi.ˈbɐj.ɾu,beɾ,bɐj,2,2,CVCVC,ribeiro,river,Clements2012[37-41],
Diu,ɾibeɾ,ʁi.ˈbɐj.ɾu,ɾi.beɾ,ʁi.ˈbɐj.ɾu,-,ɾu,-,3,CVCVC,ribeiro,river,Clements2012[37-41],
Diu,ɾi,ˈʁi.u,ɾi,ˈʁi.u,ɾi,ˈʁi,1,1,CV,rio,river,Clements2012[37-41],
Diu,ɾi,ˈʁi.u,ɾi,ˈʁi.u,-,u,-,2,CV,rio,river,Clements2012[37-41],
Diu,kamiŋ,kɐˈmiɲu,ka.miŋ,kɐ.ˈmi.ɲu,ka,kɐ,1,1,CVCVC,caminho,road,Clements2012[37-41],
Diu,kamiŋ,kɐˈmiɲu,ka.miŋ,kɐ.ˈmi.ɲu,miŋ,mi,2,2,CVCVC,caminho,road,Clements2012[37-41],
Diu,kamiŋ,kɐˈmiɲu,ka.miŋ,kɐ.ˈmi.ɲu,-,ɲu,-,3,CVCVC,caminho,road,Clements2012[37-41],
Diu,istɾad,ʃ.ˈtɾa.dɐ,is.tɾa.d,ʃ.ˈtɾa.dɐ,is,ʃ,1,1,VCCCVC,estrada,road,Clements2012[37-41],
Diu,istɾad,ʃ.ˈtɾa.dɐ,is.tɾa.d,ʃ.ˈtɾa.dɐ,tɾa,tɾa,2,2,VCCCVC,estrada,road,Clements2012[37-41],
Diu,istɾad,ʃ.ˈtɾa.dɐ,is.tɾa.d,ʃ.ˈtɾa.dɐ,d,dɐ,3,3,VCCCVC,estrada,road,Clements2012[37-41],
Diu,ɾaiz,ʁɐ.ˈiʃ,ɾa.iz,ʁɐ.ˈiʃ,ɾa,ʁɐ,1,1,CVVC,raiz,root,Clements2012[37-41],
Diu,ɾaiz,ʁɐ.ˈiʃ,ɾa.iz,ʁɐ.ˈiʃ,iz,iʃ,2,2,CVVC,raiz,root,Clements2012[37-41],
Diu,kɔɾd,ˈkɔɾdɐ,kɔ.ɾd,ˈkɔɾ.dɐ,kɔ,ˈkɔɾ,1,1,CVCC,corda,rope,Clements2012[37-41],
Diu,kɔɾd,ˈkɔɾdɐ,kɔ.ɾd,ˈkɔɾ.dɐ,ɾd,dɐ,2,2,CVVC,corda,rope,Clements2012[37-41],
Diu,liŋ,ˈliɲu,liŋ,ˈli.ɲu,liŋ,ˈli,1,1,CVC,linho,rope,Clements2012[37-41],
Diu,liŋ,ˈliɲu,liŋ,ˈli.ɲu,-,ɲu,-,2,CVC,linho,rope,Clements2012[37-41],
Diu,pod,ˈpo.dɾɨ,pod,ˈpo.dɾɨ,pod,ˈpo,1,1,CVC,podre,rotten,Clements2012[37-41],
Diu,pod,ˈpo.dɾɨ,pod,ˈpo.dɾɨ,-,dɾɨ,-,2,CVC,podre,rotten,Clements2012[37-41],
Diu,ɾɛdɔnd,ʁɨ.ˈdõ.du,ɾɛ.dɔ.nd,ʁɨ.ˈdõ.du,ɾɛ,ʁɨ,1,1,CVCVCC,redondo,round,Clements2012[37-41],
Diu,ɾɛdɔnd,ʁɨ.ˈdõ.du,ɾɛ.dɔ.nd,ʁɨ.ˈdõ.du,dɔ,dõ,2,2,CVCVCC,redondo,round,Clements2012[37-41],
Diu,ɾɛdɔnd,ʁɨ.ˈdõ.du,ɾɛ.dɔ.nd,ʁɨ.ˈdõ.du,nd,du,3,3,CVCVCC,redondo,round,Clements2012[37-41],
Diu,sal,ˈsal,sal,ˈsal,sal,ˈsal,1,1,CVC,sal,salt,Clements2012[37-41],
Diu,aɾej,ɐ.ˈɾɐj.ɐ ,a.ɾej,ɐ.ˈɾɐj.ɐ ,a,ɐ,1,1,VCVC,areia,sand,Clements2012[37-41],
Diu,aɾej,ɐ.ˈɾɐj.ɐ,a.ɾej,ɐ.ˈɾɐj.ɐ ,ɾej,ɾɐj,2,2,VCVC,areia,sand,Clements2012[37-41],
Diu,aɾej,ɐ.ˈɾɐj.ɐ,a.ɾej,ɐ.ˈɾɐj.ɐ ,-,ɐ ,-,3,VCVC,areia,sand,Clements2012[37-41],
Diu,fala,fɐˈlaɾ,fa.la,fɐ.ˈlaɾ,fa,fɐ,1,1,CVCV,falar,say,Clements2012[37-41],
Diu,fala,fɐˈlaɾ,fa.la,fɐ.ˈlaɾ,la,laɾ,2,2,CVCV,falar,say,Clements2012[37-41],
Diu,dize,di.ˈzeɾ,di.ze,di.ˈzeɾ,di,di,1,1,CVCV,dizer,say,Clements2012[37-41],
Diu,dize,di.ˈzeɾ,di.ze,di.ˈzeɾ,ze,zeɾ,2,2,CVCV,dizer,say,Clements2012[37-41],
Diu,ɾaŋa,a.ʁɐ.ˈɲaɾ ,ɾa.ŋa,a.ʁɐ.ˈɲaɾ ,ɾa,a,1,1,CVCV,arranhar,scratch,Clements2012[37-41],
Diu,ɾaŋa,a.ʁɐ.ˈɲaɾ,ɾa.ŋa,a.ʁɐ.ˈɲaɾ ,ŋa,ʁɐ,2,2,CVCV,arranhar,scratch,Clements2012[37-41],
Diu,ɾaŋa,a.ʁɐ.ˈɲaɾ,ɾa.ŋa,a.ʁɐ.ˈɲaɾ ,-,ɲaɾ ,-,3,CVCV,arranhar,scratch,Clements2012[37-41],
Diu,ɾaspa,ʁɐʃ.ˈpaɾ,ɾas.pa,ʁɐʃ.ˈpaɾ,ɾas,ʁɐʃ,1,1,CVCCV,raspar,scratch,Clements2012[37-41],
Diu,ɾaspa,ʁɐʃ.ˈpaɾ,ɾas.pa,ʁɐʃ.ˈpaɾ,pa,paɾ,2,2,CVCCV,raspar,scratch,Clements2012[37-41],
Diu,maɾ,ˈmaɾ,maɾ,ˈmaɾ,maɾ,ˈmaɾ,1,1,CVC,mar,sea,Clements2012[37-41],
Diu,apəɾse,pɐɾɨˈseɾ,a.pəɾ.se,pɐ.ɾɨ.ˈseɾ,a,pɐ,1,1,VCVCCV,parecer,see,Clements2012[37-41],
Diu,apəɾse,pɐɾɨˈseɾ,a.pəɾ.se,pɐ.ɾɨ.ˈseɾ,pəɾ,ɾɨ,2,2,VCVCCV,parecer,see,Clements2012[37-41],
Diu,apəɾse,pɐɾɨˈseɾ,a.pəɾ.se,pɐ.ɾɨ.ˈseɾ,se,seɾ,3,3,VCVCCV,parecer,see,Clements2012[37-41],
Diu,simẽt,sɨˈmẽtɨ,si.mẽt,sɨ.ˈmẽ.tɨ,si,sɨ,1,1,CVCVC,semente,seed,Clements2012[37-41],
Diu,simẽt,sɨˈmẽtɨ,si.mẽt,sɨ.ˈmẽ.tɨ,mẽt,mẽ,2,2,CVCVC,semente,seed,Clements2012[37-41],
Diu,simẽt,sɨˈmẽtɨ,si.mẽt,sɨ.ˈmẽ.tɨ,-,tɨ,-,3,CVCVC,semente,seed,Clements2012[37-41],
Diu,kustəɾa,kuʃtuˈɾaɾ,kus.tə.ɾa,kuʃ.tu.ˈɾaɾ,kus,kuʃ,1,1,CVCCVCV,costurar,sew,Clements2012[37-41],
Diu,kustəɾa,kuʃtuˈɾaɾ,kus.tə.ɾa,kuʃ.tu.ˈɾaɾ,tə,tu,2,2,CVCCVCV,costurar,sew,Clements2012[37-41],
Diu,kustəɾa,kuʃtuˈɾaɾ,kus.tə.ɾa,kuʃ.tu.ˈɾaɾ,ɾa,ɾaɾ,3,3,CVCCVCV,costurar,sew,Clements2012[37-41],
Diu,kuɾt,ˈkuɾtu,ku.ɾt,ˈkuɾ.tu,ku,ˈkuɾ,1,1,CVCC,curto,short,Clements2012[37-41],
Diu,kuɾt,ˈkuɾtu,ku.ɾt,ˈkuɾ.tu,ɾt,tu,2,2,CVCC,curto,short,Clements2012[37-41],
Diu,kanta,kɐ̃ˈtaɾ,kan.ta,kɐ̃.ˈtaɾ,kan,kɐ̃,1,1,CVCCV,cantar,sing,Clements2012[37-41],
Diu,kanta,kɐ̃ˈtaɾ,kan.ta,kɐ̃.ˈtaɾ,ta,taɾ,2,2,CVCCV,cantar,sing,Clements2012[37-41],
Diu,sẽta,sẽˈtaɾ,sẽ.ta,sẽ.ˈtaɾ,sẽ,sẽ,1,1,CVCV,sentar,sit,Clements2012[37-41],
Diu,sẽta,sẽˈtaɾ,sẽ.ta,sẽ.ˈtaɾ,ta,taɾ,2,2,CVCV,sentar,sit,Clements2012[37-41],
Diu,pɛl,ˈpe.ɫɨ ,pɛ.l,ˈpe.ɫɨ ,pɛ,ˈpe,1,1,CVC,pele,skin,Clements2012[37-41],
Diu,pɛl,ˈpe.ɫɨ,pɛ.l,ˈpe.ɫɨ ,l,ɫɨ ,2,2,CVC,pele,skin,Clements2012[37-41],
Diu,sɛw,ˈsɛw,sɛw,ˈsɛw,sɛw,ˈsɛw,1,1,CVC,céus,sky,Clements2012[37-41],
Diu,duɾmi,duɾ.ˈmiɾ,duɾ.mi,duɾ.ˈmiɾ,duɾ,duɾ,1,1,CVCCV,dormir,sleep,Clements2012[37-41],
Diu,duɾmi,duɾ.ˈmiɾ,duɾ.mi,duɾ.ˈmiɾ,mi,miɾ,2,2,CVCCV,dormir,sleep,Clements2012[37-41],
Diu,piken,pɨ.ˈke.nu ,pi.ken,pɨ.ˈke.nu ,pi,pɨ,1,1,CVCVC,pequeno,small,Clements2012[37-41],
Diu,piken,pɨ.ˈke.nu,pi.ken,pɨ.ˈke.nu ,ken,ke,2,2,CVCVC,pequeno,small,Clements2012[37-41],
Diu,piken,pɨ.ˈke.nu,pi.ken,pɨ.ˈke.nu ,-,nu ,-,3,CVCVC,pequeno,small,Clements2012[37-41],
Diu,t̠ʃeɾa,ʃɐjˈɾaɾ,t̠ʃe.ɾa,ʃɐj.ˈɾaɾ,t̠ʃe,ʃɐj,1,1,CCVCV,cheirar,smell,Clements2012[37-41],
Diu,t̠ʃeɾa,ʃɐjˈɾaɾ,t̠ʃe.ɾa,ʃɐj.ˈɾaɾ,ɾa,ɾaɾ,2,2,CCVCV,cheirar,smell,Clements2012[37-41],
Diu,fum,ˈfumu,fum,ˈfu.mu,fum,ˈfu,1,1,CVC,fumo,smoke,Clements2012[37-41],
Diu,fum,ˈfumu,fum,ˈfu.mu,-,mu,-,2,CVC,fumo,smoke,Clements2012[37-41],
Diu,kɔb,ˈkɔbɾɐ,kɔ.b,ˈkɔ.bɾɐ,kɔ,ˈkɔ,1,1,CVC,cobra,snake,Clements2012[37-41],
Diu,kɔb,ˈkɔbɾɐ,kɔ.b,ˈkɔ.bɾɐ,b,bɾɐ,2,2,CVC,cobra,snake,Clements2012[37-41],
Diu,ãgu,aɫ.ˈgũ,ãgu,aɫ.ˈgũ,ãgu,aɫ,1,1,VCV,algum,some,Clements2012[37-41],
