Language,SourceWord,SourceWord CV,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,PositionSource,PositionTarget,Process,TemplateSource,TemplateTarget,TargetOrthography,Translation,Reference,Notes
Cape Verdean Sao Vicente,molɔd,CVCVC,ɐmuˈɫadu,mol.ɔ.d,ɐ.mu.ˈɫa.du,d,du,3,4,,C,CV,amolado,sharp,Baptista2019[271-277],
Cape Verdean Sao Vicente,piknin,CVCCV,pɨkɨˈninu,pik.nin,pɨ.kɨ.ˈni.nu,pik,pɨ,1,1,,CVC,CV,pequenote,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,piknin,CVCCV,pɨkɨˈninu,pik.nin,pɨ.kɨ.ˈni.nu,-,kɨ,-,2,,-,CV,pequenino,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,piknin,CVCCV,pɨkɨˈninu,pik.nin,pɨ.kɨ.ˈni.nu,nin,ˈni,2,3,,CVC,CV,pequenino,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,piknin,CVCCV,pɨkɨˈninu,pik.nin,pɨ.kɨ.ˈni.nu,-,nu,-,4,,-,CV,pequenino,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,kuɾt,CVCC,ˈkuɾtu,kuɾ.t,ˈkuɾ.tu,kuɾ,ˈkuɾ,1,1,,CVC,CVC,curto,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,kuɾt,CVCC,ˈkuɾtu,kuɾ.t,ˈkuɾ.tu,t,tu,2,2,,C,CV,curto,short,Baptista2019[271-277],
Cape Verdean Sao Vicente,kanta,CVCV,kɐ̃ˈtaɾ,kan.ta,kɐ̃.ˈtaɾ,kan,kɐ̃,1,1,,CVC,CV,cantar,sing,Baptista2019[271-277],
Cape Verdean Sao Vicente,kanta,CVCV,kɐ̃ˈtaɾ,kan.ta,kɐ̃.ˈtaɾ,ta,ˈtaɾ,2,2,assimilation,CV,CVC,cantar,sing,Baptista2019[271-277],
Cape Verdean Sao Vicente,senta,CVCV,sẽˈtaɾ,sen.ta,sẽ.ˈtaɾ,sen,sẽ,1,1,,CV,CV,sentar,sit,Baptista2019[271-277],
Cape Verdean Sao Vicente,senta,CVCV,sẽˈtaɾ,sen.ta,sẽ.ˈtaɾ,ta,ˈtaɾ,2,2,assimilation,CV,CVC,sentar,sit,Baptista2019[271-277],
Cape Verdean Sao Vicente,pel,CVC,ˈpɛlɨ,pel,ˈpɛ.lɨ,pel,ˈpɛ,1,1,,CVC,CV,pele,skin,Baptista2019[271-277],
Cape Verdean Sao Vicente,pel,CVC,ˈpɛlɨ,pel,ˈpɛ.lɨ,-,lɨ,-,2,,-,CV,pele,skin,Baptista2019[271-277],
Cape Verdean Sao Vicente,sɛu,CVg,ˈsɛw,sɛu,ˈsɛw,sɛu,ˈsɛw,1,1,,CVg,CVg,céu,sky,Baptista2019[271-277],
Cape Verdean Sao Vicente,konʃe,CVCV,kuɲɨˈseɾ,kon.ʃe,ku.ɲɨ.ˈseɾ,kon,ku,1,1,,CV,CV,conhecer,know,Baptista2019[271-277],
Cape Verdean Sao Vicente,konʃe,CVCV,kuɲɨˈseɾ,kon.ʃe,ku.ɲɨ.ˈseɾ,-,ɲɨ,-,2,,-,CV,conhecer,know,Baptista2019[271-277],
Cape Verdean Sao Vicente,konʃe,CVCV,kuɲɨˈseɾ,kon.ʃe,ku.ɲɨ.ˈseɾ,ʃe,ˈseɾ,2,3,,CV,CVC,conhecer,know,Baptista2019[271-277],
Cape Verdean Sao Vicente,sabe,CVCV,sɐˈbeɾ,sa.be,sɐ.ˈbeɾ,sa,sɐ,1,1,,CV,CV,saber,know,Baptista2019[271-277],
Cape Verdean Sao Vicente,sabe,CVCV,sɐˈbeɾ,sa.be,sɐ.ˈbeɾ,be,ˈbeɾ,2,2,,CV,CVC,saber,know,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃeɾɛ,CCVCV,ʃɐjˈɾaɾ,t̠ʃe.ɾɛ,ʃɐj.ˈɾaɾ,t̠ʃe,ʃɐj,1,1,,CCV,CVC,cheirar,smell,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃeɾɛ,CCVCV,ʃɐjˈɾaɾ,t̠ʃe.ɾɛ,ʃɐj.ˈɾaɾ,tɾɛ,ˈɾaɾ,2,2,,CCV,CVC,cheirar,smell,Baptista2019[271-277],
Cape Verdean Sao Vicente,fma,CCV,fuˈmaɾ,f.ma,fu.ˈmaɾ,f,fu,1,1,,C,CV,fumar,smoke,Baptista2019[271-277],
Cape Verdean Sao Vicente,fma,CCV,fuˈmaɾ,f.ma,fu.ˈmaɾ,ma,ˈmaɾ,2,2,,CV,CVC,fumar,smoke,Baptista2019[271-277],
Cape Verdean Sao Vicente,lize,CVCV,ˈlizu,li.ze,ˈli.zu,li,ˈli,1,1,,CV,CV,liso,smooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,lize,CVCV,ˈlizu,li.ze,ˈli.zu,ze,zu,2,2,,CV,CV,liso,smooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,fine,CVCV,ˈfinu,fi.ne,ˈfi.nu,fi,ˈfi,1,1,,CV,CV,fino,smooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,fine,CVCV,ˈfinu,fi.ne,ˈfi.nu,ne,nu,2,2,,CV,CV,fino,smooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,kobɾa,CVCCV,ˈkɔbɾɐ,ko.bɾa,ˈkɔ.bɾɐ,ko,ˈkɔ,1,1,,CV,CV,cobra,snake,Baptista2019[271-277],
Cape Verdean Sao Vicente,kobɾa,CVCCV,ˈkɔbɾɐ,ko.bɾa,ˈkɔ.bɾɐ,bɾa,bɾɐ,2,2,,CCV,CCV,cobra,snake,Baptista2019[271-277],
Cape Verdean Sao Vicente,nɛve,CVCV,ˈnɛvɨ,nɛ.ve,ˈnɛ.vɨ,nɛ,ˈnɛ,1,1,,CV,CV,neve,snow,Baptista2019[271-277],
Cape Verdean Sao Vicente,nɛve,CVCV,ˈnɛvɨ,nɛ.ve,ˈnɛ.vɨ,ve,vɨ,2,2,,CV,CV,neve,snow,Baptista2019[271-277],
Cape Verdean Sao Vicente,elgun,VCCV,aɫˈgũ,el.gun,aɫ.ˈgũ,el,aɫ,1,1,,VC,VC,algum,some,Baptista2019[271-277],
Cape Verdean Sao Vicente,elgun,VCCV,aɫˈgũ,el.gun,aɫ.ˈgũ,gun,ˈgũ,2,2,assimilation,CV,CV,algum,some,Baptista2019[271-277],
Cape Verdean Sao Vicente,kuspi,CVCCV,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,kus,kuʃ,1,1,,CVC,CVC,cospir,spit,Baptista2019[271-277],
Cape Verdean Sao Vicente,kuspi,CVCCV,kuʃˈpiɾ,kus.pi,kuʃ.ˈpiɾ,pi,ˈpiɾ,2,2,,CV,CVC,cospir,spit,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾat̠ʃa,CVCCV,ʀɐˈʃaɾ,ɾa.t̠ʃa,ʀɐ.ˈʃaɾ,ɾa,ʀɐ,1,1,,CV,CV,rachar,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾat̠ʃa,CVCCV,ʀɐˈʃaɾ,ɾa.t̠ʃa,ʀɐ.ˈʃaɾ,t̠ʃa,ˈʃaɾ,2,2,,CCV,CVC,rachar,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,paɾti,CVCCV,pɐɾˈtiɾ,paɾ.ti,pɐɾ.ˈtiɾ,paɾ,pɐɾ,1,1,,CVC,CVC,partir,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,paɾti,CVCCV,pɐɾˈtiɾ,paɾ.ti,pɐɾ.ˈtiɾ,ti,ˈtiɾ,2,2,,CV,CVC,partir,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,kebɾa,CVCCV,kɨˈbɾaɾ,ke.bɾa,kɨ.ˈbɾaɾ,ke,kɨ,1,1,,CV,CV,quebrar,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,kebɾa,CVCCV,kɨˈbɾaɾ,ke.bɾa,kɨ.ˈbɾaɾ,bɾa,ˈbɾaɾ,2,2,,CCV,CCVC,quebrar,split,Baptista2019[271-277],
Cape Verdean Sao Vicente,spɾeme,CCCVCV,ʃpɾɨˈmeɾ,s.pɾe.me,ʃ.pɾɨ.ˈmeɾ,s,ʃ,1,1,,C,C,espremer,squeeze,Baptista2019[271-277],
Cape Verdean Sao Vicente,spɾeme,CCCVCV,ʃpɾɨˈmeɾ,s.pɾe.me,ʃ.pɾɨ.ˈmeɾ,pɾe,pɾɨ,2,2,,CCV,CCV,espremer,squeeze,Baptista2019[271-277],
Cape Verdean Sao Vicente,spɾeme,CCCVCV,ʃpɾɨˈmeɾ,s.pɾe.me,ʃ.pɾɨ.ˈmeɾ,me,ˈmeɾ,3,3,metathesis,CV,CVC,espremer,squeeze,Baptista2019[271-277],
Cape Verdean Sao Vicente,sfakia,CCVCVV,ʃfɐkiˈaɾ,s.fa.kia,ʃ.fɐ.ki.ˈaɾ,s,ʃ,1,1,,C,C,esfaquear,stab,Baptista2019[271-277],
Cape Verdean Sao Vicente,sfakia,CCVCVV,ʃfɐkiˈaɾ,s.fa.kia,ʃ.fɐ.ki.ˈaɾ,fa,fɐ,2,2,,CV,CV,esfaquear,stab,Baptista2019[271-277],
Cape Verdean Sao Vicente,sfakia,CCVCVV,ʃfɐkiˈaɾ,s.fa.kia,ʃ.fɐ.ki.ˈaɾ,kia,ki,3,3,,CVg,CV,esfaquear,stab,Baptista2019[271-277],
Cape Verdean Sao Vicente,sfakia,CCVCVV,ʃfɐkiˈaɾ,s.fa.kia,ʃ.fɐ.ki.ˈaɾ,-,ˈaɾ,-,4,,-,VC,esfaquear,stab,Baptista2019[271-277],
Cape Verdean Sao Vicente,poinpɛ,CVVCV,ˈpõj u ˈpɛ,pojn.pɛ,ˈpõj. u. ˈpɛ,pojn,ˈpõj,1,1,,CVg,CVg,põe o pé,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,pojnpɛ,CVVCV,ˈpõj u ˈpɛ,pojn.pɛ,ˈpõj. u. ˈpɛ,-,u,-,2,,-,V,põe o pé,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,pojnpɛ,CVVCV,ˈpõj u ˈpɛ,pojn.pɛ,ˈpõj. u. ˈpɛ,pɛ,ˈpɛ,2,3,,CV,CV,põe o pé,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,levanta,CVCVCV,lɨvɐ̃ˈtaɾ,le.van.ta,lɨ.vɐ̃.ˈtaɾ,le,lɨ,1,1,,CV,CV,levantar,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,levanta,CVCVCV,lɨvɐ̃ˈtaɾ,le.van.ta,lɨ.vɐ̃.ˈtaɾ,van,vɐ̃,2,2,,CV,CV,levantar,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,levanta,CVCVCV,lɨvɐ̃ˈtaɾ,le.van.ta,lɨ.vɐ̃.ˈtaɾ,ta,ˈtaɾ,3,3,assimilation,CV,CVC,levantar,stand,Baptista2019[271-277],
Cape Verdean Sao Vicente,stɾela,CCCVCV,iʃˈtɾelɐ,s.tɾe.la,iʃ.ˈtɾe.lɐ,s,iʃ,1,1,,C,CV,estrela,star,Baptista2019[271-277],
Cape Verdean Sao Vicente,stɾela,CCCVCV,iʃˈtɾelɐ,s.tɾe.la,iʃ.ˈtɾe.lɐ,tɾe,ˈtɾe,2,2,,CCV,CCV,estrela,star,Baptista2019[271-277],
Cape Verdean Sao Vicente,stɾela,CCCVCV,iʃˈtɾelɐ,s.tɾe.la,iʃ.ˈtɾe.lɐ,la,lɐ,3,3,,CV,CV,estrela,star,Baptista2019[271-277],
Cape Verdean Sao Vicente,pau,CVg,ˈpaw,pau,ˈpaw,pau,ˈpaw,1,1,,CVg,CVg,pau,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,spet,CCVC,iʃˈpetu,s.pet,iʃ.ˈpe.tu,s,iʃ,1,1,,C,VC,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,spet,CCVC,iʃˈpetu,s.pet,iʃ.ˈpe.tu,pet,ˈpe,2,2,,CVC,CV,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,spet,CCVC,iʃˈpetu,s.pet,iʃ.ˈpe.tu,-,tu,-,3,,-,CV,espeto,stick,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɛdɾa,CVCCV,ˈpedɾɐ,pɛ.dɾa,ˈpe.dɾɐ,pɛ,ˈpe,1,1,,CV,CV,pedra,stone,Baptista2019[271-277],
Cape Verdean Sao Vicente,pɛdɾa,CVCCV,ˈpedɾɐ,pɛ.dɾa,ˈpe.dɾɐ,dɾa,dɾɐ,2,2,,CCV,CCV,pedra,stone,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾet,CVC,ˈʀetu,ɾet,ˈʀe.tu,ɾet,ˈʀe,1,1,,CVC,CV,reto,straight,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾet,CVC,ˈʀetu,ɾet,ˈʀe.tu,-,tu,-,2,,-,CV,reto,straight,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃpa,CCCV,ʃuˈpaɾ,t̠ʃ.pa,ʃu.ˈpaɾ,t̠ʃ,ʃu,1,1,,CV,CV,chupar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,t̠ʃpa,CCCV,ʃuˈpaɾ,t̠ʃ.pa,ʃu.ˈpaɾ,tpa,ˈpaɾ,2,2,,CCV,CVC,chupar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,mama,CVCV,mɐˈmaɾ,ma.ma,mɐ.ˈmaɾ,ma,mɐ,1,1,,CV,CV,mamar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,mama,CVCV,mɐˈmaɾ,ma.ma,mɐ.ˈmaɾ,ma,ˈmaɾ,2,2,,CV,CVC,mamar,suck,Baptista2019[271-277],
Cape Verdean Sao Vicente,sol,CVC,ˈsɔl,sol,ˈsɔl,sol,ˈsɔl,1,1,,CVC,CVC,sol,sun,Baptista2019[271-277],
Cape Verdean Sao Vicente,int̠ʃa,VCCV,ĩˈʃaɾ,in.t̠ʃa,ĩ.ˈʃaɾ,in,ĩ,1,1,,VC,V,inchar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,int̠ʃa,VCCV,ĩˈʃaɾ,in.t̠ʃa,ĩ.ˈʃaɾ,t̠ʃa,ˈʃaɾ,2,2,assimilation,CCV,CVC,inchar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,VCCVCV,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,in,ĩ,1,1,,VC,V,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,VCCVCV,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,fla,flɐ,2,2,,CCV,CCV,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,inflama,VCCVCV,ĩflɐˈmaɾ,in.fla.ma,ĩ.flɐ.ˈmaɾ,ma,ˈmaɾ,3,3,assimilation,CV,CVC,inflamar,swell,Baptista2019[271-277],
Cape Verdean Sao Vicente,nada,CVCV,ˈnadɐ,na.da,ˈna.dɐ,na,ˈna,1,1,,CV,CV,nada,swim,Baptista2019[271-277],
Cape Verdean Sao Vicente,nada,CVCV,ˈnadɐ,na.da,ˈna.dɐ,da,dɐ,2,2,,CV,CV,nada,swim,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾɔb,CVC,ˈʀabu,ɾɔb,ˈʀa.bu,ɾɔb,ˈʀa,1,1,,CVC,CV,rabo,tail,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾɔb,CVC,ˈʀabu,ɾɔb,ˈʀa.bu,-,bu,-,2,,-,CV,rabo,tail,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,CVC,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,-,ɐ,-,1,,-,V,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,CVC,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,kel,ˈke,1,2,,CVC,CV,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,kel,CVC,ɐˈkeɫɨ,kel,ɐ.ˈke.ɫɨ,-,ɫɨ,-,3,,-,CV,aquele,that,Baptista2019[271-277],
Cape Verdean Sao Vicente,la,CV,ˈla,la,ˈla,la,ˈla,1,1,,CV,CV,lá,there,Baptista2019[271-277],
Cape Verdean Sao Vicente,es,VC,ˈesɨʃ,es,ˈe.sɨʃ,es,ˈe,1,1,,VC,V,esses,they,Baptista2019[271-277],
Cape Verdean Sao Vicente,es,VC,ˈesɨʃ,es,ˈe.sɨʃ,-,sɨʃ,-,2,,-,CVC,esses,they,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾos,CCVC,ˈgɾosu,gɾos,ˈgɾo.su,gɾos,ˈgɾo,1,1,,CCVC,CCV,grosso,thick,Baptista2019[271-277],
Cape Verdean Sao Vicente,gɾos,CCVC,ˈgɾosu,gɾos,ˈgɾo.su,-,su,-,2,,-,CV,grosso,thick,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,CVgC,miˈudu,mi.ud,mi.ˈu.du,mi,mi,1,1,,CV,CV,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,CVgC,miˈudu,mi.ud,mi.ˈu.du,ud,ˈu,2,2,,VC,V,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,miud,CVgC,miˈudu,mi.ud,mi.ˈu.du,-,du,-,3,,-,CV,miúdo,thin,Baptista2019[271-277],
Cape Verdean Sao Vicente,pensa,CVCV,pẽˈsaɾ,pen.sa,pẽ.ˈsaɾ,pen,pẽ,1,1,assimilation,CV,CV,pensar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,pensa,CVCV,pẽˈsaɾ,pen.sa,pẽ.ˈsaɾ,sa,ˈsaɾ,2,2,,CV,CVC,pensar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,CVCVCV,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,ma,mɐ,1,1,,CV,CV,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,CVCVCV,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,tu,tu,2,2,,CV,CV,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,matuta,CVCVCV,mɐtuˈtaɾ,ma.tu.ta,mɐ.tu.ˈtaɾ,ta,ˈtaɾ,3,3,,CV,CVC,matutar,think,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,VCCV,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,es,ɐ,1,1,,VC,V,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,VCCV,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ˈke,-,2,,-,CV,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,VCCV,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɫɨ,-,3,,-,CV,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,VCCV,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,-,ɐ,-,4,,-,V,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,esli,VCCV,ɐˈkeɫɨ ɐˈɫi,es.li,ɐ.ˈke.ɫɨ ɐ.ˈɫi,li,ˈɫi,2,5,,CV,CV,esse ali,this,Baptista2019[271-277],
Cape Verdean Sao Vicente,tɾes,CCVC,ˈtɾeʃ,tɾes,ˈtɾeʃ,tɾes,ˈtɾeʃ,1,1,,CCVC,CCVC,três,three,Baptista2019[271-277],
Cape Verdean Sao Vicente,bta,CCV,buˈtaɾ,b.ta,bu.ˈtaɾ,b,bu,1,1,,C,CV,botar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,bta,CCV,buˈtaɾ,b.ta,bu.ˈtaɾ,ta,ˈtaɾ,2,2,,CV,CVC,botar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,manda,CVCV,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,man,mɐ̃,1,1,,CV,CV,mandar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,manda,CVCV,mɐ̃ˈdaɾ,man.da,mɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,,CV,CVC,mandar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,CVCVCV,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,-,ɐ,-,1,,-,V,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,CVCVCV,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,ɾe,ʀɨ,1,2,,CV,CV,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,CVCVCV,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,me,mɨ,2,3,,CV,CV,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,ɾemesa,CVCVCV,ɐʀɨmɨˈsaɾ,ɾe.me.sa,ɐ.ʀɨ.mɨ.ˈsaɾ,sa,ˈsaɾ,3,4,,CV,CVC,arremessar,throw,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,CVCV,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,-,ɐ,-,1,,-,V,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,CVCV,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ma,ma,1,2,,CV,CV,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,maɾa,CVCV,ɐmaˈʀaɾ,ma.ɾa,ɐ.ma.ˈʀaɾ,ɾa,ˈʀaɾ,2,3,,CV,CVC,amarrar,tie,Baptista2019[271-277],
Cape Verdean Sao Vicente,linga,CVCV,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,lin,ˈlĩ,1,1,,CV,CV,língua,tongue,Baptista2019[271-277],
Cape Verdean Sao Vicente,linga,CVCV,ˈlĩɡuɐ,lin.ga,ˈlĩ.ɡuɐ,ga,ɡuɐ,2,2,assimilation,CV,CVV,língua,tongue,Baptista2019[271-277],
Cape Verdean Sao Vicente,dent,CVC,ˈdẽtɨ,den.t,ˈdẽ.tɨ,den,ˈdẽ,1,1,,CV,CV,dente,tooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,dent,CVC,ˈdẽtɨ,den.t,ˈdẽ.tɨ,t,tɨ,2,2,assimilation,C,CV,dente,tooth,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,VCC,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,aɾv,ˈaɾ,1,1,,VCC,VC,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,VCC,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,vu,-,2,,-,CV,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,aɾv,VCC,ˈaɾvuɾɨ,aɾv,ˈaɾ.vu.ɾɨ,-,ɾɨ,-,3,metathesis,-,CV,árvore,tree,Baptista2019[271-277],
Cape Verdean Sao Vicente,vɾa,CCV,viˈɾaɾ,vɾa,vi.ˈɾaɾ,vɾa,vi,1,1,,CCV,CV,virar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,vɾa,CCV,viˈɾaɾ,vɾa,vi.ˈɾaɾ,-,ˈɾaɾ,-,2,,-,CVC,virar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,volta,CVCCV,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,vol,vɔl,1,1,,CVC,CVC,voltar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,volta,CVCCV,vɔlˈtaɾ,vol.ta,vɔl.ˈtaɾ,ta,ˈtaɾ,2,2,,CV,CVC,voltar,turn,Baptista2019[271-277],
Cape Verdean Sao Vicente,dos,CVC,ˈdojʃ,dos,ˈdojʃ,dos,ˈdojʃ,1,1,,CVC,CVgC,dois,two,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,CCVCV,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,v,vu,1,1,,C,CV,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,CCVCV,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,mi,mi,2,2,,CV,CV,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,vmita,CCVCV,vumiˈtaɾ,v.mi.ta,vu.mi.ˈtaɾ,ta,ˈtaɾ,3,3,,CV,CVC,vomitar,throw up,Baptista2019[271-277],
Cape Verdean Sao Vicente,anda,VCV,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,an,ɐ̃,1,1,,V,V,andar,walk,Baptista2019[271-277],
Cape Verdean Sao Vicente,anda,VCV,ɐ̃ˈdaɾ,an.da,ɐ̃.ˈdaɾ,da,ˈdaɾ,2,2,assimilation,CV,CVC,andar,walk,Baptista2019[271-277],
Cape Verdean Sao Vicente,kaloɾ,CVCVC,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,ka,kɐ,1,1,,CV,CV,calor,heat,Baptista2019[271-277],
Cape Verdean Sao Vicente,kaloɾ,CVCVC,kɐˈloɾ,ka.loɾ,kɐ.ˈloɾ,loɾ,ˈloɾ,2,2,,CVC,CVC,calor,heat,Baptista2019[271-277],
Cape Verdean Sao Vicente,lava,CVCV,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,la,lɐ,1,1,,CV,CV,lavar,wash,Baptista2019[271-277],
Cape Verdean Sao Vicente,lava,CVCV,lɐˈvaɾ,la.va,lɐ.ˈvaɾ,va,ˈvaɾ,2,2,,CV,CVC,lavar,wash,Baptista2019[271-277],
Cape Verdean Sao Vicente,aga,VCV,aguɐ,aga,a.guɐ,aga,a,1,1,,VCV,V,água,water,Baptista2019[271-277],
Cape Verdean Sao Vicente,aga,VCV,aguɐ,aga,a.guɐ,-,guɐ,-,2,,-,CVV,água,water,Baptista2019[271-277],
Cape Verdean Sao Vicente,nos,CVC,ˈnɔʃ,nos,ˈnɔʃ,nos,ˈnɔʃ,1,1,,CVC,CVC,nós,we,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,CVgVC,muˈʎadu,moj.o.d,mu.ˈʎa.du,moj,mu,1,1,,CVg,CV,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,CVgVC,muˈʎadu,moj.o.d,mu.ˈʎa.du,o,ˈʎa,2,2,,V,CV,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,mojod,CVgVC,muˈʎadu,moj.o.d,mu.ˈʎa.du,d,du,3,3,,C,CV,molhado,wet,Baptista2019[271-277],
Cape Verdean Sao Vicente,kondɛ,CVCV,ˈkwɐ̃du,kon.dɛ,ˈkwɐ̃.du,kon,ˈkwɐ̃,1,1,,CV,CV,quando,when,Baptista2019[271-277],
