Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceWordSyllabe,TargetWordSyllabe,SourceWordSyl Length,TargetWordSyl Length,PositionSource,PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,References,Notes
Principense,buˈrja,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,-,ẽ,2,3,-,1,-,Initial,0,bu,0,bɾu,metathesis,embrulhar,wrap up,Bandeira2017[366-412],
Principense,buˈrja,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,bu,bɾu,2,3,1,2,Initial,Medial,-,ˈrja,ẽ,ˈʎaɾ,,embrulhar,wrap up,Bandeira2017[366-412],
Principense,buˈrja,ẽbɾuˈʎaɾ,bu.ˈrja,ẽ.bɾu.ˈʎaɾ,ˈrja,ˈʎaɾ,2,3,2,3,Final,Final,bu,2,bɾu,3,,embrulhar,wrap up,Bandeira2017[366-412],
Principense,ˈda,ˈdaɾ,ˈda,ˈdaɾ,ˈda,ˈdaɾ,1,1,1,1,Final,Final,0,1,0,1,,dar,give,Bandeira2017[366-412],
Principense,dɐ̃ˈsa,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,dɐ̃,dɐ̃,2,2,1,1,Initial,Initial,0,ˈsa,0,ˈsaɾ,,dançar,to dance,Bandeira2017[366-412],
Principense,dɐ̃ˈsa,dɐ̃ˈsaɾ,dɐ̃.ˈsa,dɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,2,2,Final,Final,dɐ̃,2,dɐ̃,2,,dançar,to dance,Bandeira2017[366-412],
Principense,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,de:,dɨ,2,3,1,1,Initial,Initial,0,-,0,ʀɨ,metathesis,derreter,to melt,Bandeira2017[366-412],
Principense,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,-,ʀɨ,2,3,-,2,-,Medial,de:,ˈte,dɨ,ˈteɾ,,derreter,to melt,Bandeira2017[366-412],
Principense,de:ˈte,dɨʀɨˈteɾ,de:.ˈte,dɨ.ʀɨ.ˈteɾ,ˈte,ˈteɾ,2,3,2,3,Final,Final,-,2,ʀɨ,3,,derreter,to melt,Bandeira2017[366-412],
Principense,diˈmi,duɾˈmiɾ,di.ˈmi,duɾ.ˈmiɾ,di,duɾ,2,2,1,1,Initial,Initial,0,ˈmi,0,ˈmiɾ,,dormir,to sleep,Bandeira2017[366-412],
Principense,diˈmi,duɾˈmiɾ,di.ˈmi,duɾ.ˈmiɾ,ˈmi,ˈmiɾ,2,2,2,2,Final,Final,di,2,duɾ,2,,dormir,to sleep,Bandeira2017[366-412],
Principense,ˈfa:,fɐˈlaɾ,ˈfa:.,fɐ.ˈlaɾ,ˈfa:.,fɐ,2,2,1,1,Initial,Initial,0,-,0,ˈlaɾ,metathesis,falar,say,Bandeira2017[366-412],
Principense,ˈfa:,fɐˈlaɾ,ˈfa:.,fɐ.ˈlaɾ,-,ˈlaɾ,2,2,-,2,-,Final,ˈfa:.,-,fɐ,2,,falar,say,Bandeira2017[366-412],
Principense,ˈfaˈlwɐ̃gu,mẽˈtiɾ,ˈfa.ˈlwɐ̃.gu,mẽ.ˈtiɾ,,,3,2,,,#N/A,#N/A,0,,0,,,mentir,to lie,Bandeira2017[366-412],Not of portuguese origin
Principense,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,fa,fal,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,faltar,be absent,Bandeira2017[366-412],
Principense,faˈta,falˈtaɾ,fa.ˈta,fal.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,fa,2,fal,2,,faltar,be absent,Bandeira2017[366-412],
Principense,miˈza,mɨˈʒaɾ,mi.ˈza,mɨ.ˈʒaɾ,mi,mɨ,2,2,1,1,Initial,Initial,0,ˈza,0,ˈʒaɾ,metathesis,mijar,urinate,Bandeira2017[366-412],
Principense,miˈza,mɨˈʒaɾ,mi.ˈza,mɨ.ˈʒaɾ,ˈza,ˈʒaɾ,2,2,2,2,Final,Final,mi,2,mɨ,2,,urinar,urinate,Bandeira2017[366-412],
Principense,fɛˈdɛ,fɨˈdeɾ,fɛ.ˈdɛ,fɨ.ˈdeɾ,fɛ,fɨ,2,2,1,1,Initial,Initial,0,ˈdɛ,0,ˈdeɾ,,feder,stink,Bandeira2017[366-412],
Principense,fɛˈdɛ,fɨˈdeɾ,fɛ.ˈdɛ,fɨ.ˈdeɾ,ˈdɛ,ˈdeɾ,2,2,2,2,Final,Final,fɛ,2,fɨ,2,,feder,stink,Bandeira2017[366-412],
Principense,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,fi,fi,2,2,1,1,Initial,Initial,0,ˈka,0,ˈkaɾ,,ficar,stay,Bandeira2017[366-412],
Principense,fiˈka,fiˈkaɾ,fi.ˈka,fi.ˈkaɾ,ˈka,ˈkaɾ,2,2,2,2,Final,Final,fi,2,fi,2,,ficar,stay,Bandeira2017[366-412],
Principense,fɛˈga,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,-,ʃ,2,3,-,1,-,Initial,0,fɛ,0,fɾɨ,metathesis,esfregar,rub,Bandeira2017[366-412],
Principense,fɛˈga,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,fɛ,fɾɨ,2,3,1,2,Initial,Medial,-,ˈga,ʃ,ˈgaɾ,,esfregar,rub,Bandeira2017[366-412],
Principense,fɛˈga,ʃfɾɨˈgaɾ,fɛ.ˈga,ʃ.fɾɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,2,3,Final,Final,fɛ,2,fɾɨ,3,,esfregar,rub,Bandeira2017[366-412],
Principense,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,fɔ,fɔl,2,2,1,1,Initial,Initial,0,ˈga,0,ˈgaɾ,,folgar,play,Bandeira2017[366-412],
Principense,fɔˈga,fɔlˈgaɾ,fɔ.ˈga,fɔl.ˈgaɾ,ˈga,ˈgaɾ,2,2,2,2,Final,Final,fɔ,2,fɔl,2,,folgar,play,Bandeira2017[366-412],
Principense,fuˈma,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,-,dɨ,2,3,-,1,-,Initial,0,fu,0,fu,,defumar,smoke,Bandeira2017[366-412],
Principense,fuˈma,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,fu,fu,2,3,1,2,Initial,Medial,-,ˈma,dɨ,ˈmaɾ,,defumar,smoke,Bandeira2017[366-412],
Principense,fuˈma,dɨfuˈmaɾ,fu.ˈma,dɨ.fu.ˈmaɾ,ˈma,ˈmaɾ,2,3,2,3,Final,Final,fu,2,fu,3,,defumar,smoke,Bandeira2017[366-412],
Principense,fu:ˈta,fuɾˈtaɾ,fu:.ˈta,fuɾ.ˈtaɾ,fu:,fuɾ,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,furtar,to steal,Bandeira2017[366-412],
Principense,fu:ˈta,fuɾˈtaɾ,fu:.ˈta,fuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,fu:,2,fuɾ,2,,furtar,to steal,Bandeira2017[366-412],
Principense,gɔˈgɔ,guʃˈtaɾ,gɔ.ˈgɔ,guʃ.ˈtaɾ,gɔ,guʃ,2,2,1,1,Initial,Initial,0,ˈgɔ,0,ˈtaɾ,,gostar,like,Bandeira2017[366-412],ideophone
Principense,gɔˈgɔ,guʃˈtaɾ,gɔ.ˈgɔ,guʃ.ˈtaɾ,ˈgɔ,ˈtaɾ,2,2,2,2,Final,Final,gɔ,2,guʃ,2,,gostar,like,Bandeira2017[366-412],ideophone
Principense,waˈda,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,wa,ʃ,2,3,1,1,Initial,Initial,0,-,0,pɨ,metathesis,esperar,to wait,Bandeira2017[366-412],
Principense,waˈda,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,-,pɨ,2,3,-,2,-,Medial,wa,ˈda,ʃ,ˈɾaɾ,,esperar,to wait,Bandeira2017[366-412],
Principense,waˈda,ʃpɨˈɾaɾ,wa.ˈda,ʃ.pɨ.ˈɾaɾ,ˈda,ˈɾaɾ,2,3,2,3,Final,Final,-,2,pɨ,3,,esperar,to wait,Bandeira2017[366-412],
Principense,jɔˈgɔ,mɨʎuˈɾaɾ,jɔ.ˈgɔ,mɨ.ʎu.ˈɾaɾ,,,2,3,,,#N/A,#N/A,0,,0,,,melhorar,to improve,Bandeira2017[366-412],Not of portuguese origin
Principense,kaˈba,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,-,ɐ,2,3,-,1,-,Initial,0,ka,0,kɐ,metathesis,acabar,finish,Bandeira2017[366-412],
Principense,kaˈba,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,ka,kɐ,2,3,1,2,Initial,Medial,-,ˈba,ɐ,ˈbaɾ,,acabar,finish,Bandeira2017[366-412],
Principense,kaˈba,ɐkɐˈbaɾ,ka.ˈba,ɐ.kɐ.ˈbaɾ,ˈba,ˈbaɾ,2,3,2,3,Final,Final,ka,2,kɐ,3,,acabar,finish,Bandeira2017[366-412],
Principense,kɐ̃ˈta,kɐ̃ˈtaɾ,kɐ̃.ˈta,kɐ̃.ˈtaɾ,kɐ̃,kɐ̃,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cantar,sing,Bandeira2017[366-412],
Principense,kɐ̃ˈta,kɐ̃ˈtaɾ,kɐ̃.ˈta,kɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,kɐ̃,2,kɐ̃,2,,cantar,sing,Bandeira2017[366-412],
Principense,kaˈza,kɐˈzaɾ,ka.ˈza,kɐ.ˈzaɾ,ka,kɐ,2,2,1,1,Initial,Initial,0,ˈza,0,ˈzaɾ,,casar,marry,Bandeira2017[366-412],
Principense,kaˈza,kɐˈzaɾ,ka.ˈza,kɐ.ˈzaɾ,ˈza,ˈzaɾ,2,2,2,2,Final,Final,ka,2,kɐ,2,,casar,marry,Bandeira2017[366-412],
Principense,kɛˈba,kɨˈbɾaɾ,kɛ.ˈba,kɨ.ˈbɾaɾ,kɛ,kɨ,2,2,1,1,Initial,Initial,0,ˈba,0,ˈbɾaɾ,,quebrar,split,Bandeira2017[366-412],
Principense,kɛˈba,kɨˈbɾaɾ,kɛ.ˈba,kɨ.ˈbɾaɾ,ˈba,ˈbɾaɾ,2,2,2,2,Final,Final,kɛ,2,kɨ,2,,quebrar,split,Bandeira2017[366-412],
Principense,ˈke:,ˈkɾeɾ,ˈke:,ˈkɾeɾ,ˈke:,ˈkɾeɾ,1,1,1,1,Final,Final,0,1,0,1,,crer,believe,Bandeira2017[366-412],
Principense,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,kɛ,kej,2,2,1,1,Initial,Initial,0,ˈma,0,ˈmaɾ,,queimar,burn,Bandeira2017[366-412],
Principense,kɛˈma,kejˈmaɾ,kɛ.ˈma,kej.ˈmaɾ,ˈma,ˈmaɾ,2,2,2,2,Final,Final,kɛ,2,kej,2,,queimar,burn,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,-,ʃ,2,3,-,1,-,Initial,0,kjɛ̃,0,kẽ,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,kjɛ̃,kẽ,2,3,1,2,Initial,Medial,-,ˈta,ʃ,ˈtaɾ,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjɛ̃ˈta,ʃkẽˈtaɾ,kjɛ̃.ˈta,ʃ.kẽ.ˈtaɾ,ˈta,ˈtaɾ,2,3,2,3,Final,Final,kjɛ̃,2,kẽ,3,,esquentar,warm up,Bandeira2017[366-412],
Principense,kjẽˈse,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,-,ʃ,2,3,-,1,-,Initial,0,kjẽ,0,kɨ,,esquecer,to forget,Bandeira2017[366-412],
Principense,kjẽˈse,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,kjẽ,kɨ,2,3,1,2,Initial,Medial,-,ˈse,ʃ,ˈseɾ,,esquecer,to forget,Bandeira2017[366-412],
Principense,kjẽˈse,ʃkɨˈseɾ,kjẽ.ˈse,ʃ.kɨ.ˈseɾ,ˈse,ˈseɾ,2,3,2,3,Final,Final,kjẽ,2,kɨ,3,,esquecer,to forget,Bandeira2017[366-412],
Principense,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,ˈkje,kɐ,1,2,1,1,Final,Initial,0,-,0,ˈiɾ,metathesis,cair,fall,Bandeira2017[366-412],
Principense,ˈkje,kɐˈiɾ,ˈkje,kɐ.ˈiɾ,-,ˈiɾ,1,2,-,2,-,Final,ˈkje,-,kɐ,2,,cair,fall,Bandeira2017[366-412],
Principense,kaˈga,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,ka,kɐ,2,3,1,1,Initial,Initial,0,-,0,ʀɨ,metathesis,carregar,load,Bandeira2017[366-412],
Principense,kaˈga,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,-,ʀɨ,2,3,-,2,-,Medial,ka,ˈga,kɐ,ˈgaɾ,,carregar,load,Bandeira2017[366-412],
Principense,kaˈga,kɐʀɨˈgaɾ,ka.ˈga,kɐ.ʀɨ.ˈgaɾ,ˈga,ˈgaɾ,2,3,2,3,Final,Final,-,2,ʀɨ,3,,carregar,load,Bandeira2017[366-412],
Principense,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ke,kɾɨʃ,2,2,1,1,Initial,Initial,0,ˈse,0,ˈseɾ,,crescer,grow,Bandeira2017[366-412],
Principense,keˈse,kɾɨʃˈseɾ,ke.ˈse,kɾɨʃ.ˈseɾ,ˈse,ˈseɾ,2,2,2,2,Final,Final,ke,2,kɾɨʃ,2,,crescer,grow,Bandeira2017[366-412],
Principense,koˈko,ʀɐʃˈpaɾ,ko.ˈko,ʀɐʃ.ˈpaɾ,,,2,2,,,#N/A,#N/A,0,,0,,,raspar,scrape,Bandeira2017[366-412],Not of portuguese origin
Principense,kõˈde,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,-,ʃ,2,3,-,1,-,Initial,0,kõ,0,kõ,metathesis,esconder,hide,Bandeira2017[366-412],
Principense,kõˈde,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,kõ,kõ,2,3,1,2,Initial,Medial,-,ˈde,ʃ,ˈdeɾ,,esconder,hide,Bandeira2017[366-412],
Principense,kõˈde,ʃkõˈdeɾ,kõ.ˈde,ʃ.kõ.ˈdeɾ,ˈde,ˈdeɾ,2,3,2,3,Final,Final,kõ,2,kõ,3,,esconder,hide,Bandeira2017[366-412],
Principense,kɔ̃ˈta,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,kɔ̃,ẽ,2,3,1,1,Initial,Initial,0,-,0,kõ,metathesis,encontrar,to find,Bandeira2017[366-412],
Principense,kɔ̃ˈta,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,-,kõ,2,3,-,2,-,Medial,kɔ̃,ˈta,ẽ,ˈtɾaɾ,,encontrar,to find,Bandeira2017[366-412],
Principense,kɔ̃ˈta,ẽkõˈtɾaɾ,kɔ̃.ˈta,ẽ.kõ.ˈtɾaɾ,ˈta,ˈtɾaɾ,2,3,2,3,Final,Final,-,2,kõ,3,,encontrar,to find,Bandeira2017[366-412],
Principense,koˈre,ku'ʀeɾ,ko.ˈre,ku.'ʀeɾ,ko,ku,2,2,1,1,Initial,Initial,0,ˈre,0,ʀeɾ,,correr,To run,Bandeira2017[366-412],
Principense,koˈre,ku'ʀeɾ,ko.ˈre,ku.'ʀeɾ,ˈre,ʀeɾ,2,2,2,2,Final,Final,ko,2,ku,2,,correr,To run,Bandeira2017[366-412],
Principense,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,kɔ,kuɾ,2,2,1,1,Initial,Initial,0,ˈta,0,ˈtaɾ,,cortar,cut,Bandeira2017[366-412],
Principense,kɔˈta,kuɾˈtaɾ,kɔ.ˈta,kuɾ.ˈtaɾ,ˈta,ˈtaɾ,2,2,2,2,Final,Final,kɔ,2,kuɾ,2,,cortar,cut,Bandeira2017[366-412],
Principense,kɔˈsa,kuˈsaɾ,kɔ.ˈsa,ku.ˈsaɾ,kɔ,ku,2,2,1,1,Initial,Initial,0,ˈsa,0,ˈsaɾ,,coçar,scratch,Bandeira2017[366-412],
Principense,kɔˈsa,kuˈsaɾ,kɔ.ˈsa,ku.ˈsaɾ,ˈsa,ˈsaɾ,2,2,2,2,Final,Final,kɔ,2,ku,2,,coçar,scratch,Bandeira2017[366-412],
Principense,koˈze,kuˈzeɾ,ko.ˈze,ku.ˈzeɾ,ko,ku,2,2,1,1,Initial,Initial,0,ˈze,0,ˈzeɾ,,coser,sew,Bandeira2017[366-412],
Principense,koˈze,kuˈzeɾ,ko.ˈze,ku.ˈzeɾ,ˈze,ˈzeɾ,2,2,2,2,Final,Final,ko,2,ku,2,,coser,sew,Bandeira2017[366-412],
Principense,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈbi,0,ˈbɾiɾ,,cobrir,cover,Bandeira2017[366-412],
Principense,kuˈbi,kuˈbɾiɾ,ku.ˈbi,ku.ˈbɾiɾ,ˈbi,ˈbɾiɾ,2,2,2,2,Final,Final,ku,2,ku,2,,cobrir,cover,Bandeira2017[366-412],
Principense,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ku,kuj,2,2,1,1,Initial,Initial,0,ˈda,0,ˈdaɾ,,cuidar,care,Bandeira2017[366-412],
Principense,kuˈda,kujˈdaɾ,ku.ˈda,kuj.ˈdaɾ,ˈda,ˈdaɾ,2,2,2,2,Final,Final,ku,2,kuj,2,,cuidar,care,Bandeira2017[366-412],
Principense,kuˈdi,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,-,ɐ,2,3,-,1,-,Initial,0,ku,0,ku,metathesis,acudir,help,Bandeira2017[366-412],
Principense,kuˈdi,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,ku,ku,2,3,1,2,Initial,Medial,-,ˈdi,ɐ,ˈdiɾ,,acudir,help,Bandeira2017[366-412],
Principense,kuˈdi,ɐkuˈdiɾ,ku.ˈdi,ɐ.ku.ˈdiɾ,ˈdi,ˈdiɾ,2,3,2,3,Final,Final,ku,2,ku,3,,acudir,help,Bandeira2017[366-412],
Principense,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ku,kul,2,2,1,1,Initial,Initial,0,ˈpa,0,ˈpaɾ,,culpar,to blame,Bandeira2017[366-412],
Principense,kuˈpa,kulˈpaɾ,ku.ˈpa,kul.ˈpaɾ,ˈpa,ˈpaɾ,2,2,2,2,Final,Final,ku,2,kul,2,,culpar,to blame,Bandeira2017[366-412],
Principense,kuˈmɛ,kuˈmeɾ,ku.ˈmɛ,ku.ˈmeɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈmɛ,0,ˈmeɾ,,comer,to eat,Bandeira2017[366-412],
Principense,kuˈmɛ,kuˈmeɾ,ku.ˈmɛ,ku.ˈmeɾ,ˈmɛ,ˈmeɾ,2,2,2,2,Final,Final,ku,2,ku,2,,comer,to eat,Bandeira2017[366-412],
Principense,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ku,kuʃ,2,2,1,1,Initial,Initial,0,ˈpi,0,ˈpiɾ,,cuspir,spit,Bandeira2017[366-412],
Principense,kuˈpi,kuʃˈpiɾ,ku.ˈpi,kuʃ.ˈpiɾ,ˈpi,ˈpiɾ,2,2,2,2,Final,Final,ku,2,kuʃ,2,,cuspir,spit,Bandeira2017[366-412],
Principense,kuˈra,kuˈɾaɾ,ku.ˈra,ku.ˈɾaɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈra,0,ˈɾaɾ,,curar,heal,Bandeira2017[366-412],
Principense,kuˈra,kuˈɾaɾ,ku.ˈra,ku.ˈɾaɾ,ˈra,ˈɾaɾ,2,2,2,2,Final,Final,ku,2,ku,2,,curar,heal,Bandeira2017[366-412],
Principense,kuˈʒi,kuˈzeɾ,ku.ˈʒi,ku.ˈzeɾ,ku,ku,2,2,1,1,Initial,Initial,0,ˈʒi,0,ˈzeɾ,,cozer,cook,Bandeira2017[366-412],
Principense,kuˈʒi,kuˈzeɾ,ku.ˈʒi,ku.ˈzeɾ,ˈʒi,ˈzeɾ,2,2,2,2,Final,Final,ku,2,ku,2,,cozer,cook,Bandeira2017[366-412],
Principense,laˈva,lɐˈvaɾ,la.ˈva,lɐ.ˈvaɾ,la,lɐ,2,2,1,1,Initial,Initial,0,ˈva,0,ˈvaɾ,,lavar,wash,Bandeira2017[366-412],
Principense,laˈva,lɐˈvaɾ,la.ˈva,lɐ.ˈvaɾ,ˈva,ˈvaɾ,2,2,2,2,Final,Final,la,2,lɐ,2,,lavar,wash,Bandeira2017[366-412],
Principense,lɐ̃ˈda,nɐˈdaɾ,lɐ̃.ˈda,nɐ.ˈdaɾ,lɐ̃,nɐ,2,2,1,1,Initial,Initial,0,ˈda,0,ˈdaɾ,,nadar,to swim,Bandeira2017[366-412],
Principense,lɐ̃ˈda,nɐˈdaɾ,lɐ̃.ˈda,nɐ.ˈdaɾ,ˈda,ˈdaɾ,2,2,2,2,Final,Final,lɐ̃,2,nɐ,2,,nadar,to swim,Bandeira2017[366-412],
Principense,lɐ̃ˈsa,lɐ̃ˈsaɾ,lɐ̃.ˈsa,lɐ̃.ˈsaɾ,lɐ̃,lɐ̃,2,2,1,1,Initial,Initial,0,ˈsa,0,ˈsaɾ,,lançar,to throw up,Bandeira2017[366-412],
Principense,lɐ̃ˈsa,lɐ̃ˈsaɾ,lɐ̃.ˈsa,lɐ̃.ˈsaɾ,ˈsa,ˈsaɾ,2,2,2,2,Final,Final,lɐ̃,2,lɐ̃,2,,lançar,to throw up,Bandeira2017[366-412],
Principense,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,la,lɨ,2,3,1,1,Initial,Initial,0,-,0,vɐ̃,metathesis,levantar,get up,Bandeira2017[366-412],
Principense,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,-,vɐ̃,2,3,-,2,-,Medial,la,ˈta,lɨ,ˈtaɾ,,levantar,get up,Bandeira2017[366-412],
Principense,laˈta,lɨvɐ̃ˈtaɾ,la.ˈta,lɨ.vɐ̃.ˈtaɾ,ˈta,ˈtaɾ,2,3,2,3,Final,Final,-,2,vɐ̃,3,,levantar,get up,Bandeira2017[366-412],
Principense,lɔˈlɔ,lɐ̃ˈbeɾ,lɔ.ˈlɔ,lɐ̃.ˈbeɾ,,,2,2,,,#N/A,#N/A,0,,0,,,lamber,lick,Bandeira2017[366-412],Not of portuguese origin
Principense,luˈʒi,luˈziɾ,lu.ˈʒi,lu.ˈziɾ,lu,lu,2,2,1,1,Initial,Initial,0,ˈʒi,0,ˈziɾ,,luzir,shine,Bandeira2017[366-412],
Principense,luˈʒi,luˈziɾ,lu.ˈʒi,lu.ˈziɾ,ˈʒi,ˈziɾ,2,2,2,2,Final,Final,lu,2,lu,2,,luzir,shine,Bandeira2017[366-412],
Principense,maˈra,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,-,ɐ,2,3,-,1,-,Initial,0,ma,0,ma,metathesis,amarrar,tie,Bandeira2017[366-412],
Principense,maˈra,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,ma,ma,2,3,1,2,Initial,Medial,-,ˈra,ɐ,ˈʀaɾ,,amarrar,tie,Bandeira2017[366-412],
Principense,maˈra,ɐmaˈʀaɾ,ma.ˈra,ɐ.ma.ˈʀaɾ,ˈra,ˈʀaɾ,2,3,2,3,Final,Final,ma,2,ma,3,,amarrar,tie,Bandeira2017[366-412],
Principense,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmɛ̃,tɾɨ,2,3,-,1,-,Initial,0,ˈmɛ̃,0,ˈmẽ,metathesis,tremendo,to fear,Bandeira2017[366-412],
Principense,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,ˈmɛ̃,ˈmẽ,2,3,1,2,Initial,Medial,ˈmɛ̃,du,tɾɨ,du,,tremendo,to fear,Bandeira2017[366-412],
Principense,ˈmɛ̃du,tɾɨˈmẽdu,ˈmɛ̃.du,tɾɨ.ˈmẽ.du,du,du,2,3,2,3,Final,Final,ˈmɛ̃,2,ˈmẽ,3,,tremendo,to fear,Bandeira2017[366-412],
Principense,meˈse,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,me,mɨ,2,3,1,1,Initial,Initial,0,-,0,ɾɨ,metathesis,merecer,to want,Bandeira2017[366-412],
Principense,meˈse,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,-,ɾɨ,2,3,-,2,-,Medial,me,ˈse,mɨ,ˈseɾ,,merecer,to want,Bandeira2017[366-412],
Principense,meˈse,mɨɾɨˈseɾ,me.ˈse,mɨ.ɾɨ.ˈseɾ,ˈse,ˈseɾ,2,3,2,3,Final,Final,-,2,ɾɨ,3,,merecer,to want,Bandeira2017[366-412],
Principense,mĩˈgwa,mĩˈgwaɾ,mĩ.ˈgwa,mĩ.ˈgwaɾ,mĩ,mĩ,2,2,1,1,Initial,Initial,0,ˈgwa,0,ˈgwaɾ,,minguar,wane,Bandeira2017[366-412],
Principense,mĩˈgwa,mĩˈgwaɾ,mĩ.ˈgwa,mĩ.ˈgwaɾ,ˈgwa,ˈgwaɾ,2,2,2,2,Final,Final,mĩ,2,mĩ,2,,minguar,wane,Bandeira2017[366-412],
Principense,moˈde,muɾˈdeɾ,mo.ˈde,muɾ.ˈdeɾ,mo,muɾ,2,2,1,1,Initial,Initial,0,ˈde,0,ˈdeɾ,,morder,to bite,Bandeira2017[366-412],
Principense,moˈde,muɾˈdeɾ,mo.ˈde,muɾ.ˈdeɾ,ˈde,ˈdeɾ,2,2,2,2,Final,Final,mo,2,muɾ,2,,morder,to bite,Bandeira2017[366-412],
Principense,ˈgɐ̃,gɐˈɲaɾ,ˈgɐ̃,gɐ.ˈɲaɾ,ˈgɐ̃,gɐ,1,2,1,1,Final,Initial,0,-,0,ˈɲaɾ,metathesis,ganhar,to earn,Bandeira2017[366-412],
Principense,ˈgɐ̃,gɐˈɲaɾ,ˈgɐ̃,gɐ.ˈɲaɾ,-,ˈɲaɾ,1,2,-,2,-,Final,ˈgɐ̃,-,gɐ,2,metathesis,ganhar,to earn,Bandeira2017[366-412],
